panel,kind,stage,condition,seed,proposed,baseline,proposed_nmae,baseline_nmae,gain_pct
electricity,shape,fixed1024,RAMP8_D32,81551,C3,B0,0.5391172877823662,0.5137246579801916,-4.942848159558988
electricity,shape,fixed1024,RAMP8_D32,81551,C3,PLAIN,0.5391172877823662,0.5501787954038578,2.010529615808243
electricity,shape,fixed1024,RAMP8_D32,81551,C3,MAG_ONLY,0.5391172877823662,0.5378923284382193,-0.22773318736550863
electricity,shape,fixed1024,RAMP8_D32,81551,C3,DELTA_XY_BUDGET,0.5391172877823662,0.518917044459446,-3.892769285303155
electricity,shape,fixed1024,RAMP8_D32,81551,C3,DELTA_XY_DEFAULT,0.5391172877823662,0.5390748485380766,-0.007872607005254828
electricity,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,B0,0.5378923284382193,0.5137246579801916,-4.704401488736698
electricity,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,PLAIN,0.5378923284382193,0.5501787954038578,2.2331771177440007
electricity,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,C3,0.5378923284382193,0.5391172877823662,0.2272157417147036
electricity,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,DELTA_XY_BUDGET,0.5378923284382193,0.518917044459446,-3.6567085589836124
electricity,shape,fixed1024,RAMP8_D32,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.5378923284382193,0.5390748485380766,0.21936102251184364
electricity,shape,fixed1024,RAMP8_D32,81552,C3,B0,0.4363061336969255,0.4598948315492489,5.129150456607667
electricity,shape,fixed1024,RAMP8_D32,81552,C3,PLAIN,0.4363061336969255,0.4443455181722987,1.8092642204294407
electricity,shape,fixed1024,RAMP8_D32,81552,C3,MAG_ONLY,0.4363061336969255,0.4266079724157542,-2.273319278646735
electricity,shape,fixed1024,RAMP8_D32,81552,C3,DELTA_XY_BUDGET,0.4363061336969255,0.4497530673516387,2.9898481257493614
electricity,shape,fixed1024,RAMP8_D32,81552,C3,DELTA_XY_DEFAULT,0.4363061336969255,0.4637002564014921,5.907722138684257
electricity,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,B0,0.4266079724157542,0.4598948315492489,7.237928511038305
electricity,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,PLAIN,0.4266079724157542,0.4443455181722987,3.991836314565156
electricity,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,C3,0.4266079724157542,0.4363061336969255,2.2227882058398873
electricity,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,DELTA_XY_BUDGET,0.4266079724157542,0.4497530673516387,5.146178340077567
electricity,shape,fixed1024,RAMP8_D32,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.4266079724157542,0.4637002564014921,7.999194193591674
electricity,shape,fixed1024,STEP12_D17,81551,C3,B0,0.2994322499119348,0.3049869534938703,1.8212921957158845
electricity,shape,fixed1024,STEP12_D17,81551,C3,PLAIN,0.2994322499119348,0.3150218131645115,4.9487250092219774
electricity,shape,fixed1024,STEP12_D17,81551,C3,MAG_ONLY,0.2994322499119348,0.3009043020720645,0.48920940976681093
electricity,shape,fixed1024,STEP12_D17,81551,C3,DELTA_XY_BUDGET,0.2994322499119348,0.3075544878380984,2.6409102280566588
electricity,shape,fixed1024,STEP12_D17,81551,C3,DELTA_XY_DEFAULT,0.2994322499119348,0.3067628063338454,2.3896496806502854
electricity,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,B0,0.3009043020720645,0.3049869534938703,1.3386314971954527
electricity,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,PLAIN,0.3009043020720645,0.3150218131645115,4.481439221821293
electricity,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,C3,0.3009043020720645,0.2994322499119348,-0.4916144338369177
electricity,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,DELTA_XY_BUDGET,0.3009043020720645,0.3075544878380984,2.162278890085545
electricity,shape,fixed1024,STEP12_D17,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.3009043020720645,0.3067628063338454,1.9097831095615914
electricity,shape,fixed1024,STEP12_D17,81552,C3,B0,0.3010858627054494,0.341316569364508,11.786918734699437
electricity,shape,fixed1024,STEP12_D17,81552,C3,PLAIN,0.3010858627054494,0.3085662856970167,2.42425155900291
electricity,shape,fixed1024,STEP12_D17,81552,C3,MAG_ONLY,0.3010858627054494,0.2905752954697104,-3.617157893188705
electricity,shape,fixed1024,STEP12_D17,81552,C3,DELTA_XY_BUDGET,0.3010858627054494,0.328841061153706,8.44030801715584
electricity,shape,fixed1024,STEP12_D17,81552,C3,DELTA_XY_DEFAULT,0.3010858627054494,0.3421170274515655,11.993312654373812
electricity,shape,fixed1024,STEP12_D17,81552,MAG_ONLY,B0,0.2905752954697104,0.341316569364508,14.866337719634293
electricity,shape,fixed1024,STEP12_D17,81552,MAG_ONLY,PLAIN,0.2905752954697104,0.3085662856970167,5.830510675094236
electricity,shape,fixed1024,STEP12_D17,81552,MAG_ONLY,C3,0.2905752954697104,0.3010858627054494,3.4908869985773583
electricity,shape,fixed1024,STEP12_D17,81552,MAG_ONLY,DELTA_XY_BUDGET,0.2905752954697104,0.328841061153706,11.63655340052242
electricity,shape,fixed1024,STEP12_D17,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.2905752954697104,0.3421170274515655,15.065526660800899
electricity,shape,fixed1024,STEP12_D63,81551,C3,B0,0.2185042155282388,0.2257596413913575,3.2137833929942072
electricity,shape,fixed1024,STEP12_D63,81551,C3,PLAIN,0.2185042155282388,0.219655108978422,0.5239547832671887
electricity,shape,fixed1024,STEP12_D63,81551,C3,MAG_ONLY,0.2185042155282388,0.2172542527328877,-0.5753456052655093
electricity,shape,fixed1024,STEP12_D63,81551,C3,DELTA_XY_BUDGET,0.2185042155282388,0.2230686351855285,2.046195178221011
electricity,shape,fixed1024,STEP12_D63,81551,C3,DELTA_XY_DEFAULT,0.2185042155282388,0.2262183031697811,3.4100192307395805
electricity,shape,fixed1024,STEP12_D63,81551,MAG_ONLY,B0,0.2172542527328877,0.2257596413913575,3.7674531222901764
electricity,shape,fixed1024,STEP12_D63,81551,MAG_ONLY,PLAIN,0.2172542527328877,0.219655108978422,1.0930117932154038
electricity,shape,fixed1024,STEP12_D63,81551,MAG_ONLY,C3,0.2172542527328877,0.2185042155282388,0.5720543158992508
electricity,shape,fixed1024,STEP12_D63,81551,MAG_ONLY,DELTA_XY_BUDGET,0.2172542527328877,0.2230686351855285,2.606544146291523
electricity,shape,fixed1024,STEP12_D63,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.2172542527328877,0.2262183031697811,3.9625663844563896
electricity,shape,fixed1024,STEP12_D63,81552,C3,B0,0.2112057543172824,0.2120799809034642,0.412215515324732
electricity,shape,fixed1024,STEP12_D63,81552,C3,PLAIN,0.2112057543172824,0.2087033755745371,-1.199012107905073
electricity,shape,fixed1024,STEP12_D63,81552,C3,MAG_ONLY,0.2112057543172824,0.2125816609541409,0.6472367516007549
electricity,shape,fixed1024,STEP12_D63,81552,C3,DELTA_XY_BUDGET,0.2112057543172824,0.2145171261680317,1.5436398528644757
electricity,shape,fixed1024,STEP12_D63,81552,C3,DELTA_XY_DEFAULT,0.2112057543172824,0.2171770126538988,2.7494891211771177
electricity,shape,fixed1024,STEP12_D63,81552,MAG_ONLY,B0,0.2125816609541409,0.2120799809034642,-0.2365522896312866
electricity,shape,fixed1024,STEP12_D63,81552,MAG_ONLY,PLAIN,0.2125816609541409,0.2087033755745371,-1.858276306709139
electricity,shape,fixed1024,STEP12_D63,81552,MAG_ONLY,C3,0.2125816609541409,0.2112057543172824,-0.6514531961054226
electricity,shape,fixed1024,STEP12_D63,81552,MAG_ONLY,DELTA_XY_BUDGET,0.2125816609541409,0.2145171261680317,0.9022427479168926
electricity,shape,fixed1024,STEP12_D63,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.2125816609541409,0.2171770126538988,2.1159475598281685
electricity,shape,fixed1024,STEP6_D17,81551,C3,B0,0.2388730382192448,0.2393722619533945,0.20855538151154374
electricity,shape,fixed1024,STEP6_D17,81551,C3,PLAIN,0.2388730382192448,0.2444945140709552,2.2992237159476736
electricity,shape,fixed1024,STEP6_D17,81551,C3,MAG_ONLY,0.2388730382192448,0.2389582317281187,0.03565205025907181
electricity,shape,fixed1024,STEP6_D17,81551,C3,DELTA_XY_BUDGET,0.2388730382192448,0.2415461181568109,1.1066540658834945
electricity,shape,fixed1024,STEP6_D17,81551,C3,DELTA_XY_DEFAULT,0.2388730382192448,0.2444958737188777,2.2997670325095365
electricity,shape,fixed1024,STEP6_D17,81551,MAG_ONLY,B0,0.2389582317281187,0.2393722619533945,0.1729649968200686
electricity,shape,fixed1024,STEP6_D17,81551,MAG_ONLY,PLAIN,0.2389582317281187,0.2444945140709552,2.2643789632146194
electricity,shape,fixed1024,STEP6_D17,81551,MAG_ONLY,C3,0.2389582317281187,0.2388730382192448,-0.03566476547918196
electricity,shape,fixed1024,STEP6_D17,81551,MAG_ONLY,DELTA_XY_BUDGET,0.2389582317281187,0.2415461181568109,1.0713839859815777
electricity,shape,fixed1024,STEP6_D17,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.2389582317281187,0.2444958737188777,2.264922473549069
electricity,shape,fixed1024,STEP6_D17,81552,C3,B0,0.2341843314157159,0.2459610399515569,4.788038194244293
electricity,shape,fixed1024,STEP6_D17,81552,C3,PLAIN,0.2341843314157159,0.2350108337583387,0.3516869113671106
electricity,shape,fixed1024,STEP6_D17,81552,C3,MAG_ONLY,0.2341843314157159,0.2318954641173776,-0.987025471606362
electricity,shape,fixed1024,STEP6_D17,81552,C3,DELTA_XY_BUDGET,0.2341843314157159,0.2423980544862813,3.3885268130443125
electricity,shape,fixed1024,STEP6_D17,81552,C3,DELTA_XY_DEFAULT,0.2341843314157159,0.2487582820749312,5.858679573460524
electricity,shape,fixed1024,STEP6_D17,81552,MAG_ONLY,B0,0.2318954641173776,0.2459610399515569,5.718619435399031
electricity,shape,fixed1024,STEP6_D17,81552,MAG_ONLY,PLAIN,0.2318954641173776,0.2350108337583387,1.3256280960071032
electricity,shape,fixed1024,STEP6_D17,81552,MAG_ONLY,C3,0.2318954641173776,0.2341843314157159,0.9773784968880705
electricity,shape,fixed1024,STEP6_D17,81552,MAG_ONLY,DELTA_XY_BUDGET,0.2318954641173776,0.2423980544862813,4.332786577500391
electricity,shape,fixed1024,STEP6_D17,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.2318954641173776,0.2487582820749312,6.778796595996017
electricity,shape,fixed1024,STEP6_D63,81551,C3,B0,0.1967115587370205,0.2022326850142712,2.7300860278154704
electricity,shape,fixed1024,STEP6_D63,81551,C3,PLAIN,0.1967115587370205,0.196048081082121,-0.3384259877665441
electricity,shape,fixed1024,STEP6_D63,81551,C3,MAG_ONLY,0.1967115587370205,0.1964444605388333,-0.13596626621823482
electricity,shape,fixed1024,STEP6_D63,81551,C3,DELTA_XY_BUDGET,0.1967115587370205,0.2009377108775698,2.1032150322067955
electricity,shape,fixed1024,STEP6_D63,81551,C3,DELTA_XY_DEFAULT,0.1967115587370205,0.2031440406208834,3.1664634927034307
electricity,shape,fixed1024,STEP6_D63,81551,MAG_ONLY,B0,0.1964444605388333,0.2022326850142712,2.862160720968243
electricity,shape,fixed1024,STEP6_D63,81551,MAG_ONLY,PLAIN,0.1964444605388333,0.196048081082121,-0.20218481839986424
electricity,shape,fixed1024,STEP6_D63,81551,MAG_ONLY,C3,0.1964444605388333,0.1967115587370205,0.13578164897990463
electricity,shape,fixed1024,STEP6_D63,81551,MAG_ONLY,DELTA_XY_BUDGET,0.1964444605388333,0.2009377108775698,2.236140901134387
electricity,shape,fixed1024,STEP6_D63,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.1964444605388333,0.2031440406208834,3.2979456653385975
electricity,shape,fixed1024,STEP6_D63,81552,C3,B0,0.1919691918074674,0.1907568513860215,-0.6355422689340751
electricity,shape,fixed1024,STEP6_D63,81552,C3,PLAIN,0.1919691918074674,0.1911179285676325,-0.4454125503634776
electricity,shape,fixed1024,STEP6_D63,81552,C3,MAG_ONLY,0.1919691918074674,0.1927469258128197,0.4035000828535029
electricity,shape,fixed1024,STEP6_D63,81552,C3,DELTA_XY_BUDGET,0.1919691918074674,0.1934705297587903,0.7760034322512599
electricity,shape,fixed1024,STEP6_D63,81552,C3,DELTA_XY_DEFAULT,0.1919691918074674,0.1968580977465229,2.4834670227030786
electricity,shape,fixed1024,STEP6_D63,81552,MAG_ONLY,B0,0.1927469258128197,0.1907568513860215,-1.0432518739633911
electricity,shape,fixed1024,STEP6_D63,81552,MAG_ONLY,PLAIN,0.1927469258128197,0.1911179285676325,-0.8523518737336921
electricity,shape,fixed1024,STEP6_D63,81552,MAG_ONLY,C3,0.1927469258128197,0.1919691918074674,-0.4051348021157031
electricity,shape,fixed1024,STEP6_D63,81552,MAG_ONLY,DELTA_XY_BUDGET,0.1927469258128197,0.1934705297587903,0.3740124901052133
electricity,shape,fixed1024,STEP6_D63,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.1927469258128197,0.1968580977465229,2.0883936097954137
electricity,shape,fixed1024,STEP8_D31,81551,C3,B0,0.2080386591122182,0.2099953720287695,0.9317885902186629
electricity,shape,fixed1024,STEP8_D31,81551,C3,PLAIN,0.2080386591122182,0.2094782535306883,0.6872285758575014
electricity,shape,fixed1024,STEP8_D31,81551,C3,MAG_ONLY,0.2080386591122182,0.2080355471891074,-0.0014958612375659541
electricity,shape,fixed1024,STEP8_D31,81551,C3,DELTA_XY_BUDGET,0.2080386591122182,0.2113006812135752,1.5437821035985566
electricity,shape,fixed1024,STEP8_D31,81551,C3,DELTA_XY_DEFAULT,0.2080386591122182,0.2167038452332872,3.9986305327165295
electricity,shape,fixed1024,STEP8_D31,81551,MAG_ONLY,B0,0.2080355471891074,0.2099953720287695,0.933270491024718
electricity,shape,fixed1024,STEP8_D31,81551,MAG_ONLY,PLAIN,0.2080355471891074,0.2094782535306883,0.6887141348872916
electricity,shape,fixed1024,STEP8_D31,81551,MAG_ONLY,C3,0.2080355471891074,0.2080386591122182,0.001495838861897969
electricity,shape,fixed1024,STEP8_D31,81551,MAG_ONLY,DELTA_XY_BUDGET,0.2080355471891074,0.2113006812135752,1.5452548499678143
electricity,shape,fixed1024,STEP8_D31,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.2080355471891074,0.2167038452332872,4.000066558508985
electricity,shape,fixed1024,STEP8_D31,81552,C3,B0,0.2079394575900191,0.2153050211619759,3.4209901525778186
electricity,shape,fixed1024,STEP8_D31,81552,C3,PLAIN,0.2079394575900191,0.2099957599106122,0.979211352395104
electricity,shape,fixed1024,STEP8_D31,81552,C3,MAG_ONLY,0.2079394575900191,0.2079082718994579,-0.01499973535266097
electricity,shape,fixed1024,STEP8_D31,81552,C3,DELTA_XY_BUDGET,0.2079394575900191,0.2125855172966001,2.1855015175369585
electricity,shape,fixed1024,STEP8_D31,81552,C3,DELTA_XY_DEFAULT,0.2079394575900191,0.2133424001957679,2.532521711947988
electricity,shape,fixed1024,STEP8_D31,81552,MAG_ONLY,B0,0.2079082718994579,0.2153050211619759,3.435474575835995
electricity,shape,fixed1024,STEP8_D31,81552,MAG_ONLY,PLAIN,0.2079082718994579,0.2099957599106122,0.9940619810813622
electricity,shape,fixed1024,STEP8_D31,81552,MAG_ONLY,C3,0.2079082718994579,0.2079394575900191,0.014997485769485674
electricity,shape,fixed1024,STEP8_D31,81552,MAG_ONLY,DELTA_XY_BUDGET,0.2079082718994579,0.2125855172966001,2.2001712330273593
electricity,shape,fixed1024,STEP8_D31,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.2079082718994579,0.2133424001957679,2.5471393831341116
electricity,shape,fixed1024,STEP8_D33,81551,C3,B0,0.2090409703457131,0.2148553999982557,2.7062059657750326
electricity,shape,fixed1024,STEP8_D33,81551,C3,PLAIN,0.2090409703457131,0.2122032041990768,1.490191378258865
electricity,shape,fixed1024,STEP8_D33,81551,C3,MAG_ONLY,0.2090409703457131,0.2093428024939328,0.14418080995569627
electricity,shape,fixed1024,STEP8_D33,81551,C3,DELTA_XY_BUDGET,0.2090409703457131,0.2129993966989303,1.8584213920626147
electricity,shape,fixed1024,STEP8_D33,81551,C3,DELTA_XY_DEFAULT,0.2090409703457131,0.225571619626637,7.3283373627787025
electricity,shape,fixed1024,STEP8_D33,81551,MAG_ONLY,B0,0.2093428024939328,0.2148553999982557,2.565724438095407
electricity,shape,fixed1024,STEP8_D33,81551,MAG_ONLY,PLAIN,0.2093428024939328,0.2122032041990768,1.3479540593838157
electricity,shape,fixed1024,STEP8_D33,81551,MAG_ONLY,C3,0.2093428024939328,0.2090409703457131,-0.14438899117266146
electricity,shape,fixed1024,STEP8_D33,81551,MAG_ONLY,DELTA_XY_BUDGET,0.2093428024939328,0.2129993966989303,1.7167157567896885
electricity,shape,fixed1024,STEP8_D33,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.2093428024939328,0.225571619626637,7.194529683993888
electricity,shape,fixed1024,STEP8_D33,81552,C3,B0,0.2106401869306605,0.2190630728566661,3.844959269569237
electricity,shape,fixed1024,STEP8_D33,81552,C3,PLAIN,0.2106401869306605,0.2150456582704509,2.04862138358074
electricity,shape,fixed1024,STEP8_D33,81552,C3,MAG_ONLY,0.2106401869306605,0.2096943627871464,-0.45104891278082704
electricity,shape,fixed1024,STEP8_D33,81552,C3,DELTA_XY_BUDGET,0.2106401869306605,0.2157642149753291,2.3748275613055148
electricity,shape,fixed1024,STEP8_D33,81552,C3,DELTA_XY_DEFAULT,0.2106401869306605,0.2257412260545539,6.6895353533005135
electricity,shape,fixed1024,STEP8_D33,81552,MAG_ONLY,B0,0.2096943627871464,0.2190630728566661,4.276718091893872
electricity,shape,fixed1024,STEP8_D33,81552,MAG_ONLY,PLAIN,0.2096943627871464,0.2150456582704509,2.4884461868904584
electricity,shape,fixed1024,STEP8_D33,81552,MAG_ONLY,C3,0.2096943627871464,0.2106401869306605,0.4490235967296474
electricity,shape,fixed1024,STEP8_D33,81552,MAG_ONLY,DELTA_XY_BUDGET,0.2096943627871464,0.2157642149753291,2.813187621903268
electricity,shape,fixed1024,STEP8_D33,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.2096943627871464,0.2257412260545539,7.10852135778226
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,C3,B0,0.2047833183822829,0.2114207846374824,3.1394577721299277
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,C3,PLAIN,0.2047833183822829,0.2050580198354147,0.1339627942141819
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,C3,MAG_ONLY,0.2047833183822829,0.204623093178736,-0.07830260067809292
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,C3,DELTA_XY_BUDGET,0.2047833183822829,0.209463282604419,2.234264718831136
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,C3,DELTA_XY_DEFAULT,0.2047833183822829,0.210571632068271,2.748857302920771
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,MAG_ONLY,B0,0.204623093178736,0.2114207846374824,3.215242754113423
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,MAG_ONLY,PLAIN,0.204623093178736,0.2050580198354147,0.21209931561212425
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,MAG_ONLY,C3,0.204623093178736,0.2047833183822829,0.07824133567744251
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,MAG_ONLY,DELTA_XY_BUDGET,0.204623093178736,0.209463282604419,2.310757935950003
electricity,shape,selected,PAIRED_SHIFT8_D32,81551,MAG_ONLY,DELTA_XY_DEFAULT,0.204623093178736,0.210571632068271,2.8249478959285423
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,C3,B0,0.2049563213411614,0.2143870549534957,4.398928664037105
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,C3,PLAIN,0.2049563213411614,0.2101600645460429,2.4760856522012764
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,C3,MAG_ONLY,0.2049563213411614,0.2047028162695488,-0.12384053929124228
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,C3,DELTA_XY_BUDGET,0.2049563213411614,0.2118774937188657,3.266591583761036
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,C3,DELTA_XY_DEFAULT,0.2049563213411614,0.215845615072349,5.04494554014342
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,MAG_ONLY,B0,0.2047028162695488,0.2143870549534957,4.517175109312255
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,MAG_ONLY,PLAIN,0.2047028162695488,0.2101600645460429,2.5967104113153283
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,MAG_ONLY,C3,0.2047028162695488,0.2049563213411614,0.12368736419240411
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,MAG_ONLY,DELTA_XY_BUDGET,0.2047028162695488,0.2118774937188657,3.3862385869245504
electricity,shape,selected,PAIRED_SHIFT8_D32,81552,MAG_ONLY,DELTA_XY_DEFAULT,0.2047028162695488,0.215845615072349,5.162392944172279
electricity,shape,selected,PULSE8_D32,81551,C3,B0,2.998005954676624,2.993564815341061,-0.14835621105657726
electricity,shape,selected,PULSE8_D32,81551,C3,PLAIN,2.998005954676624,2.988170780966064,-0.32913693464937666
electricity,shape,selected,PULSE8_D32,81551,C3,MAG_ONLY,2.998005954676624,2.998370158958871,0.01214674182767883
electricity,shape,selected,PULSE8_D32,81551,C3,DELTA_XY_BUDGET,2.998005954676624,2.995556069063484,-0.08178400125575802
electricity,shape,selected,PULSE8_D32,81551,C3,DELTA_XY_DEFAULT,2.998005954676624,2.976727447761515,-0.7148288611747322
electricity,shape,selected,PULSE8_D32,81551,MAG_ONLY,B0,2.998370158958871,2.993564815341061,-0.1605224511319836
electricity,shape,selected,PULSE8_D32,81551,MAG_ONLY,PLAIN,2.998370158958871,2.988170780966064,-0.34132513636015993
electricity,shape,selected,PULSE8_D32,81551,MAG_ONLY,C3,2.998370158958871,2.998005954676624,-0.012148217440288711
