panel,kind,condition,new,baseline,new_nmae,baseline_nmae,absolute_error_difference,gain_pct,ci_type,ci_low_pct,ci_high_pct,bonferroni3_low_pct,bonferroni3_high_pct,seed_count,origin_count,channel_count,bootstrap_seed,draws,common_draw_sha256,conditional_on_fixed_seeds,exploratory_shapes_and_interventions
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,C2,0.3597110265832809,0.3674250259185141,-0.0077139993352331,2.099475754529556,time,1.7260325437571156,2.4566607765080883,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,0.3597110265832809,0.3602949464344547,-0.0005839198511737,0.1620671777254445,time,0.1125728133260975,0.2142330522739243,0.1048740713262589,0.2260749453224926,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,PULSE8_D32,C3,C2,7.064277312020451,7.019591465076173,0.0446858469442776,-0.6365875730318216,time,-0.6464479253518646,-0.6265832698139523,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,PULSE8_D32,C3,M_RECENCY,7.064277312020451,7.06049709704671,0.0037802149737409,-0.053540351646375,time,-0.0560318004771531,-0.0511352764875611,-0.0567388304125517,-0.0506480871575322,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,RAMP8_D32,C3,C2,0.8823717020031931,0.9141843998364416,-0.0318126978332484,3.4798994424910523,time,3.260219244702461,3.7186362310561294,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,RAMP8_D32,C3,M_RECENCY,0.8823717020031931,0.8818883463369656,0.0004833556662275,-0.0548091681033424,time,-0.1557269777177816,0.0453190075895912,-0.1733905458527311,0.0673506427389909,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP12_D17,C3,C2,0.5416414193416108,0.5633163925544378,-0.0216749732128269,3.847744091830652,time,3.30716476249349,4.377056179087328,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP12_D17,C3,M_RECENCY,0.5416414193416108,0.5485645878391959,-0.0069231684975851,1.262051661930197,time,1.1641071309984192,1.3626490848845971,1.1458701500101909,1.3816017654932926,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP12_D63,C3,C2,0.4168587470309435,0.4114215128248006,0.0054372342061428,-1.3215726539944406,time,-1.7824669724633957,-0.8864375334712093,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP12_D63,C3,M_RECENCY,0.4168587470309435,0.4154463630641183,0.0014123839668251,-0.3399678255474825,time,-0.389489963526744,-0.2913176270771245,-0.3996329483063515,-0.279231353336499,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP6_D17,C3,C2,0.3983451829792126,0.4056255225567581,-0.0072803395775454,1.7948425758950504,time,1.454529794359798,2.1197773734630707,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP6_D17,C3,M_RECENCY,0.3983451829792126,0.4007366569610137,-0.0023914739818011,0.5967694595091055,time,0.5162937407507817,0.6799131795431134,0.4944344524194772,0.6918259004175318,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP6_D63,C3,C2,0.3488012095671705,0.3438000995997678,0.0050011099674026,-1.4546563462967566,time,-1.725125361648033,-1.1874372812836518,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP6_D63,C3,M_RECENCY,0.3488012095671705,0.3487129182850121,8.829128215831483e-05,-0.0253191888022197,time,-0.0817890194922932,0.0256923020864205,-0.0948843216076848,0.0343149754001559,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP8_D31,C3,C2,0.3635699481355571,0.368929317730707,-0.0053593695951499,1.452681946806378,time,1.0479346671001128,1.830462927498082,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP8_D31,C3,M_RECENCY,0.3635699481355571,0.3641829104147883,-0.0006129622792311,0.1683116537602114,time,0.1103109132255639,0.2263717528631814,0.1027816033777632,0.2422431462056032,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP8_D33,C3,C2,0.3707726164369542,0.3823290178560461,-0.0115564014190918,3.02263257021288,time,2.6145720575017557,3.3990479528380035,,,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
electricity_transfer,shape,STEP8_D33,C3,M_RECENCY,0.3707726164369542,0.3719881450636976,-0.0012155286267434,0.3267654205849069,time,0.2683025681542789,0.3905894350864589,0.2570443669708145,0.4006260823150623,3,64,16,89700,2000,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,True,True
ettm1,shape,PAIRED_SHIFT8_D32,C3,C2,0.5420057433604855,0.5301644941162214,0.0118412492442641,-2.2335047661015794,time,-3.184654070730317,-1.3633703621278832,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,0.5420057433604855,0.5421335559836585,-0.000127812623173,0.0235758553888354,time,-0.1120712966437198,0.1691037038979469,-0.1405174867102371,0.2057623266288078,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,PULSE8_D32,C3,C2,6.485813489135285,6.525515279112197,-0.0397017899769114,0.6084085053634669,time,0.5406645955272255,0.6842434141072368,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,PULSE8_D32,C3,M_RECENCY,6.485813489135285,6.485708208700981,0.0001052804343046,-0.0016232681292027,time,-0.0180409235447776,0.0176296495267136,-0.021493617491138,0.0219315627711484,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,RAMP8_D32,C3,C2,0.994181925849976,1.0082905221552545,-0.0141085963052786,1.3992590424356075,time,0.2841412405106622,2.384084323350632,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,RAMP8_D32,C3,M_RECENCY,0.994181925849976,0.992512460812364,0.001669465037612,-0.1682059524215517,time,-0.270951367512533,-0.0656810535359797,-0.2931944193767931,-0.0469631721612064,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP12_D17,C3,C2,0.8290791738799439,0.8006066083132042,0.0284725655667397,-3.55637403827187,time,-5.083459683646796,-2.120046092827714,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP12_D17,C3,M_RECENCY,0.8290791738799439,0.8288556094166986,0.0002235644632453,-0.0269726669766656,time,-0.1270678652946832,0.0673937725202982,-0.1498277475885354,0.0847859174955271,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP12_D63,C3,C2,0.6780103778200057,0.6744403948294851,0.0035699829905205,-0.5293252032187556,time,-0.9193041200153852,-0.1627682799194167,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP12_D63,C3,M_RECENCY,0.6780103778200057,0.6766188906180104,0.0013914872019953,-0.2056530228891961,time,-0.2935361958672916,-0.1171994246765196,-0.3117574297702323,-0.0975714959602506,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP6_D17,C3,C2,0.6258253422074771,0.6238755940192429,0.0019497481882342,-0.3125219526016742,time,-0.953402549364949,0.3013018251091153,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP6_D17,C3,M_RECENCY,0.6258253422074771,0.6254881980785977,0.0003371441288794,-0.0539009576703497,time,-0.1621518163183649,0.0446573734527544,-0.1936199159634505,0.0646428496968476,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP6_D63,C3,C2,0.5608780466426755,0.5613810764475435,-0.000503029804868,0.0896057644214298,time,-0.2813771223217337,0.4600661978101795,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP6_D63,C3,M_RECENCY,0.5608780466426755,0.5604132145460805,0.0004648320965949,-0.0829445281677498,time,-0.1810735140999481,0.022654198261876,-0.1968864125743232,0.0407610414315282,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP8_D31,C3,C2,0.5370950641689594,0.5274966461789525,0.0095984179900068,-1.8196168752038888,time,-2.6118135810786547,-1.0289981786486535,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP8_D31,C3,M_RECENCY,0.5370950641689594,0.5371693692279297,-7.430505897032536e-05,0.0138327058888609,time,-0.1174359543714997,0.1624919798969448,-0.1457794261709988,0.1959390470226648,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP8_D33,C3,C2,0.5507523346504267,0.5355290047925394,0.0152233298578873,-2.8426713999897717,time,-3.6912134678606767,-1.984176329568494,,,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm1,shape,STEP8_D33,C3,M_RECENCY,0.5507523346504267,0.5515891670989476,-0.0008368324485208,0.151712995547415,time,0.0336270198658383,0.2762072986318775,-0.0002320683735443,0.3088581126503327,3,64,4,90700,2000,7d0d135db06a26bd1535f90e0b736c72e5d576ce5fc8ea4b879174f2d35d902e,True,True
ettm2,shape,PAIRED_SHIFT8_D32,C3,C2,0.3329373553861411,0.3330994951607136,-0.0001621397745724,0.0486760793480756,time,-0.1138174404776531,0.1881080112279034,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
ettm2,shape,PULSE8_D32,C3,C2,3.133531995418146,3.1376119523944457,-0.004079956976299,0.13003382949206,time,0.0944828628262037,0.1664571581162546,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
ettm2,shape,RAMP8_D32,C3,C2,0.5317564051718646,0.5267154151738747,0.0050409899979899,-0.9570614135767874,time,-1.2436071864036036,-0.6455327123076934,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
ettm2,shape,STEP12_D17,C3,C2,0.4059425970629695,0.4024618913123474,0.003480705750622,-0.8648534993641599,time,-1.308343915073339,-0.4315087574210857,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
ettm2,shape,STEP12_D63,C3,C2,0.3517070450158931,0.3504325051548878,0.0012745398610053,-0.3637048054209391,time,-0.5560121768278714,-0.1570646298779313,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
ettm2,shape,STEP6_D17,C3,C2,0.3694509059080542,0.3689176804596571,0.000533225448397,-0.1445377862434593,time,-0.477613930957434,0.1991161647721369,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
ettm2,shape,STEP6_D63,C3,C2,0.3246926677560924,0.3245532014531743,0.0001394663029181,-0.0429717846854416,time,-0.1416396933821084,0.0615275921602087,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
ettm2,shape,STEP8_D31,C3,C2,0.3304646153110785,0.3307136070382602,-0.0002489917271817,0.0752892296786988,time,-0.0933428564294924,0.220054871952687,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
ettm2,shape,STEP8_D33,C3,C2,0.3366908782956172,0.3365315136288759,0.0001593646667413,-0.0473550500584174,time,-0.2215103360928483,0.106433906754911,,,3,64,4,91700,2000,59d331143ad997e4dd335f90e79fcefcce745f15079633045172aee905fae973,True,True
neso_2025,shape,PAIRED_SHIFT8_D32,C3,C2,0.314355846363754,0.3209607649238409,-0.0066049185600869,2.0578585552829765,time,1.2929060671963164,2.864388847286414,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,0.314355846363754,0.3145285249809741,-0.00017267861722,0.0549007811709745,time,-0.0724688025618869,0.1882034086797412,-0.0916305000767814,0.2218715618898531,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,PULSE8_D32,C3,C2,6.208670091320352,6.178629516655985,0.0300405746643672,-0.4862012616776212,time,-0.5103974934316785,-0.4631065453155004,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,PULSE8_D32,C3,M_RECENCY,6.208670091320352,6.203762474018923,0.0049076173014288,-0.0791071115630481,time,-0.0881297273156089,-0.0710792244382774,-0.0904386706433261,-0.0695206362518567,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,RAMP8_D32,C3,C2,0.8898537320343795,0.9042390842493588,-0.0143853522149793,1.5908792780087833,time,1.251645766109679,1.928503339005524,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,RAMP8_D32,C3,M_RECENCY,0.8898537320343795,0.8929766674360475,-0.003122935401668,0.3497219485739555,time,0.2337516464734462,0.4667340250783225,0.2072262172235782,0.4942197300343305,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP12_D17,C3,C2,0.4655089741485187,0.4806683915842001,-0.0151594174356814,3.1538203262583164,time,1.943613614278216,4.295756961733344,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP12_D17,C3,M_RECENCY,0.4655089741485187,0.4727996728284453,-0.0072906986799265,1.542027014593983,time,1.2351822695568129,1.839250470401248,1.17189153416875,1.880008133040046,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP12_D63,C3,C2,0.3563998984220011,0.3505223270991467,0.0058775713228543,-1.676803692220119,time,-2.5802957502069885,-0.8748492326099383,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP12_D63,C3,M_RECENCY,0.3563998984220011,0.3543357077781929,0.0020641906438082,-0.5825522515784387,time,-0.7177084225476388,-0.4526195099195296,-0.7526314555679184,-0.4197797914961683,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP6_D17,C3,C2,0.3463566723537374,0.3523476547738517,-0.0059909824201143,1.7003043269748996,time,0.5485252689778584,2.849565740582896,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP6_D17,C3,M_RECENCY,0.3463566723537374,0.3482350183461913,-0.0018783459924539,0.5393903236309727,time,0.3346965214262964,0.7558933861492388,0.2845728151610029,0.7983313739099412,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP6_D63,C3,C2,0.3116395469696454,0.3087025406839089,0.0029370062857365,-0.9514033409734112,time,-1.5219429226485308,-0.4503862689083781,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP6_D63,C3,M_RECENCY,0.3116395469696454,0.3110309688957831,0.0006085780738622,-0.1956647841283576,time,-0.3211171139488733,-0.0850645527681426,-0.3431913940021258,-0.0669054027166177,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP8_D31,C3,C2,0.3138059791290284,0.317764806869835,-0.0039588277408065,1.2458358053565766,time,0.7247647137660729,1.8577596530907043,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP8_D31,C3,M_RECENCY,0.3138059791290284,0.3138480972137751,-4.2118084746745055e-05,0.0134198948856689,time,-0.1144191108859865,0.1351310575103296,-0.1471983726385217,0.1621955710551713,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP8_D33,C3,C2,0.3240389428615257,0.3333485012137914,-0.0093095583522657,2.7927404258209387,time,2.019077629668257,3.6210590486118703,,,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
neso_2025,shape,STEP8_D33,C3,M_RECENCY,0.3240389428615257,0.3249829569434537,-0.000944014081928,0.2904811042421129,time,0.1477464271778888,0.4475206853287383,0.1196496538894771,0.4834687169253382,3,64,1,92700,2000,01efe12df9495e33f312313e1260a0fa58dcb3bba6dee3b1a47a6589d02052ae,True,True
