panel,kind,stage,condition,block_count,origin_count,seed_count,proposed,baseline,proposed_nmae,baseline_nmae,gain_pct,ci_low,ci_high,absolute_gain,absolute_ci_low,absolute_ci_high,seed_gains,main_table
electricity,shape,fixed1024,RAMP8_D32,32,64,2,B0_MAG,B0,0.4822501504269867,0.4868097447647203,0.9366275812611846,0.5740402019081875,1.300932272771648,0.004559594337733517,0.0027524661445700364,0.006350201451486681,"{""81551"": -4.704401488736698, ""81552"": 7.237928511038305}",False
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_PLAIN,F0,0.41582617933990584,0.4696372074946976,11.457999344185122,8.203385047825906,14.584825413320448,0.053811028154791773,0.03862584240462245,0.06843005338876672,"{""81551"": 11.57841032988256, ""81552"": 11.337588358487672}",False
electricity,shape,fixed1024,RAMP8_D32,32,64,2,B0_PLAIN,B0,0.4972621567880782,0.4868097447647203,-2.1471246489549456,-2.6490981225209427,-1.6775938188258308,-0.010452412023357994,-0.012639522576673322,-0.008264010801150972,"{""81551"": -7.096045879322355, ""81552"": 3.381058518220159}",False
electricity,shape,fixed1024,RAMP8_D32,32,64,2,F0_MAG,B0_MAG,0.4609406394447811,0.4822501504269867,4.4187670990539,-1.1942269266193306,9.348105121519671,0.021309510982205626,-0.005557064911929119,0.045301762267308594,"{""81551"": 16.01890813147716, ""81552"": -10.20737041733788}",False
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,F0_PLAIN,0.3435789083141384,0.31610590526149696,-8.69107555264257,-13.138054393523454,-4.9405278654205285,-0.02747300305264145,-0.04177408781693299,-0.015321610207408552,"{""81551"": -7.555361433020247, ""81552"": -9.814217069061781}",False
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,F0,0.3435789083141384,0.501817537388361,31.533100636090428,26.81889118719074,36.36454681438539,0.15823862907422254,0.13768048144376557,0.17776540727486162,"{""81551"": 32.62561110799125, ""81552"": 30.440590164189597}",False
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_MAG,B0_PLAIN,0.2957397987708874,0.31179404943076416,5.148991999426111,4.268067451745286,6.07229940942075,0.01605425065987669,0.01387384819861625,0.01821579578467406,"{""81551"": 4.481439221821293, ""81552"": 5.830510675094236}",False
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_MAG,B0,0.2957397987708874,0.3231517614291891,8.482690156806827,7.263986171673699,9.752536429410815,0.02741196265830171,0.02463238587570235,0.030194495403322367,"{""81551"": 1.3386314971954527, ""81552"": 14.866337719634293}",False
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_PLAIN,F0,0.31610590526149696,0.501817537388361,37.00780030394597,32.208955516418065,41.45818394653854,0.185711632126864,0.16276948235403518,0.20798511253834115,"{""81551"": 37.35840966517886, ""81552"": 36.65719094271306}",False
electricity,shape,fixed1024,STEP12_D17,32,64,2,B0_PLAIN,B0,0.31179404943076416,0.3231517614291891,3.514668138645971,2.9076271599734915,4.155677583764584,0.01135771199842502,0.009645080429452392,0.012948079956211897,"{""81551"": -3.2902586670294776, ""81552"": 9.595280923064632}",False
electricity,shape,fixed1024,STEP12_D17,32,64,2,F0_MAG,B0_MAG,0.3435789083141384,0.2957397987708874,-16.176081048973877,-24.545644833337963,-8.195472536532705,-0.04783910954325098,-0.07178202505396508,-0.02444666832082642,"{""81551"": -12.360141360612364, ""81552"": -20.127664981184658}",False
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,F0_PLAIN,0.23674277028858737,0.23540705467729084,-0.5674067895406143,-2.979931053949269,1.7130795569640622,-0.001335715611296542,-0.00689100818796473,0.004035221662806309,"{""81551"": -0.32043354813631186, ""81552"": -0.8181958093078423}",False
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,F0,0.23674277028858737,0.2817304384803514,15.968337831874557,13.282830700183432,18.584430139400276,0.044987668191764016,0.03687938168110525,0.05341502009212593,"{""81551"": 15.532109199395371, ""81552"": 16.40456646435373}",False
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_MAG,B0_PLAIN,0.21491795684351434,0.2141792422764796,-0.34490483726763443,-1.0025944112499985,0.1986387661102622,-0.0007387145670347281,-0.0020411431901659134,0.00045079852611455007,"{""81551"": 1.0930117932154038, ""81552"": -1.8582763067091168}",False
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_MAG,B0,0.21491795684351434,0.21891981114741088,1.8280000713146394,1.0712754850800164,2.6170211961294183,0.004001854303896539,0.002266365811357228,0.005907058092377946,"{""81551"": 3.767453122290154, ""81552"": -0.2365522896312422}",False
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_PLAIN,F0,0.23540705467729084,0.2817304384803514,16.44244904914357,12.853638002561947,19.95555306367615,0.04632338380306056,0.03584310928178681,0.057433641998163594,"{""81551"": 15.80190813262906, ""81552"": 17.08298996565808}",False
electricity,shape,fixed1024,STEP12_D63,32,64,2,B0_PLAIN,B0,0.2141792422764796,0.21891981114741088,2.1654362143310957,1.503841120537349,2.9175264132385483,0.004740568870931267,0.0032728575234736343,0.00640093715064824,"{""81551"": 2.703996327826008, ""81552"": 1.5921376994390002}",False
electricity,shape,fixed1024,STEP12_D63,32,64,2,F0_MAG,B0_MAG,0.23674277028858737,0.21491795684351434,-10.154951110466804,-13.759997203667037,-7.081964240315156,-0.02182481344507306,-0.02817811590067699,-0.015861118114894577,"{""81551"": -9.53606483378351, ""81552"": -10.787440643966505}",False
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,F0_PLAIN,0.2866328109350328,0.2697100727449703,-6.2744183106813844,-8.85075203326473,-3.9302221566091085,-0.016922738190062517,-0.023217225488284338,-0.010716119578213498,"{""81551"": -4.9916130696670225, ""81552"": -7.55349278915074}",False
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,F0,0.2866328109350328,0.389304054995092,26.373021997254465,21.147977854943075,31.336545837221962,0.10267124406005929,0.08371530318592066,0.12239283671970097,"{""81551"": 27.36767599636295, ""81552"": 25.37836799814599}",False
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_MAG,B0_PLAIN,0.23542684792274815,0.23975267391464694,1.8042868599825512,1.1036505008188604,2.550388083055813,0.004325825991898829,0.0027602477530554326,0.0058261455423035905,"{""81551"": 2.2643789632146305, ""81552"": 1.3256280960071254}",False
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_MAG,B0,0.23542684792274815,0.24266665095247575,2.983435507644372,2.2965533312040782,3.7337489018261727,0.007239803029727583,0.005878463616015072,0.008762993144749327,"{""81551"": 0.1729649968200686, ""81552"": 5.718619435399052}",False
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_PLAIN,F0,0.2697100727449703,0.389304054995092,30.71994260415024,25.358350772419286,35.51372676139328,0.1195939822501218,0.10042523993204917,0.1399441703207916,"{""81551"": 30.820832369303652, ""81552"": 30.61905283899684}",False
electricity,shape,fixed1024,STEP6_D17,32,64,2,B0_PLAIN,B0,0.23975267391464694,0.24266665095247575,1.2008147911512945,0.6742974751407677,1.7625616179610586,0.0029139770378287543,0.0016207827498224915,0.004349574624680744,"{""81551"": -2.1398687031490837, ""81552"": 4.452008413761355}",False
electricity,shape,fixed1024,STEP6_D17,32,64,2,F0_MAG,B0_MAG,0.2866328109350328,0.23542684792274815,-21.750264875944445,-29.583339603028424,-14.697982046566615,-0.051205963012284604,-0.06662687045695911,-0.03551622682363918,"{""81551"": -18.330546948912495, ""81552"": -25.27413608214828}",False
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,F0_PLAIN,0.21183516828948085,0.20534944602865907,-3.158383129953335,-4.785045809267261,-1.6585531456207128,-0.006485722260821778,-0.009292810604476044,-0.0036086267915932117,"{""81551"": -2.4620427234368636, ""81552"": -3.8548631748223094}",False
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,F0,0.21183516828948085,0.2333500424590056,9.220000109194082,6.322673172613628,11.970930768484331,0.021514874169524745,0.015366170529827144,0.027080819874072744,"{""81551"": 9.823744082593445, ""81552"": 8.616256135794698}",False
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_MAG,B0_PLAIN,0.19459569317582656,0.19358300482487678,-0.5231287487586611,-0.9199092635533823,-0.10362819732845388,-0.0010126883509497845,-0.0018252258405436778,-0.00019498414420166115,"{""81551"": -0.20218481839986424, ""81552"": -0.8523518737336921}",False
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_MAG,B0,0.19459569317582656,0.19649476820014639,0.9664761264205568,0.45894964449619907,1.5083067242353194,0.0018990750243198114,0.0009084535921737754,0.0029452457302295678,"{""81551"": 2.86216072096821, ""81552"": -1.0432518739633911}",False
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_PLAIN,F0,0.20534944602865907,0.2333500424590056,11.999396329771661,8.793148856937531,14.815170235968672,0.028000596430346525,0.021920915718035755,0.03341624272012726,"{""81551"": 11.990573757339417, ""81552"": 12.008218902203893}",False
electricity,shape,fixed1024,STEP6_D63,32,64,2,B0_PLAIN,B0,0.19358300482487678,0.19649476820014639,1.4818528767665318,1.0051388117166018,2.000500730653547,0.002911763375269596,0.001935608168002698,0.004012347686261355,"{""81551"": 3.058162399274733, ""81552"": -0.18928661224348886}",False
electricity,shape,fixed1024,STEP6_D63,32,64,2,F0_MAG,B0_MAG,0.21183516828948085,0.19459569317582656,-8.859124697111142,-13.162294638191733,-5.196418554043707,-0.01723947511365427,-0.02406213721427982,-0.010613017540423878,"{""81551"": -7.117467651683862, ""81552"": -10.63419258620879}",False
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,F0_PLAIN,0.2542417109214458,0.2435402574035628,-4.394120968735771,-6.045548337140104,-2.7188718011810007,-0.010701453517883042,-0.014466531597003772,-0.006796629696976917,"{""81551"": -3.695369250890179, ""81552"": -5.092382064504819}",False
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,F0,0.2542417109214458,0.33279554278559675,23.604231957745647,19.32500355200423,27.784108799898522,0.07855383186415099,0.06641177554297882,0.0903454560888275,"{""81551"": 24.14222960020086, ""81552"": 23.06623431529048}",False
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_MAG,B0_PLAIN,0.20797190954428274,0.20973700672065032,0.8415764122725933,0.32992170499136164,1.4122318179860187,0.0017650971763675757,0.000694499280162482,0.002825264023475429,"{""81551"": 0.6887141348873027, ""81552"": 0.99406198108134}",False
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_MAG,B0,0.20797190954428274,0.21265019659537276,2.1999918767965143,1.474231721269663,2.9565227790380373,0.004678287051090021,0.003230521852850136,0.006092679947750425,"{""81551"": 0.9332704910247402, ""81552"": 3.435474575835973}",False
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_PLAIN,F0,0.2435402574035628,0.33279554278559675,26.819856009771314,22.27907201678852,31.347082030041825,0.08925528538203403,0.0759837768575412,0.10227227595172002,"{""81551"": 26.845556414132798, ""81552"": 26.794155605409887}",False
electricity,shape,fixed1024,STEP8_D31,32,64,2,B0_PLAIN,B0,0.20973700672065032,0.21265019659537276,1.369944595097461,0.7184653257552609,2.02684976236142,0.002913189874722445,0.0015434142766685584,0.004322318833538119,"{""81551"": 0.24625233074676567, ""81552"": 2.4659254218551085}",False
electricity,shape,fixed1024,STEP8_D31,32,64,2,F0_MAG,B0_MAG,0.2542417109214458,0.20797190954428274,-22.248101428001267,-28.943572391491838,-16.423804559401688,-0.04626980137716308,-0.05635793110798606,-0.03576410347001682,"{""81551"": -21.350068369604802, ""81552"": -23.146684235652938}",False
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,F0_PLAIN,0.2514038956746294,0.2520831555783306,0.26945866420263753,-1.4275956410169222,2.105439040947201,0.0006792599037011857,-0.003554441161456079,0.005320785802247418,"{""81551"": -0.11020863180464247, ""81552"": 0.6438269270172325}",False
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,F0,0.2514038956746294,0.31771137399473126,20.870350811300032,16.90274321290842,24.607277051467435,0.06630747832010182,0.05502186744036211,0.0768536552450544,"{""81551"": 21.127315361522115, ""81552"": 20.613386261077927}",False
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_MAG,B0_PLAIN,0.20951858264053966,0.21362443123476388,1.9219939266740815,1.3332763417621687,2.6066336933519705,0.004105848594224254,0.003055402927021046,0.0051674267806081295,"{""81551"": 1.347954059383838, ""81552"": 2.488446186890425}",False
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_MAG,B0,0.20951858264053966,0.21695923642746096,3.429516949562572,2.624731652356884,4.351107210764423,0.007440653786921326,0.0059567923612285235,0.008898541758474236,"{""81551"": 2.5657244380954514, ""81552"": 4.27671809189386}",False
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_PLAIN,F0,0.2520831555783306,0.31771137399473126,20.65655301893252,16.234844226405606,24.755941666013737,0.06562821841640064,0.0528652877523075,0.07812861891254562,"{""81551"": 21.21414417528211, ""81552"": 20.098961862582932}",False
electricity,shape,fixed1024,STEP8_D33,32,64,2,B0_PLAIN,B0,0.21362443123476388,0.21695923642746096,1.5370653250856403,0.873846410919725,2.2187996705464155,0.0033348051926970733,0.0018980984236053862,0.004737866854325989,"{""81551"": 1.234409653748736, ""81552"": 1.8339077115218871}",False
electricity,shape,fixed1024,STEP8_D33,32,64,2,F0_MAG,B0_MAG,0.2514038956746294,0.20951858264053966,-19.99121629509599,-26.6873460705471,-14.331064673884454,-0.04188531303408978,-0.05233388022049117,-0.03147693468950001,"{""81551"": -19.701985015081647, ""81552"": -20.279962668257113}",False
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,F0_PLAIN,0.2482025000093751,0.23804785706584752,-4.265798931648712,-5.6965333155447615,-2.9489472653223636,-0.010154642943527602,-0.01293957124958278,-0.0074322523010344164,"{""81551"": -4.548642770271849, ""81552"": -3.9887550335985678}",False
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,F0,0.2482025000093751,0.32391267028606324,23.373636545252996,19.352894950736083,27.313272784898267,0.07571017027668808,0.06425272493998568,0.08663973137544924,"{""81551"": 23.96170523133665, ""81552"": 22.78556785916933}",False
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_MAG,B0_PLAIN,0.20466295472414242,0.20760904219072884,1.4190554686341006,0.9461106837021763,1.9488478147158552,0.0029460874665864292,0.0020490312043273226,0.003822679432972485,"{""81551"": 0.21209931561214646, ""81552"": 2.5967104113153283}",False
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_MAG,B0,0.20466295472414242,0.21290391979548912,3.8707437041379023,3.042905660740339,4.825458653886842,0.008240965071346678,0.006791867580978468,0.009732668112033025,"{""81551"": 3.2152427541134565, ""81552"": 4.517175109312232}",False
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_PLAIN,F0,0.23804785706584752,0.32391267028606324,26.508630596136996,22.000254748929684,30.93685186125445,0.08586481322021569,0.07341760337737922,0.09812248786737257,"{""81551"": 27.269936028012552, ""81552"": 25.747325164261436}",False
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,B0_PLAIN,B0,0.20760904219072884,0.21290391979548912,2.4869798591995895,1.8275173752572103,3.2098834960407134,0.00529487760476025,0.003998032170675886,0.0065942533712194315,"{""81551"": 3.009526623873715, ""81552"": 1.9716630784305744}",False
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,F0_MAG,B0_MAG,0.2482025000093751,0.20466295472414242,-21.273779294312444,-28.037574877932833,-15.539867832275242,-0.043539545285232684,-0.05383441835845342,-0.033295406086415645,"{""81551"": -20.366507611155637, ""81552"": -22.180697633513823}",False
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,F0_PLAIN,2.9865128886162853,2.976143283823936,-0.3484242458590803,-0.5614657921440158,-0.11398409303904122,-0.01036960479234926,-0.016893596786034314,-0.003392022131905895,"{""81551"": 0.5026054771027466, ""81552"": -1.2109195375662685}",False
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,F0,2.9865128886162853,2.886527138233591,-3.46387702572859,-3.907862233765897,-3.0227900718686675,-0.09998575038269433,-0.11180112199516815,-0.08791288371364395,"{""81551"": -3.2728540313327725, ""81552"": -3.6549000201244297}",False
electricity,shape,selected,PULSE8_D32,32,64,2,B0_MAG,B0_PLAIN,2.9952720894873934,2.9746047284734862,-0.6947935238613479,-0.728540825893132,-0.6599447700688138,-0.020667361013907565,-0.021773397974224284,-0.019621378850756207,"{""81551"": -0.34132513636015993, ""81552"": -1.0515007550414346}",False
electricity,shape,selected,PULSE8_D32,32,64,2,B0_MAG,B0,2.9952720894873934,2.9724499754568527,-0.7677879937082244,-0.807798498030799,-0.726854197270097,-0.02282211403054111,-0.023911421805289147,-0.021692983465641743,"{""81551"": -0.1605224511319836, ""81552"": -1.3837426983821066}",False
electricity,shape,selected,PULSE8_D32,32,64,2,F0_PLAIN,F0,2.976143283823936,2.886527138233591,-3.1046354771216755,-3.6012685752803124,-2.6194894024676723,-0.08961614559034507,-0.10260306232100827,-0.07662808768601101,"{""81551"": -3.7945310292187395, ""81552"": -2.4147399250246115}",False
electricity,shape,selected,PULSE8_D32,32,64,2,B0_PLAIN,B0,2.9746047284734862,2.9724499754568527,-0.07249080840467936,-0.11040482973248222,-0.034135033419582815,-0.002154753016633544,-0.0032807509602525084,-0.0010167908904122726,"{""81551"": 0.1801876594538454, ""81552"": -0.3287847690120582}",False
electricity,shape,selected,PULSE8_D32,32,64,2,F0_MAG,B0_MAG,2.9865128886162853,2.9952720894873934,0.29243422999368773,-0.22305402954491127,0.8374090174181898,0.008759200871108583,-0.0067460948529129644,0.024723986150343456,"{""81551"": 0.5793547826036027, ""81552"": 0.0049195275791058535}",False
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,F0_PLAIN,0.4609406394447811,0.4169146461380759,-10.5599536294833,-13.956638536573196,-7.544444374524995,-0.044025993306705244,-0.05785951207637218,-0.03178994694425653,"{""81551"": -8.376683550520148, ""81552"": -12.742156912849968}",False
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,F0,0.4609406394447811,0.4696372074946976,1.8517630015536413,-3.8891206626293044,6.979388686358738,0.008696568049916519,-0.017856465026170852,0.03278882873240772,"{""81551"": 3.8134450825986432, ""81552"": -0.10991907949138291}",False
electricity,shape,selected,RAMP8_D32,32,64,2,B0_MAG,B0_PLAIN,0.47658868663587417,0.4930603778467059,3.340704698837682,2.917322845714483,3.797136579887126,0.01647169121083174,0.014626508178996639,0.018235819907349286,"{""81551"": 2.384216671224182, ""81552"": 4.506917718106784}",False
electricity,shape,selected,RAMP8_D32,32,64,2,B0_MAG,B0,0.47658868663587417,0.4868097447647203,2.0996001494970162,1.7644264073512552,2.4623530221022083,0.01022105812884605,0.008690166758305619,0.011788684637658576,"{""81551"": -2.945835628540583, ""81552"": 7.735594710909732}",False
electricity,shape,selected,RAMP8_D32,32,64,2,F0_PLAIN,F0,0.4169146461380759,0.4696372074946976,11.226231762571114,7.688586425684187,14.467120935801653,0.05272256135662176,0.03642216321905415,0.06874549012181337,"{""81551"": 11.247925507368317, ""81552"": 11.204538017773903}",False
electricity,shape,selected,RAMP8_D32,32,64,2,B0_PLAIN,B0,0.4930603778467059,0.4868097447647203,-1.2839991699440167,-1.716876942433168,-0.8682985854910654,-0.006250633081985689,-0.008200833729945652,-0.004217951741264627,"{""81551"": -5.460236160593879, ""81552"": 3.381058518220159}",False
electricity,shape,selected,RAMP8_D32,32,64,2,F0_MAG,B0_MAG,0.4609406394447811,0.47658868663587417,3.2833442399879287,-2.3242644107033095,8.382315495518881,0.01564804719109309,-0.01166045007727347,0.04011670570365275,"{""81551"": 14.58430633179998, ""81552"": -10.801819414885404}",False
electricity,shape,selected,STEP12_D17,32,64,2,F0_MAG,F0_PLAIN,0.3435789083141384,0.32916829441424833,-4.377886371326745,-8.278782815762405,-1.0173767859736835,-0.014410613899890052,-0.026983813331994455,-0.0032479164636273023,"{""81551"": -2.635549015532157, ""81552"": -6.122833309242748}",False
electricity,shape,selected,STEP12_D17,32,64,2,F0_MAG,F0,0.3435789083141384,0.501817537388361,31.533100636090428,26.81889118719074,36.36454681438539,0.15823862907422254,0.13768048144376557,0.17776540727486162,"{""81551"": 32.62561110799125, ""81552"": 30.440590164189597}",False
electricity,shape,selected,STEP12_D17,32,64,2,B0_MAG,B0_PLAIN,0.2954253257782211,0.30798478383748434,4.077947586491981,3.4168697480430734,4.804586444929172,0.012559458059263236,0.010918830715975584,0.014233420406635833,"{""81551"": 3.261478384718608, ""81552"": 4.891339469834333}",False
electricity,shape,selected,STEP12_D17,32,64,2,B0_MAG,B0,0.2954253257782211,0.3231517614291891,8.5800044933512,7.397509080307623,9.847853992096395,0.02772643565096803,0.024996094849995768,0.030423037796610257,"{""81551"": 2.4950454517385645, ""81552"": 14.017282629867612}",False
electricity,shape,selected,STEP12_D17,32,64,2,F0_PLAIN,F0,0.32916829441424833,0.501817537388361,34.404784630015406,29.629195861719666,39.05337631863934,0.1726492429741126,0.15059583065472346,0.19415313185268956,"{""81551"": 34.35569884094177, ""81552"": 34.45387041908903}",False
electricity,shape,selected,STEP12_D17,32,64,2,B0_PLAIN,B0,0.30798478383748434,0.3231517614291891,4.693453479760235,3.9627266776459584,5.469148990999221,0.015166977591704791,0.013335380827239594,0.01687608111286783,"{""81551"": -0.7922727370468508, ""81552"": 9.595280923064632}",False
electricity,shape,selected,STEP12_D17,32,64,2,F0_MAG,B0_MAG,0.3435789083141384,0.2954253257782211,-16.299747629648607,-24.659879637805997,-8.276269309070003,-0.04815358253591729,-0.0720791144724955,-0.024430297776667713,"{""81551"": -13.692738622011369, ""81552"": -18.94143816149716}",False
electricity,shape,selected,STEP12_D63,32,64,2,F0_MAG,F0_PLAIN,0.23674277028858737,0.2268985762605747,-4.338587835257024,-6.822464317562699,-2.022523036806159,-0.009844194028012692,-0.015019174804399136,-0.004627707080843001,"{""81551"": -5.220312518430625, ""81552"": -3.4625443565118763}",False
electricity,shape,selected,STEP12_D63,32,64,2,F0_MAG,F0,0.23674277028858737,0.2817304384803514,15.968337831874557,13.282830700183432,18.584430139400276,0.044987668191764016,0.03687938168110525,0.05341502009212593,"{""81551"": 15.532109199395371, ""81552"": 16.40456646435373}",False
