panel,kind,stage,condition,block_count,origin_count,seed_count,term,nmae_difference,ci_low,ci_high
electricity,shape,fixed1024,STEP6_D17,32,64,2,plain_gain_F0,0.1195939822501218,0.10042523993204917,0.1399441703207916
electricity,shape,fixed1024,STEP6_D17,32,64,2,plain_gain_B0,0.0029139770378287543,0.0016207827498224915,0.004349574624680744
electricity,shape,fixed1024,STEP6_D17,32,64,2,mag_gain_F0,0.10267124406005929,0.08371530318592066,0.12239283671970097
electricity,shape,fixed1024,STEP6_D17,32,64,2,mag_gain_B0,0.007239803029727583,0.005878463616015072,0.008762993144749327
electricity,shape,fixed1024,STEP6_D17,32,64,2,mag_specific_F0,-0.016922738190062517,-0.023217225488284338,-0.010716119578213498
electricity,shape,fixed1024,STEP6_D17,32,64,2,mag_specific_B0,0.004325825991898829,0.0027602477530554326,0.0058261455423035905
electricity,shape,fixed1024,STEP6_D17,32,64,2,second_stage_interaction_mag,-0.0954314410303317,-0.11461593014050332,-0.07727668902319522
electricity,shape,fixed1024,STEP6_D17,32,64,2,mag_rule_interaction,0.021248564181961346,0.015164531077227622,0.027507210551311497
electricity,shape,fixed1024,STEP6_D63,32,64,2,plain_gain_F0,0.028000596430346525,0.021920915718035755,0.03341624272012726
electricity,shape,fixed1024,STEP6_D63,32,64,2,plain_gain_B0,0.002911763375269596,0.001935608168002698,0.004012347686261355
electricity,shape,fixed1024,STEP6_D63,32,64,2,mag_gain_F0,0.021514874169524745,0.015366170529827144,0.027080819874072744
electricity,shape,fixed1024,STEP6_D63,32,64,2,mag_gain_B0,0.0018990750243198114,0.0009084535921737754,0.0029452457302295678
electricity,shape,fixed1024,STEP6_D63,32,64,2,mag_specific_F0,-0.006485722260821778,-0.009292810604476044,-0.0036086267915932117
electricity,shape,fixed1024,STEP6_D63,32,64,2,mag_specific_B0,-0.0010126883509497845,-0.0018252258405436778,-0.00019498414420166115
electricity,shape,fixed1024,STEP6_D63,32,64,2,second_stage_interaction_mag,-0.019615799145204935,-0.025155147290690558,-0.013395659940921636
electricity,shape,fixed1024,STEP6_D63,32,64,2,mag_rule_interaction,0.005473033909871994,0.0024225117431123065,0.008561918039793132
electricity,shape,fixed1024,STEP8_D31,32,64,2,plain_gain_F0,0.08925528538203403,0.0759837768575412,0.10227227595172002
electricity,shape,fixed1024,STEP8_D31,32,64,2,plain_gain_B0,0.002913189874722445,0.0015434142766685584,0.004322318833538119
electricity,shape,fixed1024,STEP8_D31,32,64,2,mag_gain_F0,0.07855383186415099,0.06641177554297882,0.0903454560888275
electricity,shape,fixed1024,STEP8_D31,32,64,2,mag_gain_B0,0.004678287051090021,0.003230521852850136,0.006092679947750425
electricity,shape,fixed1024,STEP8_D31,32,64,2,mag_specific_F0,-0.010701453517883042,-0.014466531597003772,-0.006796629696976917
electricity,shape,fixed1024,STEP8_D31,32,64,2,mag_specific_B0,0.0017650971763675757,0.000694499280162482,0.002825264023475429
electricity,shape,fixed1024,STEP8_D31,32,64,2,second_stage_interaction_mag,-0.07387554481306097,-0.08543846205352915,-0.06198114315690508
electricity,shape,fixed1024,STEP8_D31,32,64,2,mag_rule_interaction,0.012466550694250619,0.008257460250071156,0.016430442058989726
electricity,shape,fixed1024,STEP8_D33,32,64,2,plain_gain_F0,0.06562821841640064,0.0528652877523075,0.07812861891254562
electricity,shape,fixed1024,STEP8_D33,32,64,2,plain_gain_B0,0.0033348051926970733,0.0018980984236053862,0.004737866854325989
electricity,shape,fixed1024,STEP8_D33,32,64,2,mag_gain_F0,0.06630747832010182,0.05502186744036211,0.0768536552450544
electricity,shape,fixed1024,STEP8_D33,32,64,2,mag_gain_B0,0.007440653786921326,0.0059567923612285235,0.008898541758474236
electricity,shape,fixed1024,STEP8_D33,32,64,2,mag_specific_F0,0.0006792599037011857,-0.003554441161456079,0.005320785802247418
electricity,shape,fixed1024,STEP8_D33,32,64,2,mag_specific_B0,0.004105848594224254,0.003055402927021046,0.0051674267806081295
electricity,shape,fixed1024,STEP8_D33,32,64,2,second_stage_interaction_mag,-0.0588668245331805,-0.0691908912250251,-0.047833158871095544
electricity,shape,fixed1024,STEP8_D33,32,64,2,mag_rule_interaction,0.0034265886905230675,-0.0012424964295814488,0.007657602910488519
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,plain_gain_F0,0.08586481322021569,0.07341760337737922,0.09812248786737257
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,plain_gain_B0,0.00529487760476025,0.003998032170675886,0.0065942533712194315
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_gain_F0,0.07571017027668808,0.06425272493998568,0.08663973137544924
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_gain_B0,0.008240965071346678,0.006791867580978468,0.009732668112033025
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_specific_F0,-0.010154642943527602,-0.01293957124958278,-0.0074322523010344164
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_specific_B0,0.0029460874665864292,0.0020490312043273226,0.003822679432972485
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,second_stage_interaction_mag,-0.06746920520534141,-0.07790455338663985,-0.056464042040593784
electricity,shape,selected,PAIRED_SHIFT8_D32,32,64,2,mag_rule_interaction,0.01310073041011403,0.010335009967781522,0.015888934232438923
electricity,shape,selected,PULSE8_D32,32,64,2,plain_gain_F0,-0.08961614559034507,-0.10260306232100827,-0.07662808768601101
electricity,shape,selected,PULSE8_D32,32,64,2,plain_gain_B0,-0.002154753016633544,-0.0032807509602525084,-0.0010167908904122726
electricity,shape,selected,PULSE8_D32,32,64,2,mag_gain_F0,-0.09998575038269433,-0.11180112199516815,-0.08791288371364395
electricity,shape,selected,PULSE8_D32,32,64,2,mag_gain_B0,-0.02282211403054111,-0.023911421805289147,-0.021692983465641743
electricity,shape,selected,PULSE8_D32,32,64,2,mag_specific_F0,-0.01036960479234926,-0.016893596786034314,-0.003392022131905895
electricity,shape,selected,PULSE8_D32,32,64,2,mag_specific_B0,-0.020667361013907565,-0.021773397974224284,-0.019621378850756207
electricity,shape,selected,PULSE8_D32,32,64,2,second_stage_interaction_mag,0.07716363635215323,0.06542759261051499,0.08847235950992309
electricity,shape,selected,PULSE8_D32,32,64,2,mag_rule_interaction,-0.010297756221558305,-0.01723963255088589,-0.004000771684461046
electricity,shape,selected,RAMP8_D32,32,64,2,plain_gain_F0,0.05272256135662176,0.03642216321905415,0.06874549012181337
electricity,shape,selected,RAMP8_D32,32,64,2,plain_gain_B0,-0.006250633081985689,-0.008200833729945652,-0.004217951741264627
electricity,shape,selected,RAMP8_D32,32,64,2,mag_gain_F0,0.008696568049916519,-0.017856465026170852,0.03278882873240772
electricity,shape,selected,RAMP8_D32,32,64,2,mag_gain_B0,0.01022105812884605,0.008690166758305619,0.011788684637658576
electricity,shape,selected,RAMP8_D32,32,64,2,mag_specific_F0,-0.044025993306705244,-0.05785951207637218,-0.03178994694425653
electricity,shape,selected,RAMP8_D32,32,64,2,mag_specific_B0,0.01647169121083174,0.014626508178996639,0.018235819907349286
electricity,shape,selected,RAMP8_D32,32,64,2,second_stage_interaction_mag,0.0015244900789295347,-0.023190592945718912,0.02872522516914147
electricity,shape,selected,RAMP8_D32,32,64,2,mag_rule_interaction,0.06049768451753699,0.04792107512268249,0.07484778010281537
electricity,shape,selected,STEP12_D17,32,64,2,plain_gain_F0,0.1726492429741126,0.15059583065472346,0.19415313185268956
electricity,shape,selected,STEP12_D17,32,64,2,plain_gain_B0,0.015166977591704791,0.013335380827239594,0.01687608111286783
electricity,shape,selected,STEP12_D17,32,64,2,mag_gain_F0,0.15823862907422254,0.13768048144376557,0.17776540727486162
electricity,shape,selected,STEP12_D17,32,64,2,mag_gain_B0,0.02772643565096803,0.024996094849995768,0.030423037796610257
electricity,shape,selected,STEP12_D17,32,64,2,mag_specific_F0,-0.014410613899890052,-0.026983813331994455,-0.0032479164636273023
electricity,shape,selected,STEP12_D17,32,64,2,mag_specific_B0,0.012559458059263236,0.010918830715975584,0.014233420406635833
electricity,shape,selected,STEP12_D17,32,64,2,second_stage_interaction_mag,-0.1305121934232545,-0.14956141781294224,-0.11032118643255365
electricity,shape,selected,STEP12_D17,32,64,2,mag_rule_interaction,0.02697007195915329,0.015723917625668327,0.039889078568763864
electricity,shape,selected,STEP12_D63,32,64,2,plain_gain_F0,0.054831862219776706,0.04518365330682244,0.06530680124843917
electricity,shape,selected,STEP12_D63,32,64,2,plain_gain_B0,0.002559656574552565,0.0010787582582210094,0.004178686412334101
electricity,shape,selected,STEP12_D63,32,64,2,mag_gain_F0,0.044987668191764016,0.03687938168110525,0.05341502009212593
electricity,shape,selected,STEP12_D63,32,64,2,mag_gain_B0,-0.0009919921005176317,-0.0026409964651706434,0.0006298753161482004
electricity,shape,selected,STEP12_D63,32,64,2,mag_specific_F0,-0.009844194028012692,-0.015019174804399136,-0.004627707080843001
electricity,shape,selected,STEP12_D63,32,64,2,mag_specific_B0,-0.0035516486750701965,-0.004783952362456834,-0.002427767410840645
electricity,shape,selected,STEP12_D63,32,64,2,second_stage_interaction_mag,-0.04597966029228165,-0.054146842488601965,-0.03788454451378193
electricity,shape,selected,STEP12_D63,32,64,2,mag_rule_interaction,0.006292545352942496,0.0011092237550660493,0.011262886018336641
electricity,shape,selected,STEP6_D17,32,64,2,plain_gain_F0,0.1113257626499255,0.09292714876078598,0.13092896705523416
electricity,shape,selected,STEP6_D17,32,64,2,plain_gain_B0,0.003944372383676078,0.0029056825474726763,0.0050726452713539365
electricity,shape,selected,STEP6_D17,32,64,2,mag_gain_F0,0.10267124406005929,0.08371530318592066,0.12239283671970097
electricity,shape,selected,STEP6_D17,32,64,2,mag_gain_B0,0.006508139976650687,0.005318806117160984,0.007767494248958448
electricity,shape,selected,STEP6_D17,32,64,2,mag_specific_F0,-0.008654518589866211,-0.013635662553591811,-0.0035974675957179438
electricity,shape,selected,STEP6_D17,32,64,2,mag_specific_B0,0.002563767592974609,0.0014639021038871686,0.0036783520481092724
electricity,shape,selected,STEP6_D17,32,64,2,second_stage_interaction_mag,-0.09616310408340858,-0.11554474534674755,-0.07766341101006057
electricity,shape,selected,STEP6_D17,32,64,2,mag_rule_interaction,0.01121828618284082,0.006299330473621753,0.016501265955629885
electricity,shape,selected,STEP6_D63,32,64,2,plain_gain_F0,0.028035196111298934,0.022074753922413086,0.03357679243830046
electricity,shape,selected,STEP6_D63,32,64,2,plain_gain_B0,0.00257174752137692,0.0017728764120248353,0.0035000116884229453
electricity,shape,selected,STEP6_D63,32,64,2,mag_gain_F0,0.021514874169524745,0.015366170529827144,0.027080819874072744
electricity,shape,selected,STEP6_D63,32,64,2,mag_gain_B0,0.0004473263428560908,-0.000219683651176287,0.0012104241064935302
electricity,shape,selected,STEP6_D63,32,64,2,mag_specific_F0,-0.0065203219417741855,-0.008866665540158403,-0.0042455101679062576
electricity,shape,selected,STEP6_D63,32,64,2,mag_specific_B0,-0.0021244211785208297,-0.0028395780760853465,-0.0014212225850615886
electricity,shape,selected,STEP6_D63,32,64,2,second_stage_interaction_mag,-0.021067547826668656,-0.02654363871842439,-0.015025062206569746
electricity,shape,selected,STEP6_D63,32,64,2,mag_rule_interaction,0.004395900763253357,0.00204276433911143,0.006801926095934994
electricity,shape,selected,STEP8_D31,32,64,2,plain_gain_F0,0.08879417081308794,0.07597266144021923,0.10148746008424436
electricity,shape,selected,STEP8_D31,32,64,2,plain_gain_B0,0.004263858481354091,0.0030966689167380617,0.005468669427406046
electricity,shape,selected,STEP8_D31,32,64,2,mag_gain_F0,0.07855383186415099,0.06641177554297882,0.0903454560888275
electricity,shape,selected,STEP8_D31,32,64,2,mag_gain_B0,0.005332858348377736,0.0038696337645042394,0.00680295034170347
electricity,shape,selected,STEP8_D31,32,64,2,mag_specific_F0,-0.010240338948936951,-0.0132971636359561,-0.007427066751476303
electricity,shape,selected,STEP8_D31,32,64,2,mag_specific_B0,0.0010689998670236453,0.00011214469305299752,0.0020165095081445625
electricity,shape,selected,STEP8_D31,32,64,2,second_stage_interaction_mag,-0.07322097351577325,-0.08446977590878174,-0.061470247893491925
electricity,shape,selected,STEP8_D31,32,64,2,mag_rule_interaction,0.011309338815960596,0.008196348006818321,0.014596145842164232
electricity,shape,selected,STEP8_D33,32,64,2,plain_gain_F0,0.07231843922090002,0.06042208294785016,0.08389650790663525
electricity,shape,selected,STEP8_D33,32,64,2,plain_gain_B0,0.005763772566926471,0.004585163774935696,0.006942256301132053
electricity,shape,selected,STEP8_D33,32,64,2,mag_gain_F0,0.06630747832010182,0.05502186744036211,0.0768536552450544
electricity,shape,selected,STEP8_D33,32,64,2,mag_gain_B0,0.009683701968294253,0.008208858600670426,0.011146275563336446
electricity,shape,selected,STEP8_D33,32,64,2,mag_specific_F0,-0.0060109609007982035,-0.009563484620894989,-0.0025794219149680294
electricity,shape,selected,STEP8_D33,32,64,2,mag_specific_B0,0.003919929401367782,0.0030202703034934533,0.004787435736469359
electricity,shape,selected,STEP8_D33,32,64,2,second_stage_interaction_mag,-0.056623776351807584,-0.06695586133392706,-0.04559820608822598
electricity,shape,selected,STEP8_D33,32,64,2,mag_rule_interaction,0.009930890302165984,0.0065752656347284446,0.013393555191514032
electricity,standard,fixed1024,BURST16,32,128,2,plain_gain_F0,-0.0055590230414001756,-0.011067760661179371,0.0008874645402310064
electricity,standard,fixed1024,BURST16,32,128,2,plain_gain_B0,-0.0012189233698314665,-0.0020416614257437234,-0.0004816748974105887
electricity,standard,fixed1024,BURST16,32,128,2,mag_gain_F0,-0.007003427068799287,-0.011921823724366495,-0.0017102886916490877
electricity,standard,fixed1024,BURST16,32,128,2,mag_gain_B0,-0.0013536402448781622,-0.0020769481142846723,-0.0007054182254450759
electricity,standard,fixed1024,BURST16,32,128,2,mag_specific_F0,-0.0014444040273991095,-0.0034040222040919235,0.00039672229142252165
electricity,standard,fixed1024,BURST16,32,128,2,mag_specific_B0,-0.0001347168750466956,-0.0005855274553195456,0.00041285064515864697
electricity,standard,fixed1024,BURST16,32,128,2,second_stage_interaction_mag,0.005649786823921124,0.00046600180614356267,0.01060294588814522
electricity,standard,fixed1024,BURST16,32,128,2,mag_rule_interaction,0.0013096871523524138,-0.0006829548211337995,0.0034798921727930755
electricity,standard,fixed1024,BURST4,32,128,2,plain_gain_F0,0.00047574248205011155,-0.003241264981427086,0.005408829269853619
electricity,standard,fixed1024,BURST4,32,128,2,plain_gain_B0,-0.0004517726073578719,-0.00099166447917869,-1.852733983705771e-05
electricity,standard,fixed1024,BURST4,32,128,2,mag_gain_F0,-0.00025855768164068235,-0.003459473492842787,0.004213743562107667
electricity,standard,fixed1024,BURST4,32,128,2,mag_gain_B0,-0.0007586630898599209,-0.0013844085399490425,-0.00021952525005634245
electricity,standard,fixed1024,BURST4,32,128,2,mag_specific_F0,-0.0007343001636907937,-0.001794819475418557,0.00011545907663148646
electricity,standard,fixed1024,BURST4,32,128,2,mag_specific_B0,-0.00030689048250204893,-0.0005354607456008081,-0.00010158091146890887
electricity,standard,fixed1024,BURST4,32,128,2,second_stage_interaction_mag,-0.0005001054082192386,-0.005155722241392005,0.0029630571887907598
electricity,standard,fixed1024,BURST4,32,128,2,mag_rule_interaction,0.00042740968118874475,-0.0004012646696477285,0.0014606609957641878
electricity,standard,fixed1024,BURST8,32,128,2,plain_gain_F0,-0.0017953224138080631,-0.004813602850449036,0.0018195689789591353
electricity,standard,fixed1024,BURST8,32,128,2,plain_gain_B0,-0.0005622015524526863,-0.001019157683932501,-0.00012059357421921393
electricity,standard,fixed1024,BURST8,32,128,2,mag_gain_F0,-0.00222281145016745,-0.004816214398380313,0.0006951061899751329
electricity,standard,fixed1024,BURST8,32,128,2,mag_gain_B0,-0.0008960679262430491,-0.001360373000223298,-0.00042753821729913803
electricity,standard,fixed1024,BURST8,32,128,2,mag_specific_F0,-0.0004274890363593867,-0.0017957466892372178,0.0007837493664547924
electricity,standard,fixed1024,BURST8,32,128,2,mag_specific_B0,-0.00033386637379036286,-0.0005707372616861875,-0.00012000300572030166
electricity,standard,fixed1024,BURST8,32,128,2,second_stage_interaction_mag,0.0013267435239244008,-0.0016786562938053788,0.003987103316995355
electricity,standard,fixed1024,BURST8,32,128,2,mag_rule_interaction,9.362266256902386e-05,-0.0012270170100942776,0.0016310227038657346
electricity,standard,fixed1024,FAULT,32,128,2,plain_gain_F0,-0.0007459359697948329,-0.003995590875001146,0.003838675378550529
electricity,standard,fixed1024,FAULT,32,128,2,plain_gain_B0,-0.0005773733154660276,-0.0010825443428039464,-0.0001445349683643966
electricity,standard,fixed1024,FAULT,32,128,2,mag_gain_F0,-0.0016615619127299595,-0.004442286322091867,0.0022450515566237524
electricity,standard,fixed1024,FAULT,32,128,2,mag_gain_B0,-0.0007854348524228436,-0.0013026800670332284,-0.0003023362481148051
electricity,standard,fixed1024,FAULT,32,128,2,mag_specific_F0,-0.0009156259429351262,-0.002097492340068752,5.02175460819925e-05
electricity,standard,fixed1024,FAULT,32,128,2,mag_specific_B0,-0.00020806153695681598,-0.0004358149205393695,3.6412120110530745e-07
electricity,standard,fixed1024,FAULT,32,128,2,second_stage_interaction_mag,0.0008761270603071162,-0.0032403998144654735,0.0038353718841136262
electricity,standard,fixed1024,FAULT,32,128,2,mag_rule_interaction,0.0007075644059783104,-0.00033523013671444163,0.0019377135848872718
electricity,standard,fixed1024,POINT16,32,128,2,plain_gain_F0,4.440494319904963e-05,-0.0029865628626538293,0.004271165954489284
electricity,standard,fixed1024,POINT16,32,128,2,plain_gain_B0,-0.000604968691847747,-0.001308339635377934,-8.546551527837185e-05
electricity,standard,fixed1024,POINT16,32,128,2,mag_gain_F0,-0.0014584121808870587,-0.005192925345360597,0.0026907630950494575
electricity,standard,fixed1024,POINT16,32,128,2,mag_gain_B0,-0.0006787499273663178,-0.001309875446064775,-0.00012705249838669102
electricity,standard,fixed1024,POINT16,32,128,2,mag_specific_F0,-0.0015028171240861082,-0.0029925843673642427,-0.0002259652556370047
electricity,standard,fixed1024,POINT16,32,128,2,mag_specific_B0,-7.378123551857088e-05,-0.000331896442028143,0.00017731182240041015
electricity,standard,fixed1024,POINT16,32,128,2,second_stage_interaction_mag,0.0007796622535207405,-0.003529617013210594,0.004780997524258802
electricity,standard,fixed1024,POINT16,32,128,2,mag_rule_interaction,0.0014290358885675374,3.860643462043704e-05,0.0030783116693736535
electricity,standard,fixed1024,POINT4,32,128,2,plain_gain_F0,0.001102023561802111,-0.002054539974132476,0.005730746266186081
electricity,standard,fixed1024,POINT4,32,128,2,plain_gain_B0,-0.00029451301864262297,-0.000686362621390848,6.192769541076217e-05
electricity,standard,fixed1024,POINT4,32,128,2,mag_gain_F0,0.0005525123619989388,-0.002171568005126089,0.004643569103637238
electricity,standard,fixed1024,POINT4,32,128,2,mag_gain_B0,-0.0004997836060053909,-0.0009085582673408484,-7.617859242750395e-05
electricity,standard,fixed1024,POINT4,32,128,2,mag_specific_F0,-0.0005495111998031726,-0.0016692384959733036,0.00032775752531338586
electricity,standard,fixed1024,POINT4,32,128,2,mag_specific_B0,-0.00020527058736276793,-0.0004243981976074875,-1.3958039867596357e-05
electricity,standard,fixed1024,POINT4,32,128,2,second_stage_interaction_mag,-0.0010522959680043292,-0.005315103103577769,0.0018539737067116448
electricity,standard,fixed1024,POINT4,32,128,2,mag_rule_interaction,0.0003442406124404047,-0.0005846791855323811,0.0014762906473026049
electricity,standard,fixed1024,POINT8,32,128,2,plain_gain_F0,0.0012565586493879406,-0.0019726595122481795,0.00595690931932825
electricity,standard,fixed1024,POINT8,32,128,2,plain_gain_B0,-0.0003318606526637769,-0.0007803542843609254,8.506884599108572e-05
electricity,standard,fixed1024,POINT8,32,128,2,mag_gain_F0,0.00042132454311575923,-0.002305653081946801,0.004617211577521378
electricity,standard,fixed1024,POINT8,32,128,2,mag_gain_B0,-0.0005257043201842143,-0.0010265879832853716,-5.590583975403098e-06
electricity,standard,fixed1024,POINT8,32,128,2,mag_specific_F0,-0.0008352341062721815,-0.0022061705560119382,0.00011532976652321718
electricity,standard,fixed1024,POINT8,32,128,2,mag_specific_B0,-0.00019384366752043744,-0.0004520475241999289,3.24906466047768e-05
electricity,standard,fixed1024,POINT8,32,128,2,second_stage_interaction_mag,-0.000947028863299974,-0.005336757443203151,0.0019461004318149936
electricity,standard,fixed1024,POINT8,32,128,2,mag_rule_interaction,0.0006413904387517441,-0.00039396358838636496,0.002092339683433953
electricity,standard,fixed1024,REFERENCE,32,128,2,plain_gain_F0,0.001347250492389516,-0.0021046833965535187,0.006106598391414192
electricity,standard,fixed1024,REFERENCE,32,128,2,plain_gain_B0,-0.000260909600191528,-0.0007237723240265683,0.0001355974633032984
electricity,standard,fixed1024,REFERENCE,32,128,2,mag_gain_F0,0.0007025999955042157,-0.0021323929030605273,0.004914868981482358
electricity,standard,fixed1024,REFERENCE,32,128,2,mag_gain_B0,-0.0005134093762698136,-0.0009823052159136662,-4.4664446456943e-05
electricity,standard,fixed1024,REFERENCE,32,128,2,mag_specific_F0,-0.0006446504968853002,-0.0019047293343489363,0.0002791642975420131
electricity,standard,fixed1024,REFERENCE,32,128,2,mag_specific_B0,-0.0002524997760782856,-0.0004778945133539304,-5.8177528352656875e-05
electricity,standard,fixed1024,REFERENCE,32,128,2,second_stage_interaction_mag,-0.0012160093717740296,-0.0056174456123794046,0.0018508075977905923
electricity,standard,fixed1024,REFERENCE,32,128,2,mag_rule_interaction,0.0003921507208070146,-0.0005820750039841238,0.001687677730845699
electricity,standard,fixed1024,SHIFT4,32,128,2,plain_gain_F0,0.059640866370273195,0.0508945870006693,0.06889101440178406
electricity,standard,fixed1024,SHIFT4,32,128,2,plain_gain_B0,0.0016828647583828236,0.0007401159501948792,0.0026416541711430357
electricity,standard,fixed1024,SHIFT4,32,128,2,mag_gain_F0,0.05344519991979774,0.04518572375296049,0.06216818073113464
electricity,standard,fixed1024,SHIFT4,32,128,2,mag_gain_B0,0.0021703106870471743,0.0015702820970595768,0.002772252295535398
electricity,standard,fixed1024,SHIFT4,32,128,2,mag_specific_F0,-0.006195666450475464,-0.00885912213522188,-0.003899862543847176
electricity,standard,fixed1024,SHIFT4,32,128,2,mag_specific_B0,0.0004874459286643506,-0.00022827971095149498,0.0012183875324396152
