panel,kind,arm,seed,stage,step,condition,nmae,mae,pinball
electricity,shape,B0,81552,fixed1024,512,RAMP8_D32,0.4598948315492489,33.43505424337167,0.3585019199293509
electricity,shape,B0,81552,fixed1024,512,STEP12_D17,0.341316569364508,23.03958914577913,0.2794348659323595
electricity,shape,B0,81552,fixed1024,512,STEP12_D63,0.2120799809034642,14.313653775212272,0.1741910707320354
electricity,shape,B0,81552,fixed1024,512,STEP6_D17,0.2459610399515569,16.070248990015344,0.2021856278611353
electricity,shape,B0,81552,fixed1024,512,STEP6_D63,0.1907568513860215,12.777834841871591,0.1561971140547493
electricity,shape,B0,81552,fixed1024,512,STEP8_D31,0.2153050211619759,13.840237011104962,0.178001569663412
electricity,shape,B0,81552,fixed1024,512,STEP8_D33,0.2190630728566661,14.10002509186054,0.1796453688049214
electricity,shape,B0,81552,selected,512,PAIRED_SHIFT8_D32,0.2143870549534957,13.806072913704034,0.17636629834536
electricity,shape,B0,81552,selected,512,PULSE8_D32,2.9513351355726445,223.56778593568012,2.8377340143590426
electricity,shape,B0,81552,selected,512,RAMP8_D32,0.4598948315492489,33.43505424337167,0.3585019199293509
electricity,shape,B0,81552,selected,512,STEP12_D17,0.341316569364508,23.03958914577913,0.2794348659323595
electricity,shape,B0,81552,selected,512,STEP12_D63,0.2120799809034642,14.313653775212272,0.1741910707320354
electricity,shape,B0,81552,selected,512,STEP6_D17,0.2459610399515569,16.070248990015344,0.2021856278611353
electricity,shape,B0,81552,selected,512,STEP6_D63,0.1907568513860215,12.777834841871591,0.1561971140547493
electricity,shape,B0,81552,selected,512,STEP8_D31,0.2153050211619759,13.840237011104962,0.178001569663412
electricity,shape,B0,81552,selected,512,STEP8_D33,0.2190630728566661,14.10002509186054,0.1796453688049214
electricity,shape,C3,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.2054921451960412,13.39729896251414,0.1691515535918283
electricity,shape,C3,81551,fixed1024,1024,PULSE8_D32,2.9864796282574626,226.48744640991208,2.884320678580109
electricity,shape,C3,81551,fixed1024,1024,RAMP8_D32,0.5391172877823662,39.06582774891709,0.4187813835520987
electricity,shape,C3,81551,fixed1024,1024,STEP12_D17,0.2994322499119348,19.724470857428468,0.245424276136405
electricity,shape,C3,81551,fixed1024,1024,STEP12_D63,0.2185042155282388,14.816822806554171,0.1775916484387497
electricity,shape,C3,81551,fixed1024,1024,STEP6_D17,0.2388730382192448,15.569201813179376,0.1954491532588574
electricity,shape,C3,81551,fixed1024,1024,STEP6_D63,0.1967115587370205,13.165184152198988,0.1603060757314189
electricity,shape,C3,81551,fixed1024,1024,STEP8_D31,0.2080386591122182,13.5235973491896,0.1711821532923012
electricity,shape,C3,81551,fixed1024,1024,STEP8_D33,0.2090409703457131,13.602872780682974,0.1713797565663159
electricity,shape,C3,81551,selected,768,PAIRED_SHIFT8_D32,0.2047833183822829,13.391985777561054,0.1684548768383346
electricity,shape,C3,81551,selected,768,PULSE8_D32,2.998005954676624,227.37603820032385,2.896418360365072
electricity,shape,C3,81551,selected,768,RAMP8_D32,0.5301479703551113,38.36182504271318,0.4117767163803862
electricity,shape,C3,81551,selected,768,STEP12_D17,0.2969892494415744,19.58376185603496,0.2439933189701285
electricity,shape,C3,81551,selected,768,STEP12_D63,0.2214372881221064,15.040737799325536,0.1796469422061173
electricity,shape,C3,81551,selected,768,STEP6_D17,0.2390200029959951,15.581409455911489,0.1955912649317344
electricity,shape,C3,81551,selected,768,STEP6_D63,0.1971669655927223,13.230394666425006,0.1606477007817783
electricity,shape,C3,81551,selected,768,STEP8_D31,0.2078958164453094,13.55654183761228,0.1708263896680519
electricity,shape,C3,81551,selected,768,STEP8_D33,0.2072638111511831,13.529395959915094,0.1698064755847067
electricity,shape,C3,81552,fixed1024,1024,PAIRED_SHIFT8_D32,0.2059484875841876,13.259556825058754,0.1695048440980484
electricity,shape,C3,81552,fixed1024,1024,PULSE8_D32,2.979466104922773,225.92800219499625,2.873101420317185
electricity,shape,C3,81552,fixed1024,1024,RAMP8_D32,0.4363061336969255,31.584334418600736,0.3418616483443678
electricity,shape,C3,81552,fixed1024,1024,STEP12_D17,0.3010858627054494,20.02149112555604,0.2488623936092476
electricity,shape,C3,81552,fixed1024,1024,STEP12_D63,0.2112057543172824,14.38433555739571,0.172807835315526
electricity,shape,C3,81552,fixed1024,1024,STEP6_D17,0.2341843314157159,15.327043872775976,0.1932119691492244
electricity,shape,C3,81552,fixed1024,1024,STEP6_D63,0.1919691918074674,12.943326454895148,0.1569258565289487
electricity,shape,C3,81552,fixed1024,1024,STEP8_D31,0.2079394575900191,13.375324261162229,0.1716829050133045
electricity,shape,C3,81552,fixed1024,1024,STEP8_D33,0.2106401869306605,13.546245710938468,0.1727691012845247
electricity,shape,C3,81552,selected,768,PAIRED_SHIFT8_D32,0.2049563213411614,13.207620875162494,0.1686081019043513
electricity,shape,C3,81552,selected,768,PULSE8_D32,2.990601584052126,226.7228257433744,2.882819510401034
electricity,shape,C3,81552,selected,768,RAMP8_D32,0.4308754729868113,31.04056717492541,0.3375834420333802
electricity,shape,C3,81552,selected,768,STEP12_D17,0.3033284513344172,20.229791282387545,0.251194403757026
electricity,shape,C3,81552,selected,768,STEP12_D63,0.2172209187176435,14.818850706280177,0.1768300106180079
electricity,shape,C3,81552,selected,768,STEP6_D17,0.2346741849754628,15.334660678150804,0.1936074419943179
electricity,shape,C3,81552,selected,768,STEP6_D63,0.1943692008981296,13.189843375151169,0.1585864338278302
electricity,shape,C3,81552,selected,768,STEP8_D31,0.2067941801108488,13.297746395106454,0.1705857709794938
electricity,shape,C3,81552,selected,768,STEP8_D33,0.208018594293347,13.394328023991424,0.1706936646777181
electricity,shape,MAG_ONLY,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.2055848188661604,13.385123727282105,0.1691750105650321
electricity,shape,MAG_ONLY,81551,fixed1024,1024,PULSE8_D32,2.985563775685048,226.5025353035744,2.88343145362442
electricity,shape,MAG_ONLY,81551,fixed1024,1024,RAMP8_D32,0.5378923284382193,38.88023540750631,0.4175589392090604
electricity,shape,MAG_ONLY,81551,fixed1024,1024,STEP12_D17,0.3009043020720645,19.76001880590731,0.2465101570509788
electricity,shape,MAG_ONLY,81551,fixed1024,1024,STEP12_D63,0.2172542527328877,14.708851911013664,0.1766868660852875
electricity,shape,MAG_ONLY,81551,fixed1024,1024,STEP6_D17,0.2389582317281187,15.535682008726312,0.1955394827900343
electricity,shape,MAG_ONLY,81551,fixed1024,1024,STEP6_D63,0.1964444605388333,13.15079447716813,0.1600889012601875
electricity,shape,MAG_ONLY,81551,fixed1024,1024,STEP8_D31,0.2080355471891074,13.514627782541462,0.1711428424112821
electricity,shape,MAG_ONLY,81551,fixed1024,1024,STEP8_D33,0.2093428024939328,13.603669814968846,0.1715236905309793
electricity,shape,MAG_ONLY,81551,selected,768,PAIRED_SHIFT8_D32,0.204623093178736,13.369926046186931,0.1682833458911296
electricity,shape,MAG_ONLY,81551,selected,768,PULSE8_D32,2.998370158958871,227.47182003916527,2.8964778467322656
electricity,shape,MAG_ONLY,81551,selected,768,RAMP8_D32,0.5288581419875704,38.195375971405646,0.4103965290362461
electricity,shape,MAG_ONLY,81551,selected,768,STEP12_D17,0.2973773903823255,19.56294565080989,0.2441917977275848
electricity,shape,MAG_ONLY,81551,selected,768,STEP12_D63,0.2205994905354624,14.968713034264375,0.1790312891226902
electricity,shape,MAG_ONLY,81551,selected,768,STEP6_D17,0.2392709270115153,15.572933350019284,0.1957512997629155
electricity,shape,MAG_ONLY,81551,selected,768,STEP6_D63,0.1969135890900064,13.216966657407486,0.1604261957888623
electricity,shape,MAG_ONLY,81551,selected,768,STEP8_D31,0.2078585136730087,13.54690703209798,0.1707474994950454
electricity,shape,MAG_ONLY,81551,selected,768,STEP8_D33,0.2072626731555361,13.516883632040509,0.169750354226473
electricity,shape,MAG_ONLY,81552,fixed1024,1024,PAIRED_SHIFT8_D32,0.2058889032308448,13.262719339121585,0.1694596546638783
electricity,shape,MAG_ONLY,81552,fixed1024,1024,PULSE8_D32,2.980330714815212,225.98549909162105,2.873598334162415
electricity,shape,MAG_ONLY,81552,fixed1024,1024,RAMP8_D32,0.4266079724157542,30.76964582815304,0.3346593933855778
electricity,shape,MAG_ONLY,81552,fixed1024,1024,STEP12_D17,0.2905752954697104,19.31616708653137,0.240968052846147
electricity,shape,MAG_ONLY,81552,fixed1024,1024,STEP12_D63,0.2125816609541409,14.49262039887085,0.1737216135200053
electricity,shape,MAG_ONLY,81552,fixed1024,1024,STEP6_D17,0.2318954641173776,15.181489102271623,0.1913582250588571
electricity,shape,MAG_ONLY,81552,fixed1024,1024,STEP6_D63,0.1927469258128197,13.020641375195126,0.1574550978557279
electricity,shape,MAG_ONLY,81552,fixed1024,1024,STEP8_D31,0.2079082718994579,13.376848693690976,0.1716899450703929
electricity,shape,MAG_ONLY,81552,fixed1024,1024,STEP8_D33,0.2096943627871464,13.495057836198727,0.1719888927377637
electricity,shape,MAG_ONLY,81552,selected,768,PAIRED_SHIFT8_D32,0.2047028162695488,13.196565845051492,0.1683761673465109
electricity,shape,MAG_ONLY,81552,selected,768,PULSE8_D32,2.992174020015917,226.82484868579195,2.884247202530381
electricity,shape,MAG_ONLY,81552,selected,768,RAMP8_D32,0.424319231284178,30.535245524208225,0.3329593993573269
electricity,shape,MAG_ONLY,81552,selected,768,STEP12_D17,0.2934732611741167,19.576966303934675,0.2433904865857917
electricity,shape,MAG_ONLY,81552,selected,768,STEP12_D63,0.2192241159603945,14.970084429039996,0.1782161142618731
electricity,shape,MAG_ONLY,81552,selected,768,STEP6_D17,0.2330460949401347,15.249430705562808,0.192139934497124
electricity,shape,MAG_ONLY,81552,selected,768,STEP6_D63,0.1951812946245741,13.24784526459803,0.1591208529560877
electricity,shape,MAG_ONLY,81552,selected,768,STEP8_D31,0.2067761628209813,13.299600480801454,0.1705691948871179
electricity,shape,MAG_ONLY,81552,selected,768,STEP8_D33,0.2072883957627972,13.355785315570934,0.1700461246961148
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.2067351288542407,13.346873080107882,0.1704002019318244
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,PULSE8_D32,2.9870722812470065,226.74734687475743,2.8829532567825504
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,RAMP8_D32,0.5288525176474826,38.11503388296125,0.409182396003631
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,STEP12_D17,0.2999911617079172,19.49397674415401,0.2479391892201641
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,STEP12_D63,0.2223298290851147,14.999670448381393,0.1813433378220024
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,STEP6_D17,0.238143035203419,15.323879412309068,0.195519479564612
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,STEP6_D63,0.1991274754499105,13.38651161733519,0.16226052294617
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,STEP8_D31,0.2084047492549676,13.485776008755805,0.1718867187892492
electricity,shape,PETSA_XY_OFFLINE,81551,fixed1024,1024,STEP8_D33,0.2092953059163808,13.503771245510736,0.1716944708259455
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,PAIRED_SHIFT8_D32,0.2053246668157728,13.302623035473276,0.168955999525329
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,PULSE8_D32,2.9993628006286754,227.741289749563,2.896152200434252
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,RAMP8_D32,0.5176674548941246,37.14880155815006,0.4004018340563362
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,STEP12_D17,0.2976134437030177,19.302716650314878,0.2463454281052224
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,STEP12_D63,0.2276420758934249,15.458474554858238,0.1848098629334048
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,STEP6_D17,0.2367734488983536,15.252728680112371,0.1944643993170591
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,STEP6_D63,0.201411379272444,13.61175148126866,0.1638794006719374
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,STEP8_D31,0.2073187091238649,13.45320110803496,0.1706053613929755
electricity,shape,PETSA_XY_OFFLINE,81551,selected,768,STEP8_D33,0.207606486341345,13.43946011728196,0.1701081685484217
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,PAIRED_SHIFT8_D32,0.206665277817549,13.327655112513176,0.1699532168296502
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,PULSE8_D32,2.9961735407472774,227.08239848300536,2.8840447263068723
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,RAMP8_D32,0.4186713359362435,30.111237076125757,0.3270258898127387
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,STEP12_D17,0.2881398839755764,19.09408712642779,0.2397430090233227
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,STEP12_D63,0.2238525470863183,15.252171775005664,0.1823152672646367
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,STEP6_D17,0.2334947951754536,15.284628048923896,0.1927182512267375
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,STEP6_D63,0.1960053678602236,13.204788322872943,0.1596377362652103
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,STEP8_D31,0.2083161541263281,13.419862244350902,0.171499072094343
electricity,shape,PETSA_XY_OFFLINE,81552,fixed1024,1024,STEP8_D33,0.2102493162710846,13.538179278953493,0.1721433321875059
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,PAIRED_SHIFT8_D32,0.2058321444743835,13.301340408897024,0.1691149882563785
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,PULSE8_D32,3.00994217251227,228.1063669791872,2.897212237746261
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,RAMP8_D32,0.4181398584372219,30.01056583902041,0.3268919598925242
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,STEP12_D17,0.2894560951880518,19.16573438157181,0.2405407492812852
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,STEP12_D63,0.2421141408765087,16.638937853753045,0.1947681161709755
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,STEP6_D17,0.2342473176284587,15.318141484932625,0.1932470475997362
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,STEP6_D63,0.202542534066896,13.734245344908492,0.1641550037550014
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,STEP8_D31,0.2081220989028353,13.42527841577984,0.1709717311649751
electricity,shape,PETSA_XY_OFFLINE,81552,selected,768,STEP8_D33,0.2076423375854683,13.396724546105908,0.1701192685204755
electricity,shape,PLAIN,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.2088059125347873,13.624492612900491,0.172245201166142
electricity,shape,PLAIN,81551,fixed1024,1024,PULSE8_D32,2.965597166711496,224.7705938845029,2.865672846553756
electricity,shape,PLAIN,81551,fixed1024,1024,RAMP8_D32,0.5501787954038578,40.12333257008529,0.4294931860946955
electricity,shape,PLAIN,81551,fixed1024,1024,STEP12_D17,0.3150218131645115,20.889104160836958,0.2562783856860399
electricity,shape,PLAIN,81551,fixed1024,1024,STEP12_D63,0.219655108978422,14.921916140311746,0.1784039707071364
electricity,shape,PLAIN,81551,fixed1024,1024,STEP6_D17,0.2444945140709552,15.988532587216596,0.1991844331057564
electricity,shape,PLAIN,81551,fixed1024,1024,STEP6_D63,0.196048081082121,13.129203267582644,0.1598992578130282
electricity,shape,PLAIN,81551,fixed1024,1024,STEP8_D31,0.2094782535306883,13.641326546731085,0.1730746825352092
electricity,shape,PLAIN,81551,fixed1024,1024,STEP8_D33,0.2122032041990768,13.813947242925297,0.174472637611584
electricity,shape,PLAIN,81551,selected,512,PAIRED_SHIFT8_D32,0.2050580198354147,13.429455710805604,0.1688989063318867
electricity,shape,PLAIN,81551,selected,512,PULSE8_D32,2.988170780966064,226.39645462145563,2.884917842456568
electricity,shape,PLAIN,81551,selected,512,RAMP8_D32,0.5417752375211132,39.546307764454816,0.4202993893946363
electricity,shape,PLAIN,81551,selected,512,STEP12_D17,0.307403281977952,20.40298266048272,0.2514278560146887
electricity,shape,PLAIN,81551,selected,512,STEP12_D63,0.2240169335711794,15.244009353972244,0.181530445290922
electricity,shape,PLAIN,81551,selected,512,STEP6_D17,0.2424337233792605,15.829599962711155,0.1980313337405512
electricity,shape,PLAIN,81551,selected,512,STEP6_D63,0.1967281127899064,13.192751526551914,0.1602465161832884
electricity,shape,PLAIN,81551,selected,512,STEP8_D31,0.2067769163174251,13.508204035695377,0.1703331324990943
electricity,shape,PLAIN,81551,selected,512,STEP8_D33,0.207345269450618,13.556888738817774,0.1701830596807072
electricity,shape,PLAIN,81552,fixed1024,1024,PAIRED_SHIFT8_D32,0.2101600645460429,13.523435527442944,0.1728226147030927
electricity,shape,PLAIN,81552,fixed1024,1024,PULSE8_D32,2.9610386759809084,224.5384540480154,2.8574467732403
electricity,shape,PLAIN,81552,fixed1024,1024,RAMP8_D32,0.4443455181722987,32.17388202533489,0.347134917422677
electricity,shape,PLAIN,81552,fixed1024,1024,STEP12_D17,0.3085662856970167,20.5290509597948,0.2550143042219458
electricity,shape,PLAIN,81552,fixed1024,1024,STEP12_D63,0.2087033755745371,14.156927107377358,0.1714749557810254
electricity,shape,PLAIN,81552,fixed1024,1024,STEP6_D17,0.2350108337583387,15.33074615829172,0.1937132511692827
electricity,shape,PLAIN,81552,fixed1024,1024,STEP6_D63,0.1911179285676325,12.875231045803435,0.1564838439326215
electricity,shape,PLAIN,81552,fixed1024,1024,STEP8_D31,0.2099957599106122,13.470534433388842,0.1734368674302627
electricity,shape,PLAIN,81552,fixed1024,1024,STEP8_D33,0.2150456582704509,13.833939388939251,0.1763717414649759
electricity,shape,PLAIN,81552,selected,1024,PAIRED_SHIFT8_D32,0.2101600645460429,13.523435527442944,0.1728226147030927
electricity,shape,PLAIN,81552,selected,1024,PULSE8_D32,2.9610386759809084,224.5384540480154,2.8574467732403
electricity,shape,PLAIN,81552,selected,1024,RAMP8_D32,0.4443455181722987,32.17388202533489,0.347134917422677
electricity,shape,PLAIN,81552,selected,1024,STEP12_D17,0.3085662856970167,20.5290509597948,0.2550143042219458
electricity,shape,PLAIN,81552,selected,1024,STEP12_D63,0.2087033755745371,14.156927107377358,0.1714749557810254
electricity,shape,PLAIN,81552,selected,1024,STEP6_D17,0.2350108337583387,15.33074615829172,0.1937132511692827
electricity,shape,PLAIN,81552,selected,1024,STEP6_D63,0.1911179285676325,12.875231045803435,0.1564838439326215
electricity,shape,PLAIN,81552,selected,1024,STEP8_D31,0.2099957599106122,13.470534433388842,0.1734368674302627
electricity,shape,PLAIN,81552,selected,1024,STEP8_D33,0.2150456582704509,13.833939388939251,0.1763717414649759
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.2081837639962471,13.59761320569062,0.1717296747238447
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,PULSE8_D32,2.9685983339053,224.98990599796525,2.868392506572899
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,RAMP8_D32,0.5469847712453241,39.87725222784251,0.426480422366061
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,STEP12_D17,0.3120563183089282,20.69639069310448,0.254094678363889
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,STEP12_D63,0.2198181398086571,14.921354583759134,0.1785094974947965
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,STEP6_D17,0.2442855352476287,15.994983524045994,0.1989783679479313
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,STEP6_D63,0.1959248845898597,13.118334715972262,0.1597429642429986
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,STEP8_D31,0.209419839245222,13.64808705171004,0.1729280927676385
electricity,shape,TOKEN_GATE,81551,fixed1024,1024,STEP8_D33,0.2114129060786755,13.77244330703522,0.1738103749646555
electricity,shape,TOKEN_GATE,81551,selected,768,PAIRED_SHIFT8_D32,0.2047849997261071,13.41281971916965,0.1686512663278764
electricity,shape,TOKEN_GATE,81551,selected,768,PULSE8_D32,2.988442495466016,226.51179024440356,2.8884592215504115
electricity,shape,TOKEN_GATE,81551,selected,768,RAMP8_D32,0.5387974726540711,39.21034541891835,0.4198550025691922
electricity,shape,TOKEN_GATE,81551,selected,768,STEP12_D17,0.3090302618153198,20.46779564900086,0.2526292409712115
electricity,shape,TOKEN_GATE,81551,selected,768,STEP12_D63,0.2283461166527626,15.603928762582289,0.1844986398028332
electricity,shape,TOKEN_GATE,81551,selected,768,STEP6_D17,0.242790227357119,15.89159052164008,0.1981754989645349
electricity,shape,TOKEN_GATE,81551,selected,768,STEP6_D63,0.1985176884424458,13.360700611154911,0.1615167217786567
electricity,shape,TOKEN_GATE,81551,selected,768,STEP8_D31,0.2055466994156923,13.432290936461555,0.1694312173227747
electricity,shape,TOKEN_GATE,81551,selected,768,STEP8_D33,0.2073007676175281,13.554883404682991,0.1701455109759914
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,PAIRED_SHIFT8_D32,0.2100609284299573,13.528653094260063,0.1726600392448691
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,PULSE8_D32,2.9620250057336133,224.63198092927632,2.858453569669452
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,RAMP8_D32,0.4429921776706211,32.062354336120244,0.3460667211466971
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,STEP12_D17,0.3065881814136656,20.36630978981968,0.2534559137877992
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,STEP12_D63,0.2092683307138352,14.16771501571395,0.1720277948882078
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,STEP6_D17,0.2342188898324045,15.287090647950974,0.1932341806879293
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,STEP6_D63,0.1914166785060252,12.899274416488328,0.1567735056045379
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,STEP8_D31,0.2096425543628492,13.448396450829184,0.1731547273043218
electricity,shape,TOKEN_GATE,81552,fixed1024,1024,STEP8_D33,0.2148212051210207,13.829902726776885,0.1760951461281275
electricity,shape,TOKEN_GATE,81552,selected,1024,PAIRED_SHIFT8_D32,0.2100609284299573,13.528653094260063,0.1726600392448691
electricity,shape,TOKEN_GATE,81552,selected,1024,PULSE8_D32,2.9620250057336133,224.63198092927632,2.858453569669452
electricity,shape,TOKEN_GATE,81552,selected,1024,RAMP8_D32,0.4429921776706211,32.062354336120244,0.3460667211466971
electricity,shape,TOKEN_GATE,81552,selected,1024,STEP12_D17,0.3065881814136656,20.36630978981968,0.2534559137877992
electricity,shape,TOKEN_GATE,81552,selected,1024,STEP12_D63,0.2092683307138352,14.16771501571395,0.1720277948882078
electricity,shape,TOKEN_GATE,81552,selected,1024,STEP6_D17,0.2342188898324045,15.287090647950974,0.1932341806879293
electricity,shape,TOKEN_GATE,81552,selected,1024,STEP6_D63,0.1914166785060252,12.899274416488328,0.1567735056045379
electricity,shape,TOKEN_GATE,81552,selected,1024,STEP8_D31,0.2096425543628492,13.448396450829184,0.1731547273043218
electricity,shape,TOKEN_GATE,81552,selected,1024,STEP8_D33,0.2148212051210207,13.829902726776885,0.1760951461281275
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,PAIRED_SHIFT8_D32,0.2090063302423437,13.679744095349465,0.1723037938257463
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,PULSE8_D32,2.964228517058204,224.61139185023785,2.8634772909034543
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,RAMP8_D32,0.5309702931706418,38.549558768856,0.412112530648792
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,STEP12_D17,0.2899297827490494,19.15382706527321,0.239612301732519
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,STEP12_D63,0.2208939380960774,14.98716552593676,0.1793871678973551
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,STEP6_D17,0.2415027375170378,15.939687830036906,0.1973043508581864
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,STEP6_D63,0.1969795820602252,13.206684873822413,0.1604266182026011
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,STEP8_D31,0.2102749153979706,13.72672912771962,0.1735137075190655
electricity,shape,TOKEN_GATE_ENTROPY,81551,fixed1024,1024,STEP8_D33,0.2124570712445096,13.85882130588708,0.1745067688333983
electricity,shape,TOKEN_GATE_ENTROPY,81551,selected,768,PAIRED_SHIFT8_D32,0.2043292854620075,13.386262916400206,0.1683389694210585
electricity,shape,TOKEN_GATE_ENTROPY,81551,selected,768,PULSE8_D32,2.9894681948953,226.57782304404827,2.888979935269894
electricity,shape,TOKEN_GATE_ENTROPY,81551,selected,768,RAMP8_D32,0.5241343960412809,37.9836041053,0.4069314217422734
electricity,shape,TOKEN_GATE_ENTROPY,81551,selected,768,STEP12_D17,0.2905234154100723,19.179967980336432,0.2398762884805951
electricity,shape,TOKEN_GATE_ENTROPY,81551,selected,768,STEP12_D63,0.2252598412244742,15.308619758999724,0.1823364490002055
electricity,shape,TOKEN_GATE_ENTROPY,81551,selected,768,STEP6_D17,0.2389516628094342,15.69611759046531,0.1955847596235385
