candidate,baseline,seed,mode,metric,candidate_score,baseline_score,gain_pct
SCENARIO3,SET,92301,raw,nmae,0.5048335421513503,0.46564550107653807,-8.415853043616316
SCENARIO3,SET,92302,raw,crps,0.3634636760422192,0.3447422421029701,-5.430559894559495
SCENARIO3,SET,92302,raw,pinball,0.4015533758347955,0.3772237141232312,-6.449663899872515
SCENARIO3,SET,92302,raw,nmae,0.5085051996492692,0.4744485371526446,-7.178157340522584
SCENARIO3,SET,92301,cal,crps,0.3517676785769348,0.32937051625326863,-6.799990047209903
SCENARIO3,SET,92301,cal,pinball,0.3852929646727585,0.3592128880219198,-7.260339904409885
SCENARIO3,SET,92301,cal,nmae,0.4881079982373011,0.45715725873858726,-6.770260978490161
SCENARIO3,SET,92302,cal,crps,0.3636447173900168,0.34338177637321043,-5.900994872477816
SCENARIO3,SET,92302,cal,pinball,0.3974618781608998,0.3746460978326017,-6.089955416669657
SCENARIO3,SET,92302,cal,nmae,0.5085051996492692,0.4744485371526446,-7.178157340522584
SCENARIO3,MEMBER,92301,raw,crps,0.3599545980778693,0.36120614807878915,0.3464918876870504
SCENARIO3,MEMBER,92301,raw,pinball,0.39734431301906953,0.3968636698229836,-0.12111040456292965
SCENARIO3,MEMBER,92301,raw,nmae,0.5048335421513503,0.5033318870409288,-0.2983429321853137
SCENARIO3,MEMBER,92302,raw,crps,0.3634636760422192,0.36490257113601915,0.39432308994710175
SCENARIO3,MEMBER,92302,raw,pinball,0.4015533758347955,0.40233373987833176,0.19395938401095547
SCENARIO3,MEMBER,92302,raw,nmae,0.5085051996492692,0.5103862298893065,0.3685503506717369
SCENARIO3,MEMBER,92301,cal,crps,0.3517676785769348,0.35256485153717415,0.22610675929937152
SCENARIO3,MEMBER,92301,cal,pinball,0.3852929646727585,0.3849152625274802,-0.09812605060088853
SCENARIO3,MEMBER,92301,cal,nmae,0.4881079982373011,0.4872946301726718,-0.1669150477486392
SCENARIO3,MEMBER,92302,cal,crps,0.3636447173900168,0.36408827966302426,0.12182822073206756
SCENARIO3,MEMBER,92302,cal,pinball,0.3974618781608998,0.3973754735505827,-0.021743820660358182
SCENARIO3,MEMBER,92302,cal,nmae,0.5085051996492692,0.5075638760119738,-0.18545914746563863
SCENARIO3,F0,92301,raw,crps,0.3599545980778693,0.5179528400689309,30.504368306974573
SCENARIO3,F0,92301,raw,pinball,0.39734431301906953,0.5540650719279643,28.285623268681793
SCENARIO3,F0,92301,raw,nmae,0.5048335421513503,0.7226661221205836,30.142907395468832
SCENARIO3,F0,92302,raw,crps,0.3634636760422192,0.5179528400689309,29.82687844826796
SCENARIO3,F0,92302,raw,pinball,0.4015533758347955,0.5540650719279643,27.52595386720159
SCENARIO3,F0,92302,raw,nmae,0.5085051996492692,0.7226661221205836,29.63483632564411
SCENARIO3,F0,92301,cal,crps,0.3517676785769348,0.5091043593449787,30.904602932584513
SCENARIO3,F0,92301,cal,pinball,0.3852929646727585,0.5542446491687704,30.48323240457036
SCENARIO3,F0,92301,cal,nmae,0.4881079982373011,0.715560879639929,31.786656855400253
SCENARIO3,F0,92302,cal,crps,0.3636447173900168,0.5091043593449787,28.57167480202142
SCENARIO3,F0,92302,cal,pinball,0.3974618781608998,0.5542446491687704,28.287647204714716
SCENARIO3,F0,92302,cal,nmae,0.5085051996492692,0.715560879639929,28.93613749466718
SCENARIO3,NAIVE,92301,raw,crps,0.3599545980778693,0.9905979822594724,63.66289811565712
SCENARIO3,NAIVE,92301,raw,pinball,0.39734431301906953,0.9905979822594724,59.88843909082473
SCENARIO3,NAIVE,92301,raw,nmae,0.5048335421513503,0.9905979822594724,49.037495412632815
SCENARIO3,NAIVE,92302,raw,crps,0.3634636760422192,0.9905979822594724,63.308659763955056
SCENARIO3,NAIVE,92302,raw,pinball,0.4015533758347955,0.9905979822594724,59.46353788053502
SCENARIO3,NAIVE,92302,raw,nmae,0.5085051996492692,0.9905979822594724,48.66684479919788
SCENARIO3,NAIVE,92301,cal,crps,0.3517676785769348,0.9905979822594724,64.48936047955785
SCENARIO3,NAIVE,92301,cal,pinball,0.3852929646727585,0.9905979822594724,61.105012167101634
SCENARIO3,NAIVE,92301,cal,nmae,0.4881079982373011,0.9905979822594724,50.725924443741846
SCENARIO3,NAIVE,92302,cal,crps,0.3636447173900168,0.9905979822594724,63.29038379822123
SCENARIO3,NAIVE,92302,cal,pinball,0.3974618781608998,0.9905979822594724,59.876570992571374
SCENARIO3,NAIVE,92302,cal,nmae,0.5085051996492692,0.9905979822594724,48.66684479919788
SCENARIO3,GBQR,92301,raw,crps,0.3599545980778693,0.22865781767906596,-57.420639159202366
SCENARIO3,GBQR,92301,raw,pinball,0.39734431301906953,0.2406029238574112,-65.14525536462233
SCENARIO3,GBQR,92301,raw,nmae,0.5048335421513503,0.29797939848829885,-69.4189412799873
SCENARIO3,GBQR,92302,raw,crps,0.3634636760422192,0.22865781767906596,-58.955280747217145
SCENARIO3,GBQR,92302,raw,pinball,0.4015533758347955,0.2406029238574112,-66.8946367720654
SCENARIO3,GBQR,92302,raw,nmae,0.5085051996492692,0.29797939848829885,-70.65112629564467
SCENARIO3,GBQR,92301,cal,crps,0.3517676785769348,0.2264297036947483,-55.35403387320403
SCENARIO3,GBQR,92301,cal,pinball,0.3852929646727585,0.23912593618380892,-61.12554364516751
SCENARIO3,GBQR,92301,cal,nmae,0.4881079982373011,0.29797939848829885,-63.805954610807866
SCENARIO3,GBQR,92302,cal,crps,0.3636447173900168,0.2264297036947483,-60.599387561028294
SCENARIO3,GBQR,92302,cal,pinball,0.3974618781608998,0.23912593618380892,-66.21445774722771
SCENARIO3,GBQR,92302,cal,nmae,0.5085051996492692,0.29797939848829885,-70.65112629564467
TARGET,F0,92301,raw,crps,0.48620270007082506,0.5179528400689309,6.129928739048996
TARGET,F0,92301,raw,pinball,0.526017001177966,0.5540650719279643,5.062234053556236
TARGET,F0,92301,raw,nmae,0.6851230786536194,0.7226661221205836,5.195074505056119
TARGET,F0,92302,raw,crps,0.48684482685004216,0.5179528400689309,6.005954753476939
TARGET,F0,92302,raw,pinball,0.5271342317448864,0.5540650719279643,4.860591570836148
TARGET,F0,92302,raw,nmae,0.6885718592553475,0.7226661221205836,4.717844357390144
TARGET,F0,92301,cal,crps,0.48661368488002593,0.5091043593449787,4.417694339504297
TARGET,F0,92301,cal,pinball,0.5279758158825019,0.5542446491687704,4.739573638764982
TARGET,F0,92301,cal,nmae,0.6851230786536194,0.715560879639929,4.253698301900721
TARGET,F0,92302,cal,crps,0.48923053870124583,0.5091043593449787,3.9036830620155727
TARGET,F0,92302,cal,pinball,0.5340282878747381,0.5542446491687704,3.6475519112997845
TARGET,F0,92302,cal,nmae,0.6853696597357273,0.715560879639929,4.219238469184338
CONTROL,TARGET,92301,raw,crps,0.36561033580517577,0.48620270007082506,24.80289892427224
CONTROL,TARGET,92301,raw,pinball,0.40049223007668283,0.526017001177966,23.86325362491748
CONTROL,TARGET,92301,raw,nmae,0.5029016431571219,0.6851230786536194,26.596890569588293
CONTROL,TARGET,92302,raw,crps,0.3686681982658681,0.48684482685004216,24.27398260525726
CONTROL,TARGET,92302,raw,pinball,0.40584009298418516,0.5271342317448864,23.01010472402846
CONTROL,TARGET,92302,raw,nmae,0.5130651307144081,0.6885718592553475,25.48851309879847
CONTROL,TARGET,92301,cal,crps,0.3570310729479053,0.48661368488002593,26.62946315701521
CONTROL,TARGET,92301,cal,pinball,0.38808178492917556,0.5279758158825019,26.496295236458135
CONTROL,TARGET,92301,cal,nmae,0.48921922064072154,0.6851230786536194,28.59396568538919
CONTROL,TARGET,92302,cal,crps,0.36795209791174577,0.48923053870124583,24.789630081445125
CONTROL,TARGET,92302,cal,pinball,0.3996331371599597,0.5340282878747381,25.16629807189207
CONTROL,TARGET,92302,cal,nmae,0.5102983528686201,0.6853696597357273,25.54407017880149
MOMENTS,TARGET,92301,raw,crps,0.3720287825867847,0.48620270007082506,23.482781454609093
MOMENTS,TARGET,92301,raw,pinball,0.4086042879064233,0.526017001177966,22.321087152812158
MOMENTS,TARGET,92301,raw,nmae,0.5120116627321747,0.6851230786536194,25.26719961932058
MOMENTS,TARGET,92302,raw,crps,0.3681199423751195,0.48684482685004216,24.38659669921731
MOMENTS,TARGET,92302,raw,pinball,0.40508913241811384,0.5271342317448864,23.152565699022542
MOMENTS,TARGET,92302,raw,nmae,0.5127980412723838,0.6885718592553475,25.52730199765255
MOMENTS,TARGET,92301,cal,crps,0.3637734811426622,0.48661368488002593,25.24388597243208
MOMENTS,TARGET,92301,cal,pinball,0.39563351453960505,0.5279758158825019,25.06597790311458
MOMENTS,TARGET,92301,cal,nmae,0.4981827024294691,0.6851230786536194,27.2856632696594
MOMENTS,TARGET,92302,cal,crps,0.3687383813715239,0.48923053870124583,24.628911688463052
MOMENTS,TARGET,92302,cal,pinball,0.4026785498207526,0.5340282878747381,24.596026284808904
MOMENTS,TARGET,92302,cal,nmae,0.5127334332138768,0.6853696597357273,25.188775731393996
SET,TARGET,92301,raw,crps,0.3353394301616394,0.48620270007082506,31.028883609081028
SET,TARGET,92301,raw,pinball,0.3660701809307016,0.526017001177966,30.40715792247749
SET,TARGET,92301,raw,nmae,0.46564550107653807,0.6851230786536194,32.03476636758336
SET,TARGET,92302,raw,crps,0.3447422421029701,0.48684482685004216,29.188475857183636
SET,TARGET,92302,raw,pinball,0.3772237141232312,0.5271342317448864,28.438774906617404
SET,TARGET,92302,raw,nmae,0.4744485371526446,0.6885718592553475,31.096728573001144
SET,TARGET,92301,cal,crps,0.32937051625326863,0.48661368488002593,32.313758020497396
SET,TARGET,92301,cal,pinball,0.3592128880219198,0.5279758158825019,31.964139792747503
SET,TARGET,92301,cal,nmae,0.45715725873858726,0.6851230786536194,33.27370322468525
SET,TARGET,92302,cal,crps,0.34338177637321043,0.48923053870124583,29.811867982570806
SET,TARGET,92302,cal,pinball,0.3746460978326017,0.5340282878747381,29.845271057910917
SET,TARGET,92302,cal,nmae,0.4744485371526446,0.6853696597357273,30.774797160471334
MEMBER,TARGET,92301,raw,crps,0.36120614807878915,0.48620270007082506,25.708732587011074
MEMBER,TARGET,92301,raw,pinball,0.3968636698229836,0.526017001177966,24.55307168128703
MEMBER,TARGET,92301,raw,nmae,0.5033318870409288,0.6851230786536194,26.534092526840645
MEMBER,TARGET,92302,raw,crps,0.36490257113601915,0.48684482685004216,25.047458448517858
MEMBER,TARGET,92302,raw,pinball,0.40233373987833176,0.5271342317448864,23.675277443744815
MEMBER,TARGET,92302,raw,nmae,0.5103862298893065,0.6885718592553475,25.87756484250444
MEMBER,TARGET,92301,cal,crps,0.35256485153717415,0.48661368488002593,27.547279804903425
MEMBER,TARGET,92301,cal,pinball,0.3849152625274802,0.5279758158825019,27.096042858686353
MEMBER,TARGET,92301,cal,nmae,0.4872946301726718,0.6851230786536194,28.874877324190184
MEMBER,TARGET,92302,cal,crps,0.36408827966302426,0.48923053870124583,25.57940462392948
MEMBER,TARGET,92302,cal,pinball,0.3973754735505827,0.5340282878747381,25.58905912418795
MEMBER,TARGET,92302,cal,nmae,0.5075638760119738,0.6853696597357273,25.943048572111273
GBQR,TARGET,92301,raw,crps,0.22865781767906596,0.48620270007082506,52.9706812311496
GBQR,TARGET,92301,raw,pinball,0.2406029238574112,0.526017001177966,54.259477674941415
GBQR,TARGET,92301,raw,nmae,0.29797939848829885,0.6851230786536194,56.50717253987738
GBQR,TARGET,92302,raw,crps,0.22865781767906596,0.48684482685004216,53.03271082112225
GBQR,TARGET,92302,raw,pinball,0.2406029238574112,0.5271342317448864,54.35642207090543
GBQR,TARGET,92302,raw,nmae,0.29797939848829885,0.6885718592553475,56.72501068943666
GBQR,TARGET,92301,cal,crps,0.2264297036947483,0.48661368488002593,53.4682828020806
GBQR,TARGET,92301,cal,pinball,0.23912593618380892,0.5279758158825019,54.70892245620866
GBQR,TARGET,92301,cal,nmae,0.29797939848829885,0.6851230786536194,56.50717253987738
GBQR,TARGET,92302,cal,crps,0.2264297036947483,0.48923053870124583,53.717177121475615
GBQR,TARGET,92302,cal,pinball,0.23912593618380892,0.5340282878747381,55.22223417499965
GBQR,TARGET,92302,cal,nmae,0.29797939848829885,0.6853696597357273,56.522820312297284
MOMENTS,CONTROL,92301,raw,crps,0.3720287825867847,0.36561033580517577,-1.7555430339445177
MOMENTS,CONTROL,92301,raw,pinball,0.4086042879064233,0.40049223007668283,-2.0255219004341685
MOMENTS,CONTROL,92301,raw,nmae,0.5120116627321747,0.5029016431571219,-1.8114913122696752
MOMENTS,CONTROL,92302,raw,crps,0.3681199423751195,0.3686681982658681,0.14871255327350008
MOMENTS,CONTROL,92302,raw,pinball,0.40508913241811384,0.40584009298418516,0.18503853587984453
MOMENTS,CONTROL,92302,raw,nmae,0.5127980412723838,0.5130651307144081,0.05205760946028759
MOMENTS,CONTROL,92301,cal,crps,0.3637734811426622,0.3570310729479053,-1.8884653761608972
MOMENTS,CONTROL,92301,cal,pinball,0.39563351453960505,0.38808178492917556,-1.945911893753971
MOMENTS,CONTROL,92301,cal,nmae,0.4981827024294691,0.48921922064072154,-1.832201477490658
MOMENTS,CONTROL,92302,cal,crps,0.3687383813715239,0.36795209791174577,-0.21369179962298368
MOMENTS,CONTROL,92302,cal,pinball,0.4026785498207526,0.3996331371599597,-0.762052086680165
MOMENTS,CONTROL,92302,cal,nmae,0.5127334332138768,0.5102983528686201,-0.4771875769474798
SET,CONTROL,92301,raw,crps,0.3353394301616394,0.36561033580517577,8.27955412608109
SET,CONTROL,92301,raw,pinball,0.3660701809307016,0.40049223007668283,8.59493557200608
SET,CONTROL,92301,raw,nmae,0.46564550107653807,0.5029016431571219,7.408236299785543
SET,CONTROL,92302,raw,crps,0.3447422421029701,0.3686681982658681,6.489834565454866
SET,CONTROL,92302,raw,pinball,0.3772237141232312,0.40584009298418516,7.05114633956806
SET,CONTROL,92302,raw,nmae,0.4744485371526446,0.5130651307144081,7.526645497812822
SET,CONTROL,92301,cal,crps,0.32937051625326863,0.3570310729479053,7.747380771721413
SET,CONTROL,92301,cal,pinball,0.3592128880219198,0.38808178492917556,7.438869338462839
SET,CONTROL,92301,cal,nmae,0.45715725873858726,0.48921922064072154,6.55370037590578
SET,CONTROL,92302,cal,crps,0.34338177637321043,0.36795209791174577,6.677587022327181
SET,CONTROL,92302,cal,pinball,0.3746460978326017,0.3996331371599597,6.25249435142724
SET,CONTROL,92302,cal,nmae,0.4744485371526446,0.5102983528686201,7.025265810568914
MEMBER,CONTROL,92301,raw,crps,0.36120614807878915,0.36561033580517577,1.2046124781148193
MEMBER,CONTROL,92301,raw,pinball,0.3968636698229836,0.40049223007668283,0.9060251313750767
MEMBER,CONTROL,92301,raw,nmae,0.5033318870409288,0.5029016431571219,-0.08555229231423933
MEMBER,CONTROL,92302,raw,crps,0.36490257113601915,0.3686681982658681,1.021413603766641
MEMBER,CONTROL,92302,raw,pinball,0.40233373987833176,0.40584009298418516,0.8639740544288843
MEMBER,CONTROL,92302,raw,nmae,0.5103862298893065,0.5130651307144081,0.5221365991821325
MEMBER,CONTROL,92301,cal,crps,0.35256485153717415,0.3570310729479053,1.250933531878562
MEMBER,CONTROL,92301,cal,pinball,0.3849152625274802,0.38808178492917556,0.8159420319799993
MEMBER,CONTROL,92301,cal,nmae,0.4872946301726718,0.48921922064072154,0.3934004198627217
MEMBER,CONTROL,92302,cal,crps,0.36408827966302426,0.36795209791174577,1.050087299583291
MEMBER,CONTROL,92302,cal,pinball,0.3973754735505827,0.3996331371599597,0.5649340356060795
MEMBER,CONTROL,92302,cal,nmae,0.5075638760119738,0.5102983528686201,0.5358584524669863
GBQR,CONTROL,92301,raw,crps,0.22865781767906596,0.36561033580517577,37.45860133425993
GBQR,CONTROL,92301,raw,pinball,0.2406029238574112,0.40049223007668283,39.92319805771448
GBQR,CONTROL,92301,raw,nmae,0.29797939848829885,0.5029016431571219,40.7479767579123
GBQR,CONTROL,92302,raw,crps,0.22865781767906596,0.3686681982658681,37.9773414808707
GBQR,CONTROL,92302,raw,pinball,0.2406029238574112,0.40584009298418516,40.71484606455896
GBQR,CONTROL,92302,raw,nmae,0.29797939848829885,0.5130651307144081,41.92172091808638
GBQR,CONTROL,92301,cal,crps,0.2264297036947483,0.3570310729479053,36.5798327229107
GBQR,CONTROL,92301,cal,pinball,0.23912593618380892,0.38808178492917556,38.38259215710186
GBQR,CONTROL,92301,cal,nmae,0.29797939848829885,0.48921922064072154,39.090823517105356
GBQR,CONTROL,92302,cal,crps,0.2264297036947483,0.36795209791174577,38.4621789140993
GBQR,CONTROL,92302,cal,pinball,0.23912593618380892,0.3996331371599597,40.16363660851906
GBQR,CONTROL,92302,cal,nmae,0.29797939848829885,0.5102983528686201,41.606827297556315
