arm,seed,mode,lead,crps,pinball,nmae,raw_mae,coverage,width,negative_mass
MOMENTS,92302,cal,12,0.390791426464348,0.4184629190294352,0.5383558894165101,246.86586307494107,0.756198347107438,1.6913739279083984,0.018365472910927456
MOMENTS,92302,cal,15,0.4022369985705972,0.43240196435708544,0.5634247912219277,258.36133698392507,0.7975206611570248,1.8299884735861944,0.016988062442607896
MOMENTS,92302,cal,18,0.3749708974490241,0.40708759338410433,0.5251992034422621,240.83279702683126,0.8429752066115702,1.9391130851751124,0.0169880624426079
MOMENTS,92302,cal,21,0.39407490034364784,0.43893434308095997,0.5383069081959496,246.84340248423175,0.9504132231404959,2.7023976821623625,0.030762167125803493
MOMENTS,92302,cal,24,0.44730421787648844,0.4936043507161181,0.6422941740617525,294.52729828889704,0.9090909090909091,2.7736264407929605,0.0018365472910927456
SET,92301,raw,3,0.319135556080465,0.34763604551269267,0.44450589414373626,203.8304648596393,0.6942148760330579,1.0627864280097727,0.029732036796624294
SET,92301,raw,6,0.2973114616499313,0.3241380414252433,0.40739314548836525,186.81222300884153,0.7975206611570248,1.2512049096863591,0.03471684348902018
SET,92301,raw,9,0.3076983756763933,0.33590355075890127,0.42317523473677104,194.04918123670845,0.78099173553719,1.4277425189285737,0.03689180402904993
SET,92301,raw,12,0.32824637226978204,0.35862670448762873,0.44683448976499246,204.89825436300484,0.8099173553719008,1.5726995715867322,0.035466938242934024
SET,92301,raw,15,0.33304833543167656,0.36427013915315687,0.4656381030421541,213.52074798079562,0.8388429752066116,1.7134297201653494,0.03438509470721906
SET,92301,raw,18,0.3157864059356798,0.3452371952796278,0.4361152655900922,199.98289896436958,0.871900826446281,1.8307349439925806,0.0336307858406109
SET,92301,raw,21,0.3530645386061966,0.38476509665293757,0.4881152814607236,223.82777379564018,0.8636363636363636,1.9232930676771705,0.03253875570028057
SET,92301,raw,24,0.4284243956429912,0.46798467417542444,0.61338659438547,281.2715788912182,0.8264462809917356,1.9938512183646595,0.029136489524039366
SET,92301,cal,3,0.2885756086541556,0.3154112456497213,0.4088263507409463,187.4694266516315,0.8181818181818182,1.3284830350122157,0.005904062069605922
SET,92301,cal,6,0.2973114616499313,0.3241380414252433,0.40739314548836525,186.81222300884153,0.7975206611570248,1.2512049096863591,0.03471684348902018
SET,92301,cal,9,0.3126256679228054,0.33951533015573865,0.42317523473677104,194.04918123670845,0.6611570247933884,1.0708068891964306,0.0265526705514576
SET,92301,cal,12,0.33115322782051465,0.35982488794894746,0.44683448976499246,204.89825436300484,0.6776859504132231,1.179524678690049,0.02475192255277317
SET,92301,cal,15,0.3354200090879426,0.36564657209253915,0.4656381030421541,213.52074798079562,0.7148760330578512,1.285072290124012,0.021359981774945573
SET,92301,cal,18,0.31182167124111804,0.339485266854539,0.4361152655900922,199.98289896436958,0.7727272727272727,1.3730512079944355,0.02028754543982461
SET,92301,cal,21,0.34241093186866617,0.37493360181959506,0.4729709409565847,216.88325853584226,0.8471074380165289,1.9232930676771705,0.004712260108383856
SET,92301,cal,24,0.4156455517810155,0.45474815822903486,0.596304539588792,273.4385147725255,0.8099173553719008,1.9938512183646595,0.004330401865860107
SET,92302,raw,3,0.30075471164037726,0.3279397703449096,0.4236562504779099,194.26975347976054,0.7272727272727273,1.0938819229211099,0.01559329471206618
SET,92302,raw,6,0.3071531316339803,0.33452496166420886,0.42401482251787204,194.4341785336329,0.8016528925619835,1.3439733157293903,0.02351874714860255
SET,92302,raw,9,0.33290766529555926,0.3627643371017999,0.4586357491616004,210.30978257991066,0.8181818181818182,1.559228231715188,0.025880537698615036
SET,92302,raw,12,0.35093887657693296,0.3840753901518049,0.484799548522753,222.30732739661352,0.8388429752066116,1.7373440274245169,0.02873157527349055
SET,92302,raw,15,0.3576858281458746,0.3924005806258194,0.502156177100647,230.26629873543732,0.8842975206611571,1.9016755366060234,0.029127673190464907
SET,92302,raw,18,0.33335122344647206,0.3664408139375382,0.4499057551325714,206.30659889977827,0.9049586776859504,2.028359100929919,0.03149611026934631
SET,92302,raw,21,0.3551566182152933,0.3894093978384652,0.47083893896488777,215.90561805283727,0.9049586776859504,2.1314826955516226,0.03320841933397706
SET,92302,raw,24,0.4199898818692713,0.4602344613213036,0.5815810553429154,266.6869853153702,0.8760330578512396,2.201785694696404,0.034082232028141875
SET,92302,cal,3,0.2972349783939007,0.32469065797945784,0.4236562504779099,194.26975347976054,0.8223140495867769,1.3673524036513869,0.025438274135103224
SET,92302,cal,6,0.3071531316339803,0.33452496166420886,0.42401482251787204,194.4341785336329,0.8016528925619835,1.3439733157293903,0.02351874714860255
SET,92302,cal,9,0.33888003210365514,0.3672937731563566,0.4586357491616004,210.30978257991066,0.6446280991735537,1.169421173786391,0.015178924047530039
SET,92302,cal,12,0.3539740330183268,0.3848980870354924,0.484799548522753,222.30732739661352,0.6942148760330579,1.3030080205683876,0.017114762597994382
SET,92302,cal,15,0.35888467599662205,0.39158595720085987,0.502156177100647,230.26629873543732,0.7355371900826446,1.4262566524545177,0.016760319195451335
SET,92302,cal,18,0.3254631951043636,0.35627269073443274,0.4499057551325714,206.30659889977827,0.8140495867768595,1.5212693256974397,0.017032719188108142
SET,92302,cal,21,0.34547428286556353,0.37766819356870235,0.47083893896488777,215.90561805283727,0.8057851239669421,1.598612021663717,0.014126563660110515
SET,92302,cal,24,0.4199898818692713,0.4602344613213036,0.5815810553429154,266.6869853153702,0.8760330578512396,2.201785694696404,0.034082232028141875
MEMBER,92301,raw,3,0.30714371078839564,0.3324403102039635,0.4261601451421071,195.41792726122642,0.768595041322314,1.2388730433290207,0.022295684113865934
MEMBER,92301,raw,6,0.29947790699346916,0.32767816304043124,0.413470759332596,189.5991441080393,0.8429752066115702,1.5260225539738759,0.030257116620752988
MEMBER,92301,raw,9,0.3264540229044608,0.35821605978234555,0.44716682782466366,205.05064969023397,0.8429752066115702,1.7638129326941925,0.033535353535353536
MEMBER,92301,raw,12,0.3653729516486754,0.40056924727971777,0.5034297659401991,230.8503094507643,0.8512396694214877,1.946262530782624,0.03221303948576676
MEMBER,92301,raw,15,0.3801864833123038,0.4186514701702122,0.5317127847109372,243.81963323167534,0.8925619834710744,2.118578862924241,0.03134986225895317
MEMBER,92301,raw,18,0.3642781046855242,0.4037518705861575,0.5087045027384567,233.26906714951696,0.9008264462809917,2.254435498000541,0.03143250688705234
MEMBER,92301,raw,21,0.3935362787528213,0.435046876481937,0.5504113447766167,252.3939541588145,0.9132231404958677,2.3655980833244006,0.028503213957759413
MEMBER,92301,raw,24,0.453199725544663,0.4985553610391044,0.6455989658618541,296.04272757285884,0.8760330578512396,2.4384259779441892,0.02597796143250689
