candidate,baseline,mode,metric,candidate_score,baseline_score,gain_pct
SET,CONTROL,cal,nmae,0.4658028979456159,0.49975878675467084,6.7944555871758405
MEMBER,CONTROL,raw,crps,0.3630543596074042,0.3671392670355219,1.1126315801361808
MEMBER,CONTROL,raw,pinball,0.3995987048506577,0.403166161530434,0.8848601445701987
MEMBER,CONTROL,raw,nmae,0.5068590584651176,0.5079833869357651,0.22133174028182712
MEMBER,CONTROL,cal,crps,0.35832656560009923,0.3624915854298255,1.1489976587422235
MEMBER,CONTROL,cal,pinball,0.39114536803903144,0.39385746104456765,0.6885975952679257
MEMBER,CONTROL,cal,nmae,0.49742925309232283,0.49975878675467084,0.4661316067048116
GBQR,CONTROL,raw,crps,0.22865781767906596,0.3671392670355219,37.71905153993169
GBQR,CONTROL,raw,pinball,0.2406029238574112,0.403166161530434,40.321647296967235
GBQR,CONTROL,raw,nmae,0.29797939848829885,0.5079833869357651,41.34071976531417
GBQR,CONTROL,cal,crps,0.2264297036947483,0.3624915854298255,37.53518349225718
GBQR,CONTROL,cal,pinball,0.23912593618380892,0.39385746104456765,39.28617334057557
GBQR,CONTROL,cal,nmae,0.29797939848829885,0.49975878675467084,40.375355794479404
