candidate,baseline,mode,metric,candidate_score,baseline_score,gain_pct
CONTEXT3,MEDOID3,cal,nmae,0.16115284031421562,0.1613666782045993,0.1325167579594999
CONTEXT3,GLOBAL3,raw,crps,0.1099687501998537,0.1099687501998537,0.0
CONTEXT3,GLOBAL3,raw,pinball,0.12052053542212658,0.12052053542212658,0.0
CONTEXT3,GLOBAL3,raw,nmae,0.16115284031421562,0.16115284031421562,0.0
CONTEXT3,GLOBAL3,cal,crps,0.1099687501998537,0.1099687501998537,0.0
CONTEXT3,GLOBAL3,cal,pinball,0.12052053542212658,0.12052053542212658,0.0
CONTEXT3,GLOBAL3,cal,nmae,0.16115284031421562,0.16115284031421562,0.0
CONTEXT3,F0_NATIVE,raw,crps,0.1099687501998537,0.11472769573134443,4.148035486247947
CONTEXT3,F0_NATIVE,raw,pinball,0.12052053542212658,0.1261566493089507,4.467551982156404
CONTEXT3,F0_NATIVE,raw,nmae,0.16115284031421562,0.16820316278987701,4.191551668067506
CONTEXT3,F0_NATIVE,cal,crps,0.1099687501998537,0.11472769573134443,4.148035486247947
CONTEXT3,F0_NATIVE,cal,pinball,0.12052053542212658,0.1261566493089507,4.467551982156404
CONTEXT3,F0_NATIVE,cal,nmae,0.16115284031421562,0.16820316278987701,4.191551668067506
CONTEXT3,F0_MEDIAN,raw,crps,0.1099687501998537,0.11957137608059891,8.030873437696673
CONTEXT3,F0_MEDIAN,raw,pinball,0.12052053542212658,0.12703158049018715,5.125532598221527
CONTEXT3,F0_MEDIAN,raw,nmae,0.16115284031421562,0.1667649632979875,3.365289010824024
CONTEXT3,F0_MEDIAN,cal,crps,0.1099687501998537,0.11346852444862325,3.084356887318296
CONTEXT3,F0_MEDIAN,cal,pinball,0.12052053542212658,0.12465883106300557,3.3196971330393676
CONTEXT3,F0_MEDIAN,cal,nmae,0.16115284031421562,0.1667649632979875,3.365289010824024
CONTEXT3,CHRONOS2,raw,crps,0.1099687501998537,0.11635243536241638,5.4865075601371665
CONTEXT3,CHRONOS2,raw,pinball,0.12052053542212658,0.1256717357357811,4.0989330524444085
CONTEXT3,CHRONOS2,raw,nmae,0.16115284031421562,0.16907720866586726,4.68683414765374
CONTEXT3,CHRONOS2,cal,crps,0.1099687501998537,0.11635243536241638,5.4865075601371665
CONTEXT3,CHRONOS2,cal,pinball,0.12052053542212658,0.1256717357357811,4.0989330524444085
CONTEXT3,CHRONOS2,cal,nmae,0.16115284031421562,0.16907720866586726,4.68683414765374
FULL9,F0_NATIVE,raw,crps,0.1100026925809563,0.11472769573134443,4.118450318615818
FULL9,F0_NATIVE,raw,pinball,0.1207820136058351,0.1261566493089507,4.260287295641008
FULL9,F0_NATIVE,raw,nmae,0.16084153055027173,0.16820316278987701,4.376631281780119
FULL9,F0_NATIVE,cal,crps,0.1100026925809563,0.11472769573134443,4.118450318615818
FULL9,F0_NATIVE,cal,pinball,0.1207820136058351,0.1261566493089507,4.260287295641008
FULL9,F0_NATIVE,cal,nmae,0.16084153055027173,0.16820316278987701,4.376631281780119
FULL9,F0_MEDIAN,raw,crps,0.1100026925809563,0.11957137608059891,8.002486726583037
FULL9,F0_MEDIAN,raw,pinball,0.1207820136058351,0.12703158049018715,4.919695449144479
FULL9,F0_MEDIAN,raw,nmae,0.16084153055027173,0.1667649632979875,3.551964771599758
FULL9,F0_MEDIAN,cal,crps,0.1100026925809563,0.11346852444862325,3.0544434101954177
FULL9,F0_MEDIAN,cal,pinball,0.1207820136058351,0.12465883106300557,3.109942090834328
FULL9,F0_MEDIAN,cal,nmae,0.16084153055027173,0.1667649632979875,3.551964771599758
MEDIAN1,FULL9,raw,crps,0.11146182971783034,0.1100026925809563,-1.3264558372516166
MEDIAN1,FULL9,raw,pinball,0.12156372289840864,0.1207820136058351,-0.6472067067242238
MEDIAN1,FULL9,raw,nmae,0.16263559997058052,0.16084153055027173,-1.1154267272705853
MEDIAN1,FULL9,cal,crps,0.11146182971783034,0.1100026925809563,-1.3264558372516166
MEDIAN1,FULL9,cal,pinball,0.12156372289840864,0.1207820136058351,-0.6472067067242238
MEDIAN1,FULL9,cal,nmae,0.16263559997058052,0.16084153055027173,-1.1154267272705853
FIXED3,FULL9,raw,crps,0.11001594767459014,0.1100026925809563,-0.012049790166801522
FIXED3,FULL9,raw,pinball,0.12053353550573649,0.1207820136058351,0.20572442260277102
FIXED3,FULL9,raw,nmae,0.16096580775326685,0.16084153055027173,-0.07726686171782848
FIXED3,FULL9,cal,crps,0.11001594767459014,0.1100026925809563,-0.012049790166801522
FIXED3,FULL9,cal,pinball,0.12053353550573649,0.1207820136058351,0.20572442260277102
FIXED3,FULL9,cal,nmae,0.16096580775326685,0.16084153055027173,-0.07726686171782848
MEDOID3,FULL9,raw,crps,0.11006679706984683,0.1100026925809563,-0.05827538161700119
MEDOID3,FULL9,raw,pinball,0.1209046472764001,0.1207820136058351,-0.10153305687155001
MEDOID3,FULL9,raw,nmae,0.1613666782045993,0.16084153055027173,-0.32650003548893025
MEDOID3,FULL9,cal,crps,0.11006679706984683,0.1100026925809563,-0.05827538161700119
MEDOID3,FULL9,cal,pinball,0.1209046472764001,0.1207820136058351,-0.10153305687155001
MEDOID3,FULL9,cal,nmae,0.1613666782045993,0.16084153055027173,-0.32650003548893025
GLOBAL3,FULL9,raw,crps,0.1099687501998537,0.1100026925809563,0.030855954800945717
GLOBAL3,FULL9,raw,pinball,0.12052053542212658,0.1207820136058351,0.2164876838051666
GLOBAL3,FULL9,raw,nmae,0.16115284031421562,0.16084153055027173,-0.19355061026764542
GLOBAL3,FULL9,cal,crps,0.1099687501998537,0.1100026925809563,0.030855954800945717
GLOBAL3,FULL9,cal,pinball,0.12052053542212658,0.1207820136058351,0.2164876838051666
GLOBAL3,FULL9,cal,nmae,0.16115284031421562,0.16084153055027173,-0.19355061026764542
