phi,cond_a,cond_b,series,dSE,dxi,dtheta,se_a,se_b,xi_a,xi_b
0.5,phi0.5_gauss_goff,phi0.5_gauss_gon,36,0.008531526370892162,0.07372169971888232,-0.40306103021182726,0.7674605507638512,0.7759920771347434,-0.08585412567548249,-0.012132425956600173
0.5,phi0.5_gauss_goff,phi0.5_gauss_gon,37,0.02266573413678552,0.18071856810063547,-0.1975129997916797,0.7427335900196809,0.7653993241564664,-0.1255562063256096,0.055162361775025856
0.5,phi0.5_gauss_goff,phi0.5_gauss_gon,38,-0.0265328872164432,0.020407654567011685,-0.32022987171699513,0.7793700207883036,0.7528371335718604,-0.043351036899092615,-0.02294338233208093
0.5,phi0.5_gauss_goff,phi0.5_gauss_gon,39,-0.007474786550917045,0.059050158961682725,0.0725186098411591,0.7757391244602604,0.7682643379093433,-0.152653138210458,-0.09360297924877528
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,0,0.007555904051099405,0.4273701879110614,-0.07488528899077929,0.7681734902226703,0.7757293942737697,-0.3662954454850092,0.061074742426052216
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,1,0.021638749506707855,0.2241549185977938,0.06369459582693071,0.7532033628193499,0.7748421123260577,-0.08080151176750736,0.14335340683028644
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,2,0.01402208748348932,0.1351004912242168,0.007105625285592665,0.7493327953085729,0.7633548827920622,-0.08816833841314153,0.04693215281107525
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,3,-0.019748316795878407,0.13426765198359736,0.12361233454477571,0.7462241975348777,0.7264758807389993,-0.03823229605945454,0.09603535592414283
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,4,-0.013709226433660793,0.29688049044333575,3.2512319846911275e-05,0.7776118119465288,0.763902585512868,-0.11395414899923287,0.1829263414441029
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,5,-0.006321828927581596,0.32373744859988063,-0.014118175285571355,0.7492759249163814,0.7429540959887998,-0.21173910596244575,0.11199834263743486
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,6,-0.02216556824819771,-0.053918667496750644,0.020216278682872235,0.8058190890030745,0.7836535207548768,-0.09617516140362839,-0.15009382890037903
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,7,0.021716655634058113,0.29965802949800885,0.04125794573078578,0.7426626758378857,0.7643793314719438,-0.22837227412512387,0.07128575537288498
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,8,-0.02423959617047211,0.06080020267708375,-0.06148783053477902,0.7915757378999684,0.7673361417294963,-0.09032479017483648,-0.029524587497752733
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,9,-0.011758664004976493,0.3857204314531593,-0.2328281980269994,0.7735868461872043,0.7618281821822278,-0.21750067095271602,0.1682197605004433
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,10,-0.026973648877360756,0.16394929051278223,-0.048883431854052084,0.7845340213457948,0.757560372468434,-0.08373471982838732,0.08021457068439491
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,11,-0.00769442459354297,0.20127293467755888,-0.049077524918417215,0.7779950977910074,0.7703006731974644,-0.14537795484794475,0.05589497982961413
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,12,0.03296667483117177,0.28361780188804975,-0.1534731179968858,0.7677065734830187,0.8006732483141905,-0.07961349890176485,0.2040043029862849
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,13,-0.019965589952122498,0.0005878336907906706,0.0,0.7551329768080618,0.7351673868559393,-0.06888923843814382,-0.06830140474735315
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,14,-0.024098279564897074,0.2903115227768607,0.0,0.7572182226771565,0.7331199431122595,-0.1986999953553361,0.09161152742152455
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,15,0.04788051214011546,0.10232714715583865,0.0,0.738359683033285,0.7862401951734005,-0.20806411602239439,-0.10573696886655573
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,16,0.030164618092128448,0.25227331796660524,-0.09533767161707984,0.749399253005359,0.7795638710974875,-0.06229249086433533,0.18998082710226993
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,17,-0.006634958633063737,0.38602190512832957,0.062279552471074306,0.7697032516124593,0.7630682929793956,-0.21784169877318546,0.16818020635514408
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,18,-0.004950207824113928,0.37560674497214463,-0.12868834148124841,0.783205424607385,0.778255216783271,-0.252240235410034,0.12336650956211065
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,19,0.004350556063596134,0.3119941035905014,0.0158509934601736,0.7615697742058383,0.7659203302694344,-0.2449621032078506,0.06703200038265081
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,20,0.006206323100846456,0.25099169766317864,0.0,0.7721329542297105,0.778339277330557,-0.235309109337337,0.01568258832584164
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,21,0.031835497432163073,0.42938334593234107,0.013737834925550918,0.7524046532660759,0.7842401506982389,-0.30667154516783746,0.12271180076450361
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,22,-0.021505913235197127,0.38112868939589967,0.0,0.7906922485913034,0.7691863353561063,-0.15122379740551833,0.22990489199038133
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,23,-0.0089784172741052,0.17176371915311894,0.0,0.7772906659475992,0.768312248673494,-0.020178954684856483,0.15158476446826247
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,24,0.015898200010387442,0.3574891448189744,0.03486303749091468,0.7499621760535944,0.7658603760639818,-0.31072287272398263,0.04676627209499182
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,25,-0.005369071095735478,0.09256665908771618,-0.004261310051048239,0.7588235719550591,0.7534545008593236,-0.05913717055595104,0.03342948853176514
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,26,-0.002713298052183233,0.15346707913009827,0.10577386774090469,0.7496752657252918,0.7469619676731085,-0.11891036956281925,0.03455670956727901
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,27,-0.018936645359312165,0.23477048852672305,0.046625449847289446,0.756907782327304,0.7379711369679919,-0.16368584897093874,0.0710846395557843
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,28,0.0022788355424657736,0.19491681006821235,-0.16431089580954117,0.769890274199486,0.7721691097419517,-0.238250092251661,-0.043333282183448646
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,29,-0.0049792722929514754,0.3226605670567628,0.0,0.7596697788042547,0.7546905065113032,-0.2150869765775813,0.10757359047918154
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,30,0.010307312724225137,0.2605425456305358,0.0,0.7728971975132405,0.7832045102374656,-0.04557492896995484,0.21496761666058098
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,31,-0.026270694790383686,0.29680330583643555,0.0,0.7744757382298155,0.7482050434394318,-0.17832753458783446,0.11847577124860109
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,32,-0.0056140817020217115,0.3268914077333712,0.0,0.776235061471798,0.7706209797697763,-0.20777618890049537,0.11911521883287582
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,33,0.010777828212624074,0.28687219244372314,0.02523108495739268,0.7510592204245746,0.7618370486371987,-0.10879094089228097,0.17808125155144217
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,34,-0.028224349778453117,0.1962482250281396,-0.02013744738321832,0.7766356791434189,0.7484113293649658,-0.12206614132096363,0.07418208370717595
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,35,-0.03273297895951233,0.39381385131534175,0.051233497083694846,0.7850708753134144,0.752337896353902,-0.22280345250298517,0.17101039881235658
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,36,0.02580972486965505,0.18662490661957692,0.0,0.7674605507638512,0.7932702756335063,-0.08585412567548249,0.10077078094409443
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,37,0.021569178911749254,0.288860700715516,0.0,0.7427335900196809,0.7643027689314301,-0.1255562063256096,0.1633044943899064
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,38,0.005277072286310913,0.1254351621528743,-0.02918904624576979,0.7793700207883036,0.7846470930746146,-0.043351036899092615,0.08208412525378171
0.5,phi0.5_gauss_goff,phi0.5_t6_goff,39,0.01828370725334416,0.09216463165412288,0.12210418121612077,0.7757391244602604,0.7940228317136045,-0.152653138210458,-0.06048850655633513
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,0,0.008160115113488353,0.4698240237302112,-0.181981981981982,0.7681734902226703,0.7763336053361587,-0.3662954454850092,0.103528578245202
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,1,0.0046463774893034104,0.2193584496909928,-0.12265494298162449,0.7532033628193499,0.7578497403086533,-0.08080151176750736,0.13855693792348545
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,2,-0.030032523988061666,0.25353852503959096,-0.07150651263154761,0.7493327953085729,0.7193002713205112,-0.08816833841314153,0.16537018662644942
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,3,0.007669844906976975,0.05005447923431196,-0.16741466301089913,0.7462241975348777,0.7538940424418547,-0.03823229605945454,0.01182218317485742
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,4,-0.03363031800341776,0.27079346825769746,-0.055979760265529865,0.7776118119465288,0.7439814939431111,-0.11395414899923287,0.15683931925846462
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,5,0.001478649192200976,0.30413747639643096,-0.35322131958986924,0.7492759249163814,0.7507545741085824,-0.21173910596244575,0.09239837043398522
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,6,-0.06522384368065681,0.11115017208201673,-0.09081763213268745,0.8058190890030745,0.7405952453224177,-0.09617516140362839,0.014975010678388342
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,7,0.09286124176368149,0.4503362680152978,-0.09094436455914323,0.7426626758378857,0.8355239176015672,-0.22837227412512387,0.22196399389017393
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,8,-0.011547142085922779,0.1881085075540408,-0.13615364691097576,0.7915757378999684,0.7800285958140456,-0.09032479017483648,0.09778371737920431
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,9,0.012113767911917983,0.28622324758350304,-0.30917875638570225,0.7735868461872043,0.7857006140991223,-0.21750067095271602,0.068722576630787
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,10,-0.026141690507249682,0.13391185606764897,-0.06480849075255679,0.7845340213457948,0.7583923308385451,-0.08373471982838732,0.050177136239261656
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,11,0.015811725893797868,0.03905066341638891,-0.16563748618617202,0.7779950977910074,0.7938068236848053,-0.14537795484794475,-0.10632729143155584
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,12,-0.02686595853304108,0.13407425109250065,-0.3049165408072173,0.7677065734830187,0.7408406149499777,-0.07961349890176485,0.05446075219073581
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,13,0.0009980162108426116,0.10871453072301829,-0.3247956928092207,0.7551329768080618,0.7561309930189044,-0.06888923843814382,0.03982529228487447
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,14,0.005715667710857852,0.13289464770817006,-0.25909828804750734,0.7572182226771565,0.7629338903880144,-0.1986999953553361,-0.06580534764716604
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,15,0.017805229378709764,0.2360669934209813,-0.389839460909695,0.738359683033285,0.7561649124119948,-0.20806411602239439,0.028002877398586933
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,16,0.027306252439106893,0.18827186965836665,-0.33811397025626366,0.749399253005359,0.7767055054444659,-0.06229249086433533,0.12597937879403132
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,17,-0.006245211336442402,0.35481534302368045,-0.2225814874568698,0.7697032516124593,0.7634580402760169,-0.21784169877318546,0.13697364425049496
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,18,-0.05476042050937968,0.2925801760784059,-0.4641881606811106,0.783205424607385,0.7284450040980053,-0.252240235410034,0.04033994066837193
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,19,0.0132746318978203,0.45493872146552117,-0.12114732423817542,0.7615697742058383,0.7748444061036586,-0.2449621032078506,0.20997661825767053
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,20,-0.06441419402982806,0.29446021814224754,-0.20766340406888528,0.7721329542297105,0.7077187601998824,-0.235309109337337,0.059151108804910535
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,21,0.014145219980472468,0.4465545447654835,-0.3711566965400249,0.7524046532660759,0.7665498732465483,-0.30667154516783746,0.13988299959764605
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,22,-0.003217890268979118,0.1846789540909956,-0.23295289297924326,0.7906922485913034,0.7874743583223243,-0.15122379740551833,0.033455156685477286
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,23,0.001684191363400478,0.28810649518568415,-0.3420589497831483,0.7772906659475992,0.7789748573109997,-0.020178954684856483,0.2679275405008277
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,24,0.0184540884729939,0.28433350952735853,-0.18154903413150036,0.7499621760535944,0.7684162645265883,-0.31072287272398263,-0.02638936319662409
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,25,0.02872654934535246,-0.00016011809921258335,-0.3066363000553959,0.7588235719550591,0.7875501213004116,-0.05913717055595104,-0.05929728865516362
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,26,0.010460921991009897,0.16577712113818155,-0.14530690451945438,0.7496752657252918,0.7601361877163016,-0.11891036956281925,0.046866751575362305
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,27,0.0018985708571632731,0.30698650824479534,-0.09493126538626973,0.756907782327304,0.7588063531844673,-0.16368584897093874,0.1433006592738566
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,28,-0.04981033829926318,0.28304043668425866,-0.32036821756054235,0.769890274199486,0.7200799359002228,-0.238250092251661,0.044790344432597676
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,29,-0.0030809791991429636,0.3120682141631801,-0.18684350446886533,0.7596697788042547,0.7565887996051117,-0.2150869765775813,0.09698123758559878
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,30,-0.006108833956918414,0.44759912263553736,-0.185350150704767,0.7728971975132405,0.7667883635563221,-0.04557492896995484,0.4020241936655825
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,31,-0.023350615170470768,0.048501833276426126,-0.37147863205664367,0.7744757382298155,0.7511251230593448,-0.17832753458783446,-0.12982570131140833
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,32,-0.0037222571199029275,0.23425810640365896,-0.2682807178163722,0.776235061471798,0.7725128043518951,-0.20777618890049537,0.026481917503163595
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,33,0.029247904597870522,0.3030121261084351,-0.3765976493959934,0.7510592204245746,0.7803071250224451,-0.10879094089228097,0.1942211852161541
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,34,-0.016768584217843108,0.09897688511852151,-0.35187388839839806,0.7766356791434189,0.7598670949255758,-0.12206614132096363,-0.02308925620244212
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,35,0.0009243857212635209,0.3366401071484301,-0.16931636343862622,0.7850708753134144,0.7859952610346779,-0.22280345250298517,0.11383665464544496
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,36,-0.034072451365634415,0.017178892667172624,-0.23236176680771292,0.7674605507638512,0.7333880993982168,-0.08585412567548249,-0.06867523300830987
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,37,0.030737484037152596,0.29203379018094683,-0.16187507115052402,0.7427335900196809,0.7734710740568335,-0.1255562063256096,0.16647758385533723
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,38,-0.044074923104285846,0.09777557537361925,-0.4169339930102133,0.7793700207883036,0.7352950976840178,-0.043351036899092615,0.05442453847452664
0.5,phi0.5_gauss_goff,phi0.5_t6_gon,39,-0.026298241443663217,0.23286203698406102,-0.3228906742734823,0.7757391244602604,0.7494408830165972,-0.152653138210458,0.08020889877360302
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,0,0.010109200802105867,0.6669487509548948,-0.14522377077072046,0.7681734902226703,0.7782826910247762,-0.3662954454850092,0.3006533054698856
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,1,0.0334330627159779,0.5282315723332907,0.06369459582693071,0.7532033628193499,0.7866364255353278,-0.08080151176750736,0.44743006056578327
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,2,-7.118493261604186e-05,0.253607570941065,0.007105625285592665,0.7493327953085729,0.7492616103759568,-0.08816833841314153,0.1654392325279235
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,3,0.03189704282118522,0.4404349039347555,0.0655479135525171,0.7462241975348777,0.7781212403560629,-0.03823229605945454,0.40220260787530093
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,4,-0.057362345659962344,0.24220343633300942,3.2512319846911275e-05,0.7776118119465288,0.7202494662865665,-0.11395414899923287,0.12824928733377655
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,5,0.03940268645912559,0.4339928166811815,-0.2172130666704426,0.7492759249163814,0.788678611375507,-0.21173910596244575,0.2222537107187358
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,6,-0.030196551783170933,0.34308893982931343,0.08339650000439847,0.8058190890030745,0.7756225372199036,-0.09617516140362839,0.24691377842568507
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,7,0.0018471871800450623,0.5573099758883654,0.09479302779810872,0.7426626758378857,0.7445098630179308,-0.22837227412512387,0.32893770176324155
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,8,0.02661983443815541,0.3616407096449012,-0.19751245629746816,0.7915757378999684,0.8181955723381238,-0.09032479017483648,0.2713159194700647
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,9,0.004778779977147263,0.42267224378803403,0.0,0.7735868461872043,0.7783656261643516,-0.21750067095271602,0.205171572835318
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,10,-0.026599311126668468,0.2584160272618873,-0.03781060236604472,0.7845340213457948,0.7579347102191263,-0.08373471982838732,0.17468130743349997
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,11,-0.011660890932735701,0.315317667825645,-0.016205594240528698,0.7779950977910074,0.7663342068582717,-0.14537795484794475,0.16993971297770027
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,12,0.0006515657519791107,0.3207114406690105,0.0,0.7677065734830187,0.7683581392349979,-0.07961349890176485,0.2410979417672456
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,13,0.0058517539401024,0.1989955551364299,0.0,0.7551329768080618,0.7609847307481642,-0.06888923843814382,0.1301063166982861
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,14,0.0427140769079678,0.5108337300519701,-0.028080727353721913,0.7572182226771565,0.7999322995851244,-0.1986999953553361,0.312133734696634
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,15,0.042929684332421614,0.5110209935061949,-0.0592058916931103,0.738359683033285,0.7812893673657066,-0.20806411602239439,0.30295687748380046
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,16,0.08712679297295756,0.46690127308655127,0.0,0.749399253005359,0.8365260459783166,-0.06229249086433533,0.40460878222221597
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,17,0.013587091724471367,0.3452644498640026,0.062279552471074306,0.7697032516124593,0.7832903433369307,-0.21784169877318546,0.12742275109081713
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,18,-0.018761718406027805,0.587502070758763,0.0,0.783205424607385,0.7644437062013572,-0.252240235410034,0.3352618353487291
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,19,-0.00545778554127474,0.7039751098482,0.043489012842146346,0.7615697742058383,0.7561119886645635,-0.2449621032078506,0.4590130066403494
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,20,-0.002700311322538229,0.5392640301537668,0.0,0.7721329542297105,0.7694326429071723,-0.235309109337337,0.30395492081642983
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,21,0.006753293272366623,0.48118884880602086,0.013737834925550918,0.7524046532660759,0.7591579465384425,-0.30667154516783746,0.1745173036381834
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,22,-0.016432655873313773,0.5784752002920936,0.0,0.7906922485913034,0.7742595927179896,-0.15122379740551833,0.42725140288657537
0.5,phi0.5_gauss_goff,phi0.5_t3.5_goff,23,0.026835372354875653,0.35028046782663386,0.0,0.7772906659475992,0.8041260383024749,-0.020178954684856483,0.3301015131417774
