arm,condition,series,tau,extension,qs,qs_ref,gap,exceed_rate,sel_choice
F0,phi0.9_t3.5_gon,37,0.9,NONE,0.16767311189570455,0.15815494214451786,0.060182562885004565,0.105,EVT-S
F0,phi0.9_t3.5_gon,37,0.95,NONE,0.10957956629554,0.10344615656566564,0.05929084205251245,0.035,EVT-S
F0,phi0.9_t3.5_gon,37,0.99,NONE,0.0343908960821524,0.029935885531377163,0.148818398777806,0.02,EVT-S
F0,phi0.9_t3.5_gon,37,0.995,CLAMP,0.021155176772487776,0.015626328046570145,0.3538162458538152,0.02,EVT-S
F0,phi0.9_t3.5_gon,37,0.995,LIN,0.017663985939040963,0.015626328046570145,0.13039902185581398,0.015,EVT-S
F0,phi0.9_t3.5_gon,37,0.995,EVT-S,0.015938397792257503,0.015626328046570145,0.019970766309097998,0.005,EVT-S
F0,phi0.9_t3.5_gon,37,0.995,SEL,0.015938397792257503,0.015626328046570145,0.019970766309097998,0.005,EVT-S
F0,phi0.9_t3.5_gon,37,0.999,CLAMP,0.01056660132475607,0.004836459551794845,1.1847802533228524,0.02,EVT-S
F0,phi0.9_t3.5_gon,37,0.999,LIN,0.003925090480551273,0.004836459551794845,-0.1884372362641502,0.0,EVT-S
F0,phi0.9_t3.5_gon,37,0.999,EVT-S,0.004642181701143214,0.004836459551794845,-0.04016943563180064,0.0,EVT-S
F0,phi0.9_t3.5_gon,37,0.999,SEL,0.004642181701143214,0.004836459551794845,-0.04016943563180064,0.0,EVT-S
F0,phi0.9_t3.5_gon,38,0.9,NONE,0.18718841622452773,0.18940757582241555,-0.011716319097861527,0.1,EVT-S
F0,phi0.9_t3.5_gon,38,0.95,NONE,0.1322619891268968,0.12779601082827974,0.03494614792489892,0.055,EVT-S
F0,phi0.9_t3.5_gon,38,0.99,NONE,0.050399687103990606,0.04486312090075008,0.12341018841486706,0.02,EVT-S
F0,phi0.9_t3.5_gon,38,0.995,CLAMP,0.037569062645443074,0.02319973994462223,0.6193743005361443,0.02,EVT-S
F0,phi0.9_t3.5_gon,38,0.995,LIN,0.032455211658644706,0.02319973994462223,0.3989472182065523,0.02,EVT-S
F0,phi0.9_t3.5_gon,38,0.995,EVT-S,0.026002663266621505,0.02319973994462223,0.12081701470317552,0.02,EVT-S
F0,phi0.9_t3.5_gon,38,0.995,SEL,0.026002663266621505,0.02319973994462223,0.12081701470317552,0.02,EVT-S
F0,phi0.9_t3.5_gon,38,0.999,CLAMP,0.027304563078605053,0.004899161310278493,4.5733137468488305,0.02,EVT-S
F0,phi0.9_t3.5_gon,38,0.999,LIN,0.01028404616146118,0.004899161310278493,1.0991442228867094,0.005,EVT-S
F0,phi0.9_t3.5_gon,38,0.999,EVT-S,0.0055819980098043166,0.004899161310278493,0.1393782846245999,0.0,EVT-S
F0,phi0.9_t3.5_gon,38,0.999,SEL,0.0055819980098043166,0.004899161310278493,0.1393782846245999,0.0,EVT-S
F0,phi0.9_t3.5_gon,39,0.9,NONE,0.20891013373851236,0.20420195768777163,0.023056468723672063,0.11,LIN
F0,phi0.9_t3.5_gon,39,0.95,NONE,0.1369895750590034,0.1278442106900706,0.07153522493954512,0.06,LIN
F0,phi0.9_t3.5_gon,39,0.99,NONE,0.05083603513933646,0.0338128003726815,0.5034553358203542,0.01,LIN
F0,phi0.9_t3.5_gon,39,0.995,CLAMP,0.03535674646850456,0.020257547982189338,0.7453616054416166,0.01,LIN
F0,phi0.9_t3.5_gon,39,0.995,LIN,0.03280004934586431,0.020257547982189338,0.6191520007605302,0.01,LIN
F0,phi0.9_t3.5_gon,39,0.995,EVT-S,0.025384243500858356,0.020257547982189338,0.2530758176249399,0.005,LIN
F0,phi0.9_t3.5_gon,39,0.995,SEL,0.03280004934586431,0.020257547982189338,0.6191520007605302,0.01,LIN
F0,phi0.9_t3.5_gon,39,0.999,CLAMP,0.02297331553183904,0.005368977847886564,3.2788992956791985,0.01,LIN
F0,phi0.9_t3.5_gon,39,0.999,LIN,0.011217636657148389,0.005368977847886564,1.089343069568462,0.005,LIN
F0,phi0.9_t3.5_gon,39,0.999,EVT-S,0.0059877634802818205,0.005368977847886564,0.11525203677993079,0.0,LIN
F0,phi0.9_t3.5_gon,39,0.999,SEL,0.011217636657148389,0.005368977847886564,1.089343069568462,0.005,LIN
LORA,phi0.5_gauss_goff,0,0.9,NONE,0.16672879648583233,0.16988490835986148,-0.018577941410449772,0.1,EVT-S
LORA,phi0.5_gauss_goff,0,0.95,NONE,0.09632158115300168,0.09396414167674294,0.02508871399441759,0.03,EVT-S
LORA,phi0.5_gauss_goff,0,0.99,NONE,0.02442404134558086,0.023857313723349937,0.02375487989983749,0.005,EVT-S
LORA,phi0.5_gauss_goff,0,0.995,CLAMP,0.012433784597994275,0.013176064009215267,-0.056335443627311244,0.005,EVT-S
LORA,phi0.5_gauss_goff,0,0.995,LIN,0.013197531983644418,0.013176064009215267,0.0016293161914009424,0.0,EVT-S
LORA,phi0.5_gauss_goff,0,0.995,EVT-S,0.013896423451598623,0.013176064009215267,0.05467182323033204,0.0,EVT-S
LORA,phi0.5_gauss_goff,0,0.995,SEL,0.013896423451598623,0.013176064009215267,0.05467182323033204,0.0,EVT-S
LORA,phi0.5_gauss_goff,0,0.999,CLAMP,0.0028415791999250105,0.0031496158044619672,-0.09780132678422893,0.005,EVT-S
LORA,phi0.5_gauss_goff,0,0.999,LIN,0.0031373598903858503,0.0031496158044619672,-0.003891240975726129,0.0,EVT-S
LORA,phi0.5_gauss_goff,0,0.999,EVT-S,0.0031447151129465837,0.0031496158044619672,-0.0015559648603620246,0.0,EVT-S
LORA,phi0.5_gauss_goff,0,0.999,SEL,0.0031447151129465837,0.0031496158044619672,-0.0015559648603620246,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.9,NONE,0.17660723150975266,0.1705614138414825,0.03544657336089552,0.125,EVT-S
LORA,phi0.5_gauss_goff,1,0.95,NONE,0.09823592304341514,0.09183311571517763,0.06972220509315985,0.035,EVT-S
LORA,phi0.5_gauss_goff,1,0.99,NONE,0.023986939479734827,0.02339303522906235,0.025388080035661176,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.995,CLAMP,0.011993469739867414,0.012678106043332164,-0.05400146529179917,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.995,LIN,0.013240827366631215,0.012678106043332164,0.044385282894443545,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.995,EVT-S,0.013045465968897942,0.012678106043332164,0.028975930971880892,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.995,SEL,0.013045465968897942,0.012678106043332164,0.028975930971880892,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.999,CLAMP,0.002398693947973482,0.0030500242112853466,-0.21354921082327394,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.999,LIN,0.0031625480546767903,0.0030500242112853466,0.03689277054755702,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.999,EVT-S,0.002709298513442472,0.0030500242112853466,-0.11171245676744501,0.0,EVT-S
LORA,phi0.5_gauss_goff,1,0.999,SEL,0.002709298513442472,0.0030500242112853466,-0.11171245676744501,0.0,EVT-S
LORA,phi0.5_gauss_goff,2,0.9,NONE,0.1798038528840258,0.1801886755399362,-0.0021356650453047132,0.09,EVT-S
LORA,phi0.5_gauss_goff,2,0.95,NONE,0.11248216990016552,0.11179877749473195,0.006112700163163787,0.05,EVT-S
LORA,phi0.5_gauss_goff,2,0.99,NONE,0.0317432269291064,0.034045335558712864,-0.06761891436306633,0.015,EVT-S
LORA,phi0.5_gauss_goff,2,0.995,CLAMP,0.02015782386217094,0.019854344368999022,0.01528529411657531,0.015,EVT-S
LORA,phi0.5_gauss_goff,2,0.995,LIN,0.01765423526727435,0.019854344368999022,-0.11081247815767559,0.015,EVT-S
LORA,phi0.5_gauss_goff,2,0.995,EVT-S,0.015220367259875033,0.019854344368999022,-0.2333986468150303,0.01,EVT-S
LORA,phi0.5_gauss_goff,2,0.995,SEL,0.015220367259875033,0.019854344368999022,-0.2333986468150303,0.01,EVT-S
LORA,phi0.5_gauss_goff,2,0.999,CLAMP,0.010889501408622571,0.00369949650749782,1.9435090387442373,0.015,EVT-S
LORA,phi0.5_gauss_goff,2,0.999,LIN,0.003077181914871477,0.00369949650749782,-0.16821602381975198,0.0,EVT-S
LORA,phi0.5_gauss_goff,2,0.999,EVT-S,0.003332518118103704,0.00369949650749782,-0.09919684709807286,0.0,EVT-S
LORA,phi0.5_gauss_goff,2,0.999,SEL,0.003332518118103704,0.00369949650749782,-0.09919684709807286,0.0,EVT-S
LORA,phi0.5_gauss_goff,3,0.9,NONE,0.18946345214877047,0.18743105304796162,0.010843449192428078,0.125,EVT-S
LORA,phi0.5_gauss_goff,3,0.95,NONE,0.11132257315452582,0.10870915259220157,0.024040483252849132,0.07,EVT-S
LORA,phi0.5_gauss_goff,3,0.99,NONE,0.03105906729348903,0.029124314517418926,0.06643084337359939,0.02,EVT-S
LORA,phi0.5_gauss_goff,3,0.995,CLAMP,0.020047261375848606,0.01616364377137644,0.24026869556167219,0.02,EVT-S
LORA,phi0.5_gauss_goff,3,0.995,LIN,0.01677383542529526,0.01616364377137644,0.03775087242391373,0.02,EVT-S
LORA,phi0.5_gauss_goff,3,0.995,EVT-S,0.017307141443923778,0.01616364377137644,0.0707450429322325,0.015,EVT-S
LORA,phi0.5_gauss_goff,3,0.995,SEL,0.017307141443923778,0.01616364377137644,0.0707450429322325,0.015,EVT-S
LORA,phi0.5_gauss_goff,3,0.999,CLAMP,0.011237816641736263,0.003106537151827411,2.6174737633913865,0.02,EVT-S
LORA,phi0.5_gauss_goff,3,0.999,LIN,0.002876804317954639,0.003106537151827411,-0.0739514200683653,0.0,EVT-S
LORA,phi0.5_gauss_goff,3,0.999,EVT-S,0.004894183752483186,0.003106537151827411,0.5754467155186596,0.01,EVT-S
LORA,phi0.5_gauss_goff,3,0.999,SEL,0.004894183752483186,0.003106537151827411,0.5754467155186596,0.01,EVT-S
LORA,phi0.5_gauss_goff,4,0.9,NONE,0.16379603497926148,0.16426813859843142,-0.0028739816692270326,0.075,EVT-S
LORA,phi0.5_gauss_goff,4,0.95,NONE,0.09516119725692623,0.09690657861697066,-0.018010968759336388,0.025,EVT-S
LORA,phi0.5_gauss_goff,4,0.99,NONE,0.02477423486746485,0.025913532905764845,-0.0439653690773496,0.005,EVT-S
LORA,phi0.5_gauss_goff,4,0.995,CLAMP,0.012858238337617718,0.013652805803107092,-0.058198107916289765,0.005,EVT-S
LORA,phi0.5_gauss_goff,4,0.995,LIN,0.013119771425778423,0.013652805803107092,-0.03904211229660648,0.0,EVT-S
LORA,phi0.5_gauss_goff,4,0.995,EVT-S,0.013381647216580316,0.013652805803107092,-0.019861015415971517,0.005,EVT-S
LORA,phi0.5_gauss_goff,4,0.995,SEL,0.013381647216580316,0.013652805803107092,-0.019861015415971517,0.005,EVT-S
LORA,phi0.5_gauss_goff,4,0.999,CLAMP,0.0033254411137400154,0.003216029852658524,0.03402059871771601,0.005,EVT-S
LORA,phi0.5_gauss_goff,4,0.999,LIN,0.0031203643162873397,0.003216029852658524,-0.029746470261183267,0.0,EVT-S
LORA,phi0.5_gauss_goff,4,0.999,EVT-S,0.003505543373789801,0.003216029852658524,0.09002202541495419,0.0,EVT-S
LORA,phi0.5_gauss_goff,4,0.999,SEL,0.003505543373789801,0.003216029852658524,0.09002202541495419,0.0,EVT-S
LORA,phi0.5_gauss_goff,5,0.9,NONE,0.19245972973266695,0.1883871826481996,0.02161796268312255,0.13,EVT-S
LORA,phi0.5_gauss_goff,5,0.95,NONE,0.10665785185906831,0.10401664291030947,0.025392176433114422,0.075,EVT-S
LORA,phi0.5_gauss_goff,5,0.99,NONE,0.023979971614660266,0.024312367595670837,-0.013671888585205405,0.005,EVT-S
LORA,phi0.5_gauss_goff,5,0.995,CLAMP,0.012161319847682319,0.013032557057398397,-0.06685082642484874,0.005,EVT-S
LORA,phi0.5_gauss_goff,5,0.995,LIN,0.0130088228558908,0.013032557057398397,-0.0018211469478373044,0.0,EVT-S
LORA,phi0.5_gauss_goff,5,0.995,EVT-S,0.013518771009497943,0.013032557057398397,0.037307640393067,0.0,EVT-S
LORA,phi0.5_gauss_goff,5,0.995,SEL,0.013518771009497943,0.013032557057398397,0.037307640393067,0.0,EVT-S
LORA,phi0.5_gauss_goff,5,0.999,CLAMP,0.002706398434099965,0.003120914414098593,-0.13281875918354902,0.005,EVT-S
LORA,phi0.5_gauss_goff,5,0.999,LIN,0.0030925646944372064,0.003120914414098593,-0.009083786320226439,0.0,EVT-S
LORA,phi0.5_gauss_goff,5,0.999,EVT-S,0.003225905385053947,0.003120914414098593,0.0336410926493409,0.0,EVT-S
LORA,phi0.5_gauss_goff,5,0.999,SEL,0.003225905385053947,0.003120914414098593,0.0336410926493409,0.0,EVT-S
LORA,phi0.5_gauss_goff,6,0.9,NONE,0.19653634207456971,0.19131526985187045,0.027290410361607842,0.11,EVT-S
LORA,phi0.5_gauss_goff,6,0.95,NONE,0.11790251955524608,0.11495505918506907,0.025640110066246224,0.06,EVT-S
LORA,phi0.5_gauss_goff,6,0.99,NONE,0.02946303419766216,0.02733316264126173,0.07792261672585266,0.015,EVT-S
LORA,phi0.5_gauss_goff,6,0.995,CLAMP,0.017478318805014364,0.013964790682758492,0.2515990537970483,0.015,EVT-S
LORA,phi0.5_gauss_goff,6,0.995,LIN,0.015497731157685395,0.013964790682758492,0.10977181898039734,0.01,EVT-S
LORA,phi0.5_gauss_goff,6,0.995,EVT-S,0.015121198291842539,0.013964790682758492,0.08280880360862097,0.01,EVT-S
LORA,phi0.5_gauss_goff,6,0.995,SEL,0.015121198291842539,0.013964790682758492,0.08280880360862097,0.01,EVT-S
LORA,phi0.5_gauss_goff,6,0.999,CLAMP,0.00789054649089612,0.0031350340856866783,1.5168933655047723,0.015,EVT-S
LORA,phi0.5_gauss_goff,6,0.999,LIN,0.00316419001611169,0.0031350340856866783,0.009300036180826865,0.0,EVT-S
LORA,phi0.5_gauss_goff,6,0.999,EVT-S,0.003783269766783271,0.0031350340856866783,0.20677149382718985,0.0,EVT-S
LORA,phi0.5_gauss_goff,6,0.999,SEL,0.003783269766783271,0.0031350340856866783,0.20677149382718985,0.0,EVT-S
LORA,phi0.5_gauss_goff,7,0.9,NONE,0.18477832579820094,0.180729917183006,0.022400323523058763,0.115,EVT-S
LORA,phi0.5_gauss_goff,7,0.95,NONE,0.10603874342089067,0.10514452671645057,0.00850464339291368,0.065,EVT-S
LORA,phi0.5_gauss_goff,7,0.99,NONE,0.025892368049151484,0.027053782131770728,-0.04292982315605076,0.01,EVT-S
LORA,phi0.5_gauss_goff,7,0.995,CLAMP,0.014263303627362571,0.014206581889172532,0.003992637964046031,0.01,EVT-S
LORA,phi0.5_gauss_goff,7,0.995,LIN,0.013887801021593127,0.014206581889172532,-0.022438956116696995,0.005,EVT-S
LORA,phi0.5_gauss_goff,7,0.995,EVT-S,0.014438130188903603,0.014206581889172532,0.01629866364319099,0.02,EVT-S
LORA,phi0.5_gauss_goff,7,0.995,SEL,0.014438130188903603,0.014206581889172532,0.01629866364319099,0.02,EVT-S
LORA,phi0.5_gauss_goff,7,0.999,CLAMP,0.004960052089931435,0.0030612690608868287,0.6202600919027164,0.01,EVT-S
LORA,phi0.5_gauss_goff,7,0.999,LIN,0.0031020455223452737,0.0030612690608868287,0.01332011680366052,0.0,EVT-S
LORA,phi0.5_gauss_goff,7,0.999,EVT-S,0.0038419495983900874,0.0030612690608868287,0.25501859587510434,0.005,EVT-S
LORA,phi0.5_gauss_goff,7,0.999,SEL,0.0038419495983900874,0.0030612690608868287,0.25501859587510434,0.005,EVT-S
LORA,phi0.5_gauss_goff,8,0.9,NONE,0.20915225027073117,0.20595734688615822,0.015512451645334657,0.13,EVT-S
LORA,phi0.5_gauss_goff,8,0.95,NONE,0.12355422951212659,0.12292251953873146,0.005139090670819524,0.075,EVT-S
LORA,phi0.5_gauss_goff,8,0.99,NONE,0.033948077735146256,0.032373897522538254,0.048624982874307277,0.02,EVT-S
LORA,phi0.5_gauss_goff,8,0.995,CLAMP,0.022168512136123728,0.01752586227596321,0.26490279263051897,0.02,EVT-S
LORA,phi0.5_gauss_goff,8,0.995,LIN,0.01897791285990946,0.01752586227596321,0.08285187690523754,0.015,EVT-S
LORA,phi0.5_gauss_goff,8,0.995,EVT-S,0.01786407353668346,0.01752586227596321,0.019297838553947066,0.015,EVT-S
LORA,phi0.5_gauss_goff,8,0.995,SEL,0.01786407353668346,0.01752586227596321,0.019297838553947066,0.015,EVT-S
LORA,phi0.5_gauss_goff,8,0.999,CLAMP,0.0127448596569057,0.003086342099166908,3.1294384249710694,0.02,EVT-S
LORA,phi0.5_gauss_goff,8,0.999,LIN,0.004413935408468226,0.003086342099166908,0.43015105475821147,0.01,EVT-S
LORA,phi0.5_gauss_goff,8,0.999,EVT-S,0.003947559741502667,0.003086342099166908,0.2790415367655539,0.005,EVT-S
LORA,phi0.5_gauss_goff,8,0.999,SEL,0.003947559741502667,0.003086342099166908,0.2790415367655539,0.005,EVT-S
LORA,phi0.5_gauss_goff,9,0.9,NONE,0.17442895242228232,0.16815349520904707,0.037319814288924835,0.09,EVT-S
LORA,phi0.5_gauss_goff,9,0.95,NONE,0.1035862534386226,0.09871372610939,0.0493601804052366,0.03,EVT-S
LORA,phi0.5_gauss_goff,9,0.99,NONE,0.02887081153851786,0.027778587251574845,0.039318928534822994,0.01,EVT-S
LORA,phi0.5_gauss_goff,9,0.995,CLAMP,0.016913603897054794,0.01575706952332686,0.07339780864809886,0.01,EVT-S
LORA,phi0.5_gauss_goff,9,0.995,LIN,0.016696531559262786,0.01575706952332686,0.0596216215550196,0.005,EVT-S
LORA,phi0.5_gauss_goff,9,0.995,EVT-S,0.015974660600390655,0.01575706952332686,0.013809108142962323,0.005,EVT-S
LORA,phi0.5_gauss_goff,9,0.995,SEL,0.015974660600390655,0.01575706952332686,0.013809108142962323,0.005,EVT-S
LORA,phi0.5_gauss_goff,9,0.999,CLAMP,0.007347837783884345,0.0031681879777765696,1.319255623538174,0.01,EVT-S
LORA,phi0.5_gauss_goff,9,0.999,LIN,0.0044744760248376265,0.0031681879777765696,0.41231393346104683,0.005,EVT-S
LORA,phi0.5_gauss_goff,9,0.999,EVT-S,0.005158826348830548,0.0031681879777765696,0.6283207893652212,0.005,EVT-S
LORA,phi0.5_gauss_goff,9,0.999,SEL,0.005158826348830548,0.0031681879777765696,0.6283207893652212,0.005,EVT-S
LORA,phi0.5_gauss_goff,10,0.9,NONE,0.19327066232459975,0.18193884942031524,0.06228363508062951,0.105,LIN
LORA,phi0.5_gauss_goff,10,0.95,NONE,0.11793071658239046,0.10844374376350473,0.08748289656593777,0.06,LIN
LORA,phi0.5_gauss_goff,10,0.99,NONE,0.031805762287360956,0.026554972383433153,0.19773283240933104,0.025,LIN
LORA,phi0.5_gauss_goff,10,0.995,CLAMP,0.020067696764445097,0.014057478110186792,0.4275460084055178,0.025,LIN
LORA,phi0.5_gauss_goff,10,0.995,LIN,0.016422806617216595,0.014057478110186792,0.1682612264084382,0.02,LIN
LORA,phi0.5_gauss_goff,10,0.995,EVT-S,0.015994850137969748,0.014057478110186792,0.13781789397765687,0.015,LIN
LORA,phi0.5_gauss_goff,10,0.995,SEL,0.016422806617216595,0.014057478110186792,0.1682612264084382,0.02,LIN
LORA,phi0.5_gauss_goff,10,0.999,CLAMP,0.010677244346112408,0.003047498926559373,2.5036088948411934,0.025,LIN
LORA,phi0.5_gauss_goff,10,0.999,LIN,0.003643860879996873,0.003047498926559373,0.19568897899852344,0.005,LIN
LORA,phi0.5_gauss_goff,10,0.999,EVT-S,0.0030242927720119557,0.003047498926559373,-0.007614819596874156,0.0,LIN
LORA,phi0.5_gauss_goff,10,0.999,SEL,0.003643860879996873,0.003047498926559373,0.19568897899852344,0.005,LIN
LORA,phi0.5_gauss_goff,11,0.9,NONE,0.19347246534357784,0.1895561331854856,0.02066054045457877,0.15,LIN
LORA,phi0.5_gauss_goff,11,0.95,NONE,0.11000955070720783,0.1059980876421693,0.03784467393959523,0.075,LIN
LORA,phi0.5_gauss_goff,11,0.99,NONE,0.028579712595069612,0.028434750275852787,0.005098069010999184,0.015,LIN
LORA,phi0.5_gauss_goff,11,0.995,CLAMP,0.017245256245516163,0.015478672146362756,0.11413020977826749,0.015,LIN
LORA,phi0.5_gauss_goff,11,0.995,LIN,0.015269468023702926,0.015478672146362756,-0.013515637561261284,0.01,LIN
LORA,phi0.5_gauss_goff,11,0.995,EVT-S,0.01525622368883512,0.015478672146362756,-0.014371288145663574,0.005,LIN
LORA,phi0.5_gauss_goff,11,0.995,SEL,0.015269468023702926,0.015478672146362756,-0.013515637561261284,0.01,LIN
LORA,phi0.5_gauss_goff,11,0.999,CLAMP,0.008177691165873413,0.0030160356825753177,1.7114039840837316,0.015,LIN
LORA,phi0.5_gauss_goff,11,0.999,LIN,0.003004844247475348,0.0030160356825753177,-0.0037106441295196024,0.0,LIN
LORA,phi0.5_gauss_goff,11,0.999,EVT-S,0.0032645725675127025,0.0030160356825753177,0.08240515401500992,0.0,LIN
LORA,phi0.5_gauss_goff,11,0.999,SEL,0.003004844247475348,0.0030160356825753177,-0.0037106441295196024,0.0,LIN
LORA,phi0.5_gauss_goff,12,0.9,NONE,0.18366025494967642,0.17624121231673215,0.04209595778092545,0.135,EVT-S
LORA,phi0.5_gauss_goff,12,0.95,NONE,0.1032557402074807,0.09644425586742134,0.07062612779575872,0.06,EVT-S
LORA,phi0.5_gauss_goff,12,0.99,NONE,0.024990799006157936,0.023707336525335868,0.054137776272355165,0.01,EVT-S
LORA,phi0.5_gauss_goff,12,0.995,CLAMP,0.01305851539171571,0.012577465992927432,0.03824692502120719,0.01,EVT-S
LORA,phi0.5_gauss_goff,12,0.995,LIN,0.013187754985581002,0.012577465992927432,0.04852241246342848,0.0,EVT-S
LORA,phi0.5_gauss_goff,12,0.995,EVT-S,0.013576949230869438,0.012577465992927432,0.0794661848820768,0.005,EVT-S
LORA,phi0.5_gauss_goff,12,0.995,SEL,0.013576949230869438,0.012577465992927432,0.0794661848820768,0.005,EVT-S
LORA,phi0.5_gauss_goff,12,0.999,CLAMP,0.0035126885001619283,0.0030298962012043993,0.15934285100777257,0.01,EVT-S
LORA,phi0.5_gauss_goff,12,0.999,LIN,0.0031552795064399824,0.0030298962012043993,0.04138204641655463,0.0,EVT-S
LORA,phi0.5_gauss_goff,12,0.999,EVT-S,0.003099711229225705,0.0030298962012043993,0.023042052725619433,0.0,EVT-S
LORA,phi0.5_gauss_goff,12,0.999,SEL,0.003099711229225705,0.0030298962012043993,0.023042052725619433,0.0,EVT-S
LORA,phi0.5_gauss_goff,13,0.9,NONE,0.17569094497005402,0.17349363863593883,0.012665054185220237,0.095,EVT-S
LORA,phi0.5_gauss_goff,13,0.95,NONE,0.09973284218477893,0.09984955566087143,-0.0011688932947173658,0.045,EVT-S
LORA,phi0.5_gauss_goff,13,0.99,NONE,0.024158041381421205,0.024773023229804174,-0.02482465877007256,0.005,EVT-S
LORA,phi0.5_gauss_goff,13,0.995,CLAMP,0.012430123161405446,0.013633918762442385,-0.08829417440516496,0.005,EVT-S
LORA,phi0.5_gauss_goff,13,0.995,LIN,0.01285222904079747,0.013633918762442385,-0.0573341924112275,0.0,EVT-S
LORA,phi0.5_gauss_goff,13,0.995,EVT-S,0.013825937338035858,0.013633918762442385,0.014083887320968103,0.0,EVT-S
LORA,phi0.5_gauss_goff,13,0.995,SEL,0.013825937338035858,0.013633918762442385,0.014083887320968103,0.0,EVT-S
LORA,phi0.5_gauss_goff,13,0.999,CLAMP,0.0030477885853928376,0.0032411867551073903,-0.059668937437745706,0.005,EVT-S
LORA,phi0.5_gauss_goff,13,0.999,LIN,0.0030340866196038284,0.0032411867551073903,-0.06389639078254838,0.0,EVT-S
LORA,phi0.5_gauss_goff,13,0.999,EVT-S,0.0036284609319894956,0.0032411867551073903,0.11948530157105175,0.0,EVT-S
LORA,phi0.5_gauss_goff,13,0.999,SEL,0.0036284609319894956,0.0032411867551073903,0.11948530157105175,0.0,EVT-S
LORA,phi0.5_gauss_goff,14,0.9,NONE,0.20000322356538,0.18650057876289075,0.07240001554984965,0.13,EVT-S
LORA,phi0.5_gauss_goff,14,0.95,NONE,0.12144479720236483,0.11312774349659462,0.0735191337571457,0.06,EVT-S
LORA,phi0.5_gauss_goff,14,0.99,NONE,0.036083653961251204,0.029822790361439512,0.20993554003272985,0.03,EVT-S
LORA,phi0.5_gauss_goff,14,0.995,CLAMP,0.02464569699992455,0.01603445393349222,0.5370462319546447,0.03,EVT-S
LORA,phi0.5_gauss_goff,14,0.995,LIN,0.021494082493992556,0.01603445393349222,0.34049357609219544,0.02,EVT-S
LORA,phi0.5_gauss_goff,14,0.995,EVT-S,0.01564357361563183,0.01603445393349222,-0.024377526012528072,0.005,EVT-S
LORA,phi0.5_gauss_goff,14,0.995,SEL,0.01564357361563183,0.01603445393349222,-0.024377526012528072,0.005,EVT-S
LORA,phi0.5_gauss_goff,14,0.999,CLAMP,0.015495331430863226,0.003332863575119287,3.649254636925434,0.03,EVT-S
LORA,phi0.5_gauss_goff,14,0.999,LIN,0.005932648721123819,0.003332863575119287,0.7800454736319302,0.01,EVT-S
LORA,phi0.5_gauss_goff,14,0.999,EVT-S,0.0035035194274465786,0.003332863575119287,0.05120397174408309,0.0,EVT-S
LORA,phi0.5_gauss_goff,14,0.999,SEL,0.0035035194274465786,0.003332863575119287,0.05120397174408309,0.0,EVT-S
LORA,phi0.5_gauss_goff,15,0.9,NONE,0.17165074503183594,0.16775798078140564,0.023204644168331567,0.095,EVT-S
LORA,phi0.5_gauss_goff,15,0.95,NONE,0.0996332310649388,0.09874048789185039,0.009041308101153112,0.035,EVT-S
LORA,phi0.5_gauss_goff,15,0.99,NONE,0.02490695788304959,0.024218329812739733,0.028434168484550604,0.005,EVT-S
LORA,phi0.5_gauss_goff,15,0.995,CLAMP,0.01318414657664083,0.013113609731381712,0.0053789038032996395,0.005,EVT-S
LORA,phi0.5_gauss_goff,15,0.995,LIN,0.013183496475484174,0.013113609731381712,0.005329329264330607,0.005,EVT-S
LORA,phi0.5_gauss_goff,15,0.995,EVT-S,0.013040033238865312,0.013113609731381712,-0.005610697132485631,0.0,EVT-S
LORA,phi0.5_gauss_goff,15,0.995,SEL,0.013040033238865312,0.013113609731381712,-0.005610697132485631,0.0,EVT-S
LORA,phi0.5_gauss_goff,15,0.999,CLAMP,0.003805897531513827,0.0031371249488952556,0.213180091170446,0.005,EVT-S
LORA,phi0.5_gauss_goff,15,0.999,LIN,0.0030574034432318976,0.0031371249488952556,-0.02541228257147743,0.0,EVT-S
LORA,phi0.5_gauss_goff,15,0.999,EVT-S,0.003089044923758032,0.0031371249488952556,-0.015326142860250136,0.0,EVT-S
LORA,phi0.5_gauss_goff,15,0.999,SEL,0.003089044923758032,0.0031371249488952556,-0.015326142860250136,0.0,EVT-S
LORA,phi0.5_gauss_goff,16,0.9,NONE,0.21381350417315673,0.20991819865582947,0.01855630213230719,0.155,LIN
LORA,phi0.5_gauss_goff,16,0.95,NONE,0.1259605714943616,0.12142574384920422,0.03734650907956616,0.08,LIN
LORA,phi0.5_gauss_goff,16,0.99,NONE,0.032610214350324365,0.03084473114734946,0.05723775624890215,0.02,LIN
LORA,phi0.5_gauss_goff,16,0.995,CLAMP,0.020613344691145355,0.016743387636354478,0.23113345631371152,0.02,LIN
LORA,phi0.5_gauss_goff,16,0.995,LIN,0.018670795189787707,0.016743387636354478,0.11511455120637004,0.01,LIN
LORA,phi0.5_gauss_goff,16,0.995,EVT-S,0.01951270441571948,0.016743387636354478,0.16539763872826163,0.01,LIN
