arm,condition,series,tau,extension,qs,qs_ref,gap,exceed_rate,sel_choice
F0,phi0.5_gauss_goff,8,0.9,NONE,0.20927380155839412,0.20595734688615822,0.016102628638293037,0.14,EVT-S
F0,phi0.5_gauss_goff,8,0.95,NONE,0.12244851125110191,0.12292251953873146,-0.003856154994286376,0.08,EVT-S
F0,phi0.5_gauss_goff,8,0.99,NONE,0.0332503782449567,0.032373897522538254,0.027073685576728845,0.02,EVT-S
F0,phi0.5_gauss_goff,8,0.995,CLAMP,0.021396554796777316,0.01752586227596321,0.22085603891357608,0.02,EVT-S
F0,phi0.5_gauss_goff,8,0.995,LIN,0.018658654836190926,0.01752586227596321,0.064635482259914,0.015,EVT-S
F0,phi0.5_gauss_goff,8,0.995,EVT-S,0.017538850400542344,0.01752586227596321,0.0007410833415566476,0.015,EVT-S
F0,phi0.5_gauss_goff,8,0.995,SEL,0.017538850400542344,0.01752586227596321,0.0007410833415566476,0.015,EVT-S
F0,phi0.5_gauss_goff,8,0.999,CLAMP,0.011913496038233808,0.003086342099166908,2.8600698352426974,0.02,EVT-S
F0,phi0.5_gauss_goff,8,0.999,LIN,0.0038045959741223358,0.003086342099166908,0.23272011069327192,0.005,EVT-S
F0,phi0.5_gauss_goff,8,0.999,EVT-S,0.003925545205267748,0.003086342099166908,0.2719086475628756,0.005,EVT-S
F0,phi0.5_gauss_goff,8,0.999,SEL,0.003925545205267748,0.003086342099166908,0.2719086475628756,0.005,EVT-S
F0,phi0.5_gauss_goff,9,0.9,NONE,0.1743240553869793,0.16815349520904707,0.03669599713203131,0.085,EVT-S
F0,phi0.5_gauss_goff,9,0.95,NONE,0.10347589553221237,0.09871372610939,0.04824222132538236,0.035,EVT-S
F0,phi0.5_gauss_goff,9,0.99,NONE,0.028907185311735056,0.027778587251574845,0.04062834621282718,0.01,EVT-S
F0,phi0.5_gauss_goff,9,0.995,CLAMP,0.0168590790775019,0.01575706952332686,0.0699374685466494,0.01,EVT-S
F0,phi0.5_gauss_goff,9,0.995,LIN,0.01638133246190858,0.01575706952332686,0.039617959269492076,0.005,EVT-S
F0,phi0.5_gauss_goff,9,0.995,EVT-S,0.015797999263889695,0.01575706952332686,0.0025975477548183523,0.005,EVT-S
F0,phi0.5_gauss_goff,9,0.995,SEL,0.015797999263889695,0.01575706952332686,0.0025975477548183523,0.005,EVT-S
F0,phi0.5_gauss_goff,9,0.999,CLAMP,0.007220594090115368,0.0031681879777765696,1.27909269928572,0.01,EVT-S
F0,phi0.5_gauss_goff,9,0.999,LIN,0.003943585746273712,0.0031681879777765696,0.24474487433707015,0.005,EVT-S
F0,phi0.5_gauss_goff,9,0.999,EVT-S,0.005179262274194618,0.0031681879777765696,0.6347711406409091,0.005,EVT-S
F0,phi0.5_gauss_goff,9,0.999,SEL,0.005179262274194618,0.0031681879777765696,0.6347711406409091,0.005,EVT-S
F0,phi0.5_gauss_goff,10,0.9,NONE,0.19438514168756438,0.18193884942031524,0.0684092062080468,0.105,LIN
F0,phi0.5_gauss_goff,10,0.95,NONE,0.11913893610453512,0.10844374376350473,0.09862433709734875,0.06,LIN
F0,phi0.5_gauss_goff,10,0.99,NONE,0.031937547835839325,0.026554972383433153,0.2026955771102288,0.025,LIN
F0,phi0.5_gauss_goff,10,0.995,CLAMP,0.020125716063132675,0.014057478110186792,0.43167329910679464,0.025,LIN
F0,phi0.5_gauss_goff,10,0.995,LIN,0.01647973186470004,0.014057478110186792,0.1723106901200122,0.02,LIN
F0,phi0.5_gauss_goff,10,0.995,EVT-S,0.016296908093425936,0.014057478110186792,0.15930524420424552,0.015,LIN
F0,phi0.5_gauss_goff,10,0.995,SEL,0.01647973186470004,0.014057478110186792,0.1723106901200122,0.02,LIN
F0,phi0.5_gauss_goff,10,0.999,CLAMP,0.010676250644967356,0.003047498926559373,2.5032828238009732,0.025,LIN
F0,phi0.5_gauss_goff,10,0.999,LIN,0.003505174978729811,0.003047498926559373,0.1501808739559276,0.005,LIN
F0,phi0.5_gauss_goff,10,0.999,EVT-S,0.002995924732348013,0.003047498926559373,-0.016923449508672084,0.0,LIN
F0,phi0.5_gauss_goff,10,0.999,SEL,0.003505174978729811,0.003047498926559373,0.1501808739559276,0.005,LIN
F0,phi0.5_gauss_goff,11,0.9,NONE,0.19501275664934667,0.1895561331854856,0.028786319767990065,0.155,LIN
F0,phi0.5_gauss_goff,11,0.95,NONE,0.1106768141462025,0.1059980876421693,0.044139725613048464,0.075,LIN
F0,phi0.5_gauss_goff,11,0.99,NONE,0.028958636419499122,0.028434750275852787,0.018424151383922283,0.015,LIN
F0,phi0.5_gauss_goff,11,0.995,CLAMP,0.017528233375035153,0.015478672146362756,0.132411954287307,0.015,LIN
F0,phi0.5_gauss_goff,11,0.995,LIN,0.015172112085543261,0.015478672146362756,-0.019805320373784907,0.01,LIN
F0,phi0.5_gauss_goff,11,0.995,EVT-S,0.015250002011627007,0.015478672146362756,-0.01477323975684064,0.005,LIN
F0,phi0.5_gauss_goff,11,0.995,SEL,0.015172112085543261,0.015478672146362756,-0.019805320373784907,0.01,LIN
F0,phi0.5_gauss_goff,11,0.999,CLAMP,0.008383910939463978,0.0030160356825753177,1.7797784316348557,0.015,LIN
F0,phi0.5_gauss_goff,11,0.999,LIN,0.0030549855504786293,0.0030160356825753177,0.012914259644983161,0.0,LIN
F0,phi0.5_gauss_goff,11,0.999,EVT-S,0.0031932118603469253,0.0030160356825753177,0.05874472201877978,0.0,LIN
F0,phi0.5_gauss_goff,11,0.999,SEL,0.0030549855504786293,0.0030160356825753177,0.012914259644983161,0.0,LIN
F0,phi0.5_gauss_goff,12,0.9,NONE,0.18626842192483828,0.17624121231673215,0.05689480613697606,0.13,EVT-S
F0,phi0.5_gauss_goff,12,0.95,NONE,0.10539471772392323,0.09644425586742134,0.09280450946509222,0.06,EVT-S
F0,phi0.5_gauss_goff,12,0.99,NONE,0.025663832863503516,0.023707336525335868,0.08252704119995746,0.01,EVT-S
F0,phi0.5_gauss_goff,12,0.995,CLAMP,0.01366007242000932,0.012577465992927432,0.0860750828259571,0.01,EVT-S
F0,phi0.5_gauss_goff,12,0.995,LIN,0.013437397598712302,0.012577465992927432,0.06837081541452195,0.005,EVT-S
F0,phi0.5_gauss_goff,12,0.995,EVT-S,0.013994180950415021,0.012577465992927432,0.11263914037090106,0.005,EVT-S
F0,phi0.5_gauss_goff,12,0.995,SEL,0.013994180950415021,0.012577465992927432,0.11263914037090106,0.005,EVT-S
F0,phi0.5_gauss_goff,12,0.999,CLAMP,0.004057064065213961,0.0030298962012043993,0.33901090855893257,0.01,EVT-S
F0,phi0.5_gauss_goff,12,0.999,LIN,0.003198799647187698,0.0030298962012043993,0.05574562122496429,0.0,EVT-S
F0,phi0.5_gauss_goff,12,0.999,EVT-S,0.0031286923388123443,0.0030298962012043993,0.03260710303167258,0.0,EVT-S
F0,phi0.5_gauss_goff,12,0.999,SEL,0.0031286923388123443,0.0030298962012043993,0.03260710303167258,0.0,EVT-S
F0,phi0.5_gauss_goff,13,0.9,NONE,0.17673371960562903,0.17349363863593883,0.018675503004978777,0.1,EVT-S
F0,phi0.5_gauss_goff,13,0.95,NONE,0.10008733482312392,0.09984955566087143,0.0023813742653004955,0.05,EVT-S
F0,phi0.5_gauss_goff,13,0.99,NONE,0.024090067860069387,0.024773023229804174,-0.02756851125514348,0.005,EVT-S
F0,phi0.5_gauss_goff,13,0.995,CLAMP,0.012284380672007917,0.013633918762442385,-0.09898387352520144,0.005,EVT-S
F0,phi0.5_gauss_goff,13,0.995,LIN,0.012970841960894937,0.013633918762442385,-0.04863435180309561,0.0,EVT-S
F0,phi0.5_gauss_goff,13,0.995,EVT-S,0.013959124796695178,0.013633918762442385,0.023852719083866436,0.0,EVT-S
F0,phi0.5_gauss_goff,13,0.995,SEL,0.013959124796695178,0.013633918762442385,0.023852719083866436,0.0,EVT-S
F0,phi0.5_gauss_goff,13,0.999,CLAMP,0.0028398309215587423,0.0032411867551073903,-0.12382990054991438,0.005,EVT-S
F0,phi0.5_gauss_goff,13,0.999,LIN,0.003074652342301558,0.0032411867551073903,-0.05138069028062364,0.0,EVT-S
F0,phi0.5_gauss_goff,13,0.999,EVT-S,0.0036506445978628952,0.0032411867551073903,0.1263296050776126,0.0,EVT-S
F0,phi0.5_gauss_goff,13,0.999,SEL,0.0036506445978628952,0.0032411867551073903,0.1263296050776126,0.0,EVT-S
F0,phi0.5_gauss_goff,14,0.9,NONE,0.20228297307163762,0.18650057876289075,0.08462383555823694,0.145,EVT-S
F0,phi0.5_gauss_goff,14,0.95,NONE,0.12224176318399285,0.11312774349659462,0.08056396605906468,0.065,EVT-S
F0,phi0.5_gauss_goff,14,0.99,NONE,0.036314134404859415,0.029822790361439512,0.21766387265401987,0.035,EVT-S
F0,phi0.5_gauss_goff,14,0.995,CLAMP,0.02484993825253707,0.01603445393349222,0.5497838813600857,0.035,EVT-S
F0,phi0.5_gauss_goff,14,0.995,LIN,0.021437539624868815,0.01603445393349222,0.3369672402806816,0.02,EVT-S
F0,phi0.5_gauss_goff,14,0.995,EVT-S,0.015944165614431655,0.01603445393349222,-0.005630894537167586,0.005,EVT-S
F0,phi0.5_gauss_goff,14,0.995,SEL,0.015944165614431655,0.01603445393349222,-0.005630894537167586,0.005,EVT-S
F0,phi0.5_gauss_goff,14,0.999,CLAMP,0.01567858133067919,0.003332863575119287,3.7042373554453203,0.035,EVT-S
F0,phi0.5_gauss_goff,14,0.999,LIN,0.005998205127131726,0.003332863575119287,0.7997151674343714,0.01,EVT-S
F0,phi0.5_gauss_goff,14,0.999,EVT-S,0.0035307751299124947,0.003332863575119287,0.05938183496938487,0.0,EVT-S
F0,phi0.5_gauss_goff,14,0.999,SEL,0.0035307751299124947,0.003332863575119287,0.05938183496938487,0.0,EVT-S
F0,phi0.5_gauss_goff,15,0.9,NONE,0.17254903967626617,0.16775798078140564,0.02855935003833565,0.095,EVT-S
F0,phi0.5_gauss_goff,15,0.95,NONE,0.09956024284284419,0.09874048789185039,0.00830211566193273,0.04,EVT-S
F0,phi0.5_gauss_goff,15,0.99,NONE,0.025129976858605477,0.024218329812739733,0.037642853694484835,0.005,EVT-S
F0,phi0.5_gauss_goff,15,0.995,CLAMP,0.01341215274658583,0.013113609731381712,0.02276589141506058,0.005,EVT-S
F0,phi0.5_gauss_goff,15,0.995,LIN,0.013418945716140256,0.013113609731381712,0.023283900544016856,0.005,EVT-S
F0,phi0.5_gauss_goff,15,0.995,EVT-S,0.013180744316831002,0.013113609731381712,0.005119458854157655,0.0,EVT-S
F0,phi0.5_gauss_goff,15,0.995,SEL,0.013180744316831002,0.013113609731381712,0.005119458854157655,0.0,EVT-S
F0,phi0.5_gauss_goff,15,0.999,CLAMP,0.004037893456970112,0.0031371249488952556,0.2871318556795335,0.005,EVT-S
F0,phi0.5_gauss_goff,15,0.999,LIN,0.0030725119257593437,0.0031371249488952556,-0.020596254273730907,0.0,EVT-S
F0,phi0.5_gauss_goff,15,0.999,EVT-S,0.003120274779407156,0.0031371249488952556,-0.005371214013657033,0.0,EVT-S
F0,phi0.5_gauss_goff,15,0.999,SEL,0.003120274779407156,0.0031371249488952556,-0.005371214013657033,0.0,EVT-S
F0,phi0.5_gauss_goff,16,0.9,NONE,0.21406243022812546,0.20991819865582947,0.01974212621312854,0.16,LIN
F0,phi0.5_gauss_goff,16,0.95,NONE,0.1262092230710988,0.12142574384920422,0.03939427563099862,0.085,LIN
F0,phi0.5_gauss_goff,16,0.99,NONE,0.033561661437425755,0.03084473114734946,0.08808409699203246,0.025,LIN
F0,phi0.5_gauss_goff,16,0.995,CLAMP,0.021508919041375512,0.016743387636354478,0.28462169714531127,0.025,LIN
F0,phi0.5_gauss_goff,16,0.995,LIN,0.01943322411271201,0.016743387636354478,0.16065067206096084,0.01,LIN
F0,phi0.5_gauss_goff,16,0.995,EVT-S,0.02009196817742951,0.016743387636354478,0.19999420749265506,0.01,LIN
F0,phi0.5_gauss_goff,16,0.995,SEL,0.01943322411271201,0.016743387636354478,0.16065067206096084,0.01,LIN
F0,phi0.5_gauss_goff,16,0.999,CLAMP,0.011866725124535316,0.00340295619171387,2.487181278862935,0.025,LIN
F0,phi0.5_gauss_goff,16,0.999,LIN,0.006127268787415712,0.00340295619171387,0.8005723383496643,0.005,LIN
F0,phi0.5_gauss_goff,16,0.999,EVT-S,0.007277948246594588,0.00340295619171387,1.1387134704573176,0.005,LIN
F0,phi0.5_gauss_goff,16,0.999,SEL,0.006127268787415712,0.00340295619171387,0.8005723383496643,0.005,LIN
F0,phi0.5_gauss_goff,17,0.9,NONE,0.18326171096619853,0.1801957021599583,0.017014883093707578,0.105,EVT-S
F0,phi0.5_gauss_goff,17,0.95,NONE,0.10772137985439599,0.10702814514853738,0.006477125291637131,0.06,EVT-S
F0,phi0.5_gauss_goff,17,0.99,NONE,0.025589001774835834,0.02448546712666773,0.04506896447837083,0.015,EVT-S
F0,phi0.5_gauss_goff,17,0.995,CLAMP,0.01352311935013127,0.012659689529096806,0.06820308026116839,0.015,EVT-S
F0,phi0.5_gauss_goff,17,0.995,LIN,0.013443851351940006,0.012659689529096806,0.06194163143107856,0.0,EVT-S
F0,phi0.5_gauss_goff,17,0.995,EVT-S,0.013969528946335536,0.012659689529096806,0.1034653665264238,0.005,EVT-S
F0,phi0.5_gauss_goff,17,0.995,SEL,0.013969528946335536,0.012659689529096806,0.1034653665264238,0.005,EVT-S
F0,phi0.5_gauss_goff,17,0.999,CLAMP,0.0038704134103676206,0.003046340908438274,0.2705122396665094,0.015,EVT-S
F0,phi0.5_gauss_goff,17,0.999,LIN,0.0032570140511641375,0.003046340908438274,0.06915612830537277,0.0,EVT-S
F0,phi0.5_gauss_goff,17,0.999,EVT-S,0.002892037925352176,0.003046340908438274,-0.05065190919988083,0.0,EVT-S
F0,phi0.5_gauss_goff,17,0.999,SEL,0.002892037925352176,0.003046340908438274,-0.05065190919988083,0.0,EVT-S
F0,phi0.5_gauss_goff,18,0.9,NONE,0.17106874858248705,0.16459423482880126,0.039336212233801016,0.13,EVT-S
F0,phi0.5_gauss_goff,18,0.95,NONE,0.09830375413041076,0.09609302704725321,0.023006113462014532,0.06,EVT-S
F0,phi0.5_gauss_goff,18,0.99,NONE,0.027716111486503107,0.024622399993757146,0.12564622025189887,0.005,EVT-S
F0,phi0.5_gauss_goff,18,0.995,CLAMP,0.016319748896812866,0.013457506071333048,0.21268746306397124,0.005,EVT-S
F0,phi0.5_gauss_goff,18,0.995,LIN,0.016535348470940122,0.013457506071333048,0.22870823043234156,0.005,EVT-S
F0,phi0.5_gauss_goff,18,0.995,EVT-S,0.016776412990162703,0.013457506071333048,0.24662124625747217,0.005,EVT-S
F0,phi0.5_gauss_goff,18,0.995,SEL,0.016776412990162703,0.013457506071333048,0.24662124625747217,0.005,EVT-S
F0,phi0.5_gauss_goff,18,0.999,CLAMP,0.007202658825060671,0.002966862304418243,1.4277024297131993,0.005,EVT-S
F0,phi0.5_gauss_goff,18,0.999,LIN,0.004620913169981863,0.002966862304418243,0.5575084705145945,0.005,EVT-S
F0,phi0.5_gauss_goff,18,0.999,EVT-S,0.006406037334392303,0.002966862304418243,1.1591960384721767,0.005,EVT-S
F0,phi0.5_gauss_goff,18,0.999,SEL,0.006406037334392303,0.002966862304418243,1.1591960384721767,0.005,EVT-S
F0,phi0.5_gauss_goff,19,0.9,NONE,0.20049094432787498,0.19158591733622596,0.046480592704635226,0.115,EVT-S
F0,phi0.5_gauss_goff,19,0.95,NONE,0.12205707296617202,0.11743178578474488,0.039387012217504624,0.065,EVT-S
F0,phi0.5_gauss_goff,19,0.99,NONE,0.034712060661566915,0.031177245487980842,0.1133780460159246,0.025,EVT-S
F0,phi0.5_gauss_goff,19,0.995,CLAMP,0.022991620440641666,0.015924537707824326,0.44378573886920525,0.025,EVT-S
F0,phi0.5_gauss_goff,19,0.995,LIN,0.018808189867003878,0.015924537707824326,0.18108231536057118,0.02,EVT-S
F0,phi0.5_gauss_goff,19,0.995,EVT-S,0.026919611459170725,0.015924537707824326,0.6904485362827271,0.03,EVT-S
F0,phi0.5_gauss_goff,19,0.995,SEL,0.026919611459170725,0.015924537707824326,0.6904485362827271,0.03,EVT-S
F0,phi0.5_gauss_goff,19,0.999,CLAMP,0.013615268263901461,0.0030674214040887575,3.43866898944919,0.025,EVT-S
F0,phi0.5_gauss_goff,19,0.999,LIN,0.004223992845479275,0.0030674214040887575,0.37705006552045695,0.005,EVT-S
