condition,series,phi,eps,garch,ar_order,xi,theta,threshold,n_exceedances,se,se_resid,kurtosis,xi_true,theta_true,se_true,truth_ar_order,truth_n_exceedances
phi0.5_gauss_goff,10,0.5,gauss,off,25,-0.08373471982838732,1.0,2.4170335923926873,149,0.7845340213457948,0.937811458108731,-0.19669650777368064,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,11,0.5,gauss,off,25,-0.14537795484794475,1.0,2.4476235146941483,149,0.7779950977910074,0.9436987150959291,0.016575207877866482,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,12,0.5,gauss,off,25,-0.07961349890176485,1.0,2.526803413580561,149,0.7677065734830187,0.9399511821778126,0.06540935090672084,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,13,0.5,gauss,off,25,-0.06888923843814382,1.0,2.3611398619806176,149,0.7551329768080618,0.9385331048902564,-0.2021952779793974,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,14,0.5,gauss,off,25,-0.1986999953553361,1.0,2.4764265972115886,149,0.7572182226771565,0.9389613217492705,0.1517235923070226,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,15,0.5,gauss,off,25,-0.20806411602239439,1.0,2.3177594879175336,149,0.738359683033285,0.9359264505910108,-0.05109251469178355,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,16,0.5,gauss,off,25,-0.06229249086433533,1.0,2.466678455893071,149,0.749399253005359,0.938143872972862,0.12692646669844,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,17,0.5,gauss,off,25,-0.21784169877318546,0.9377204475289257,2.453881684852387,149,0.7697032516124593,0.9413337322986451,-0.10200202087366694,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,18,0.5,gauss,off,25,-0.252240235410034,1.0,2.5030499044746253,149,0.783205424607385,0.9393054500181612,0.07372706889958502,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,19,0.5,gauss,off,25,-0.2449621032078506,0.9287479323887522,2.500511177465979,149,0.7615697742058383,0.9402052507705223,0.051234072286853394,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,20,0.5,gauss,off,25,-0.235309109337337,1.0,2.4104912828965803,149,0.7721329542297105,0.9390900517230885,-0.03930235267258331,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,21,0.5,gauss,off,25,-0.30667154516783746,0.9862621650744491,2.464693087040746,149,0.7524046532660759,0.9335166817318725,0.002879142725709549,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,22,0.5,gauss,off,25,-0.15122379740551833,1.0,2.5129548470562586,149,0.7906922485913034,0.9429151000770557,0.037610008226892866,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,23,0.5,gauss,off,25,-0.020178954684856483,1.0,2.403311753734174,149,0.7772906659475992,0.9367844920973447,0.04957787026858851,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,24,0.5,gauss,off,25,-0.31072287272398263,0.9426086054555071,2.4425257575657264,149,0.7499621760535944,0.9402624828686457,-0.12289984104882645,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,25,0.5,gauss,off,25,-0.05913717055595104,1.0,2.4693105770658326,149,0.7588235719550591,0.9359586550963165,-0.056525416772859494,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,26,0.5,gauss,off,25,-0.11891036956281925,0.8942261322590953,2.3830642822556145,149,0.7496752657252918,0.9374275699030307,0.01815070007715569,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,27,0.5,gauss,off,25,-0.16368584897093874,0.9533745501527106,2.39117010302249,149,0.756907782327304,0.9395955815551228,-0.08993836370802555,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,28,0.5,gauss,off,25,-0.238250092251661,1.0,2.288551428764502,149,0.769890274199486,0.9365676459797879,-0.07316863690964404,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,29,0.5,gauss,off,25,-0.2150869765775813,1.0,2.4151910259377547,149,0.7596697788042547,0.9388487454204575,-0.06666841425139136,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,30,0.5,gauss,off,25,-0.04557492896995484,1.0,2.4667226191901386,149,0.7728971975132405,0.938727525035783,0.08679862738672339,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,31,0.5,gauss,off,25,-0.17832753458783446,1.0,2.516693503196527,149,0.7744757382298155,0.9365221003064392,0.20568788345970912,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,32,0.5,gauss,off,25,-0.20777618890049537,1.0,2.3322809041689685,149,0.776235061471798,0.9388921401577959,-0.019797500781034927,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,33,0.5,gauss,off,25,-0.10879094089228097,0.9747689150426073,2.4212182736866357,149,0.7510592204245746,0.9404923099891167,-0.14616889113540577,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,34,0.5,gauss,off,25,-0.12206614132096363,1.0,2.3530926205872253,149,0.7766356791434189,0.9409202250905786,-0.08783611006824144,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,35,0.5,gauss,off,25,-0.22280345250298517,0.9006833129990596,2.4306129824838743,149,0.7850708753134144,0.938351969338609,-0.05089617213130504,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,36,0.5,gauss,off,25,-0.08585412567548249,1.0,2.415704439067792,149,0.7674605507638512,0.9385263396311507,0.09992970797808809,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,37,0.5,gauss,off,25,-0.1255562063256096,1.0,2.4608395030376173,149,0.7427335900196809,0.9380697458175093,0.08016199640675081,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,38,0.5,gauss,off,25,-0.043351036899092615,1.0,2.5159161286494034,149,0.7793700207883036,0.9358412882564288,0.059172980002134334,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_goff,39,0.5,gauss,off,25,-0.152653138210458,0.8736014218544532,2.5303206832865413,149,0.7757391244602604,0.9439369526292609,0.1903699431292618,-0.12386327325279224,0.9997576203973353,0.749344518059875,25,99999
phi0.5_gauss_gon,0,0.5,gauss,on,25,-0.24358805161552755,0.7106906128926854,2.5337352549411527,149,0.7719838111157991,0.937566867611026,0.5529901480253905,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,1,0.5,gauss,on,25,-0.12882892842770205,0.6704292779595654,2.524470733629611,149,0.7750901326554503,0.9409350702896067,0.580139768161791,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,2,0.5,gauss,on,25,-0.1609527007885026,0.7073894645374834,2.602623576870311,149,0.7467320595284461,0.9379974992734242,0.5622716305348994,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,3,0.5,gauss,on,25,0.05913360250760033,0.7403252614673683,2.5909653227806846,149,0.7553923618556747,0.9406224259870659,0.9150294150105656,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,4,0.5,gauss,on,25,-0.16318852977406634,0.6950845623597307,2.560401805046305,149,0.7823217435883373,0.93863704610334,0.6223156794572411,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,5,0.5,gauss,on,25,-0.136138038963583,0.6628903187457191,2.7197043232523437,149,0.7595883768726648,0.9373617974100688,0.3741320199790277,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,6,0.5,gauss,on,25,0.022110258476300933,0.6339873365872307,2.6210189644132065,149,0.7696116076382168,0.9373091131619975,0.24607457867210591,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,7,0.5,gauss,on,25,0.08081609938686987,0.7258298149889514,2.581759073169263,149,0.7728988780577223,0.9394847479942047,0.9284519504997433,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,8,0.5,gauss,on,25,0.11266116572609917,0.8352871640373425,2.4774132659743815,149,0.7540331923775526,0.9424113146426607,0.40512340832460136,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,9,0.5,gauss,on,25,-0.0995590865382665,0.7423265664813944,2.4816328164345527,149,0.7671788468480321,0.9407727629962842,0.2498622092859808,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,10,0.5,gauss,on,25,0.057162617185339784,0.685463566539885,2.4555062842716615,149,0.7970656839401162,0.937098606509587,0.9376289852877919,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,11,0.5,gauss,on,25,-0.07167084622964433,0.6412729648473029,2.4926014399676966,149,0.767695201004665,0.9404888779159838,0.5384725257806982,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,12,0.5,gauss,on,25,-0.18914866884920414,0.7021293643351788,2.448801626407842,149,0.7648807385216665,0.9384896070894376,0.03428765513105114,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,13,0.5,gauss,on,25,0.17403151363278907,0.6051573449334855,2.5239742013114403,149,0.7630893412016428,0.9382664545207136,2.0277892174968013,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,14,0.5,gauss,on,25,-0.22437500254670906,0.6064685517218183,2.574532147343527,149,0.7774198177292023,0.9375176807878893,0.22360269752668716,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,15,0.5,gauss,on,25,0.004318532168599496,0.7448428731001613,2.33533778635896,149,0.7803562619260689,0.9402163093758206,0.5877636487124072,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,16,0.5,gauss,on,25,-0.06836737287591305,0.7895666999249329,2.5813051730956333,149,0.7767428632487818,0.9357040676943424,0.5822323944956698,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,17,0.5,gauss,on,25,-0.00999638296143903,0.8037565867754547,2.5160299166280753,149,0.7417094785765799,0.9421916432405005,0.43332290740226087,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,18,0.5,gauss,on,25,-0.14680448099404514,0.7342082957101552,2.5901103740625753,149,0.7664456998038183,0.9410407181061183,0.20981816452626711,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,19,0.5,gauss,on,25,-0.02027941975128077,0.8117467979447454,2.469732560278599,149,0.7693196713518055,0.934883671333234,0.7173857066311085,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,20,0.5,gauss,on,25,-0.07348452177945423,0.7416239858832631,2.5978195100239914,149,0.7478981727926453,0.9328909051108456,0.3480574970896284,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,21,0.5,gauss,on,25,-0.11516677672378717,0.8902891290974603,2.4415086850621717,149,0.8132743761030164,0.9394587886137062,0.49552081522184865,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,22,0.5,gauss,on,25,-0.21036244609422955,0.7374195895777035,2.3790728925757567,149,0.711158012095812,0.937479164731124,0.24773204697509943,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,23,0.5,gauss,on,25,-0.09513275080303187,0.6564240349170896,2.59998286254127,149,0.7472539510492447,0.9380605772776557,0.3639040426754456,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,24,0.5,gauss,on,25,0.04371577719567182,0.5412414235321258,2.5562662459775067,149,0.7604778599566444,0.9380408308263554,1.4258914570352728,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,25,0.5,gauss,on,25,-0.04317626258892038,0.7218906455231393,2.407782076485683,149,0.7635899789618548,0.9348630753611582,0.3482698689424666,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,26,0.5,gauss,on,25,-0.1675467911072686,0.5547936780626905,2.5770902241676557,149,0.7389139884216721,0.933755907493326,1.0597479237109138,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,27,0.5,gauss,on,25,-0.12324920274923332,0.6371159531298045,2.5006026901624825,149,0.7407158532236175,0.9355204906762703,0.45725622184171266,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,28,0.5,gauss,on,25,-0.1296625413019471,0.8154090267983075,2.4837564389402402,149,0.7638742847421289,0.9390400377436641,0.3203000733447263,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,29,0.5,gauss,on,25,-0.04658798354511892,0.6553976324402225,2.524009337130344,149,0.7842619845714903,0.9437511647939623,0.5753597777114434,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,30,0.5,gauss,on,25,-0.1405120745860226,0.741073965116184,2.5812295944579997,149,0.755997755980496,0.938989579666076,0.3296426566609787,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,31,0.5,gauss,on,25,-0.07520338393886511,0.8250328458511018,2.494674408944066,149,0.7652391890937946,0.9390813613522215,0.13276074053392417,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,32,0.5,gauss,on,25,-0.02802486487375812,0.6386507153964928,2.5665912074846786,149,0.7224600860660451,0.9364336888355445,0.5477567474837288,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,33,0.5,gauss,on,25,-0.06992637243853866,0.5643510336831506,2.6178477089648013,149,0.7745213619199038,0.939738574705751,0.554108214692798,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,34,0.5,gauss,on,25,0.010968207340599709,0.681195999749092,2.5070101019873365,149,0.7417935682074839,0.9409620271716375,0.26886499103337247,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,35,0.5,gauss,on,25,-0.03948882674876483,0.6741409559096281,2.503305899038931,149,0.7681804498519178,0.9394821199980877,0.5234706465668117,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,36,0.5,gauss,on,25,-0.012132425956600173,0.5969389697881727,2.4865735235316264,149,0.7759920771347434,0.9378254278794346,0.6366144718454345,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,37,0.5,gauss,on,25,0.055162361775025856,0.8024870002083203,2.488998249644563,149,0.7653993241564664,0.9400832005281643,1.5884387117843284,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,38,0.5,gauss,on,25,-0.02294338233208093,0.6797701282830049,2.5043808633921407,149,0.7528371335718604,0.9358088252313654,0.7020582909195499,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_gauss_gon,39,0.5,gauss,on,25,-0.09360297924877528,0.9461200316956123,2.4889358441223477,149,0.7682643379093433,0.9359973008841557,0.12854600777852898,0.0072600871766006795,0.6702973493987066,0.7505712700727498,25,99999
phi0.5_t6_goff,0,0.5,t6,off,25,0.061074742426052216,0.9251147110092207,2.5485017678500297,149,0.7757293942737697,0.9377373999038162,1.520083906112986,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,1,0.5,t6,off,25,0.14335340683028644,1.0,2.6191300315458843,149,0.7748421123260577,0.9409091343048213,2.1098564056575073,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,2,0.5,t6,off,25,0.04693215281107525,1.0,2.591316506834794,149,0.7633548827920622,0.9402268473480226,2.2579388289563918,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,3,0.5,t6,off,25,0.09603535592414283,1.0,2.788522647187904,149,0.7264758807389993,0.9376320528842175,1.3235783019695422,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,4,0.5,t6,off,25,0.1829263414441029,1.0,2.6436316115206826,149,0.763902585512868,0.9449513274372212,1.8963810028812365,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,5,0.5,t6,off,25,0.11199834263743486,0.9858818247144286,2.5745072878848174,149,0.7429540959887998,0.938677678200638,2.058264307903128,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,6,0.5,t6,off,25,-0.15009382890037903,0.9368197786784738,2.632326192900401,149,0.7836535207548768,0.94155556563257,1.593167817115372,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,7,0.5,t6,off,25,0.07128575537288498,0.9464649179326771,2.546945843706232,149,0.7643793314719438,0.9410523870214976,2.833217989551885,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,8,0.5,t6,off,25,-0.029524587497752733,0.938512169465221,2.6875472598136416,149,0.7673361417294963,0.9363404672383108,3.6902334514439925,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,9,0.5,t6,off,25,0.1682197605004433,0.7671718019730006,2.692620457277102,149,0.7618281821822278,0.9364713689461366,5.948137413351077,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,10,0.5,t6,off,25,0.08021457068439491,0.9511165681459479,2.453355061080649,149,0.757560372468434,0.9389588206594708,1.9613101113465587,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,11,0.5,t6,off,25,0.05589497982961413,0.9509224750815828,2.6675009294481926,149,0.7703006731974644,0.939925025899629,2.1134814609366597,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,12,0.5,t6,off,25,0.2040043029862849,0.8465268820031142,2.6678152295266653,149,0.8006732483141905,0.9356753214950834,1.6120000346263144,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,13,0.5,t6,off,25,-0.06830140474735315,1.0,2.6278132712773163,149,0.7351673868559393,0.9355560241779405,1.6385240127513487,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,14,0.5,t6,off,25,0.09161152742152455,1.0,2.677440291950724,149,0.7331199431122595,0.9387503334134158,1.7277009767337974,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,15,0.5,t6,off,25,-0.10573696886655573,1.0,2.618273688144739,149,0.7862401951734005,0.9385109770329695,1.8050208625661481,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,16,0.5,t6,off,25,0.18998082710226993,0.9046623283829202,2.5593216424412244,149,0.7795638710974875,0.9402933770955425,1.5632992226048783,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,17,0.5,t6,off,25,0.16818020635514408,1.0,2.7039686929320172,149,0.7630682929793956,0.938162755169694,3.1997946634149654,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,18,0.5,t6,off,25,0.12336650956211065,0.8713116585187516,2.6882064056755275,149,0.778255216783271,0.9378162284855528,1.2473913693721732,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,19,0.5,t6,off,25,0.06703200038265081,0.9445989258489258,2.5830838758026426,149,0.7659203302694344,0.938282229271391,1.9006338292308795,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,20,0.5,t6,off,25,0.01568258832584164,1.0,2.7854940070414553,149,0.778339277330557,0.9344771798079554,2.3297664937167095,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,21,0.5,t6,off,25,0.12271180076450361,1.0,2.5886282735112136,149,0.7842401506982389,0.9402048155536606,5.0276739975297335,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,22,0.5,t6,off,25,0.22990489199038133,1.0,2.6980695555373244,149,0.7691863353561063,0.9346819537700858,3.7186356963156078,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,23,0.5,t6,off,25,0.15158476446826247,1.0,2.7020413827082312,149,0.768312248673494,0.9381891985988426,2.7762160843723276,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,24,0.5,t6,off,25,0.04676627209499182,0.9774716429464217,2.731987784989117,149,0.7658603760639818,0.9392940392499253,2.9319842354402077,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,25,0.5,t6,off,25,0.03342948853176514,0.9957386899489518,2.7488289143061757,149,0.7534545008593236,0.9380570938316483,1.1958833459023843,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,26,0.5,t6,off,25,0.03455670956727901,1.0,2.682780028489088,149,0.7469619676731085,0.9312906786771321,1.883029004146346,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,27,0.5,t6,off,25,0.0710846395557843,1.0,2.615630111054246,149,0.7379711369679919,0.9355084606637193,2.6208082908307597,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,28,0.5,t6,off,25,-0.043333282183448646,0.8356891041904588,2.6104365915814807,149,0.7721691097419517,0.9346993094523537,2.6339011339956224,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,29,0.5,t6,off,25,0.10757359047918154,1.0,2.6873108814699718,149,0.7546905065113032,0.9398465868237175,2.2150498464702206,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,30,0.5,t6,off,25,0.21496761666058098,1.0,2.68515977021458,149,0.7832045102374656,0.9403044178812657,5.616841979089763,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,31,0.5,t6,off,25,0.11847577124860109,1.0,2.58331931152957,149,0.7482050434394318,0.9332139127291036,1.6630605725205099,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,32,0.5,t6,off,25,0.11911521883287582,1.0,2.665181252249339,149,0.7706209797697763,0.934109282461367,2.6736256003623886,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,33,0.5,t6,off,25,0.17808125155144217,1.0,2.5697039418404852,149,0.7618370486371987,0.939618274464456,2.5459998822696566,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,34,0.5,t6,off,25,0.07418208370717595,0.9798625526167817,2.6035372531502814,149,0.7484113293649658,0.9404515222493599,1.5232576327232783,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,35,0.5,t6,off,25,0.17101039881235658,0.9519168100827544,2.6712756696714504,149,0.752337896353902,0.9364134037210824,4.900704860476464,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,36,0.5,t6,off,25,0.10077078094409443,1.0,2.6779475972477824,149,0.7932702756335063,0.9374980847574226,2.281989898661408,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,37,0.5,t6,off,25,0.1633044943899064,1.0,2.6349877816593565,149,0.7643027689314301,0.935192210193153,2.5258411229139135,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,38,0.5,t6,off,25,0.08208412525378171,0.9708109537542302,2.7279730462490277,149,0.7846470930746146,0.9377391959878095,1.74125428543364,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_goff,39,0.5,t6,off,25,-0.06048850655633513,0.995705603070574,2.686835033805979,149,0.7940228317136045,0.9413801258779989,1.9902400123288597,0.08292213569684653,1.0,0.7491590497697912,25,99999
phi0.5_t6_gon,0,0.5,t6,on,25,0.103528578245202,0.818018018018018,2.808643723189905,149,0.7763336053361587,0.9363110081531748,2.8257051623447262,0.1484490921376082,0.6710451734440196,0.7465194881616363,25,99999
phi0.5_t6_gon,1,0.5,t6,on,25,0.13855693792348545,0.8136504611914448,2.9447681501131164,149,0.7578497403086533,0.9387866157026156,3.4649884459778812,0.1484490921376082,0.6710451734440196,0.7465194881616363,25,99999
phi0.5_t6_gon,2,0.5,t6,on,25,0.16537018662644942,0.9213878620828597,2.9146744204902038,149,0.7193002713205112,0.9382186020377417,2.590164026240368,0.1484490921376082,0.6710451734440196,0.7465194881616363,25,99999
phi0.5_t6_gon,3,0.5,t6,on,25,0.01182218317485742,0.7089730024443252,2.8498316583090477,149,0.7538940424418547,0.9406352420079862,3.119337064819967,0.1484490921376082,0.6710451734440196,0.7465194881616363,25,99999
