arm,tag,symbol,series,tau,extension,qs,qs_ref,gap,qs_ref_garch_t,gap_vs_garch_t,exceed_rate,n,sel_choice,seeds
F0,f0,ABT,,0.995,SEL,0.00032921820392103706,0.0003162692736647482,0.040942738781557964,0.0003111261746482746,0.058150135690818505,0.005518087063151441,1631,EVT-S,1
F0,f0,ABT,,0.999,CLAMP,0.00020461496200075788,0.00010418537260509915,0.9639509547690901,9.702819430479402e-05,1.1088196422372065,0.01655426118945432,1631,EVT-S,1
F0,f0,ABT,,0.999,LIN,0.00012365454746460507,0.00010418537260509915,0.18687052100203405,9.702819430479402e-05,0.2744187228319417,0.004904966278356836,1631,EVT-S,1
F0,f0,ABT,,0.999,EVT-S,9.920706001727468e-05,0.00010418537260509915,-0.04778322007537572,9.702819430479402e-05,0.02245600598972497,0.001226241569589209,1631,EVT-S,1
F0,f0,ABT,,0.999,SEL,9.920706001727468e-05,0.00010418537260509915,-0.04778322007537572,9.702819430479402e-05,0.02245600598972497,0.001226241569589209,1631,EVT-S,1
F0,f0,ACN,,0.9,NONE,0.003055360610543704,0.0030862343279681884,-0.010003685444329169,0.0030865917440912223,-0.010118323424957332,0.12752912323727775,1631,EVT-S,1
F0,f0,ACN,,0.95,NONE,0.00197254407614221,0.001963895065567892,0.004404008506338819,0.00197173061277726,0.00041256313599769,0.05885959534028203,1631,EVT-S,1
F0,f0,ACN,,0.99,NONE,0.0006621202638636172,0.0006280618157946499,0.05422785976229938,0.0006441777491397828,0.02785335995817051,0.017780502759043533,1631,EVT-S,1
F0,f0,ACN,,0.995,CLAMP,0.0004612508866374536,0.0003604995172922545,0.2794771269097722,0.00037609381630209746,0.22642507439408055,0.017780502759043533,1631,EVT-S,1
F0,f0,ACN,,0.995,LIN,0.00040514569344760683,0.0003604995172922545,0.12384531466420223,0.00037609381630209746,0.0772463568562729,0.0134886572654813,1631,EVT-S,1
F0,f0,ACN,,0.995,EVT-S,0.00041508985965705447,0.0003604995172922545,0.15142972388654807,0.00037609381630209746,0.10368701016778603,0.002452483139178418,1631,EVT-S,1
F0,f0,ACN,,0.995,SEL,0.00041508985965705447,0.0003604995172922545,0.15142972388654807,0.00037609381630209746,0.10368701016778603,0.002452483139178418,1631,EVT-S,1
F0,f0,ACN,,0.999,CLAMP,0.00030055538485652256,0.00010947241606066834,1.7454896463594833,0.00010191159254157987,1.9491775897221522,0.017780502759043533,1631,EVT-S,1
F0,f0,ACN,,0.999,LIN,0.00014339271755046119,0.00010947241606066834,0.30985249718974517,0.00010191159254157987,0.4070304856825493,0.005518087063151441,1631,EVT-S,1
F0,f0,ACN,,0.999,EVT-S,0.0001118992103323694,0.00010947241606066834,0.02216808908607759,0.00010191159254157987,0.09800276437358768,0.0006131207847946045,1631,EVT-S,1
F0,f0,ACN,,0.999,SEL,0.0001118992103323694,0.00010947241606066834,0.02216808908607759,0.00010191159254157987,0.09800276437358768,0.0006131207847946045,1631,EVT-S,1
F0,f0,ADBE,,0.9,NONE,0.004296540610138215,0.004333654857995055,-0.008564190982668918,0.004325654875181329,-0.006730602852797807,0.11220110361741263,1631,EVT-S,1
F0,f0,ADBE,,0.95,NONE,0.0028599310292581935,0.002834156894624616,0.009094110027028313,0.0028471024926973003,0.004505821828963974,0.061925199264255056,1631,EVT-S,1
F0,f0,ADBE,,0.99,NONE,0.0010459440914777794,0.0010171174500693248,0.028341507076188543,0.0010293806856949866,0.016090651411057033,0.01594114040465972,1631,EVT-S,1
F0,f0,ADBE,,0.995,CLAMP,0.0007676235255264355,0.0006356866931803087,0.20755009309075412,0.0006648787639652054,0.1545315734683428,0.01594114040465972,1631,EVT-S,1
F0,f0,ADBE,,0.995,LIN,0.0007148212964357524,0.0006356866931803087,0.12448680160274739,0.0006648787639652054,0.0751152468349261,0.012262415695892091,1631,EVT-S,1
F0,f0,ADBE,,0.995,EVT-S,0.0006794883783076859,0.0006356866931803087,0.06890451789739305,0.0006648787639652054,0.02197335083369434,0.0030656039239730227,1631,EVT-S,1
F0,f0,ADBE,,0.995,SEL,0.0006794883783076859,0.0006356866931803087,0.06890451789739305,0.0006648787639652054,0.02197335083369434,0.0030656039239730227,1631,EVT-S,1
F0,f0,ADBE,,0.999,CLAMP,0.0005449670727653603,0.0001766557265892906,2.0849103127710205,0.00022166576526533026,1.4585080700803918,0.01594114040465972,1631,EVT-S,1
F0,f0,ADBE,,0.999,LIN,0.0003414750399615117,0.0001766557265892906,0.9329972854795241,0.00022166576526533026,0.5404951664627675,0.00797057020232986,1631,EVT-S,1
F0,f0,ADBE,,0.999,EVT-S,0.00022338712788281466,0.0001766557265892906,0.2645337470557667,0.00022166576526533026,0.007765577221290565,0.0,1631,EVT-S,1
F0,f0,ADBE,,0.999,SEL,0.00022338712788281466,0.0001766557265892906,0.2645337470557667,0.00022166576526533026,0.007765577221290565,0.0,1631,EVT-S,1
F0,f0,AMAT,,0.9,NONE,0.0050840721227819845,0.005131662244480962,-0.009273821898578727,0.00509982217742019,-0.0030883536896522124,0.09993868792152054,1631,EVT-S,1
F0,f0,AMAT,,0.95,NONE,0.003269629055978664,0.003285506841547198,-0.004832674632647138,0.0032390821608810506,0.009430725613117641,0.054567749846719804,1631,EVT-S,1
F0,f0,AMAT,,0.99,NONE,0.0009984552250298965,0.00100332133311661,-0.004849999622352219,0.0009864237309053984,0.012197085033076815,0.017780502759043533,1631,EVT-S,1
F0,f0,AMAT,,0.995,CLAMP,0.0006529108883362863,0.000593401971235191,0.10028432662133713,0.0005476228418488635,0.1922637962506335,0.017780502759043533,1631,EVT-S,1
F0,f0,AMAT,,0.995,LIN,0.0005793039144697822,0.000593401971235191,-0.02375802145729833,0.0005476228418488635,0.057851992648732864,0.012875536480686695,1631,EVT-S,1
F0,f0,AMAT,,0.995,EVT-S,0.0005578748478591493,0.000593401971235191,-0.059870248327774434,0.0005476228418488635,0.018720924743886425,0.002452483139178418,1631,EVT-S,1
F0,f0,AMAT,,0.995,SEL,0.0005578748478591493,0.000593401971235191,-0.059870248327774434,0.0005476228418488635,0.018720924743886425,0.002452483139178418,1631,EVT-S,1
F0,f0,AMAT,,0.999,CLAMP,0.0003764754189813979,0.000169401025180785,1.2223916211818837,0.00014468679817321607,1.6020025581787305,0.017780502759043533,1631,EVT-S,1
F0,f0,AMAT,,0.999,LIN,0.00015833582744656773,0.000169401025180785,-0.06531954409607887,0.00014468679817321607,0.09433500115892635,0.004291845493562232,1631,EVT-S,1
F0,f0,AMAT,,0.999,EVT-S,0.00019368066497435095,0.000169401025180785,0.1433264041209592,0.00014468679817321607,0.338620160372064,0.0,1631,EVT-S,1
F0,f0,AMAT,,0.999,SEL,0.00019368066497435095,0.000169401025180785,0.1433264041209592,0.00014468679817321607,0.338620160372064,0.0,1631,EVT-S,1
F0,f0,AMD,,0.9,NONE,0.005935271715117206,0.0059255554975214154,0.001639714217486432,0.00591381762139574,0.0036277908949791104,0.09625996321275292,1631,EVT-S,1
F0,f0,AMD,,0.95,NONE,0.003739935170390149,0.003779979501992135,-0.01059379596658716,0.00376139524151121,-0.005705348612191963,0.050889025137952175,1631,EVT-S,1
F0,f0,AMD,,0.99,NONE,0.0010953522670186175,0.0011415076894783591,-0.040433737665695024,0.001117772345915232,-0.02005782213037033,0.0134886572654813,1631,EVT-S,1
F0,f0,AMD,,0.995,CLAMP,0.0006633974744543423,0.0006425711219853884,0.03241096861714787,0.0006427532522210963,0.03211842516845764,0.0134886572654813,1631,EVT-S,1
F0,f0,AMD,,0.995,LIN,0.0006223742811819752,0.0006425711219853884,-0.03143129236964426,0.0006427532522210963,-0.03170574550762595,0.0061312078479460455,1631,EVT-S,1
F0,f0,AMD,,0.995,EVT-S,0.0006983856373892857,0.0006425711219853884,0.08686122593160439,0.0006427532522210963,0.08655325348560483,0.001226241569589209,1631,EVT-S,1
F0,f0,AMD,,0.995,SEL,0.0006983856373892857,0.0006425711219853884,0.08686122593160439,0.0006427532522210963,0.08655325348560483,0.001226241569589209,1631,EVT-S,1
F0,f0,AMD,,0.999,CLAMP,0.00031783364040292227,0.000168870398771346,0.8821157687516068,0.00017325334107148622,0.8345022291476656,0.0134886572654813,1631,EVT-S,1
F0,f0,AMD,,0.999,LIN,0.00017138165906365125,0.000168870398771346,0.014870932446281238,0.00017325334107148622,-0.010803151017230284,0.0018393623543838135,1631,EVT-S,1
F0,f0,AMD,,0.999,EVT-S,0.00025489174297188484,0.000168870398771346,0.5093926752492219,0.00017325334107148622,0.47120823988446925,0.0,1631,EVT-S,1
F0,f0,AMD,,0.999,SEL,0.00025489174297188484,0.000168870398771346,0.5093926752492219,0.00017325334107148622,0.47120823988446925,0.0,1631,EVT-S,1
F0,f0,AMGN,,0.9,NONE,0.002782875359923228,0.002797321425629634,-0.005164249475962279,0.0027843209983132726,-0.0005192067979662429,0.10116492949110975,1631,EVT-S,1
F0,f0,AMGN,,0.95,NONE,0.0018153818343782386,0.0018205280970456982,-0.002826796617866445,0.001812106149259513,0.0018076673488824913,0.05334150827713059,1631,EVT-S,1
F0,f0,AMGN,,0.99,NONE,0.00058468851599037,0.0005947727382709345,-0.016954748648837614,0.0005983926569525155,-0.02290158611226567,0.015328019619865114,1631,EVT-S,1
F0,f0,AMGN,,0.995,CLAMP,0.00039326659011418617,0.0003565108142814822,0.10309862803680225,0.00036509603895287167,0.0771592900380682,0.015328019619865114,1631,EVT-S,1
F0,f0,AMGN,,0.995,LIN,0.0003545097366505396,0.0003565108142814822,-0.005612950717850174,0.00036509603895287167,-0.028995938528104892,0.011649294911097487,1631,EVT-S,1
F0,f0,AMGN,,0.995,EVT-S,0.00034572593898659384,0.0003565108142814822,-0.030251186956626652,0.00036509603895287167,-0.05305480722779965,0.0030656039239730227,1631,EVT-S,1
F0,f0,AMGN,,0.995,SEL,0.00034572593898659384,0.0003565108142814822,-0.030251186956626652,0.00036509603895287167,-0.05305480722779965,0.0030656039239730227,1631,EVT-S,1
F0,f0,AMGN,,0.999,CLAMP,0.0002401290494132392,0.00010837642011256653,1.2156946055592734,0.00010673356640874485,1.2497987980055454,0.015328019619865114,1631,EVT-S,1
F0,f0,AMGN,,0.999,LIN,0.000105089518595469,0.00010837642011256653,-0.030328566986098537,0.00010673356640874485,-0.015403287537304244,0.005518087063151441,1631,EVT-S,1
F0,f0,AMGN,,0.999,EVT-S,9.428790968726653e-05,0.00010837642011256653,-0.12999608596285794,0.00010673356640874485,-0.1166048989107763,0.0,1631,EVT-S,1
F0,f0,AMGN,,0.999,SEL,9.428790968726653e-05,0.00010837642011256653,-0.12999608596285794,0.00010673356640874485,-0.1166048989107763,0.0,1631,EVT-S,1
F0,f0,AMT,,0.9,NONE,0.0031061605282155388,0.0031058588185068387,9.71421195652411e-05,0.003116036342596563,-0.0031693514757902275,0.1079092581238504,1631,EVT-S,1
F0,f0,AMT,,0.95,NONE,0.0019493002240842704,0.001923625065648893,0.013347277956536896,0.001943232951996095,0.0031222566918407413,0.055793991416309016,1631,EVT-S,1
F0,f0,AMT,,0.99,NONE,0.0006045501204502927,0.000585466959256125,0.03259477053737436,0.0006029979294065816,0.002574123339426082,0.017780502759043533,1631,EVT-S,1
F0,f0,AMT,,0.995,CLAMP,0.0003951660495361095,0.0003297792216851292,0.1982745532506931,0.00034591630672219375,0.14237473590242833,0.017780502759043533,1631,EVT-S,1
F0,f0,AMT,,0.995,LIN,0.0003540036809817113,0.0003297792216851292,0.07345659672795102,0.00034591630672219375,0.02337956928411744,0.012262415695892091,1631,EVT-S,1
F0,f0,AMT,,0.995,EVT-S,0.0003369947532389858,0.0003297792216851292,0.021879885327481086,0.00034591630672219375,-0.02579107521049262,0.004904966278356836,1631,EVT-S,1
F0,f0,AMT,,0.995,SEL,0.0003369947532389858,0.0003297792216851292,0.021879885327481086,0.00034591630672219375,-0.02579107521049262,0.004904966278356836,1631,EVT-S,1
F0,f0,AMT,,0.999,CLAMP,0.0002276587928047631,9.396455054325539e-05,1.422815747944894,8.814020714905986e-05,1.582916471023876,0.017780502759043533,1631,EVT-S,1
F0,f0,AMT,,0.999,LIN,0.00011460476437737512,9.396455054325539e-05,0.21965958135050379,8.814020714905986e-05,0.30025521931845756,0.003678724708767627,1631,EVT-S,1
F0,f0,AMT,,0.999,EVT-S,0.000102008366983383,9.396455054325539e-05,0.08560479876317562,8.814020714905986e-05,0.1573420381332864,0.0030656039239730227,1631,EVT-S,1
F0,f0,AMT,,0.999,SEL,0.000102008366983383,9.396455054325539e-05,0.08560479876317562,8.814020714905986e-05,0.1573420381332864,0.0030656039239730227,1631,EVT-S,1
F0,f0,AMZN,,0.9,NONE,0.0038197457099425603,0.003785865706510605,0.008949076924120947,0.003815265816147675,0.0011742022733840507,0.11036174126302882,1631,EVT-S,1
F0,f0,AMZN,,0.95,NONE,0.0023772386086486387,0.0023578615262152885,0.008218074818182153,0.0023891473639157334,-0.0049845210249303,0.061925199264255056,1631,EVT-S,1
F0,f0,AMZN,,0.99,NONE,0.000736640947962449,0.0007181358118200709,0.025768295965463706,0.0007290174430313891,0.010457232544889283,0.012262415695892091,1631,EVT-S,1
F0,f0,AMZN,,0.995,CLAMP,0.00047992968431360256,0.0004321938337913757,0.11045009620676227,0.00044272577622782983,0.08403375200505003,0.012262415695892091,1631,EVT-S,1
F0,f0,AMZN,,0.995,LIN,0.000453013902917357,0.0004321938337913757,0.048172989751703144,0.00044272577622782983,0.02323814704710747,0.005518087063151441,1631,EVT-S,1
F0,f0,AMZN,,0.995,EVT-S,0.0004687398473809935,0.0004321938337913757,0.08455931281809748,0.00044272577622782983,0.058758880891942145,0.0030656039239730227,1631,EVT-S,1
F0,f0,AMZN,,0.995,SEL,0.0004687398473809935,0.0004321938337913757,0.08455931281809748,0.00044272577622782983,0.058758880891942145,0.0030656039239730227,1631,EVT-S,1
F0,f0,AMZN,,0.999,CLAMP,0.00027456067339452555,0.0001253210700404915,1.1908580361292356,0.00013320264216243,1.061225430196202,0.012262415695892091,1631,EVT-S,1
F0,f0,AMZN,,0.999,LIN,0.00017801134453215633,0.0001253210700404915,0.4204422646139274,0.00013320264216243,0.33639499669297623,0.003678724708767627,1631,EVT-S,1
F0,f0,AMZN,,0.999,EVT-S,0.00013238820806618125,0.0001253210700404915,0.05639225729086372,0.00013320264216243,-0.006114248809386269,0.002452483139178418,1631,EVT-S,1
F0,f0,AMZN,,0.999,SEL,0.00013238820806618125,0.0001253210700404915,0.05639225729086372,0.00013320264216243,-0.006114248809386269,0.002452483139178418,1631,EVT-S,1
F0,f0,AXP,,0.9,NONE,0.0035721025668597776,0.003635276152921062,-0.017377933175866778,0.0036278837468617067,-0.015375680119348534,0.10852237890864501,1631,EVT-S,1
F0,f0,AXP,,0.95,NONE,0.0022394907176230398,0.002232071457722057,0.003323934758143743,0.0022789675734446735,-0.017322254288139827,0.054567749846719804,1631,EVT-S,1
F0,f0,AXP,,0.99,NONE,0.0007252794281604002,0.000689688291074004,0.05160467061282503,0.0006866741240173185,0.0562207061440223,0.014714898835070508,1631,EVT-S,1
F0,f0,AXP,,0.995,CLAMP,0.00047581397312254463,0.00042432763780447,0.12133627586567797,0.0004168823171949093,0.14136281031100295,0.014714898835070508,1631,EVT-S,1
F0,f0,AXP,,0.995,LIN,0.00045474724070443547,0.00042432763780447,0.07168895021158828,0.0004168823171949093,0.09082880695038642,0.009196811771919068,1631,EVT-S,1
F0,f0,AXP,,0.995,EVT-S,0.00045758163931424096,0.00042432763780447,0.07836869095266041,0.0004168823171949093,0.09762784469532448,0.003678724708767627,1631,EVT-S,1
F0,f0,AXP,,0.995,SEL,0.00045758163931424096,0.00042432763780447,0.07836869095266041,0.0004168823171949093,0.09762784469532448,0.003678724708767627,1631,EVT-S,1
F0,f0,AXP,,0.999,CLAMP,0.0002762416090922603,0.00013653326987484455,1.0232549132199185,0.00013230699768183317,1.0878835884142393,0.014714898835070508,1631,EVT-S,1
F0,f0,AXP,,0.999,LIN,0.00017679105526352936,0.00013653326987484455,0.29485696362203706,0.00013230699768183317,0.3362184794538967,0.004904966278356836,1631,EVT-S,1
F0,f0,AXP,,0.999,EVT-S,0.0001294808515764696,0.00013653326987484455,-0.05165347834150369,0.00013230699768183317,-0.02136051875472067,0.0018393623543838135,1631,EVT-S,1
F0,f0,AXP,,0.999,SEL,0.0001294808515764696,0.00013653326987484455,-0.05165347834150369,0.00013230699768183317,-0.02136051875472067,0.0018393623543838135,1631,EVT-S,1
F0,f0,BA,,0.9,NONE,0.004896608240948147,0.005030129463236474,-0.02654429140724679,0.00498185404848257,-0.01711126153131448,0.10361741263028816,1631,EVT-S,1
F0,f0,BA,,0.95,NONE,0.0031733558317311623,0.0033213410959781133,-0.044555876668659455,0.0032720737161611654,-0.030169822868728047,0.0539546290619252,1631,EVT-S,1
F0,f0,BA,,0.99,NONE,0.0010712118356545127,0.0011190871256046907,-0.04278066368095235,0.0010263397733372836,0.04372047491769848,0.017167381974248927,1631,EVT-S,1
F0,f0,BA,,0.995,CLAMP,0.0007291171548155113,0.000673192778624635,0.0830733453575252,0.0005679701675434221,0.2837243863864898,0.017167381974248927,1631,EVT-S,1
F0,f0,BA,,0.995,LIN,0.0006588618504373055,0.000673192778624635,-0.02128800046935786,0.0005679701675434221,0.1600289735057865,0.0134886572654813,1631,EVT-S,1
F0,f0,BA,,0.995,EVT-S,0.0006139148081009582,0.000673192778624635,-0.08805497088781089,0.0005679701675434221,0.08089270032659535,0.00674432863274065,1631,EVT-S,1
F0,f0,BA,,0.995,SEL,0.0006139148081009582,0.000673192778624635,-0.08805497088781089,0.0005679701675434221,0.08089270032659535,0.00674432863274065,1631,EVT-S,1
F0,f0,BA,,0.999,CLAMP,0.0004554414101443098,0.00016461181441126423,1.7667601610078867,0.0001359293710802595,2.350573952669835,0.017167381974248927,1631,EVT-S,1
F0,f0,BA,,0.999,LIN,0.0002118462988015995,0.00016461181441126423,0.28694467987774663,0.0001359293710802595,0.5585027512303786,0.0061312078479460455,1631,EVT-S,1
F0,f0,BA,,0.999,EVT-S,0.0001666652702558091,0.00016461181441126423,0.012474535025867262,0.0001359293710802595,0.22611668788934214,0.0030656039239730227,1631,EVT-S,1
F0,f0,BA,,0.999,SEL,0.0001666652702558091,0.00016461181441126423,0.012474535025867262,0.0001359293710802595,0.22611668788934214,0.0030656039239730227,1631,EVT-S,1
F0,f0,BAC,,0.9,NONE,0.003497727370305124,0.003538147643297086,-0.01142413405741749,0.0035334244693791934,-0.010102691987170398,0.09687308399754752,1631,EVT-S,1
F0,f0,BAC,,0.95,NONE,0.0022159386198504155,0.0022236110605358293,-0.0034504418608013454,0.0021973088003696918,0.00847847124518375,0.05150214592274678,1631,EVT-S,1
F0,f0,BAC,,0.99,NONE,0.0006788985898558186,0.0006420275620613571,0.05742904194966303,0.0006494932927858532,0.04527421206127946,0.012262415695892091,1631,EVT-S,1
F0,f0,BAC,,0.995,CLAMP,0.000432020995659443,0.0003966014316657961,0.08930770583676018,0.0003961346059540193,0.09059140293738732,0.012262415695892091,1631,EVT-S,1
F0,f0,BAC,,0.995,LIN,0.0004155704669051837,0.0003966014316657961,0.047828963097067856,0.0003961346059540193,0.04906377948060503,0.00674432863274065,1631,EVT-S,1
F0,f0,BAC,,0.995,EVT-S,0.00046280218020172665,0.0003966014316657961,0.16692009471038904,0.0003961346059540193,0.1682952543041536,0.0018393623543838135,1631,EVT-S,1
F0,f0,BAC,,0.995,SEL,0.00046280218020172665,0.0003966014316657961,0.16692009471038904,0.0003961346059540193,0.1682952543041536,0.0018393623543838135,1631,EVT-S,1
F0,f0,BAC,,0.999,CLAMP,0.0002345189203023424,0.00013675129598888597,0.714930148240805,0.00012273699005815286,0.9107436168283676,0.012262415695892091,1631,EVT-S,1
F0,f0,BAC,,0.999,LIN,0.0001416729477204257,0.00013675129598888597,0.035989799555096846,0.00012273699005815286,0.15428077267742157,0.0030656039239730227,1631,EVT-S,1
F0,f0,BAC,,0.999,EVT-S,0.00013237894767957818,0.00013675129598888597,-0.03197299358437633,0.00012273699005815286,0.07855787906202472,0.0006131207847946045,1631,EVT-S,1
F0,f0,BAC,,0.999,SEL,0.00013237894767957818,0.00013675129598888597,-0.03197299358437633,0.00012273699005815286,0.07855787906202472,0.0006131207847946045,1631,EVT-S,1
F0,f0,BKNG,,0.9,NONE,0.0039015131871327846,0.004036186567644686,-0.03336649043715789,0.0039505380935435114,-0.012409678188105455,0.1079092581238504,1631,EVT-S,1
F0,f0,BKNG,,0.95,NONE,0.002505633832490105,0.0026398778712244096,-0.05085236714834862,0.0025459641194341886,-0.01584087011919355,0.05763335377069283,1631,EVT-S,1
F0,f0,BKNG,,0.99,NONE,0.0008426204016260437,0.0008744803237275044,-0.03643297766341569,0.0007984768998469506,0.055284632263693956,0.015328019619865114,1631,EVT-S,1
F0,f0,BKNG,,0.995,CLAMP,0.0005746489124414237,0.0005134955387254052,0.11909231746747584,0.0004864908282645933,0.18121222242011692,0.015328019619865114,1631,EVT-S,1
F0,f0,BKNG,,0.995,LIN,0.000528288271812665,0.0005134955387254052,0.028807909653856267,0.0004864908282645933,0.08591620051126392,0.011036174126302882,1631,EVT-S,1
F0,f0,BKNG,,0.995,EVT-S,0.0006847653174441914,0.0005134955387254052,0.33353703353277564,0.0004864908282645933,0.4075605903751187,0.002452483139178418,1631,EVT-S,1
F0,f0,BKNG,,0.995,SEL,0.0006847653174441914,0.0005134955387254052,0.33353703353277564,0.0004864908282645933,0.4075605903751187,0.002452483139178418,1631,EVT-S,1
F0,f0,BKNG,,0.999,CLAMP,0.0003602717210937276,0.00015998649002530802,1.2518884003064055,0.00015328829525462241,1.3502885233036968,0.015328019619865114,1631,EVT-S,1
F0,f0,BKNG,,0.999,LIN,0.00021335831336997317,0.00015998649002530802,0.3336020643757003,0.00015328829525462241,0.3918760921410882,0.004291845493562232,1631,EVT-S,1
F0,f0,BKNG,,0.999,EVT-S,0.0003592231380211841,0.00015998649002530802,1.2453342026839835,0.00015328829525462241,1.343447928783406,0.0,1631,EVT-S,1
F0,f0,BKNG,,0.999,SEL,0.0003592231380211841,0.00015998649002530802,1.2453342026839835,0.00015328829525462241,1.343447928783406,0.0,1631,EVT-S,1
F0,f0,BLK,,0.9,NONE,0.0032053303207359453,0.00320355138117906,0.0005553023333220164,0.003213258563691892,-0.0024673529374609204,0.11036174126302882,1631,EVT-S,1
F0,f0,BLK,,0.95,NONE,0.001999379409513491,0.001993563001674814,0.002917594193807993,0.002016317650678959,-0.008400581703862153,0.05947271612507664,1631,EVT-S,1
F0,f0,BLK,,0.99,NONE,0.0006460841165972946,0.0006136036639580163,0.05293392876725189,0.0006141051440881127,0.05207409971572141,0.014714898835070508,1631,EVT-S,1
F0,f0,BLK,,0.995,CLAMP,0.000427674068048272,0.0003658661144924345,0.1689359880774517,0.00036946004356267165,0.1575651426991873,0.014714898835070508,1631,EVT-S,1
F0,f0,BLK,,0.995,LIN,0.00039894129808796836,0.0003658661144924345,0.09040242396161502,0.00036946004356267165,0.07979551520919959,0.009809932556713672,1631,EVT-S,1
F0,f0,BLK,,0.995,EVT-S,0.00039015910466383056,0.0003658661144924345,0.06639857917724279,0.00036946004356267165,0.056025168247044066,0.0030656039239730227,1631,EVT-S,1
F0,f0,BLK,,0.995,SEL,0.00039015910466383056,0.0003658661144924345,0.06639857917724279,0.00036946004356267165,0.056025168247044066,0.0030656039239730227,1631,EVT-S,1
F0,f0,BLK,,0.999,CLAMP,0.00025294602920905394,0.00010017306791722136,1.525090171123415,9.061009630772543e-05,1.7915876874251566,0.014714898835070508,1631,EVT-S,1
F0,f0,BLK,,0.999,LIN,0.0001343400795458484,0.00010017306791722136,0.34107981655170194,9.061009630772543e-05,0.4826171146492264,0.00674432863274065,1631,EVT-S,1
F0,f0,BLK,,0.999,EVT-S,0.00010361420228236513,0.00010017306791722136,0.03435189154820906,9.061009630772543e-05,0.14351718522046175,0.0,1631,EVT-S,1
F0,f0,BLK,,0.999,SEL,0.00010361420228236513,0.00010017306791722136,0.03435189154820906,9.061009630772543e-05,0.14351718522046175,0.0,1631,EVT-S,1
F0,f0,BMY,,0.9,NONE,0.002730074279906043,0.025056889747255975,-0.8910449657781242,0.0028555710392568667,-0.04394804318490464,0.0931943592887799,1631,EVT-S,1
F0,f0,BMY,,0.95,NONE,0.001789906357745657,0.017461711642828677,-0.8974953661841764,0.0018878600379155334,-0.051886092296350106,0.049049662783568364,1631,EVT-S,1
F0,f0,BMY,,0.99,NONE,0.0006179281493043457,0.006257751694317041,-0.9012539679601677,0.0006526603458416268,-0.05321634255639174,0.014101778050275904,1631,EVT-S,1
