origin_utc,shift_score,bin,utc_date
2026-07-04T06:00:00+00:00,1.6061060321063003,1<=S<2,2026-07-04
2026-07-04T07:00:00+00:00,1.4515864800774636,1<=S<2,2026-07-04
2026-07-04T08:00:00+00:00,1.3341528147155817,1<=S<2,2026-07-04
2026-07-04T09:00:00+00:00,1.1594081733795227,1<=S<2,2026-07-04
2026-07-04T10:00:00+00:00,1.0491174602192777,1<=S<2,2026-07-04
2026-07-04T11:00:00+00:00,0.9388943020559959,S<1,2026-07-04
2026-07-04T12:00:00+00:00,0.8185611673940965,S<1,2026-07-04
2026-07-04T13:00:00+00:00,0.7491005375408438,S<1,2026-07-04
2026-07-04T14:00:00+00:00,0.7172217842426858,S<1,2026-07-04
2026-07-04T15:00:00+00:00,0.6636323763893087,S<1,2026-07-04
2026-07-04T16:00:00+00:00,0.6270176820385401,S<1,2026-07-04
2026-07-04T17:00:00+00:00,0.571791742241411,S<1,2026-07-04
2026-07-04T18:00:00+00:00,0.5213232995377415,S<1,2026-07-04
2026-07-04T19:00:00+00:00,0.5216878285677723,S<1,2026-07-04
2026-07-04T20:00:00+00:00,0.483401942086205,S<1,2026-07-04
2026-07-04T21:00:00+00:00,0.48712019557119657,S<1,2026-07-04
2026-07-04T22:00:00+00:00,0.5448889066034588,S<1,2026-07-04
2026-07-04T23:00:00+00:00,0.5535570576949935,S<1,2026-07-04
2026-07-05T00:00:00+00:00,0.62045604053708,S<1,2026-07-05
2026-07-05T01:00:00+00:00,0.6835383299875823,S<1,2026-07-05
2026-07-05T02:00:00+00:00,0.5790164149195056,S<1,2026-07-05
2026-07-05T03:00:00+00:00,0.4757267120573306,S<1,2026-07-05
2026-07-05T04:00:00+00:00,0.42014592420292335,S<1,2026-07-05
2026-07-05T05:00:00+00:00,0.3701197229730592,S<1,2026-07-05
2026-07-05T06:00:00+00:00,0.3264105786392901,S<1,2026-07-05
2026-07-05T07:00:00+00:00,0.268919492775607,S<1,2026-07-05
2026-07-05T08:00:00+00:00,0.1478968198482708,S<1,2026-07-05
2026-07-05T09:00:00+00:00,0.06028214686372143,S<1,2026-07-05
2026-07-05T10:00:00+00:00,0.015004152365178691,S<1,2026-07-05
2026-07-05T11:00:00+00:00,0.10042752262477779,S<1,2026-07-05
2026-07-05T12:00:00+00:00,0.15600485189232594,S<1,2026-07-05
2026-07-05T13:00:00+00:00,0.196977366621939,S<1,2026-07-05
2026-07-05T14:00:00+00:00,0.22229917561654128,S<1,2026-07-05
2026-07-05T15:00:00+00:00,0.2419493730094366,S<1,2026-07-05
2026-07-05T16:00:00+00:00,0.25210903806331153,S<1,2026-07-05
2026-07-05T17:00:00+00:00,0.2606548356845324,S<1,2026-07-05
2026-07-05T18:00:00+00:00,0.26623948376141787,S<1,2026-07-05
2026-07-05T19:00:00+00:00,0.2934745352061104,S<1,2026-07-05
2026-07-05T20:00:00+00:00,0.44320013203953595,S<1,2026-07-05
2026-07-05T21:00:00+00:00,0.47020913684426263,S<1,2026-07-05
2026-07-05T22:00:00+00:00,0.48330939014605667,S<1,2026-07-05
2026-07-05T23:00:00+00:00,0.49371955062448103,S<1,2026-07-05
2026-07-06T00:00:00+00:00,0.5041997146752891,S<1,2026-07-06
2026-07-06T01:00:00+00:00,0.5376318880706555,S<1,2026-07-06
2026-07-06T02:00:00+00:00,0.5680543881007319,S<1,2026-07-06
2026-07-06T03:00:00+00:00,0.6931269964190396,S<1,2026-07-06
2026-07-06T04:00:00+00:00,0.8404634173078736,S<1,2026-07-06
2026-07-06T05:00:00+00:00,1.0138867054124459,1<=S<2,2026-07-06
2026-07-06T06:00:00+00:00,1.130173918889064,1<=S<2,2026-07-06
2026-07-06T07:00:00+00:00,1.1642764778978578,1<=S<2,2026-07-06
2026-07-06T08:00:00+00:00,1.2972581770084601,1<=S<2,2026-07-06
2026-07-06T09:00:00+00:00,1.544166646599748,1<=S<2,2026-07-06
2026-07-06T10:00:00+00:00,1.7172706592341416,1<=S<2,2026-07-06
2026-07-06T11:00:00+00:00,1.8364426551844308,1<=S<2,2026-07-06
2026-07-06T12:00:00+00:00,1.8863669801918448,1<=S<2,2026-07-06
2026-07-06T13:00:00+00:00,1.8466591580993112,1<=S<2,2026-07-06
2026-07-06T14:00:00+00:00,1.7463375878433647,1<=S<2,2026-07-06
2026-07-06T15:00:00+00:00,1.6330735707853212,1<=S<2,2026-07-06
2026-07-06T16:00:00+00:00,1.5509572404248928,1<=S<2,2026-07-06
2026-07-06T17:00:00+00:00,1.4805005327124308,1<=S<2,2026-07-06
2026-07-06T18:00:00+00:00,1.3994079731268414,1<=S<2,2026-07-06
2026-07-06T19:00:00+00:00,1.3594577725502095,1<=S<2,2026-07-06
2026-07-06T20:00:00+00:00,1.3497311187087826,1<=S<2,2026-07-06
2026-07-06T21:00:00+00:00,1.3440664767824797,1<=S<2,2026-07-06
2026-07-06T22:00:00+00:00,1.3347657953300915,1<=S<2,2026-07-06
2026-07-06T23:00:00+00:00,1.282937345534634,1<=S<2,2026-07-06
2026-07-07T00:00:00+00:00,1.226960976032452,1<=S<2,2026-07-07
2026-07-07T01:00:00+00:00,1.1987329782854936,1<=S<2,2026-07-07
2026-07-07T02:00:00+00:00,1.1350115716726876,1<=S<2,2026-07-07
2026-07-07T03:00:00+00:00,1.1987329782854936,1<=S<2,2026-07-07
2026-07-07T04:00:00+00:00,1.226960976032452,1<=S<2,2026-07-07
2026-07-07T05:00:00+00:00,1.3140399146625488,1<=S<2,2026-07-07
2026-07-07T06:00:00+00:00,1.4299851419810437,1<=S<2,2026-07-07
2026-07-07T07:00:00+00:00,1.5076580891848124,1<=S<2,2026-07-07
2026-07-07T08:00:00+00:00,1.5981763155092041,1<=S<2,2026-07-07
2026-07-07T09:00:00+00:00,1.6872455285136063,1<=S<2,2026-07-07
2026-07-07T10:00:00+00:00,1.6997021732443602,1<=S<2,2026-07-07
2026-07-07T11:00:00+00:00,1.6431363255058098,1<=S<2,2026-07-07
2026-07-07T12:00:00+00:00,1.5602121524032315,1<=S<2,2026-07-07
2026-07-07T13:00:00+00:00,1.5206626796982716,1<=S<2,2026-07-07
2026-07-07T14:00:00+00:00,1.4687549000537383,1<=S<2,2026-07-07
2026-07-07T15:00:00+00:00,1.4209150689877765,1<=S<2,2026-07-07
2026-07-07T16:00:00+00:00,1.3044509580595853,1<=S<2,2026-07-07
2026-07-07T17:00:00+00:00,1.2538331871376174,1<=S<2,2026-07-07
2026-07-07T18:00:00+00:00,1.1917183987710793,1<=S<2,2026-07-07
2026-07-07T19:00:00+00:00,1.1468237573143811,1<=S<2,2026-07-07
2026-07-07T20:00:00+00:00,1.1092441417955181,1<=S<2,2026-07-07
2026-07-07T21:00:00+00:00,1.108982797056853,1<=S<2,2026-07-07
2026-07-07T22:00:00+00:00,1.108982797056853,1<=S<2,2026-07-07
2026-07-07T23:00:00+00:00,1.108982797056853,1<=S<2,2026-07-07
2026-07-08T00:00:00+00:00,1.106469549439277,1<=S<2,2026-07-08
2026-07-08T01:00:00+00:00,1.0953948343397428,1<=S<2,2026-07-08
2026-07-08T02:00:00+00:00,1.0953948343397428,1<=S<2,2026-07-08
2026-07-08T03:00:00+00:00,1.106469549439277,1<=S<2,2026-07-08
2026-07-08T04:00:00+00:00,1.112670273489591,1<=S<2,2026-07-08
2026-07-08T05:00:00+00:00,1.132519454474378,1<=S<2,2026-07-08
2026-07-08T06:00:00+00:00,1.1527067620780647,1<=S<2,2026-07-08
2026-07-08T07:00:00+00:00,1.2023558279193152,1<=S<2,2026-07-08
2026-07-08T08:00:00+00:00,1.2133079221947018,1<=S<2,2026-07-08
2026-07-08T09:00:00+00:00,1.2103836582403418,1<=S<2,2026-07-08
2026-07-08T10:00:00+00:00,1.2221455507936827,1<=S<2,2026-07-08
2026-07-08T11:00:00+00:00,1.2446392107352267,1<=S<2,2026-07-08
2026-07-08T12:00:00+00:00,1.2330653643516911,1<=S<2,2026-07-08
2026-07-08T13:00:00+00:00,1.2430753651444235,1<=S<2,2026-07-08
2026-07-08T14:00:00+00:00,1.233248570643513,1<=S<2,2026-07-08
2026-07-08T15:00:00+00:00,1.1938507145234583,1<=S<2,2026-07-08
2026-07-08T16:00:00+00:00,1.1734452463259826,1<=S<2,2026-07-08
2026-07-08T17:00:00+00:00,1.1885440411634487,1<=S<2,2026-07-08
2026-07-08T18:00:00+00:00,1.169831088370467,1<=S<2,2026-07-08
2026-07-08T19:00:00+00:00,1.1230580883151897,1<=S<2,2026-07-08
2026-07-08T20:00:00+00:00,1.0651650940039064,1<=S<2,2026-07-08
2026-07-08T21:00:00+00:00,0.9956525695455702,S<1,2026-07-08
2026-07-08T22:00:00+00:00,0.9680567124309505,S<1,2026-07-08
2026-07-08T23:00:00+00:00,0.9614111396966339,S<1,2026-07-08
2026-07-09T00:00:00+00:00,0.9149016385593111,S<1,2026-07-09
2026-07-09T01:00:00+00:00,0.8740623913652292,S<1,2026-07-09
2026-07-09T02:00:00+00:00,0.8685751517848249,S<1,2026-07-09
2026-07-09T03:00:00+00:00,0.8567807150495166,S<1,2026-07-09
2026-07-09T04:00:00+00:00,0.8617610682928285,S<1,2026-07-09
2026-07-09T05:00:00+00:00,0.8607127850072304,S<1,2026-07-09
2026-07-09T06:00:00+00:00,0.8613270410943875,S<1,2026-07-09
2026-07-09T07:00:00+00:00,0.8575455431286843,S<1,2026-07-09
2026-07-09T08:00:00+00:00,0.8592152229365738,S<1,2026-07-09
2026-07-09T09:00:00+00:00,0.8620841572488268,S<1,2026-07-09
2026-07-09T10:00:00+00:00,0.8761335185987023,S<1,2026-07-09
2026-07-09T11:00:00+00:00,0.7666891624015448,S<1,2026-07-09
2026-07-09T12:00:00+00:00,0.5662129082185697,S<1,2026-07-09
2026-07-09T13:00:00+00:00,0.5458300721639343,S<1,2026-07-09
2026-07-09T14:00:00+00:00,0.5132757747122012,S<1,2026-07-09
2026-07-09T15:00:00+00:00,0.4353326668100213,S<1,2026-07-09
2026-07-09T16:00:00+00:00,0.3755418709662026,S<1,2026-07-09
2026-07-09T17:00:00+00:00,0.3335871036201724,S<1,2026-07-09
2026-07-09T18:00:00+00:00,0.2934422495869198,S<1,2026-07-09
2026-07-09T19:00:00+00:00,0.2649177828720346,S<1,2026-07-09
2026-07-09T20:00:00+00:00,0.24007020290535755,S<1,2026-07-09
2026-07-09T21:00:00+00:00,0.20406998404001475,S<1,2026-07-09
2026-07-09T22:00:00+00:00,0.15585578138918232,S<1,2026-07-09
2026-07-09T23:00:00+00:00,0.09490501989276222,S<1,2026-07-09
2026-07-10T00:00:00+00:00,0.028322770974144106,S<1,2026-07-10
2026-07-10T01:00:00+00:00,0.18626564962657047,S<1,2026-07-10
2026-07-10T02:00:00+00:00,0.3754656640293824,S<1,2026-07-10
2026-07-10T03:00:00+00:00,0.5314986362634967,S<1,2026-07-10
2026-07-10T04:00:00+00:00,0.7687920884635425,S<1,2026-07-10
2026-07-10T05:00:00+00:00,0.8556514913122376,S<1,2026-07-10
2026-07-10T06:00:00+00:00,0.6898496145011791,S<1,2026-07-10
2026-07-10T07:00:00+00:00,0.610616155444373,S<1,2026-07-10
2026-07-10T08:00:00+00:00,0.5906582961635487,S<1,2026-07-10
2026-07-10T09:00:00+00:00,0.544709040347108,S<1,2026-07-10
2026-07-10T10:00:00+00:00,0.4567540438855945,S<1,2026-07-10
2026-07-10T11:00:00+00:00,0.4700816947841712,S<1,2026-07-10
2026-07-10T12:00:00+00:00,0.5638653691061007,S<1,2026-07-10
2026-07-10T13:00:00+00:00,0.6184341175401831,S<1,2026-07-10
2026-07-10T14:00:00+00:00,0.6392828155915361,S<1,2026-07-10
2026-07-10T15:00:00+00:00,0.6684862102988687,S<1,2026-07-10
2026-07-10T16:00:00+00:00,0.712208904619198,S<1,2026-07-10
2026-07-10T17:00:00+00:00,0.8529424022140044,S<1,2026-07-10
2026-07-10T18:00:00+00:00,0.9681450378337522,S<1,2026-07-10
2026-07-10T19:00:00+00:00,1.0677477836197067,1<=S<2,2026-07-10
2026-07-10T20:00:00+00:00,1.2321557256227913,1<=S<2,2026-07-10
2026-07-10T21:00:00+00:00,1.4124266240745393,1<=S<2,2026-07-10
2026-07-10T22:00:00+00:00,1.540335178013553,1<=S<2,2026-07-10
2026-07-10T23:00:00+00:00,1.706412594188548,1<=S<2,2026-07-10
2026-07-11T00:00:00+00:00,1.9060439259368995,1<=S<2,2026-07-11
2026-07-11T01:00:00+00:00,2.121658670375029,2<=S<3,2026-07-11
2026-07-11T02:00:00+00:00,2.2818514780418275,2<=S<3,2026-07-11
2026-07-11T03:00:00+00:00,2.1407869093518563,2<=S<3,2026-07-11
2026-07-11T04:00:00+00:00,1.9060439259368995,1<=S<2,2026-07-11
2026-07-11T05:00:00+00:00,1.8078553678664986,1<=S<2,2026-07-11
2026-07-11T06:00:00+00:00,1.7806049718426338,1<=S<2,2026-07-11
2026-07-11T07:00:00+00:00,1.6935570662274875,1<=S<2,2026-07-11
2026-07-11T08:00:00+00:00,1.485431699524498,1<=S<2,2026-07-11
2026-07-11T09:00:00+00:00,1.3177738830305905,1<=S<2,2026-07-11
2026-07-11T10:00:00+00:00,1.2092496587669197,1<=S<2,2026-07-11
2026-07-11T11:00:00+00:00,1.1218974125670185,1<=S<2,2026-07-11
2026-07-11T12:00:00+00:00,1.096422697641748,1<=S<2,2026-07-11
2026-07-11T13:00:00+00:00,1.0907071056456854,1<=S<2,2026-07-11
2026-07-11T14:00:00+00:00,1.0855173405318221,1<=S<2,2026-07-11
2026-07-11T15:00:00+00:00,1.0855173405318221,1<=S<2,2026-07-11
2026-07-11T16:00:00+00:00,1.0855173405318221,1<=S<2,2026-07-11
2026-07-11T17:00:00+00:00,1.0855173405318221,1<=S<2,2026-07-11
2026-07-11T18:00:00+00:00,1.0855173405318221,1<=S<2,2026-07-11
2026-07-11T19:00:00+00:00,1.0814095549345766,1<=S<2,2026-07-11
2026-07-11T20:00:00+00:00,0.7699291508927737,S<1,2026-07-11
2026-07-11T21:00:00+00:00,0.7699291508927737,S<1,2026-07-11
2026-07-11T22:00:00+00:00,0.7441581633203187,S<1,2026-07-11
2026-07-11T23:00:00+00:00,0.7074556122480277,S<1,2026-07-11
2026-07-12T00:00:00+00:00,0.6900124535784106,S<1,2026-07-12
2026-07-12T01:00:00+00:00,0.6597547697067719,S<1,2026-07-12
2026-07-12T02:00:00+00:00,0.6329434604407185,S<1,2026-07-12
2026-07-12T03:00:00+00:00,0.46462319087076404,S<1,2026-07-12
2026-07-12T04:00:00+00:00,0.25917930345868906,S<1,2026-07-12
2026-07-12T05:00:00+00:00,0.08678988960224607,S<1,2026-07-12
2026-07-12T06:00:00+00:00,0.12774927957324667,S<1,2026-07-12
2026-07-12T07:00:00+00:00,0.25758578371164853,S<1,2026-07-12
2026-07-12T08:00:00+00:00,0.3609048429884202,S<1,2026-07-12
2026-07-12T09:00:00+00:00,0.44596636193401623,S<1,2026-07-12
2026-07-12T10:00:00+00:00,0.5033904517975127,S<1,2026-07-12
2026-07-12T11:00:00+00:00,0.5241567005561961,S<1,2026-07-12
2026-07-12T12:00:00+00:00,0.5353468808475419,S<1,2026-07-12
2026-07-12T13:00:00+00:00,0.5448136329634319,S<1,2026-07-12
2026-07-12T14:00:00+00:00,0.5446693245688266,S<1,2026-07-12
2026-07-12T15:00:00+00:00,0.5972758505530203,S<1,2026-07-12
2026-07-12T16:00:00+00:00,0.6701530366332957,S<1,2026-07-12
2026-07-12T17:00:00+00:00,0.697699635254243,S<1,2026-07-12
2026-07-12T18:00:00+00:00,0.7314635708725271,S<1,2026-07-12
2026-07-12T19:00:00+00:00,0.7218949064350181,S<1,2026-07-12
2026-07-12T20:00:00+00:00,0.6734850206267152,S<1,2026-07-12
2026-07-12T21:00:00+00:00,0.6292131891232458,S<1,2026-07-12
2026-07-12T22:00:00+00:00,0.5961779941971965,S<1,2026-07-12
2026-07-12T23:00:00+00:00,0.5253914572236003,S<1,2026-07-12
2026-07-13T00:00:00+00:00,0.4461723582035609,S<1,2026-07-13
2026-07-13T01:00:00+00:00,0.2877498891428509,S<1,2026-07-13
2026-07-13T02:00:00+00:00,0.1355764286121908,S<1,2026-07-13
2026-07-13T03:00:00+00:00,0.05515426440016082,S<1,2026-07-13
2026-07-13T04:00:00+00:00,0.10927222938480811,S<1,2026-07-13
2026-07-13T05:00:00+00:00,0.2683302793488697,S<1,2026-07-13
2026-07-13T06:00:00+00:00,0.4026686248056533,S<1,2026-07-13
2026-07-13T07:00:00+00:00,0.4643541959608738,S<1,2026-07-13
2026-07-13T08:00:00+00:00,0.5132631586626438,S<1,2026-07-13
2026-07-13T09:00:00+00:00,0.5720318561894756,S<1,2026-07-13
2026-07-13T10:00:00+00:00,0.5966494201776332,S<1,2026-07-13
2026-07-13T11:00:00+00:00,0.6368879431448917,S<1,2026-07-13
2026-07-13T12:00:00+00:00,0.6307644188819392,S<1,2026-07-13
2026-07-13T13:00:00+00:00,0.5668789667230543,S<1,2026-07-13
2026-07-13T14:00:00+00:00,0.5170140630568297,S<1,2026-07-13
2026-07-13T15:00:00+00:00,0.47129097622036487,S<1,2026-07-13
2026-07-13T16:00:00+00:00,0.42337917995825597,S<1,2026-07-13
2026-07-13T17:00:00+00:00,0.3812733024134167,S<1,2026-07-13
2026-07-13T18:00:00+00:00,0.3273276887694683,S<1,2026-07-13
2026-07-13T19:00:00+00:00,0.29879189069545264,S<1,2026-07-13
2026-07-13T20:00:00+00:00,0.2948684783646063,S<1,2026-07-13
2026-07-13T21:00:00+00:00,0.2585057916154744,S<1,2026-07-13
2026-07-13T22:00:00+00:00,0.16183575577173784,S<1,2026-07-13
2026-07-13T23:00:00+00:00,0.09779929218094548,S<1,2026-07-13
2026-07-14T00:00:00+00:00,0.06771981678289891,S<1,2026-07-14
2026-07-14T01:00:00+00:00,0.06385561474706242,S<1,2026-07-14
2026-07-14T02:00:00+00:00,0.26762718252659623,S<1,2026-07-14
2026-07-14T03:00:00+00:00,0.3715765777318306,S<1,2026-07-14
2026-07-14T04:00:00+00:00,0.4071981206893814,S<1,2026-07-14
2026-07-14T05:00:00+00:00,0.39735608779094306,S<1,2026-07-14
2026-07-14T06:00:00+00:00,0.3234460055325138,S<1,2026-07-14
2026-07-14T07:00:00+00:00,0.25977544868577246,S<1,2026-07-14
2026-07-14T08:00:00+00:00,0.20145838378796377,S<1,2026-07-14
2026-07-14T09:00:00+00:00,0.13541264918534357,S<1,2026-07-14
2026-07-14T10:00:00+00:00,0.0826552451270256,S<1,2026-07-14
2026-07-14T11:00:00+00:00,0.03453905143412015,S<1,2026-07-14
2026-07-14T12:00:00+00:00,0.07204123533117923,S<1,2026-07-14
2026-07-14T13:00:00+00:00,0.0848954462352507,S<1,2026-07-14
2026-07-14T14:00:00+00:00,0.14297508005443404,S<1,2026-07-14
2026-07-14T15:00:00+00:00,0.21664347701615622,S<1,2026-07-14
2026-07-14T16:00:00+00:00,0.2815511704718504,S<1,2026-07-14
2026-07-14T17:00:00+00:00,0.3521518255949372,S<1,2026-07-14
2026-07-14T18:00:00+00:00,0.40366292290398964,S<1,2026-07-14
2026-07-14T19:00:00+00:00,0.44049524950049634,S<1,2026-07-14
2026-07-14T20:00:00+00:00,0.5005566905488458,S<1,2026-07-14
2026-07-14T21:00:00+00:00,0.5940442984824332,S<1,2026-07-14
2026-07-14T22:00:00+00:00,0.6702324852219861,S<1,2026-07-14
2026-07-14T23:00:00+00:00,0.7940095438529697,S<1,2026-07-14
2026-07-15T00:00:00+00:00,0.9257973724257302,S<1,2026-07-15
2026-07-15T01:00:00+00:00,1.0413948074320103,1<=S<2,2026-07-15
2026-07-15T02:00:00+00:00,1.215340183654246,1<=S<2,2026-07-15
2026-07-15T03:00:00+00:00,1.3158645579806934,1<=S<2,2026-07-15
2026-07-15T04:00:00+00:00,1.2618994494025353,1<=S<2,2026-07-15
2026-07-15T05:00:00+00:00,1.1695543553091614,1<=S<2,2026-07-15
2026-07-15T06:00:00+00:00,0.9696692218564199,S<1,2026-07-15
2026-07-15T07:00:00+00:00,0.7645948958964479,S<1,2026-07-15
2026-07-15T08:00:00+00:00,0.6116737658380679,S<1,2026-07-15
2026-07-15T09:00:00+00:00,0.5628481649150806,S<1,2026-07-15
2026-07-15T10:00:00+00:00,0.5253571353690856,S<1,2026-07-15
2026-07-15T11:00:00+00:00,0.4955801619985323,S<1,2026-07-15
2026-07-15T12:00:00+00:00,0.4965428407346525,S<1,2026-07-15
2026-07-15T13:00:00+00:00,0.5411603204546221,S<1,2026-07-15
2026-07-15T14:00:00+00:00,0.6121484158329213,S<1,2026-07-15
2026-07-15T15:00:00+00:00,0.7144494101545472,S<1,2026-07-15
2026-07-15T16:00:00+00:00,0.8174899660892064,S<1,2026-07-15
2026-07-15T17:00:00+00:00,0.9346985999912956,S<1,2026-07-15
2026-07-15T18:00:00+00:00,1.0613587742116577,1<=S<2,2026-07-15
2026-07-15T19:00:00+00:00,1.1401100803973114,1<=S<2,2026-07-15
2026-07-15T20:00:00+00:00,1.139054856875681,1<=S<2,2026-07-15
2026-07-15T21:00:00+00:00,1.0993372589874773,1<=S<2,2026-07-15
2026-07-15T22:00:00+00:00,1.1054357674217647,1<=S<2,2026-07-15
2026-07-15T23:00:00+00:00,1.1672677041445647,1<=S<2,2026-07-15
2026-07-16T00:00:00+00:00,1.175520792540902,1<=S<2,2026-07-16
2026-07-16T01:00:00+00:00,1.1599738316768242,1<=S<2,2026-07-16
2026-07-16T02:00:00+00:00,1.1207001830417527,1<=S<2,2026-07-16
2026-07-16T03:00:00+00:00,1.0945496766247957,1<=S<2,2026-07-16
