panel,kind,condition,new,baseline,origin,new_nmae,baseline_nmae,absolute_error_benefit
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,22521,0.1735431895202129,0.17272442011136105,-0.0008187694088518235
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,22606,0.4742559182774314,0.47295994852094425,-0.0012959697564871157
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,22697,0.5407869825283211,0.5379669294854996,-0.0028200530428215175
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,22760,0.6738828909116434,0.6771429449951248,0.0032600540834815473
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,22854,0.18997772268147128,0.19007262757714677,9.490489567546591e-05
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,22942,0.20118215025483682,0.2019417236736762,0.0007595734188393668
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23011,0.1908050935231051,0.1899907623631593,-0.0008143311599458124
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23104,0.19421187669810536,0.197535647898749,0.00332377120064367
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23174,0.14866967404383083,0.1474190447117365,-0.0012506293320943395
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23238,0.25653068146065366,0.2580378783147534,0.0015071968540997273
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23341,0.23182071035493965,0.2287642906206974,-0.003056419734242243
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23415,0.34639919817185316,0.3409755341545675,-0.005423664017285642
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23508,0.2390357325547319,0.2377781588700811,-0.0012575736846507967
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23584,0.22279232198253976,0.21947786850440268,-0.003314453478137074
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23651,0.23200698017753635,0.23307209238997584,0.0010651122124394515
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23742,0.2062292036651558,0.2093372357981981,0.0031080321330422857
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23810,0.18021205852974562,0.18074262844579497,0.0005305699160493629
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23897,0.1529049709908686,0.15147758509508652,-0.0014273858957820646
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,23988,0.17594371808887757,0.17339264082644745,-0.0025510772624301147
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24058,0.13463758793716568,0.1334609658839883,-0.0011766220531773913
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24167,0.15524728853119307,0.15379873038116815,-0.0014485581500249143
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24234,0.11626550585295245,0.1177188394668239,0.0014533336138714513
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24310,0.1296296028348395,0.12843932965531965,-0.0011902731795198481
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24391,0.1424200874976452,0.14474524271556027,0.002325155217915081
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24471,0.16746894809127003,0.1697419567809511,0.002273008689681089
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24549,0.12160617649804556,0.1247065567286742,0.0031003802306286367
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24635,0.19037034978380538,0.1881251549714031,-0.00224519481240226
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24705,0.19739451442770833,0.196876619740803,-0.0005178946869053421
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24810,0.1464497292051341,0.14756569919718052,0.0011159699920463857
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24884,0.1388956448370854,0.1413743255611869,0.0024786807241014793
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,24953,0.14866665558741748,0.1519781108545142,0.0033114552670967332
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25040,0.17594358291346673,0.1773111925732465,0.0013676096597798
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25105,0.16052573242699236,0.1617990573295192,0.0012733249025268694
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25183,0.16370173572452973,0.16573728613580252,0.0020355504112727525
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25286,0.15808513021820042,0.15411049110194644,-0.0039746391162540015
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25354,0.13302739762762306,0.13341313106627556,0.00038573343865246166
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25445,0.10674566544588235,0.10843658281868991,0.0016909173728075614
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25532,0.1369412044687648,0.13882119108860086,0.001879986619836062
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25602,0.14751736179306696,0.1466400574598188,-0.0008773043332481398
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25700,0.20608677844780204,0.20870339631991133,0.0026166178721093074
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25770,0.15247357047662666,0.15274429896354524,0.00027072848691859705
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25832,0.171916184971322,0.17607915234012061,0.004162967368798604
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25928,0.13372579327415834,0.1363197267950762,0.0025939335209178463
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,25998,0.21205794384248944,0.2154237182600267,0.003365774417537262
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,26103,0.2962149823459558,0.29521787825707246,-0.0009971040888832744
electricity,shape,PAIRED_SHIFT8_D32,C3,POS_ONLY,26221,0.17418885799548858,0.17395814992662267,-0.00023070806886588873
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21068,0.20098123818463992,0.2017677563427372,0.000786518158097283
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21147,0.147243405503807,0.1470511935200127,-0.00019221198379429545
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21216,0.27337026184432345,0.27384118601953333,0.00047092417520988496
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21303,0.43799519756933497,0.438271067865149,0.0002758702958141042
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21402,0.17677553774631913,0.17723393248647085,0.00045839474015170164
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21470,0.20151385888429066,0.20134092995413533,-0.00017292893015531316
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21573,0.24047628915258729,0.24001153673762765,-0.0004647524149596666
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21630,0.16058255724407386,0.1604828670984321,-9.969014564175423e-05
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21700,0.14558172062757757,0.14531265069705923,-0.0002690699305183254
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21793,0.14343714040291575,0.14245374973389707,-0.0009833906690186727
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21876,0.18544553880682405,0.18529297126143374,-0.00015256754539028257
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,21941,0.16453079730950568,0.1639510743192933,-0.0005797229902123856
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22043,0.2645986239159957,0.26403376214510843,-0.0005648617708872818
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22115,0.32713985082912045,0.32633931554054496,-0.0008005352885754827
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22215,0.18904806817555148,0.1881993580954348,-0.0008487100801166728
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22285,0.17653829493986212,0.17685016250832325,0.00031186756846111104
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22360,0.18271417655145145,0.18237501348677232,-0.0003391630646791431
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22443,0.14842085293444915,0.14828064540092495,-0.0001402075335242164
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22521,0.1735431895202129,0.17211577238347414,-0.0014274171367387387
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22606,0.4742559182774314,0.47319503698913506,-0.001060881288296317
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22697,0.5407869825283211,0.5416698662055383,0.0008828836772170655
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22760,0.6738828909116434,0.6729859365210694,-0.0008969543905740112
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22854,0.18997772268147128,0.1902595678456731,0.00028184516420180425
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,22942,0.20118215025483682,0.20161215727547988,0.00043000702064307367
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23011,0.1908050935231051,0.19061385642215692,-0.00019123710094818246
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23104,0.19421187669810536,0.19396865266146604,-0.0002432240366393077
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23174,0.14866967404383083,0.14904072058171416,0.00037104653788331415
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23238,0.25653068146065366,0.2564232745088517,-0.00010740695180193934
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23341,0.23182071035493965,0.23177855606857684,-4.215428636277635e-05
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23415,0.34639919817185316,0.3476657473585393,0.0012665491866860803
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23508,0.2390357325547319,0.23920409152769764,0.00016835897296575784
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23584,0.22279232198253976,0.22287284833575935,8.052635321960204e-05
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23651,0.23200698017753635,0.2322998315099623,0.00029285133242594637
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23742,0.2062292036651558,0.20573736031104053,-0.0004918433541153044
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23810,0.18021205852974562,0.17969221839597377,-0.0005198401337718492
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23897,0.1529049709908686,0.15352321953365922,0.0006182485427906189
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,23988,0.17594371808887757,0.17413966823341556,-0.001804049855462008
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24058,0.13463758793716568,0.13498417827864498,0.00034659034147930265
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24167,0.15524728853119307,0.15567573281424707,0.00042844428305395966
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24234,0.11626550585295245,0.11613378190508966,-0.00013172394786278765
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24310,0.1296296028348395,0.12965669350327144,2.709066843191877e-05
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24391,0.1424200874976452,0.142205123781599,-0.0002149637160461862
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24471,0.16746894809127003,0.1674651733706155,-3.774720654544511e-06
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24549,0.12160617649804556,0.12113467654897642,-0.000471499949069136
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24635,0.19037034978380538,0.1906500199138833,0.0002796701300779147
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24705,0.19739451442770833,0.19812928737396712,0.0007347729462587604
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24810,0.1464497292051341,0.1463771490916404,-7.258011349374482e-05
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24884,0.1388956448370854,0.13867504718224508,-0.0002205976548403446
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,24953,0.14866665558741748,0.14880248138666952,0.00013582579925204346
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25040,0.17594358291346673,0.17436244394773653,-0.0015811389657301817
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25105,0.16052573242699236,0.15985854420128015,-0.0006671882257121993
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25183,0.16370173572452973,0.1633317760404966,-0.0003699596840331613
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25286,0.15808513021820042,0.1584918717515973,0.00040674153339683404
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25354,0.13302739762762306,0.13323304434496516,0.00020564671734208968
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25445,0.10674566544588235,0.10648436276624407,-0.00026130267963827766
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25532,0.1369412044687648,0.13695611786219475,1.4913393429932809e-05
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25602,0.14751736179306696,0.14737255530356375,-0.00014480648950320222
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25700,0.20608677844780204,0.20591018412574996,-0.0001765943220520677
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25770,0.15247357047662666,0.15315663053672024,0.0006830600600935791
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25832,0.171916184971322,0.17217404841939293,0.00025786344807095674
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25928,0.13372579327415834,0.13299929959406082,-0.000726493680097545
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,25998,0.21205794384248944,0.21092725647730898,-0.0011306873651804458
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,26103,0.2962149823459558,0.29675414500670017,0.000539162660744389
electricity,shape,PAIRED_SHIFT8_D32,C3,MAG_ONLY,26221,0.17418885799548858,0.17415632009131443,-3.253790417414269e-05
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21068,0.20098123818463992,0.1992533152346997,-0.001727922949940224
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21147,0.147243405503807,0.1493487257194835,0.002105320215676486
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21216,0.27337026184432345,0.2768933645529363,0.0035231027086128283
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21303,0.43799519756933497,0.4413271771198518,0.003331979550516905
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21402,0.17677553774631913,0.18251761328248742,0.005742075536168274
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21470,0.20151385888429066,0.19928847788288057,-0.00222538100141009
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21573,0.24047628915258729,0.24397062109156764,0.003494331938980324
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21630,0.16058255724407386,0.15396056154207274,-0.006621995702001108
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21700,0.14558172062757757,0.15355189266873104,0.007970172041153455
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21793,0.14343714040291575,0.1436618180342808,0.00022467763136506738
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21876,0.18544553880682405,0.18657192705476605,0.0011263882479420166
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,21941,0.16453079730950568,0.17682454654093893,0.01229374923143324
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22043,0.2645986239159957,0.2762991473846102,0.011700523468614527
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22115,0.32713985082912045,0.3333830329563823,0.006243182127261807
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22215,0.18904806817555148,0.19785919621566272,0.008811128040111272
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22285,0.17653829493986212,0.1682827098254549,-0.008255585114407209
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22360,0.18271417655145145,0.19714449745656829,0.014430320905116832
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22443,0.14842085293444915,0.1463518592591748,-0.002068993675274356
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22521,0.1735431895202129,0.17844034295259917,0.004897153432386285
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22606,0.4742559182774314,0.46659619306843203,-0.007659725208999344
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22697,0.5407869825283211,0.5423080153347546,0.0015210328064333449
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22760,0.6738828909116434,0.6775100323019909,0.003627141390347487
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22854,0.18997772268147128,0.19252829862603893,0.002550575944567618
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,22942,0.20118215025483682,0.19248331656028417,-0.00869883369455264
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23011,0.1908050935231051,0.20155500749925886,0.010749913976153758
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23104,0.19421187669810536,0.20190459681090417,0.007692720112798826
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23174,0.14866967404383083,0.15338748278365702,0.004717808739826185
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23238,0.25653068146065366,0.26160317090190044,0.005072489441246777
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23341,0.23182071035493965,0.2311839420628787,-0.0006367682920609217
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23415,0.34639919817185316,0.35637316737285235,0.009973969200999173
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23508,0.2390357325547319,0.24253588309992663,0.0035001505451947587
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23584,0.22279232198253976,0.22643461272160945,0.0036422907390696916
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23651,0.23200698017753635,0.23354241485718452,0.001535434679648142
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23742,0.2062292036651558,0.20664627650606268,0.00041707284090687895
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23810,0.18021205852974562,0.18658017527313073,0.006368116743385103
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23897,0.1529049709908686,0.16273055174997245,0.009825580759103853
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,23988,0.17594371808887757,0.18120651386723888,0.005262795778361299
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24058,0.13463758793716568,0.1385315759541902,0.0038939880170245143
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24167,0.15524728853119307,0.15306014457133177,-0.002187143959861332
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24234,0.11626550585295245,0.1201846769376563,0.003919171084703843
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24310,0.1296296028348395,0.12867523924947052,-0.0009543635853690091
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24391,0.1424200874976452,0.14827460537681492,0.005854517879169704
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24471,0.16746894809127003,0.17022696068827603,0.0027580125970059974
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24549,0.12160617649804556,0.12955627606124845,0.007950099563202893
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24635,0.19037034978380538,0.18728279798687997,-0.0030875517969254137
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24705,0.19739451442770833,0.1913372187348967,-0.006057295692811648
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24810,0.1464497292051341,0.14072929568357295,-0.005720433521561169
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24884,0.1388956448370854,0.14306495456007334,0.004169309722987926
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,24953,0.14866665558741748,0.15328833242554996,0.004621676838132501
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25040,0.17594358291346673,0.18497134541219848,0.00902776249873176
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25105,0.16052573242699236,0.16426754379249414,0.0037418113655017997
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25183,0.16370173572452973,0.1663038161281477,0.0026020804036179486
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25286,0.15808513021820042,0.16591552330728704,0.007830393089086615
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25354,0.13302739762762306,0.13424943684512608,0.0012220392175030272
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25445,0.10674566544588235,0.10423501331819784,-0.002510652127684495
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25532,0.1369412044687648,0.14086298077463666,0.003921776305871834
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25602,0.14751736179306696,0.15156844813167247,0.004051086338605537
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25700,0.20608677844780204,0.2162661348693085,0.01017935642150649
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25770,0.15247357047662666,0.16342629977339077,0.010952729296764099
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25832,0.171916184971322,0.16037495146927247,-0.011541233502049528
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25928,0.13372579327415834,0.1344267714077243,0.0007009781335659687
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,25998,0.21205794384248944,0.2008413084641148,-0.011216635378374626
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,26103,0.2962149823459558,0.2954592320856939,-0.0007557502602618532
electricity,shape,PAIRED_SHIFT8_D32,C3,OUTPUT_CONTEXT,26221,0.17418885799548858,0.1786846408423216,0.004495782846833021
electricity,shape,PULSE8_D32,C3,POS_ONLY,21068,3.165771995524919,3.148572190128971,-0.01719980539594737
electricity,shape,PULSE8_D32,C3,POS_ONLY,21147,3.0151841961032027,3.0053014520139296,-0.009882744089273643
electricity,shape,PULSE8_D32,C3,POS_ONLY,21216,2.910412028852534,2.8977535922390065,-0.012658436613527557
electricity,shape,PULSE8_D32,C3,POS_ONLY,21303,2.8678281964225185,2.850221067099029,-0.017607129323489096
electricity,shape,PULSE8_D32,C3,POS_ONLY,21402,2.784414523575957,2.7723351486009067,-0.012079374975050183
electricity,shape,PULSE8_D32,C3,POS_ONLY,21470,2.884631177563138,2.8713581906490067,-0.01327298691413184
electricity,shape,PULSE8_D32,C3,POS_ONLY,21573,3.0672109507816243,3.0527362412072088,-0.01447470957441549
electricity,shape,PULSE8_D32,C3,POS_ONLY,21630,3.0919336951268273,3.0787513272029337,-0.013182367923893462
electricity,shape,PULSE8_D32,C3,POS_ONLY,21700,2.819340881495483,2.809818621895683,-0.009522259599799854
electricity,shape,PULSE8_D32,C3,POS_ONLY,21793,3.0030134897684544,2.99338592279617,-0.009627566972284285
electricity,shape,PULSE8_D32,C3,POS_ONLY,21876,2.9785096646228926,2.9673012292073566,-0.011208435415535706
electricity,shape,PULSE8_D32,C3,POS_ONLY,21941,2.919351231030215,2.907148655238909,-0.012202575791305986
electricity,shape,PULSE8_D32,C3,POS_ONLY,22043,2.7063435856529687,2.6948332182367656,-0.011510367416202955
electricity,shape,PULSE8_D32,C3,POS_ONLY,22115,2.8247670570770076,2.8150456172145306,-0.009721439862477421
electricity,shape,PULSE8_D32,C3,POS_ONLY,22215,2.967026171435923,2.9547207036812964,-0.012305467754626154
electricity,shape,PULSE8_D32,C3,POS_ONLY,22285,3.129116965074952,3.1189031532313294,-0.01021381184362291
electricity,shape,PULSE8_D32,C3,POS_ONLY,22360,3.1803907846342048,3.164766183694516,-0.015624600939688982
