stage,config,episode,panel,model,n_origins,n_forecast_points,alpha,status,mae_K,rmse_K,p90_abs_K
TRAIN_FORWARD,ZONE_120M,3,ALL,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.25545361387574217,0.38276427210237485,0.7343430978058052
TRAIN_FORWARD,ZONE_120M,3,ALL,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.3501734646996026,0.542797019987012,0.7954428962437822
TRAIN_FORWARD,ZONE_120M,3,ALL,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.37642290032205494,0.5415882893001311,0.9571495318026679
TRAIN_FORWARD,ZONE_120M,3,ALL,HISTORY_LAGS_PLAN_TUNED,20,480,1.0,OBSERVED,0.7148996685664024,0.8676689817884319,1.515688984245378
TRAIN_FORWARD,ZONE_120M,3,ALL,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.7148996685664024,0.8676689817884319,1.515688984245378
TRAIN_FORWARD,ZONE_120M,3,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,20,480,,OBSERVED,0.3643764475715681,0.5429515543207634,0.9596519645105843
TRAIN_FORWARD,ZONE_120M,3,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,20,480,1.0,OBSERVED,0.25545361387574217,0.38276427210237485,0.7343430978058052
TRAIN_FORWARD,ZONE_120M,3,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.25545361387574217,0.38276427210237485,0.7343430978058052
TRAIN_FORWARD,ZONE_120M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.3501734646996026,0.542797019987012,0.7954428962437822
TRAIN_FORWARD,ZONE_120M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.37642290032205494,0.5415882893001311,0.9571495318026679
TRAIN_FORWARD,ZONE_120M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,20,480,1.0,OBSERVED,0.7148996685664024,0.8676689817884319,1.515688984245378
TRAIN_FORWARD,ZONE_120M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.7148996685664024,0.8676689817884319,1.515688984245378
TRAIN_FORWARD,ZONE_120M,3,RECENT_PAST_CHANGE,PERSISTENCE,13,312,,OBSERVED,0.37098449003764755,0.5815601866158332,1.0929125289559467
TRAIN_FORWARD,ZONE_120M,3,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,13,312,1.0,OBSERVED,0.2601835896410141,0.40103220737986706,0.7833467371993212
TRAIN_FORWARD,ZONE_120M,3,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,13,312,1.0,OBSERVED,0.2601835896410141,0.40103220737986706,0.7833467371993212
TRAIN_FORWARD,ZONE_120M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,13,312,0.1,OBSERVED,0.38298926477430867,0.5944261756191349,0.9283601656487817
TRAIN_FORWARD,ZONE_120M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,13,312,1.0,OBSERVED,0.38875323213507057,0.5792244340526403,1.060865032819494
TRAIN_FORWARD,ZONE_120M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,13,312,1.0,OBSERVED,0.8117880366822937,0.9486662290126227,1.5629645920529416
TRAIN_FORWARD,ZONE_120M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,13,312,1.0,OBSERVED,0.8117880366822937,0.9486662290126227,1.5629645920529416
TRAIN_FORWARD,ZONE_120M,3,CHANGE_IN_PLAN,PERSISTENCE,18,432,,OBSERVED,0.33553490437326833,0.5198524192372272,0.8972018840711375
TRAIN_FORWARD,ZONE_120M,3,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,18,432,1.0,OBSERVED,0.2809715917301233,0.40327590275251723,0.7566167060593332
TRAIN_FORWARD,ZONE_120M,3,CHANGE_IN_PLAN,CURRENT_PLAN_A1,18,432,1.0,OBSERVED,0.2809715917301233,0.40327590275251723,0.7566167060593332
TRAIN_FORWARD,ZONE_120M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,18,432,0.1,OBSERVED,0.36560486582808777,0.5650341305786745,0.8915576864598233
TRAIN_FORWARD,ZONE_120M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,18,432,1.0,OBSERVED,0.39664577374518223,0.5661408891357956,1.0211097836903447
TRAIN_FORWARD,ZONE_120M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,18,432,1.0,OBSERVED,0.7132925911357162,0.8761414673155044,1.545137749846083
TRAIN_FORWARD,ZONE_120M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,18,432,1.0,OBSERVED,0.7132925911357162,0.8761414673155044,1.545137749846083
TRAIN_FORWARD,ZONE_120M,3,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,0,0,,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,3,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,3,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,0,0,0.1,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,3,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,20,480,,OBSERVED,0.3643764475715681,0.5429515543207634,0.9596519645105843
TRAIN_FORWARD,ZONE_120M,3,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,20,480,1.0,OBSERVED,0.25545361387574217,0.38276427210237485,0.7343430978058052
TRAIN_FORWARD,ZONE_120M,3,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.25545361387574217,0.38276427210237485,0.7343430978058052
TRAIN_FORWARD,ZONE_120M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.3501734646996026,0.542797019987012,0.7954428962437822
TRAIN_FORWARD,ZONE_120M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.37642290032205494,0.5415882893001311,0.9571495318026679
TRAIN_FORWARD,ZONE_120M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,20,480,1.0,OBSERVED,0.7148996685664024,0.8676689817884319,1.515688984245378
TRAIN_FORWARD,ZONE_120M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.7148996685664024,0.8676689817884319,1.515688984245378
TRAIN_FORWARD,ZONE_120M,4,ALL,PERSISTENCE,20,480,,OBSERVED,0.2834105380967582,0.37655331550555005,0.6875030779598887
TRAIN_FORWARD,ZONE_120M,4,ALL,CURRENT_PLAN_TUNED,20,480,1.0,OBSERVED,0.16515836564636502,0.22908654925859917,0.4128138911055828
TRAIN_FORWARD,ZONE_120M,4,ALL,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.16515836564636502,0.22908654925859917,0.4128138911055828
TRAIN_FORWARD,ZONE_120M,4,ALL,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.13368463068184297,0.2041241311940517,0.3338085756848558
TRAIN_FORWARD,ZONE_120M,4,ALL,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.12743759367555682,0.17730707828291986,0.2979260427437453
TRAIN_FORWARD,ZONE_120M,4,ALL,HISTORY_LAGS_PLAN_TUNED,20,480,0.01,OBSERVED,0.3030956400871599,0.4506777532227101,0.8119786948307254
TRAIN_FORWARD,ZONE_120M,4,ALL,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.2126277410883675,0.25532621673406386,0.40343816332069765
TRAIN_FORWARD,ZONE_120M,4,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,20,480,,OBSERVED,0.2834105380967582,0.37655331550555005,0.6875030779598887
TRAIN_FORWARD,ZONE_120M,4,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,20,480,1.0,OBSERVED,0.16515836564636502,0.22908654925859917,0.4128138911055828
TRAIN_FORWARD,ZONE_120M,4,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.16515836564636502,0.22908654925859917,0.4128138911055828
TRAIN_FORWARD,ZONE_120M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.13368463068184297,0.2041241311940517,0.3338085756848558
TRAIN_FORWARD,ZONE_120M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.12743759367555682,0.17730707828291986,0.2979260427437453
TRAIN_FORWARD,ZONE_120M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,20,480,0.01,OBSERVED,0.3030956400871599,0.4506777532227101,0.8119786948307254
TRAIN_FORWARD,ZONE_120M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.2126277410883675,0.25532621673406386,0.40343816332069765
TRAIN_FORWARD,ZONE_120M,4,RECENT_PAST_CHANGE,PERSISTENCE,11,264,,OBSERVED,0.34212272301896157,0.42123599964365893,0.7369850041568897
TRAIN_FORWARD,ZONE_120M,4,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,11,264,1.0,OBSERVED,0.14211432558043216,0.2100764927146412,0.39206157567196
TRAIN_FORWARD,ZONE_120M,4,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,11,264,1.0,OBSERVED,0.14211432558043216,0.2100764927146412,0.39206157567196
TRAIN_FORWARD,ZONE_120M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,11,264,0.1,OBSERVED,0.180704164726329,0.25693313105333215,0.42772875903637575
TRAIN_FORWARD,ZONE_120M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,11,264,1.0,OBSERVED,0.15568481073737306,0.20803316825827897,0.3751998675660446
TRAIN_FORWARD,ZONE_120M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,11,264,0.01,OBSERVED,0.2612828693532531,0.3802560885923198,0.6935539377744477
TRAIN_FORWARD,ZONE_120M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,11,264,1.0,OBSERVED,0.19044776860925877,0.24276273915122362,0.40025670707788097
TRAIN_FORWARD,ZONE_120M,4,CHANGE_IN_PLAN,PERSISTENCE,16,384,,OBSERVED,0.25476965665575485,0.3436880140293615,0.6223839935227032
TRAIN_FORWARD,ZONE_120M,4,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,16,384,1.0,OBSERVED,0.17267390921753512,0.2365774354647986,0.41455864688739436
TRAIN_FORWARD,ZONE_120M,4,CHANGE_IN_PLAN,CURRENT_PLAN_A1,16,384,1.0,OBSERVED,0.17267390921753512,0.2365774354647986,0.41455864688739436
TRAIN_FORWARD,ZONE_120M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,16,384,0.1,OBSERVED,0.10619368835476835,0.15623159479514395,0.2569728454743199
TRAIN_FORWARD,ZONE_120M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,16,384,1.0,OBSERVED,0.1087537994462009,0.15116984972343225,0.25786062323983283
TRAIN_FORWARD,ZONE_120M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,16,384,0.01,OBSERVED,0.29512068682377485,0.4456448570738557,0.839562792813592
TRAIN_FORWARD,ZONE_120M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,16,384,1.0,OBSERVED,0.19726614327689015,0.24257963809789762,0.387411521987866
TRAIN_FORWARD,ZONE_120M,4,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,0,0,,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,4,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,4,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,0,0,0.1,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,0,0,0.01,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_120M,4,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,20,480,,OBSERVED,0.2834105380967582,0.37655331550555005,0.6875030779598887
TRAIN_FORWARD,ZONE_120M,4,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,20,480,1.0,OBSERVED,0.16515836564636502,0.22908654925859917,0.4128138911055828
TRAIN_FORWARD,ZONE_120M,4,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,20,480,1.0,OBSERVED,0.16515836564636502,0.22908654925859917,0.4128138911055828
TRAIN_FORWARD,ZONE_120M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,20,480,0.1,OBSERVED,0.13368463068184297,0.2041241311940517,0.3338085756848558
TRAIN_FORWARD,ZONE_120M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,20,480,1.0,OBSERVED,0.12743759367555682,0.17730707828291986,0.2979260427437453
TRAIN_FORWARD,ZONE_120M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,20,480,0.01,OBSERVED,0.3030956400871599,0.4506777532227101,0.8119786948307254
TRAIN_FORWARD,ZONE_120M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,20,480,1.0,OBSERVED,0.2126277410883675,0.25532621673406386,0.40343816332069765
TRAIN_FORWARD,ZONE_360M,2,ALL,PERSISTENCE,12,864,,OBSERVED,0.8633540421058449,1.031482907387966,1.684314192277242
TRAIN_FORWARD,ZONE_360M,2,ALL,CURRENT_PLAN_TUNED,12,864,0.01,OBSERVED,1.39579504829006,1.5848426277336412,2.304116076788444
TRAIN_FORWARD,ZONE_360M,2,ALL,CURRENT_PLAN_A1,12,864,1.0,OBSERVED,1.2494283372707056,1.4458175559929491,2.0517474872141293
TRAIN_FORWARD,ZONE_360M,2,ALL,HISTORY_SUMMARY_PLAN_TUNED,12,864,0.01,OBSERVED,1.0036014197914218,1.1448860190593328,1.6646890315712426
TRAIN_FORWARD,ZONE_360M,2,ALL,HISTORY_SUMMARY_PLAN_A1,12,864,1.0,OBSERVED,0.9428350084446746,1.1053109516565607,1.7072727829336998
TRAIN_FORWARD,ZONE_360M,2,ALL,HISTORY_LAGS_PLAN_TUNED,12,864,0.01,OBSERVED,1.083515483112272,1.279205015488986,2.035207291879846
TRAIN_FORWARD,ZONE_360M,2,ALL,HISTORY_LAGS_PLAN_A1,12,864,1.0,OBSERVED,1.0799272344382762,1.2747994687129953,2.0292831945160743
TRAIN_FORWARD,ZONE_360M,2,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,12,864,,OBSERVED,0.8633540421058449,1.031482907387966,1.684314192277242
TRAIN_FORWARD,ZONE_360M,2,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,12,864,0.01,OBSERVED,1.39579504829006,1.5848426277336412,2.304116076788444
TRAIN_FORWARD,ZONE_360M,2,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,12,864,1.0,OBSERVED,1.2494283372707056,1.4458175559929491,2.0517474872141293
TRAIN_FORWARD,ZONE_360M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,12,864,0.01,OBSERVED,1.0036014197914218,1.1448860190593328,1.6646890315712426
TRAIN_FORWARD,ZONE_360M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,12,864,1.0,OBSERVED,0.9428350084446746,1.1053109516565607,1.7072727829336998
TRAIN_FORWARD,ZONE_360M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,12,864,0.01,OBSERVED,1.083515483112272,1.279205015488986,2.035207291879846
TRAIN_FORWARD,ZONE_360M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,12,864,1.0,OBSERVED,1.0799272344382762,1.2747994687129953,2.0292831945160743
TRAIN_FORWARD,ZONE_360M,2,RECENT_PAST_CHANGE,PERSISTENCE,6,432,,OBSERVED,0.9291194507575681,1.0848548123419552,1.7274856320452394
TRAIN_FORWARD,ZONE_360M,2,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,6,432,0.01,OBSERVED,1.3163412292179644,1.5247983851209548,2.519786379976114
TRAIN_FORWARD,ZONE_360M,2,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,6,432,1.0,OBSERVED,1.166813424269592,1.404387846693556,2.0742891953414877
TRAIN_FORWARD,ZONE_360M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,6,432,0.01,OBSERVED,0.9583786694465919,1.1332494407297566,1.6905753955013836
TRAIN_FORWARD,ZONE_360M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,6,432,1.0,OBSERVED,0.9259794540952219,1.128586936026766,1.774207506655
TRAIN_FORWARD,ZONE_360M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,6,432,0.01,OBSERVED,1.0953723420210684,1.2355294174072384,1.7862374358252113
TRAIN_FORWARD,ZONE_360M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,6,432,1.0,OBSERVED,1.0920406442862276,1.2332381223547295,1.78811631290763
TRAIN_FORWARD,ZONE_360M,2,CHANGE_IN_PLAN,PERSISTENCE,12,864,,OBSERVED,0.8633540421058449,1.031482907387966,1.684314192277242
TRAIN_FORWARD,ZONE_360M,2,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,12,864,0.01,OBSERVED,1.39579504829006,1.5848426277336412,2.304116076788444
TRAIN_FORWARD,ZONE_360M,2,CHANGE_IN_PLAN,CURRENT_PLAN_A1,12,864,1.0,OBSERVED,1.2494283372707056,1.4458175559929491,2.0517474872141293
TRAIN_FORWARD,ZONE_360M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,12,864,0.01,OBSERVED,1.0036014197914218,1.1448860190593328,1.6646890315712426
TRAIN_FORWARD,ZONE_360M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,12,864,1.0,OBSERVED,0.9428350084446746,1.1053109516565607,1.7072727829336998
TRAIN_FORWARD,ZONE_360M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,12,864,0.01,OBSERVED,1.083515483112272,1.279205015488986,2.035207291879846
TRAIN_FORWARD,ZONE_360M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,12,864,1.0,OBSERVED,1.0799272344382762,1.2747994687129953,2.0292831945160743
TRAIN_FORWARD,ZONE_360M,2,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,0,0,,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_360M,2,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,0,0,0.01,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_360M,2,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_360M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,0,0,0.01,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_360M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_360M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,0,0,0.01,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_360M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,0,0,1.0,NO_PANEL_SUPPORT,,,
TRAIN_FORWARD,ZONE_360M,2,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,12,864,,OBSERVED,0.8633540421058449,1.031482907387966,1.684314192277242
TRAIN_FORWARD,ZONE_360M,2,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,12,864,0.01,OBSERVED,1.39579504829006,1.5848426277336412,2.304116076788444
TRAIN_FORWARD,ZONE_360M,2,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,12,864,1.0,OBSERVED,1.2494283372707056,1.4458175559929491,2.0517474872141293
TRAIN_FORWARD,ZONE_360M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,12,864,0.01,OBSERVED,1.0036014197914218,1.1448860190593328,1.6646890315712426
TRAIN_FORWARD,ZONE_360M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,12,864,1.0,OBSERVED,0.9428350084446746,1.1053109516565607,1.7072727829336998
TRAIN_FORWARD,ZONE_360M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,12,864,0.01,OBSERVED,1.083515483112272,1.279205015488986,2.035207291879846
TRAIN_FORWARD,ZONE_360M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,12,864,1.0,OBSERVED,1.0799272344382762,1.2747994687129953,2.0292831945160743
TRAIN_FORWARD,ZONE_360M,3,ALL,PERSISTENCE,12,864,,OBSERVED,0.7270200211462868,0.971751800594433,1.6275037542494262
TRAIN_FORWARD,ZONE_360M,3,ALL,CURRENT_PLAN_TUNED,12,864,1.0,OBSERVED,0.9011857240910268,1.2166227600706272,2.2621946748737973
TRAIN_FORWARD,ZONE_360M,3,ALL,CURRENT_PLAN_A1,12,864,1.0,OBSERVED,0.9011857240910268,1.2166227600706272,2.2621946748737973
TRAIN_FORWARD,ZONE_360M,3,ALL,HISTORY_SUMMARY_PLAN_TUNED,12,864,1.0,OBSERVED,1.1304236718420788,1.4689441578147224,2.8600617565476343
TRAIN_FORWARD,ZONE_360M,3,ALL,HISTORY_SUMMARY_PLAN_A1,12,864,1.0,OBSERVED,1.1304236718420788,1.4689441578147224,2.8600617565476343
TRAIN_FORWARD,ZONE_360M,3,ALL,HISTORY_LAGS_PLAN_TUNED,12,864,1000.0,OBSERVED,3.4710696743637044,3.5496925184485892,4.279842128413316
TRAIN_FORWARD,ZONE_360M,3,ALL,HISTORY_LAGS_PLAN_A1,12,864,1.0,OBSERVED,2.2839419142011192,2.54722961589282,3.6361519442936583
TRAIN_FORWARD,ZONE_360M,3,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,12,864,,OBSERVED,0.7270200211462868,0.971751800594433,1.6275037542494262
TRAIN_FORWARD,ZONE_360M,3,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,12,864,1.0,OBSERVED,0.9011857240910268,1.2166227600706272,2.2621946748737973
TRAIN_FORWARD,ZONE_360M,3,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,12,864,1.0,OBSERVED,0.9011857240910268,1.2166227600706272,2.2621946748737973
TRAIN_FORWARD,ZONE_360M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,12,864,1.0,OBSERVED,1.1304236718420788,1.4689441578147224,2.8600617565476343
TRAIN_FORWARD,ZONE_360M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,12,864,1.0,OBSERVED,1.1304236718420788,1.4689441578147224,2.8600617565476343
TRAIN_FORWARD,ZONE_360M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,12,864,1000.0,OBSERVED,3.4710696743637044,3.5496925184485892,4.279842128413316
TRAIN_FORWARD,ZONE_360M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,12,864,1.0,OBSERVED,2.2839419142011192,2.54722961589282,3.6361519442936583
TRAIN_FORWARD,ZONE_360M,3,RECENT_PAST_CHANGE,PERSISTENCE,10,720,,OBSERVED,0.7522406589417999,1.0113262395921423,1.6868489277294998
TRAIN_FORWARD,ZONE_360M,3,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,10,720,1.0,OBSERVED,0.7708569145963224,1.004300609967173,1.5792362006212843
TRAIN_FORWARD,ZONE_360M,3,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,10,720,1.0,OBSERVED,0.7708569145963224,1.004300609967173,1.5792362006212843
TRAIN_FORWARD,ZONE_360M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,10,720,1.0,OBSERVED,1.0620921518885025,1.3521447887170377,2.6816733888947284
TRAIN_FORWARD,ZONE_360M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,10,720,1.0,OBSERVED,1.0620921518885025,1.3521447887170377,2.6816733888947284
TRAIN_FORWARD,ZONE_360M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,10,720,1000.0,OBSERVED,3.4019796214674773,3.487810838841669,4.323031725292543
TRAIN_FORWARD,ZONE_360M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,10,720,1.0,OBSERVED,2.1225429301852663,2.4076582339237342,3.525538760396995
TRAIN_FORWARD,ZONE_360M,3,CHANGE_IN_PLAN,PERSISTENCE,12,864,,OBSERVED,0.7270200211462868,0.971751800594433,1.6275037542494262
TRAIN_FORWARD,ZONE_360M,3,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,12,864,1.0,OBSERVED,0.9011857240910268,1.2166227600706272,2.2621946748737973
