stage,config,episode,panel,comparison,n_origins,mean_MAE_reduction_K,relative_MAE_reduction_pct,origin_positive_fraction,status
TRAIN_FORWARD,SUPPLY_15M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,33,0.012000938454690644,8.90490003102546,0.6666666666666666,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,130,0.003051613460222847,1.7306250827057386,0.5384615384615384,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,37,0.0018625440632358014,0.5063897093031889,0.5405405405405406,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,13,0.0013966688430753344,2.592968252321399,0.6153846153846154,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,24,0.0021148931408227203,0.393203798646929,0.5,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,93,0.0035246840805295224,3.519384254184937,0.5376344086021505,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,33,0.017514801962638354,11.579113836540426,0.7272727272727273,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,130,-0.0019950014431105068,-1.1314013332570172,0.5,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,37,0.009484209327871645,2.578573092207958,0.5945945945945946,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,13,0.001522460362823701,2.826504941233691,0.5384615384615384,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,24,0.013796823350605952,2.5651240935078783,0.625,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,93,-0.006561999276727064,-6.5521324472906155,0.46236559139784944,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,33,0.024968795920068024,16.50698254747852,0.6666666666666666,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,130,-0.000639962732542208,-0.22141478830982644,0.46923076923076923,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,49,0.01619324560193865,2.648380527137102,0.5714285714285714,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,17,-0.012820529565412164,-14.495287245932543,0.29411764705882354,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,32,0.031606813659593766,3.55420368745065,0.71875,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,81,-0.010823014687968898,-11.514136973870743,0.4074074074074074,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,66,0.0017735425492781392,0.6001805158925184,0.4393939393939394,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,130,-0.009569569584846413,-3.3108868940351552,0.4230769230769231,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,49,0.0003075587513342123,0.05030076292343854,0.4897959183673469,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,17,-0.01667901997896659,-18.857815844676146,0.35294117647058826,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,32,0.009331678701806519,1.049352434233692,0.5625,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,81,-0.015544622528955679,-16.537251234120017,0.38271604938271603,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,66,-0.005274648774627111,-1.7849819413670385,0.3939393939393939,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,130,-0.0060234959631574065,-1.9932870517659063,0.4307692307692308,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,49,0.008179123059996175,1.3241831863078606,0.5102040816326531,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,17,-0.041785880213561145,-54.59864592601917,0.35294117647058826,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,32,0.034723031049073504,3.836146887680785,0.59375,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,81,-0.014615203767287354,-13.126554354643222,0.38271604938271603,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,66,-0.0064977911159395385,-2.151909299956089,0.3939393939393939,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,130,-0.0036886268961780796,-1.2206353712061238,0.4461538461538462,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,49,-0.000698440808580462,-0.11307612913626307,0.42857142857142855,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,17,-0.039681399295852106,-51.84886997546327,0.23529411764705882,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,32,0.020011255887782596,2.210812670242084,0.53125,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,81,-0.005497504899786516,-4.937549830368117,0.4567901234567901,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,66,-0.0030887892531040427,-1.0229313624831613,0.3787878787878788,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,130,-0.026470141358848554,-18.76873265050922,0.3076923076923077,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,46,-0.026915034008482497,-13.96653526234092,0.30434782608695654,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,16,-0.0241847172601401,-49.19724379559853,0.25,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,30,-0.02837120294093178,-10.536259377301104,0.3333333333333333,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,84,-0.026226509669763302,-23.26416897348712,0.30952380952380953,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,63,-0.03822984408983959,-36.95689145409955,0.25396825396825395,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,130,-0.02206734816873912,-15.646919012252127,0.35384615384615387,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,46,-0.028090359637120654,-14.576425884508977,0.30434782608695654,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,16,-0.02473123353645737,-50.30898284117163,0.1875,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,30,-0.0298818935574744,-11.097286987159132,0.36666666666666664,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,84,-0.018769032364625418,-16.649029775506342,0.38095238095238093,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,63,-0.017852986122861954,-17.25852893157648,0.36507936507936506,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,130,-0.01965167355974962,-13.252391157707116,0.38461538461538464,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,46,-0.018199759138962532,-8.915145367034814,0.41304347826086957,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,16,-0.0030724753155174237,-4.006012158939994,0.4375,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,30,-0.026267643844799925,-9.653092100390618,0.4,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,84,-0.020446769552085416,-17.371986671053296,0.36904761904761907,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,63,-0.02906756300529974,-24.58833714809862,0.3492063492063492,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,130,-0.016870758317772006,-11.377040620712616,0.4461538461538462,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,46,-0.026331252582823525,-12.898354460605475,0.43478260869565216,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,16,-0.010068597493136738,-13.127826862357022,0.5,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,30,-0.03500466863065646,-12.863859896679472,0.4,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,84,-0.011690011458339035,-9.932068864052589,0.4523809523809524,OBSERVED
TRAIN_FORWARD,SUPPLY_15M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,63,-0.005815836211794763,-4.919632978783173,0.47619047619047616,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,129,-6.585826861692191e-05,-0.023283669852984076,0.4728682170542636,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,48,0.003027630066555901,0.5920199956625142,0.5208333333333334,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,13,0.01312850229505792,8.453096882940779,0.7692307692307693,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,36,-0.0007258382081551955,-0.11481915183119351,0.4166666666666667,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,81,-0.0018990365413119254,-1.2882529776189346,0.4444444444444444,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,33,0.0209614882587308,9.136659301285908,0.6363636363636364,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,129,-0.012982976742377783,-4.590028716619236,0.4883720930232558,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,48,0.02210161473910156,4.321729397033611,0.6041666666666666,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,13,0.032766730453403094,21.097634812775908,0.6153846153846154,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,36,0.017543823523645974,2.775228576049924,0.5833333333333334,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,81,-0.03377384576843962,-22.911227051364254,0.41975308641975306,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,33,0.027675625934705027,12.063206676649534,0.696969696969697,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,129,0.006622912625208724,2.2295977818138404,0.5271317829457365,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,48,0.001018366856531852,0.1993312276967269,0.5208333333333334,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,13,0.009171461518609817,7.029353758100043,0.7692307692307693,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,36,-0.0018552035570103204,-0.2896255563647426,0.4444444444444444,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,81,0.009944124932572799,5.838451933245905,0.5308641975308642,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,33,0.032214456181210466,12.539532724575928,0.7272727272727273,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,129,0.002462309704498877,0.828934422959622,0.5116279069767442,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,48,0.02559778348412346,5.010412088215615,0.625,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,13,0.0185709047401756,14.233441285425394,0.5384615384615384,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,36,0.0273667137396818,4.272361198737122,0.6388888888888888,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,81,-0.011247600683426794,-6.603756127341915,0.4444444444444444,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,33,0.055510507269045245,21.60756085846946,0.7272727272727273,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,129,0.008102420556806962,1.7261090752162,0.49612403100775193,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,61,0.0421933191890324,5.2355134331735425,0.6065573770491803,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,17,0.011976910326476456,4.00313972758452,0.47058823529411764,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,48,0.062044034339678374,6.349729072512959,0.6875,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,68,-0.022479120863277618,-13.41705611070299,0.39705882352941174,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,66,0.016788312257492055,3.3900729528315536,0.48484848484848486,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,129,-0.011424993533687871,-2.4339374739339235,0.40310077519379844,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,61,0.004037865312289227,0.5010342511600954,0.4426229508196721,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,17,0.03006135631946132,10.047650559884662,0.47058823529411764,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,48,0.003824380736695939,0.3913959143147914,0.4791666666666667,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,68,-0.025296087498461448,-15.098411873506999,0.36764705882352944,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,66,0.0017006268029421724,0.34340848794623885,0.4090909090909091,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,129,-0.000966482597731097,-0.20352680963435582,0.5116279069767442,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,61,0.03106180991214229,3.8681823900740513,0.6229508196721312,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,17,-0.04532832707624734,-18.30181710363155,0.47058823529411764,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,48,0.059560158971477074,6.038324217750935,0.6875,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,68,-0.02969774499629399,-16.452479640131084,0.4117647058823529,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,66,0.00032868721944272965,0.06723000274097274,0.5151515151515151,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,129,-0.010657240548685354,-2.2442557925738345,0.4418604651162791,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,61,-0.002565431967392343,-0.3194778020749169,0.47540983606557374,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,17,-0.03380616867792319,-13.649617270832003,0.5294117647058824,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,48,0.013508099365703505,1.3694772637322044,0.5,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,68,-0.01791606883484526,-9.925459248615091,0.4117647058823529,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,66,-0.0060131159225860695,-1.2299285644347566,0.4393939393939394,OBSERVED
