target,seed,arm,variant,condition,metric,score,n
T1,73260,F0,RAW,S0,sum_CRPS_Wh,666730.4152638911,75
T1,73260,F0,RAW,S0,sum_CRPS_normalized,0.048727870457752745,75
T1,73260,F0,RAW,S0,variogram,14729.837098127486,75
T1,73260,F0,RAW,S0,variogram_normalized,0.02583665880719496,75
T1,73260,F1,RAW,S0,Brier,0.03865071614583333,75
T1,73260,F1,RAW,S0,energy,0.6124501871130433,75
T1,73260,F1,RAW,S0,marginal_CRPS_normalized,0.08512285504557647,75
T1,73260,F1,RAW,S0,sum_CRPS_Wh,596035.7579639745,75
T1,73260,F1,RAW,S0,sum_CRPS_normalized,0.043561164358703525,75
T1,73260,F1,RAW,S0,variogram,14566.991843330872,75
T1,73260,F1,RAW,S0,variogram_normalized,0.02555102243127837,75
T1,73260,F2,RAW,S0,Brier,0.03765340169270833,75
T1,73260,F2,RAW,S0,energy,0.6154994545749796,75
T1,73260,F2,RAW,S0,marginal_CRPS_normalized,0.08512285504557647,75
T1,73260,F2,RAW,S0,sum_CRPS_Wh,618035.074472173,75
T1,73260,F2,RAW,S0,sum_CRPS_normalized,0.0451689803821353,75
T1,73260,F2,RAW,S0,variogram,14640.011183004171,75
T1,73260,F2,RAW,S0,variogram_normalized,0.0256791009533216,75
T1,73260,F3,RAW,S0,Brier,0.038330485026041666,75
T1,73260,F3,RAW,S0,energy,0.6220410453371045,75
T1,73260,F3,RAW,S0,marginal_CRPS_normalized,0.08512285504557648,75
T1,73260,F3,RAW,S0,sum_CRPS_Wh,604610.5823375577,75
T1,73260,F3,RAW,S0,sum_CRPS_normalized,0.04418785382975243,75
T1,73260,F3,RAW,S0,variogram,14704.248368232262,75
T1,73260,F3,RAW,S0,variogram_normalized,0.025791775263730894,75
T2,73260,F0,RAW,S0,Brier,0.033180948893229166,75
T2,73260,F0,RAW,S0,energy,0.8642408920328215,75
T2,73260,F0,RAW,S0,marginal_CRPS_normalized,0.13409422279336838,75
T2,73260,F0,RAW,S0,sum_CRPS_Wh,603278.3100897098,75
T2,73260,F0,RAW,S0,sum_CRPS_normalized,0.09289251201261077,75
T2,73260,F0,RAW,S0,variogram,8091.121734015976,75
T2,73260,F0,RAW,S0,variogram_normalized,0.029900811362270605,75
T2,73260,F1,RAW,S0,Brier,0.03478352864583333,75
T2,73260,F1,RAW,S0,energy,0.8544842637671684,75
T2,73260,F1,RAW,S0,marginal_CRPS_normalized,0.13409422279336838,75
T2,73260,F1,RAW,S0,sum_CRPS_Wh,539408.7938892168,75
T2,73260,F1,RAW,S0,sum_CRPS_normalized,0.08305791378213294,75
T2,73260,F1,RAW,S0,variogram,7610.403145705696,75
T2,73260,F1,RAW,S0,variogram_normalized,0.028124311601183914,75
T2,73260,F2,RAW,S0,Brier,0.032883097330729166,75
T2,73260,F2,RAW,S0,energy,0.8596785556275226,75
T2,73260,F2,RAW,S0,marginal_CRPS_normalized,0.13409422279336838,75
T2,73260,F2,RAW,S0,sum_CRPS_Wh,555075.1001063294,75
T2,73260,F2,RAW,S0,sum_CRPS_normalized,0.08547020428574802,75
T2,73260,F2,RAW,S0,variogram,7784.73513330461,75
T2,73260,F2,RAW,S0,variogram_normalized,0.028768556991002992,75
T2,73260,F3,RAW,S0,Brier,0.0368194580078125,75
T2,73260,F3,RAW,S0,energy,0.8705094093551249,75
T2,73260,F3,RAW,S0,marginal_CRPS_normalized,0.13409422279336838,75
T2,73260,F3,RAW,S0,sum_CRPS_Wh,546444.1118457298,75
T2,73260,F3,RAW,S0,sum_CRPS_normalized,0.08414120875040504,75
T2,73260,F3,RAW,S0,variogram,7532.674612235753,75
T2,73260,F3,RAW,S0,variogram_normalized,0.027837065123729528,75
