scope,variant,condition,metric,method,baseline,method_score,baseline_score,gain_percent,ci_low,ci_high,replicates,bootstrap_seed
ADDITIONAL,RAW,S0,Brier,F3,F1,0.03757497151692708,0.03671712239583333,-2.336373509464083,-17.135398296788555,37.09929047029648,2000,73300
ADDITIONAL,RAW,S0,energy,F1,F0,0.7334672254401058,0.7409978360558676,1.0162797041142773,0.7712126852856659,1.2954025701038834,2000,73300
ADDITIONAL,RAW,S0,energy,F2,F0,0.737589005101251,0.7409978360558676,0.4600325113985242,0.3356978160473151,0.6016017512292993,2000,73300
ADDITIONAL,RAW,S0,energy,F2,F1,0.737589005101251,0.7334672254401058,-0.5619582604624264,-0.7834785779419874,-0.3829264229389241,2000,73300
ADDITIONAL,RAW,S0,energy,F3,F0,0.7462752273461147,0.7409978360558676,-0.7122006345305023,-0.9434558795386887,-0.4194419973808008,2000,73300
ADDITIONAL,RAW,S0,energy,F3,F1,0.7462752273461147,0.7334672254401058,-1.7462268880962886,-1.941860958026633,-1.5435174765604778,2000,73300
ADDITIONAL,RAW,S0,marginal_CRPS_normalized,F1,F0,0.10960853891947245,0.10960853891947245,0.0,-2.4460331345864292e-14,2.4351429112928288e-14,2000,73300
ADDITIONAL,RAW,S0,marginal_CRPS_normalized,F2,F0,0.10960853891947245,0.10960853891947245,0.0,-2.4530059287457124e-14,2.5099032220544465e-14,2000,73300
ADDITIONAL,RAW,S0,marginal_CRPS_normalized,F2,F1,0.10960853891947245,0.10960853891947245,0.0,-2.4226426420414342e-14,2.4786429523666398e-14,2000,73300
ADDITIONAL,RAW,S0,marginal_CRPS_normalized,F3,F0,0.10960853891947245,0.10960853891947245,0.0,-2.540328588158471e-14,1.3214580958499219e-14,2000,73300
ADDITIONAL,RAW,S0,marginal_CRPS_normalized,F3,F1,0.10960853891947245,0.10960853891947245,0.0,-2.5825577063563824e-14,1.3001296138137867e-14,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_Wh,F1,F0,567722.2759265957,635004.3626768005,10.595531417545471,9.124128476270537,12.04376802998136,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_Wh,F2,F0,586555.0872892512,635004.3626768005,7.629754728505485,6.720336711806334,8.528846492860565,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_Wh,F2,F1,586555.0872892512,567722.2759265957,-3.317257779240372,-4.333268214863483,-2.3414305442352052,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_Wh,F3,F0,575527.3470916437,635004.3626768005,9.366394796791164,7.145741228235505,11.652689179256422,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_Wh,F3,F1,575527.3470916437,567722.2759265957,-1.3748044591537603,-3.157220056585569,0.12329535302310274,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_normalized,F1,F0,0.06330953907041824,0.07081019123518176,10.592616732034541,9.346583161130035,11.972166770874361,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_normalized,F2,F0,0.06531959233394166,0.07081019123518176,7.753967056809915,6.778998042257058,8.821736628612378,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_normalized,F2,F1,0.06531959233394166,0.06330953907041824,-3.1749611401966953,-3.95692353454773,-2.4409678275669564,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_normalized,F3,F0,0.06416453129007874,0.07081019123518176,9.385174406648336,6.9027679070233035,12.037701781539662,2000,73300
ADDITIONAL,RAW,S0,sum_CRPS_normalized,F3,F1,0.06416453129007874,0.06330953907041824,-1.3504950947589465,-3.607829058764714,0.5816466412080575,2000,73300
ADDITIONAL,RAW,S0,variogram,F1,F0,11088.697494518283,11410.47941607173,2.820056106496415,1.8305665222135334,4.099051329873833,2000,73300
ADDITIONAL,RAW,S0,variogram,F2,F0,11212.37315815439,11410.47941607173,1.7361782155998247,1.1924899333343082,2.474362717361684,2000,73300
ADDITIONAL,RAW,S0,variogram,F2,F1,11212.37315815439,11088.697494518283,-1.1153308465421403,-1.781314024034912,-0.6100718978523982,2000,73300
ADDITIONAL,RAW,S0,variogram,F3,F0,11118.461490234007,11410.47941607173,2.559208208433503,1.4628720057301188,4.037024725374912,2000,73300
ADDITIONAL,RAW,S0,variogram,F3,F1,11118.461490234007,11088.697494518283,-0.2684174199038098,-0.6159498633005157,0.14277128770047665,2000,73300
ADDITIONAL,RAW,S0,variogram_normalized,F1,F0,0.02683766701623114,0.027868735084732782,3.6997304160621463,2.499640009897858,5.164160462013767,2000,73300
ADDITIONAL,RAW,S0,variogram_normalized,F2,F0,0.027223828972162294,0.027868735084732782,2.314084620667928,1.6628084679345505,3.155430189469798,2000,73300
ADDITIONAL,RAW,S0,variogram_normalized,F2,F1,0.027223828972162294,0.02683766701623114,-1.4388804947077047,-2.22612095280365,-0.7997982273068633,2000,73300
ADDITIONAL,RAW,S0,variogram_normalized,F3,F0,0.02681442019373021,0.027868735084732782,3.783145836353915,2.444481660467501,5.570260724024045,2000,73300
ADDITIONAL,RAW,S0,variogram_normalized,F3,F1,0.02681442019373021,0.02683766701623114,0.08662013164881326,-0.2991495534513492,0.6407150069165548,2000,73300
T0,RAW,S0,Brier,F1,F0,0.011114908854166666,0.007623697916666667,-45.79419299743808,-2640.0,-21.044816414686824,2000,73300
T0,RAW,S0,Brier,F2,F0,0.008209025065104167,0.007623697916666667,-7.677732707087962,-473.4082397003745,0.0,2000,73300
T0,RAW,S0,Brier,F2,F1,0.008209025065104167,0.011114908854166666,26.144018157856195,15.151109624177538,82.83565582835656,2000,73300
T0,RAW,S0,Brier,F3,F0,0.008733723958333333,0.007623697916666667,-14.560204953031597,-2163.030303030303,7.7564794816414695,2000,73300
T0,RAW,S0,Brier,F3,F1,0.008733723958333333,0.011114908854166666,21.423341631278365,5.790854572713646,23.9465776293823,2000,73300
T0,RAW,S0,energy,F1,F0,0.6538071155797159,0.6588215668125172,0.7611243294693608,0.46950502706540953,1.0630813742880192,2000,73300
T0,RAW,S0,energy,F2,F0,0.6539042337193665,0.6588215668125172,0.7463831393592081,0.5372416926821327,0.9499019915855791,2000,73300
T0,RAW,S0,energy,F2,F1,0.6539042337193665,0.6538071155797159,-0.014854249416421243,-0.14443277035380742,0.11052691376129874,2000,73300
T0,RAW,S0,energy,F3,F0,0.6607216657176309,0.6588215668125172,-0.2884087286800045,-0.8201965277555482,0.19280751025617296,2000,73300
T0,RAW,S0,energy,F3,F1,0.6607216657176309,0.6538071155797159,-1.0575825764429012,-1.42999077730647,-0.7044768012834618,2000,73300
T0,RAW,S0,marginal_CRPS_normalized,F1,F0,0.08884213034655988,0.08884213034655987,-1.5620728311758488e-14,-3.338273892420158e-14,1.4511115079129647e-14,2000,73300
T0,RAW,S0,marginal_CRPS_normalized,F2,F0,0.08884213034655987,0.08884213034655987,0.0,-3.2782421328783575e-14,1.592179350639315e-14,2000,73300
T0,RAW,S0,marginal_CRPS_normalized,F2,F1,0.08884213034655987,0.08884213034655988,1.5620728311758485e-14,-1.7824532247636664e-14,3.118984452500698e-14,2000,73300
T0,RAW,S0,marginal_CRPS_normalized,F3,F0,0.08884213034655987,0.08884213034655987,0.0,-3.283735331906957e-14,1.5441467007740012e-14,2000,73300
T0,RAW,S0,marginal_CRPS_normalized,F3,F1,0.08884213034655987,0.08884213034655988,1.5620728311758485e-14,-1.7256126843037585e-14,3.059168744664496e-14,2000,73300
T0,RAW,S0,sum_CRPS_Wh,F1,F0,497965.44443045574,543939.7512000306,8.452095414638677,5.850256028309256,10.636604586487334,2000,73300
T0,RAW,S0,sum_CRPS_Wh,F2,F0,501887.47012280097,543939.7512000306,7.731054953136735,6.352107271692368,8.979205509927663,2000,73300
T0,RAW,S0,sum_CRPS_Wh,F2,F1,501887.47012280097,497965.44443045574,-0.7876100111386268,-2.066734465018241,0.6924722525544029,2000,73300
T0,RAW,S0,sum_CRPS_Wh,F3,F0,507805.85083990387,543939.7512000306,6.642996817277777,2.9550094629071704,9.656437715611462,2000,73300
T0,RAW,S0,sum_CRPS_Wh,F3,F1,507805.85083990387,497965.44443045574,-1.9761223433290678,-3.372029438806221,-0.8069149798878613,2000,73300
T0,RAW,S0,sum_CRPS_normalized,F1,F0,0.0481251795856265,0.05256830268654976,8.452095414638684,5.850256028309265,10.636604586487326,2000,73300
T0,RAW,S0,sum_CRPS_normalized,F2,F0,0.048504218317921365,0.05256830268654976,7.731054953136693,6.352107271692332,8.97920550992766,2000,73300
T0,RAW,S0,sum_CRPS_normalized,F2,F1,0.048504218317921365,0.0481251795856265,-0.7876100111386783,-2.0667344650182464,0.6924722525543897,2000,73300
T0,RAW,S0,sum_CRPS_normalized,F3,F0,0.04907619201218531,0.05256830268654976,6.642996817277772,2.955009462907151,9.656437715611474,2000,73300
T0,RAW,S0,sum_CRPS_normalized,F3,F1,0.04907619201218531,0.0481251795856265,-1.9761223433290793,-3.3720294388062007,-0.8069149798878953,2000,73300
T0,RAW,S0,variogram,F1,F0,11652.677195111608,11781.35868476281,1.092246599856348,0.2350724522348493,1.9539124767306604,2000,73300
T0,RAW,S0,variogram,F2,F0,11687.153270473878,11781.35868476281,0.7996141770199278,0.18321199159887833,1.4007759212665059,2000,73300
T0,RAW,S0,variogram,F2,F1,11687.153270473878,11652.677195111608,-0.29586398717655554,-0.7070887851837194,0.029065202712995317,2000,73300
T0,RAW,S0,variogram,F3,F0,11705.604254137794,11781.35868476281,0.6430024978612361,-0.5771987564336989,1.7267040223442416,2000,73300
T0,RAW,S0,variogram,F3,F1,11705.604254137794,11652.677195111608,-0.45420514221735364,-0.9781369533625047,0.06911357145045523,2000,73300
T0,RAW,S0,variogram_normalized,F1,F0,0.027027763742577454,0.027326233599941626,1.0922465998563717,0.23507245223489295,1.9539124767306564,2000,73300
T0,RAW,S0,variogram_normalized,F2,F0,0.027107729162030907,0.027326233599941626,0.7996141770199394,0.18321199159889734,1.4007759212665165,2000,73300
T0,RAW,S0,variogram_normalized,F2,F1,0.027107729162030907,0.027027763742577454,-0.29586398717656787,-0.7070887851836587,0.029065202712980017,2000,73300
T0,RAW,S0,variogram_normalized,F3,F0,0.0271505252353226,0.027326233599941626,0.6430024978612545,-0.577198756433673,1.726704022344238,2000,73300
T0,RAW,S0,variogram_normalized,F3,F1,0.0271505252353226,0.027027763742577454,-0.45420514221735925,-0.9781369533624833,0.06911357145046851,2000,73300
T1,RAW,S0,Brier,F1,F0,0.03865071614583333,0.037626953125,-2.720823600657493,-10450.0,14.647644457907836,2000,73300
T1,RAW,S0,Brier,F2,F0,0.03765340169270833,0.037626953125,-0.07029154771173116,-20.892827835220732,1.4306434983194647,2000,73300
T1,RAW,S0,Brier,F2,F1,0.03765340169270833,0.03865071614583333,2.5803259359076987,-15.49124663003788,99.76303317535546,2000,73300
T1,RAW,S0,Brier,F3,F0,0.038330485026041666,0.037626953125,-1.8697551691322738,-69.99835877236171,1.8873309994116676,2000,73300
T1,RAW,S0,Brier,F3,F1,0.038330485026041666,0.03865071614583333,0.8285257085105492,-14.958195406613656,100.0,2000,73300
T1,RAW,S0,energy,F1,F0,0.6124501871130432,0.6177547800789136,0.8586891007452436,0.3734954985139501,1.3823976969699634,2000,73300
T1,RAW,S0,energy,F2,F0,0.6154994545749796,0.6177547800789136,0.36508426590336296,0.13992323362698303,0.592448999309472,2000,73300
T1,RAW,S0,energy,F2,F1,0.6154994545749796,0.6124501871130432,-0.4978800767961109,-0.8152689968861712,-0.19814445707228093,2000,73300
T1,RAW,S0,energy,F3,F0,0.6220410453371046,0.6177547800789136,-0.6938457453365948,-1.1070180000544043,-0.29976902568208863,2000,73300
T1,RAW,S0,energy,F3,F1,0.6220410453371046,0.6124501871130432,-1.565981760781326,-1.9181070173899657,-1.2185018022628402,2000,73300
T1,RAW,S0,marginal_CRPS_normalized,F1,F0,0.08512285504557648,0.08512285504557648,0.0,-1.6962617226779944e-14,1.993558737590077e-14,2000,73300
T1,RAW,S0,marginal_CRPS_normalized,F2,F0,0.0851228550455765,0.08512285504557648,-1.6303245233473445e-14,-1.7365609493425587e-14,2.6664881144030447e-14,2000,73300
T1,RAW,S0,marginal_CRPS_normalized,F2,F1,0.0851228550455765,0.08512285504557648,-1.6303245233473445e-14,-1.8733793133534554e-14,1.817779662986877e-14,2000,73300
T1,RAW,S0,marginal_CRPS_normalized,F3,F0,0.0851228550455765,0.08512285504557648,-1.6303245233473445e-14,-1.8849131842922977e-14,1.7860635260008196e-14,2000,73300
T1,RAW,S0,marginal_CRPS_normalized,F3,F1,0.0851228550455765,0.08512285504557648,-1.6303245233473445e-14,-3.084153771047198e-14,1.6579301742287242e-14,2000,73300
T1,RAW,S0,sum_CRPS_Wh,F1,F0,596035.7579639744,666730.4152638911,10.603184687762575,7.650377893217018,13.159455966735186,2000,73300
T1,RAW,S0,sum_CRPS_Wh,F2,F0,618035.074472173,666730.4152638911,7.303602727114908,5.56365032715928,8.575874342375664,2000,73300
T1,RAW,S0,sum_CRPS_Wh,F2,F1,618035.074472173,596035.7579639744,-3.6909390442189385,-5.654521318344052,-1.8043696048450646,2000,73300
T1,RAW,S0,sum_CRPS_Wh,F3,F0,604610.5823375578,666730.4152638911,9.317084012395977,6.677751028071019,11.581766417114292,2000,73300
T1,RAW,S0,sum_CRPS_Wh,F3,F1,604610.5823375578,596035.7579639744,-1.438642608100319,-2.69098560545691,-0.23104555011834926,2000,73300
T1,RAW,S0,sum_CRPS_normalized,F1,F0,0.04356116435870353,0.048727870457752745,10.603184687762555,7.650377893217013,13.15945596673518,2000,73300
T1,RAW,S0,sum_CRPS_normalized,F2,F0,0.04516898038213529,0.048727870457752745,7.303602727114914,5.5636503271592535,8.575874342375666,2000,73300
T1,RAW,S0,sum_CRPS_normalized,F2,F1,0.04516898038213529,0.04356116435870353,-3.690939044218912,-5.654521318344063,-1.8043696048450542,2000,73300
T1,RAW,S0,sum_CRPS_normalized,F3,F0,0.04418785382975243,0.048727870457752745,9.317084012395995,6.677751028071021,11.581766417114256,2000,73300
T1,RAW,S0,sum_CRPS_normalized,F3,F1,0.04418785382975243,0.04356116435870353,-1.4386426081002774,-2.690985605456935,-0.2310455501183688,2000,73300
T1,RAW,S0,variogram,F1,F0,14566.99184333087,14729.837098127482,1.105546882234789,0.4190790955501999,2.005595945445505,2000,73300
T1,RAW,S0,variogram,F2,F0,14640.011183004171,14729.837098127482,0.6098228685416324,0.22968705176464857,1.0926701872348814,2000,73300
T1,RAW,S0,variogram,F2,F1,14640.011183004171,14566.99184333087,-0.5012657414696858,-0.9602612653735467,-0.08656091789835281,2000,73300
T1,RAW,S0,variogram,F3,F0,14704.248368232262,14729.837098127482,0.17372038621169264,-0.6837020389394524,1.1916655595539722,2000,73300
T1,RAW,S0,variogram,F3,F1,14704.248368232262,14566.99184333087,-0.9422434389858665,-1.502514614082626,-0.40045400620610566,2000,73300
T1,RAW,S0,variogram_normalized,F1,F0,0.025551022431278367,0.02583665880719496,1.1055468822348198,0.41907909555020234,2.005595945445508,2000,73300
T1,RAW,S0,variogram_normalized,F2,F0,0.0256791009533216,0.02583665880719496,0.609822868541669,0.22968705176466223,1.0926701872348636,2000,73300
T1,RAW,S0,variogram_normalized,F2,F1,0.0256791009533216,0.025551022431278367,-0.5012657414696801,-0.9602612653735618,-0.0865609178983448,2000,73300
T1,RAW,S0,variogram_normalized,F3,F0,0.025791775263730894,0.02583665880719496,0.17372038621172387,-0.6837020389394628,1.1916655595539656,2000,73300
T1,RAW,S0,variogram_normalized,F3,F1,0.025791775263730894,0.025551022431278367,-0.9422434389858663,-1.5025146140826198,-0.40045400620614946,2000,73300
T2,RAW,S0,Brier,F1,F0,0.03478352864583333,0.033180948893229166,-4.829818935440949,-75.0188878815352,14.992789617048551,2000,73300
T2,RAW,S0,Brier,F2,F0,0.032883097330729166,0.033180948893229166,0.8976583625092731,-25.45708673315201,12.964583697998707,2000,73300
T2,RAW,S0,Brier,F2,F1,0.032883097330729166,0.03478352864583333,5.46359552664826,-10.757167360940954,41.35370793113551,2000,73300
T2,RAW,S0,Brier,F3,F0,0.0368194580078125,0.033180948893229166,-10.965657209778591,-52.92762163795709,-4.667521230572034,2000,73300
T2,RAW,S0,Brier,F3,F1,0.0368194580078125,0.03478352864583333,-5.853142108464745,-23.144779748553333,15.39817462493634,2000,73300
T2,RAW,S0,energy,F1,F0,0.8544842637671682,0.8642408920328215,1.128924626871594,0.9388606065958488,1.3898389981772399,2000,73300
T2,RAW,S0,energy,F2,F0,0.8596785556275226,0.8642408920328215,0.5279010108590928,0.39084910268020057,0.6722019665089621,2000,73300
T2,RAW,S0,energy,F2,F1,0.8596785556275226,0.8544842637671682,-0.6078861929480439,-0.8944553845153774,-0.39599802229889064,2000,73300
T2,RAW,S0,energy,F3,F0,0.8705094093551249,0.8642408920328215,-0.7253206114280136,-1.0625406454450488,-0.36299359755552135,2000,73300
T2,RAW,S0,energy,F3,F1,0.8705094093551249,0.8544842637671682,-1.8754172858967024,-2.2914727357920643,-1.5230455154993523,2000,73300
T2,RAW,S0,marginal_CRPS_normalized,F1,F0,0.1340942227933684,0.1340942227933684,0.0,-2.1627851373667748e-14,2.145404959011708e-14,2000,73300
T2,RAW,S0,marginal_CRPS_normalized,F2,F0,0.1340942227933684,0.1340942227933684,0.0,-2.1551895191882643e-14,2.1748915986512705e-14,2000,73300
T2,RAW,S0,marginal_CRPS_normalized,F2,F1,0.1340942227933684,0.1340942227933684,0.0,-2.1205333293458273e-14,2.179077050901153e-14,2000,73300
T2,RAW,S0,marginal_CRPS_normalized,F3,F0,0.1340942227933684,0.1340942227933684,0.0,-2.1947024207829192e-14,2.084946530049961e-14,2000,73300
T2,RAW,S0,marginal_CRPS_normalized,F3,F1,0.1340942227933684,0.1340942227933684,0.0,-2.1851830135950274e-14,2.0821588187521594e-14,2000,73300
T2,RAW,S0,sum_CRPS_Wh,F1,F0,539408.793889217,603278.3100897098,10.587073185342136,8.570431526141977,12.3661848286802,2000,73300
T2,RAW,S0,sum_CRPS_Wh,F2,F0,555075.1001063294,603278.3100897098,7.99021101491489,6.323028317628377,9.619888166128659,2000,73300
T2,RAW,S0,sum_CRPS_Wh,F2,F1,555075.1001063294,539408.793889217,-2.9043475736011057,-3.7476826061509643,-1.8978136451395766,2000,73300
T2,RAW,S0,sum_CRPS_Wh,F3,F0,546444.1118457296,603278.3100897098,9.42089203166093,5.892616061903126,12.9102983927291,2000,73300
T2,RAW,S0,sum_CRPS_Wh,F3,F1,546444.1118457296,539408.793889217,-1.3042646015811121,-4.614027226951089,1.5830039008427013,2000,73300
T2,RAW,S0,sum_CRPS_normalized,F1,F0,0.08305791378213294,0.09289251201261076,10.587073185342117,8.570431526141986,12.366184828680183,2000,73300
T2,RAW,S0,sum_CRPS_normalized,F2,F0,0.08547020428574802,0.09289251201261076,7.990211014914866,6.323028317628407,9.619888166128641,2000,73300
T2,RAW,S0,sum_CRPS_normalized,F2,F1,0.08547020428574802,0.08305791378213294,-2.904347573601107,-3.7476826061509563,-1.8978136451395182,2000,73300
T2,RAW,S0,sum_CRPS_normalized,F3,F0,0.08414120875040504,0.09289251201261076,9.420892031660928,5.892616061903122,12.910298392729104,2000,73300
T2,RAW,S0,sum_CRPS_normalized,F3,F1,0.08414120875040504,0.08305791378213294,-1.3042646015810881,-4.614027226951117,1.5830039008427235,2000,73300
T2,RAW,S0,variogram,F1,F0,7610.403145705694,8091.121734015977,5.941309550309797,4.165373049542319,7.679237437733453,2000,73300
T2,RAW,S0,variogram,F2,F0,7784.735133304608,8091.121734015977,3.7867011618832267,2.8420351444782015,4.928523511590255,2000,73300
T2,RAW,S0,variogram,F2,F1,7784.735133304608,7610.403145705694,-2.290706343162433,-3.337635024442608,-1.2402424594312833,2000,73300
T2,RAW,S0,variogram,F3,F0,7532.674612235752,8091.121734015977,6.901974041898933,4.782596559893731,9.322428415465287,2000,73300
T2,RAW,S0,variogram,F3,F1,7532.674612235752,7610.403145705694,1.0213458075976227,0.24298001843840408,2.0601254841733936,2000,73300
T2,RAW,S0,variogram_normalized,F1,F0,0.028124311601183914,0.029900811362270605,5.941309550309766,4.165373049542313,7.679237437733461,2000,73300
T2,RAW,S0,variogram_normalized,F2,F0,0.028768556991002992,0.029900811362270605,3.7867011618832276,2.8420351444781997,4.928523511590242,2000,73300
T2,RAW,S0,variogram_normalized,F2,F1,0.028768556991002992,0.028124311601183914,-2.2907063431623973,-3.3376350244426107,-1.240242459431283,2000,73300
T2,RAW,S0,variogram_normalized,F3,F0,0.027837065123729528,0.029900811362270605,6.901974041898912,4.78259655989371,9.3224284154653,2000,73300
T2,RAW,S0,variogram_normalized,F3,F1,0.027837065123729528,0.028124311601183914,1.0213458075976325,0.2429800184384005,2.060125484173419,2000,73300
