target,arm,seed,policy,variant,case,month,primary,n_origins
T2,FROZEN_HISTORY,-1,SELECTED,RAW,S3,12,0.1395296045026581,29
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S0,10,0.14900457149725324,25
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S1,10,0.14900457149725324,25
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S2,10,0.14900457149725324,25
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S3,10,0.14900457149725324,25
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S0,11,0.14827721566413615,21
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S1,11,0.14827721566413615,21
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S2,11,0.14827721566413615,21
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S3,11,0.14827721566413615,21
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S0,12,0.13988337734816927,29
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S1,12,0.13988337734816927,29
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S2,12,0.13988337734816927,29
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S3,12,0.13988337734816927,29
T0,LATEST,61730,SELECTED,RAW,S0,10,0.10438894215535946,25
T0,LATEST,61730,SELECTED,RAW,S1,10,0.1280385197391546,25
T0,LATEST,61730,SELECTED,RAW,S2,10,0.12586330058998993,25
T0,LATEST,61730,SELECTED,RAW,S3,10,0.1541245453961928,25
T0,LATEST,61730,SELECTED,RAW,S0,11,0.08700282346228125,21
T0,LATEST,61730,SELECTED,RAW,S1,11,0.08693319683317957,21
T0,LATEST,61730,SELECTED,RAW,S2,11,0.0994372030051165,21
T0,LATEST,61730,SELECTED,RAW,S3,11,0.10943802831990183,21
T0,LATEST,61730,SELECTED,RAW,S0,12,0.061649387682113053,29
T0,LATEST,61730,SELECTED,RAW,S1,12,0.07256404828227273,29
T0,LATEST,61730,SELECTED,RAW,S2,12,0.07631236407913419,29
T0,LATEST,61730,SELECTED,RAW,S3,12,0.08048385986586733,29
T0,LATEST,61730,SELECTED,CALIBRATED,S0,10,0.1072330983161973,25
T0,LATEST,61730,SELECTED,CALIBRATED,S1,10,0.12854501783841393,25
T0,LATEST,61730,SELECTED,CALIBRATED,S2,10,0.12575823811131473,25
T0,LATEST,61730,SELECTED,CALIBRATED,S3,10,0.15324854053105832,25
T0,LATEST,61730,SELECTED,CALIBRATED,S0,11,0.08936901072390183,21
T0,LATEST,61730,SELECTED,CALIBRATED,S1,11,0.0875152381778229,21
T0,LATEST,61730,SELECTED,CALIBRATED,S2,11,0.10042733958378047,21
T0,LATEST,61730,SELECTED,CALIBRATED,S3,11,0.10959612634362921,21
T0,LATEST,61730,SELECTED,CALIBRATED,S0,12,0.06261966655630337,29
T0,LATEST,61730,SELECTED,CALIBRATED,S1,12,0.07015770357608353,29
T0,LATEST,61730,SELECTED,CALIBRATED,S2,12,0.07422377772996322,29
T0,LATEST,61730,SELECTED,CALIBRATED,S3,12,0.07783468759567085,29
T0,LATEST,61730,FIXED512,RAW,S0,10,0.1053614115004184,25
T0,LATEST,61730,FIXED512,RAW,S1,10,0.12823556761497668,25
T0,LATEST,61730,FIXED512,RAW,S2,10,0.12658147049475013,25
T0,LATEST,61730,FIXED512,RAW,S3,10,0.15442779657501576,25
T0,LATEST,61730,FIXED512,RAW,S0,11,0.08676022443683942,21
T0,LATEST,61730,FIXED512,RAW,S1,11,0.0855399774372962,21
T0,LATEST,61730,FIXED512,RAW,S2,11,0.09785332703771149,21
T0,LATEST,61730,FIXED512,RAW,S3,11,0.10868257716610787,21
T0,LATEST,61730,FIXED512,RAW,S0,12,0.06147378040973057,29
T0,LATEST,61730,FIXED512,RAW,S1,12,0.071751300537559,29
T0,LATEST,61730,FIXED512,RAW,S2,12,0.07519816258030836,29
T0,LATEST,61730,FIXED512,RAW,S3,12,0.0794557750544397,29
T0,LATEST,61731,SELECTED,RAW,S0,10,0.10359007708709664,25
T0,LATEST,61731,SELECTED,RAW,S1,10,0.12784339604501652,25
T0,LATEST,61731,SELECTED,RAW,S2,10,0.12606607548885582,25
T0,LATEST,61731,SELECTED,RAW,S3,10,0.1548155390347457,25
T0,LATEST,61731,SELECTED,RAW,S0,11,0.08662925081351507,21
T0,LATEST,61731,SELECTED,RAW,S1,11,0.08663649516220694,21
T0,LATEST,61731,SELECTED,RAW,S2,11,0.099087584556876,21
T0,LATEST,61731,SELECTED,RAW,S3,11,0.10939948132212494,21
T0,LATEST,61731,SELECTED,RAW,S0,12,0.06172870736180598,29
T0,LATEST,61731,SELECTED,RAW,S1,12,0.07308442708790898,29
T0,LATEST,61731,SELECTED,RAW,S2,12,0.07684515404311001,29
T0,LATEST,61731,SELECTED,RAW,S3,12,0.08100368748582373,29
T0,LATEST,61731,SELECTED,CALIBRATED,S0,10,0.10671941590593095,25
T0,LATEST,61731,SELECTED,CALIBRATED,S1,10,0.12831124145186584,25
T0,LATEST,61731,SELECTED,CALIBRATED,S2,10,0.12583346955527838,25
T0,LATEST,61731,SELECTED,CALIBRATED,S3,10,0.15374902180817007,25
T0,LATEST,61731,SELECTED,CALIBRATED,S0,11,0.08924323929335205,21
T0,LATEST,61731,SELECTED,CALIBRATED,S1,11,0.08728494023167348,21
T0,LATEST,61731,SELECTED,CALIBRATED,S2,11,0.10022246930193222,21
T0,LATEST,61731,SELECTED,CALIBRATED,S3,11,0.10959670722880223,21
T0,LATEST,61731,SELECTED,CALIBRATED,S0,12,0.06273754332143784,29
T0,LATEST,61731,SELECTED,CALIBRATED,S1,12,0.07033015097254265,29
T0,LATEST,61731,SELECTED,CALIBRATED,S2,12,0.07446466009299105,29
T0,LATEST,61731,SELECTED,CALIBRATED,S3,12,0.07797661394008303,29
T0,LATEST,61731,FIXED512,RAW,S0,10,0.10478301292889627,25
T0,LATEST,61731,FIXED512,RAW,S1,10,0.12808542232260123,25
T0,LATEST,61731,FIXED512,RAW,S2,10,0.12671765713552408,25
T0,LATEST,61731,FIXED512,RAW,S3,10,0.15485837027188326,25
T0,LATEST,61731,FIXED512,RAW,S0,11,0.08665048884617119,21
T0,LATEST,61731,FIXED512,RAW,S1,11,0.08565503494212105,21
T0,LATEST,61731,FIXED512,RAW,S2,11,0.09768586601850987,21
T0,LATEST,61731,FIXED512,RAW,S3,11,0.10869451649209745,21
T0,LATEST,61731,FIXED512,RAW,S0,12,0.061659914170587624,29
T0,LATEST,61731,FIXED512,RAW,S1,12,0.07226946118335562,29
T0,LATEST,61731,FIXED512,RAW,S2,12,0.07574973352731097,29
T0,LATEST,61731,FIXED512,RAW,S3,12,0.07992545445572588,29
T0,DROP,61730,SELECTED,RAW,S0,10,0.10573750647216715,25
T0,DROP,61730,SELECTED,RAW,S1,10,0.12807893360725223,25
T0,DROP,61730,SELECTED,RAW,S2,10,0.1268488934235313,25
T0,DROP,61730,SELECTED,RAW,S3,10,0.1535499216806528,25
T0,DROP,61730,SELECTED,RAW,S0,11,0.0860488668242194,21
T0,DROP,61730,SELECTED,RAW,S1,11,0.08620967216002347,21
T0,DROP,61730,SELECTED,RAW,S2,11,0.0984207158380914,21
T0,DROP,61730,SELECTED,RAW,S3,11,0.10930148373945976,21
T0,DROP,61730,SELECTED,RAW,S0,12,0.06237128081573661,29
T0,DROP,61730,SELECTED,RAW,S1,12,0.07410716365795605,29
T0,DROP,61730,SELECTED,RAW,S2,12,0.07752526444483931,29
T0,DROP,61730,SELECTED,RAW,S3,12,0.08168283077815669,29
T0,DROP,61730,SELECTED,CALIBRATED,S0,10,0.10813415078097127,25
T0,DROP,61730,SELECTED,CALIBRATED,S1,10,0.12774586821656628,25
T0,DROP,61730,SELECTED,CALIBRATED,S2,10,0.1256410547430016,25
T0,DROP,61730,SELECTED,CALIBRATED,S3,10,0.15181300638141373,25
T0,DROP,61730,SELECTED,CALIBRATED,S0,11,0.08816959005534072,21
T0,DROP,61730,SELECTED,CALIBRATED,S1,11,0.08607330577166859,21
T0,DROP,61730,SELECTED,CALIBRATED,S2,11,0.099114708271638,21
T0,DROP,61730,SELECTED,CALIBRATED,S3,11,0.1088305219880757,21
T0,DROP,61730,SELECTED,CALIBRATED,S0,12,0.06281694378460494,29
T0,DROP,61730,SELECTED,CALIBRATED,S1,12,0.07038951739943536,29
T0,DROP,61730,SELECTED,CALIBRATED,S2,12,0.07439824101728346,29
T0,DROP,61730,SELECTED,CALIBRATED,S3,12,0.07776110139160183,29
T0,DROP,61730,FIXED512,RAW,S0,10,0.10573750647216715,25
T0,DROP,61730,FIXED512,RAW,S1,10,0.12807893360725223,25
T0,DROP,61730,FIXED512,RAW,S2,10,0.1268488934235313,25
T0,DROP,61730,FIXED512,RAW,S3,10,0.1535499216806528,25
T0,DROP,61730,FIXED512,RAW,S0,11,0.0860488668242194,21
T0,DROP,61730,FIXED512,RAW,S1,11,0.08620967216002347,21
T0,DROP,61730,FIXED512,RAW,S2,11,0.0984207158380914,21
T0,DROP,61730,FIXED512,RAW,S3,11,0.10930148373945976,21
T0,DROP,61730,FIXED512,RAW,S0,12,0.06237128081573661,29
T0,DROP,61730,FIXED512,RAW,S1,12,0.07410716365795605,29
T0,DROP,61730,FIXED512,RAW,S2,12,0.07752526444483931,29
T0,DROP,61730,FIXED512,RAW,S3,12,0.08168283077815669,29
T0,DROP,61731,SELECTED,RAW,S0,10,0.1069466096131388,25
T0,DROP,61731,SELECTED,RAW,S1,10,0.12902377990301278,25
T0,DROP,61731,SELECTED,RAW,S2,10,0.12733268175307402,25
T0,DROP,61731,SELECTED,RAW,S3,10,0.1546129011478317,25
T0,DROP,61731,SELECTED,RAW,S0,11,0.08641343965404064,21
T0,DROP,61731,SELECTED,RAW,S1,11,0.08591111590455916,21
T0,DROP,61731,SELECTED,RAW,S2,11,0.09856846316482795,21
T0,DROP,61731,SELECTED,RAW,S3,11,0.10948456386154402,21
T0,DROP,61731,SELECTED,RAW,S0,12,0.06261699414633427,29
T0,DROP,61731,SELECTED,RAW,S1,12,0.07401447705701034,29
T0,DROP,61731,SELECTED,RAW,S2,12,0.07783830134383103,29
T0,DROP,61731,SELECTED,RAW,S3,12,0.08177197611041345,29
T0,DROP,61731,SELECTED,CALIBRATED,S0,10,0.10998954376347651,25
T0,DROP,61731,SELECTED,CALIBRATED,S1,10,0.12914821797347045,25
T0,DROP,61731,SELECTED,CALIBRATED,S2,10,0.12645198487682874,25
T0,DROP,61731,SELECTED,CALIBRATED,S3,10,0.1531612523662078,25
T0,DROP,61731,SELECTED,CALIBRATED,S0,11,0.0889385981921585,21
T0,DROP,61731,SELECTED,CALIBRATED,S1,11,0.08605018546235686,21
T0,DROP,61731,SELECTED,CALIBRATED,S2,11,0.0997407128001236,21
T0,DROP,61731,SELECTED,CALIBRATED,S3,11,0.10932671480907118,21
T0,DROP,61731,SELECTED,CALIBRATED,S0,12,0.06334845313419117,29
T0,DROP,61731,SELECTED,CALIBRATED,S1,12,0.07026567861657262,29
T0,DROP,61731,SELECTED,CALIBRATED,S2,12,0.07478270229932876,29
T0,DROP,61731,SELECTED,CALIBRATED,S3,12,0.07784561159935469,29
T0,DROP,61731,FIXED512,RAW,S0,10,0.1069466096131388,25
T0,DROP,61731,FIXED512,RAW,S1,10,0.12902377990301278,25
T0,DROP,61731,FIXED512,RAW,S2,10,0.12733268175307402,25
T0,DROP,61731,FIXED512,RAW,S3,10,0.1546129011478317,25
T0,DROP,61731,FIXED512,RAW,S0,11,0.08641343965404064,21
T0,DROP,61731,FIXED512,RAW,S1,11,0.08591111590455916,21
T0,DROP,61731,FIXED512,RAW,S2,11,0.09856846316482795,21
T0,DROP,61731,FIXED512,RAW,S3,11,0.10948456386154402,21
T0,DROP,61731,FIXED512,RAW,S0,12,0.06261699414633427,29
T0,DROP,61731,FIXED512,RAW,S1,12,0.07401447705701034,29
T0,DROP,61731,FIXED512,RAW,S2,12,0.07783830134383103,29
T0,DROP,61731,FIXED512,RAW,S3,12,0.08177197611041345,29
T0,PATH,61730,SELECTED,RAW,S0,10,0.10539534598169657,25
T0,PATH,61730,SELECTED,RAW,S1,10,0.12532226813551536,25
T0,PATH,61730,SELECTED,RAW,S2,10,0.12469103749632955,25
T0,PATH,61730,SELECTED,RAW,S3,10,0.1441444875083533,25
T0,PATH,61730,SELECTED,RAW,S0,11,0.08398185902573552,21
T0,PATH,61730,SELECTED,RAW,S1,11,0.083583605733188,21
T0,PATH,61730,SELECTED,RAW,S2,11,0.09514953431172499,21
T0,PATH,61730,SELECTED,RAW,S3,11,0.1072944151558197,21
T0,PATH,61730,SELECTED,RAW,S0,12,0.0645173281512022,29
T0,PATH,61730,SELECTED,RAW,S1,12,0.07434452087612888,29
T0,PATH,61730,SELECTED,RAW,S2,12,0.07703396252435724,29
T0,PATH,61730,SELECTED,RAW,S3,12,0.0809948485491895,29
T0,PATH,61730,SELECTED,CALIBRATED,S0,10,0.10539569231975879,25
T0,PATH,61730,SELECTED,CALIBRATED,S1,10,0.12365791525473666,25
T0,PATH,61730,SELECTED,CALIBRATED,S2,10,0.12259803426568966,25
T0,PATH,61730,SELECTED,CALIBRATED,S3,10,0.141813364185284,25
T0,PATH,61730,SELECTED,CALIBRATED,S0,11,0.08415533129462402,21
T0,PATH,61730,SELECTED,CALIBRATED,S1,11,0.08190530465785353,21
T0,PATH,61730,SELECTED,CALIBRATED,S2,11,0.09430269316697226,21
T0,PATH,61730,SELECTED,CALIBRATED,S3,11,0.10507004710423012,21
T0,PATH,61730,SELECTED,CALIBRATED,S0,12,0.06330559414116374,29
T0,PATH,61730,SELECTED,CALIBRATED,S1,12,0.07049541393562317,29
T0,PATH,61730,SELECTED,CALIBRATED,S2,12,0.07365719702539295,29
T0,PATH,61730,SELECTED,CALIBRATED,S3,12,0.07715653389600524,29
T0,PATH,61730,FIXED512,RAW,S0,10,0.10539534598169657,25
T0,PATH,61730,FIXED512,RAW,S1,10,0.12532226813551536,25
T0,PATH,61730,FIXED512,RAW,S2,10,0.12469103749632955,25
T0,PATH,61730,FIXED512,RAW,S3,10,0.1441444875083533,25
T0,PATH,61730,FIXED512,RAW,S0,11,0.08398185902573552,21
T0,PATH,61730,FIXED512,RAW,S1,11,0.083583605733188,21
T0,PATH,61730,FIXED512,RAW,S2,11,0.09514953431172499,21
T0,PATH,61730,FIXED512,RAW,S3,11,0.1072944151558197,21
T0,PATH,61730,FIXED512,RAW,S0,12,0.0645173281512022,29
T0,PATH,61730,FIXED512,RAW,S1,12,0.07434452087612888,29
T0,PATH,61730,FIXED512,RAW,S2,12,0.07703396252435724,29
T0,PATH,61730,FIXED512,RAW,S3,12,0.0809948485491895,29
T0,PATH,61731,SELECTED,RAW,S0,10,0.10610024351471611,25
T0,PATH,61731,SELECTED,RAW,S1,10,0.125006637988206,25
T0,PATH,61731,SELECTED,RAW,S2,10,0.12506225641553947,25
T0,PATH,61731,SELECTED,RAW,S3,10,0.14383748045031733,25
T0,PATH,61731,SELECTED,RAW,S0,11,0.08426694935901993,21
T0,PATH,61731,SELECTED,RAW,S1,11,0.08411322356672095,21
T0,PATH,61731,SELECTED,RAW,S2,11,0.09500413110133765,21
T0,PATH,61731,SELECTED,RAW,S3,11,0.1077504129119668,21
T0,PATH,61731,SELECTED,RAW,S0,12,0.06500578285766989,29
T0,PATH,61731,SELECTED,RAW,S1,12,0.0743109221275481,29
T0,PATH,61731,SELECTED,RAW,S2,12,0.07710094352483306,29
T0,PATH,61731,SELECTED,RAW,S3,12,0.08113284129713999,29
T0,PATH,61731,SELECTED,CALIBRATED,S0,10,0.10601864660890982,25
T0,PATH,61731,SELECTED,CALIBRATED,S1,10,0.12383247770765171,25
