target,arm,seed,policy,variant,case,id,date,month,prediction,prediction_index,primary,raw_2pinball,RMSE,MAE,coverage80,width80
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1007,2024-10-07,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,6,0.15014971247531825,64735.14224402695,178646.4785636009,96746.09288194444,0.875,240509.5537109375
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1007,2024-10-07,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,6,0.1830904442690235,78937.12054377481,215219.43408049384,118442.06553819444,0.875,265653.89453125
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1008,2024-10-08,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,7,0.108745782851354,46884.363647900136,123554.1950404873,73607.33626302084,0.9166666666666666,213199.59733072916
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1008,2024-10-08,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,7,0.0842115872252718,36306.75668805805,89551.35408916684,54380.05208333334,0.8333333333333334,208043.75553385416
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1008,2024-10-08,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,7,0.08464183421380907,36492.252214781765,88280.8487760216,51059.57921006946,0.7916666666666666,190278.6015625
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1008,2024-10-08,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,7,0.20452497451584473,88178.34612847223,220710.28797499524,125876.57009548612,0.75,204454.86295572916
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1009,2024-10-09,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,8,0.07412548843150596,31958.263245494385,58263.12606960212,46566.533203125,0.9583333333333334,214270.7431640625
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1009,2024-10-09,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,8,0.17555276146311025,75687.34429987185,179587.43638666134,112441.63736979167,0.7083333333333334,224251.62532552084
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1009,2024-10-09,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,8,0.19005478977504303,81939.7096898768,193274.84897114927,116448.27821180555,0.7083333333333334,198959.19563802084
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1009,2024-10-09,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,8,0.1866437354916069,80469.07694206762,182509.76254870114,114594.44748263888,0.7083333333333334,194886.08854166666
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1010,2024-10-10,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,9,0.1578234372178691,68043.5712417328,165948.69194053963,108211.74652777777,0.7916666666666666,249183.43391927084
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1010,2024-10-10,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,9,0.21621898974399587,93220.07232773231,221171.1506672841,138083.06890190972,0.6666666666666666,235738.22786458334
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1010,2024-10-10,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,9,0.1471987379210728,63462.86703031993,157796.04939280121,94172.98546006944,0.7916666666666666,259893.04850260416
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1010,2024-10-10,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,9,0.22319069038814773,96225.83254825976,227887.23422023325,143138.1681857639,0.6666666666666666,245012.46484375
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1011,2024-10-11,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,10,0.07507720689519509,32368.584578166337,65159.50021822137,49054.84092881944,0.75,153564.720703125
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1011,2024-10-11,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,10,0.08890763188573762,38331.39672278026,83358.04821655748,57081.067816840274,0.6666666666666666,159875.84505208334
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1011,2024-10-11,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,10,0.08899545572906291,38369.2608578249,81985.54102407896,56329.094075520836,0.5833333333333334,156015.72330729166
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1011,2024-10-11,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,10,0.08559882852638409,36904.84816271908,80835.83653969981,52509.71104600694,0.75,169809.34342447916
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1012,2024-10-12,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,11,0.08174305429789873,35242.480056733635,77533.62500638864,56412.389105902774,0.9583333333333334,193934.6494140625
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1012,2024-10-12,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,11,0.1173375892373824,50588.611890294305,120993.4964501483,77809.01410590277,0.75,207508.705078125
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1012,2024-10-12,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,11,0.23246964340310022,100226.33533575149,227421.06478522214,135271.66232638888,0.6666666666666666,188123.58658854166
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1012,2024-10-12,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,11,0.09631727920805662,41525.972093460645,94292.82994360509,64487.75933159721,0.75,170341.662109375
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1013,2024-10-13,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,12,0.09190404508887876,39623.26223307291,87943.04476621251,55934.291015625,0.8333333333333334,186025.98665364584
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1013,2024-10-13,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,12,0.08029576854979528,34618.50118107225,78024.19036991539,48413.2605251736,0.9166666666666666,192392.89388020834
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1013,2024-10-13,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,12,0.08020645051376267,34579.992843812004,77432.0787741513,47982.736328125,0.9166666666666666,182139.79361979166
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1013,2024-10-13,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,12,0.08646999910902518,37280.44229910714,84311.80705802287,54425.346354166664,0.7916666666666666,179536.13932291666
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1014,2024-10-14,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,13,0.11358966916977399,48972.74373646247,102267.6194524822,73421.318359375,0.6666666666666666,169229.525390625
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1014,2024-10-14,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,13,0.13311567693213192,57391.134082444616,117144.80237024717,79393.07497829861,0.5416666666666666,149242.2265625
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1014,2024-10-14,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,13,0.15116210395730237,65171.62197823661,137425.32923260902,88757.57758246527,0.625,142510.52669270834
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1014,2024-10-14,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,13,0.16282142167906072,70198.38878813243,128960.5410998357,98293.87912326389,0.2916666666666667,157333.05859375
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1015,2024-10-15,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,14,0.10703885710230336,46148.444282200726,100426.3576188807,72913.80002170139,0.75,177603.89388020834
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1015,2024-10-15,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,14,0.12711209822714545,54802.7673447834,113118.3669706518,86239.59060329861,0.6666666666666666,192581.701171875
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1015,2024-10-15,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,14,0.13613433800283956,58692.591478381284,124373.09916610998,90449.48328993055,0.5416666666666666,195652.87662760416
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1015,2024-10-15,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,14,0.2500426617225041,107802.71907841435,232627.720027051,146501.9704861111,0.5416666666666666,181865.44596354166
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1016,2024-10-16,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,15,0.18019740331042547,77689.82266431052,182885.20905650218,107861.91840277777,0.75,199501.78483072916
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1016,2024-10-16,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,15,0.18503086953369166,79773.71026114005,185384.9010614792,112755.07845052083,0.75,227400.94694010416
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1016,2024-10-16,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,15,0.19000429684017414,81917.94030206266,194022.24855294384,118361.78385416667,0.75,239439.52018229166
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1016,2024-10-16,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,15,0.18645608534034497,80388.17396174357,190669.00072384597,110887.90625,0.75,210898.19075520834
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1017,2024-10-17,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,16,0.07588280406174296,32715.907568721068,67727.54218675026,45951.11935763888,0.875,196224.86751302084
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1017,2024-10-17,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,16,0.08307554028988198,35816.96447503306,79708.24236736521,52269.5993923611,0.9166666666666666,193509.62369791666
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1017,2024-10-17,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,16,0.07621762719063833,32860.262309854494,75591.16675533641,46007.244249131945,0.875,183451.22005208334
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1017,2024-10-17,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,16,0.07854952021747595,33865.628382833165,75707.21411700884,48177.71929253472,0.9166666666666666,195792.8310546875
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1018,2024-10-18,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,17,0.11960014920257891,51564.08589399387,133013.0383577978,71768.22298177083,0.75,150284.00553385416
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1018,2024-10-18,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,17,0.14779757901016938,63721.049763041505,151254.89999628966,84380.18760850694,0.6666666666666666,129936.767578125
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1018,2024-10-18,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,17,0.10127295374106567,43662.5482514881,110873.14905100771,64003.189887152774,0.7916666666666666,158353.126953125
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1018,2024-10-18,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,17,0.17067772573332596,73585.53453807044,172232.1424428056,95676.2939453125,0.5833333333333334,136342.2314453125
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1019,2024-10-19,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,18,0.06798495840224864,29310.85168309772,52712.53576689075,44804.5588107639,0.7916666666666666,166308.4443359375
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1019,2024-10-19,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,18,0.21585695186890128,93063.98429429151,202837.9990307489,129220.09635416669,0.4166666666666667,179413.70052083334
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1019,2024-10-19,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,18,0.08105932687613102,34947.69965939155,71496.22688195662,54542.027126736124,0.75,169457.63248697916
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1019,2024-10-19,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,18,0.30829605497791884,132917.92999969,295773.7994705366,171538.7606336806,0.375,177345.00358072916
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1020,2024-10-20,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,19,0.1322257355455752,57007.447152261084,131047.89900891599,78464.27777777777,0.6666666666666666,144955.875
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1020,2024-10-20,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,19,0.10861660680031152,46828.67103350281,105876.22728851544,68775.267578125,0.6666666666666666,169445.26822916666
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1020,2024-10-20,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,19,0.11705999306890442,50468.929826595566,112865.42487345717,73579.07986111111,0.6666666666666666,170776.41666666666
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1020,2024-10-20,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,19,0.10861735642445175,46828.9942244337,105938.84231441565,68776.49034288194,0.6666666666666666,176601.8046875
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1021,2024-10-21,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,20,0.07385978611814752,31843.70906642692,57878.74412240606,43910.381510416664,0.7083333333333334,158278.32161458334
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1021,2024-10-21,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,20,0.06697734477362623,28876.43185970569,50373.45116741635,35893.532769097226,0.75,145535.43359375
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1021,2024-10-21,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,20,0.1347063221469295,58076.92057208995,127339.39239955113,87070.29622395833,0.5,175751.62174479166
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1021,2024-10-21,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,20,0.08142632579145273,35105.92658234127,63818.64891397065,50474.721354166664,0.75,151085.79947916666
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1022,2024-10-22,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,21,0.06770820873330534,29191.53457692626,71882.6816734404,43124.72960069445,0.9166666666666666,163044.06510416666
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1022,2024-10-22,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,21,0.0820842914049864,35389.60010313327,87051.70342564845,53173.72699652779,0.9166666666666666,160832.32747395834
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1022,2024-10-22,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,21,0.0740169445734385,31911.465939153444,77767.63009536837,48196.84852430556,0.875,157607.60221354166
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1022,2024-10-22,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,21,0.08307179651574653,35815.350394345245,86652.72894411554,54560.4943576389,0.875,166229.82747395834
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1023,2024-10-23,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,22,0.14643646791497703,63134.22399491568,144273.28050708945,88438.75520833333,0.7083333333333334,159630.216796875
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S1,T0_TEST_1023,2024-10-23,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,22,0.24902932109429896,107365.83013186177,227831.3529238014,135725.47178819444,0.5833333333333334,148359.00846354166
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S2,T0_TEST_1023,2024-10-23,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,22,0.16675296887456934,71893.42544684194,157031.38628885566,100103.30729166667,0.625,156979.28255208334
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S3,T0_TEST_1023,2024-10-23,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,22,0.23182790973701167,99949.66001302084,214827.9950841918,130073.25651041667,0.5833333333333334,158415.06966145834
T0,FROZEN_WEATHER,-1,SELECTED,RAW,S0,T0_TEST_1024,2024-10-24,10,.cache/forecast_path_structure_v1_20260916/predictions/T0_TEST_FROZEN_WEATHER_0.npz,23,0.08345183729917315,35979.200153149795,84829.57575734425,53660.73307291665,0.8333333333333334,158030.05924479166
