scope,policy,variant,case,method,baseline,method_score,baseline_score,gain_percent,ci_low,ci_high,bootstrap_seed,replicates
T0,SELECTED,CALIBRATED,MEAN,DROP,FROZEN_WEATHER,0.09744982881656054,0.1011104917916717,3.620458085253499,2.206559655168511,5.1461122268855926,61916,2000
T0,SELECTED,CALIBRATED,WORST,DROP,FROZEN_WEATHER,0.1114550207877891,0.11422084182876524,2.421467918370393,1.0606642769934715,4.0007455241426015,61916,2000
T1,SELECTED,CALIBRATED,S0,DROP,FROZEN_WEATHER,0.08305448129911089,0.08703320735057242,4.571503421027678,3.257601307660852,6.072731468879779,61916,2000
T1,SELECTED,CALIBRATED,S1,DROP,FROZEN_WEATHER,0.09097600118154393,0.09498270472920116,4.218350655606692,2.599007731668055,6.0289461562640305,61916,2000
T1,SELECTED,CALIBRATED,S2,DROP,FROZEN_WEATHER,0.09340181604381714,0.09684594650878871,3.5562980064003114,1.8071805479167264,5.3425990723690475,61916,2000
T1,SELECTED,CALIBRATED,S3,DROP,FROZEN_WEATHER,0.10546450820147599,0.10949725996625756,3.682970483484515,2.343025059267254,5.354263013954533,61916,2000
T1,SELECTED,CALIBRATED,MEAN,DROP,FROZEN_WEATHER,0.09322420168148698,0.09708977963870496,3.981446833644849,2.6434288143697326,5.520826208430416,61916,2000
T1,SELECTED,CALIBRATED,WORST,DROP,FROZEN_WEATHER,0.10546450820147599,0.10949725996625756,3.682970483484515,2.3407647098592745,5.354263013954533,61916,2000
T2,SELECTED,CALIBRATED,S0,DROP,FROZEN_WEATHER,0.1358940038604356,0.13240485537487492,-2.63521188530581,-10.575259254461953,5.0451498733466265,61916,2000
T2,SELECTED,CALIBRATED,S1,DROP,FROZEN_WEATHER,0.13546329733008566,0.13579629881615904,0.24522132707327515,-7.072504132163293,7.766172608949122,61916,2000
T2,SELECTED,CALIBRATED,S2,DROP,FROZEN_WEATHER,0.14083876844285856,0.1397305368143764,-0.7931205688806515,-8.346326523913032,6.132439760519252,61916,2000
T2,SELECTED,CALIBRATED,S3,DROP,FROZEN_WEATHER,0.1415112971727062,0.1372814236553199,-3.0811696184084414,-10.669458982987758,4.169077322606462,61916,2000
T2,SELECTED,CALIBRATED,MEAN,DROP,FROZEN_WEATHER,0.1384268417015215,0.13630327866518258,-1.5579691531524191,-8.908633780809136,5.667647702677527,61916,2000
T2,SELECTED,CALIBRATED,WORST,DROP,FROZEN_WEATHER,0.1415112971727062,0.1397305368143764,-1.2744246167861186,-9.359691243833174,5.5637579359582405,61916,2000
ALL,SELECTED,CALIBRATED,S0,DROP,FROZEN_WEATHER,0.10149651911419054,0.10303232549379225,1.49060634343757,-2.57841653409039,5.209720346113184,61916,2000
ALL,SELECTED,CALIBRATED,S1,DROP,FROZEN_WEATHER,0.10684853540416472,0.1096111214578566,2.5203519651553274,-1.4932138457674875,6.247153827088726,61916,2000
ALL,SELECTED,CALIBRATED,S2,DROP,FROZEN_WEATHER,0.11097916636041301,0.11302811135898257,1.812774692892118,-2.043661804249294,5.305978916658166,61916,2000
ALL,SELECTED,CALIBRATED,S3,DROP,FROZEN_WEATHER,0.11947694205399044,0.12033317515011423,0.7115519847753096,-2.9094247992707105,3.7975919162237077,61916,2000
ALL,SELECTED,CALIBRATED,MEAN,DROP,FROZEN_WEATHER,0.1097002907331897,0.1115011833651864,1.6151332009620532,-2.1138043084612845,5.078222552340109,61916,2000
ALL,SELECTED,CALIBRATED,WORST,DROP,FROZEN_WEATHER,0.11947694205399044,0.12114954620313306,1.3806111550250013,-2.2771321061694834,4.266332030771738,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S0,DROP,FROZEN_WEATHER,0.10947424257977324,0.10971903136272368,0.2231051258019051,-5.060416433824443,5.095755995222794,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S1,DROP,FROZEN_WEATHER,0.11321964925581479,0.11538950177268009,1.8804592129533226,-3.1965075384573782,6.709815377190785,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S2,DROP,FROZEN_WEATHER,0.11712029224333785,0.11828824166158255,0.9873757542073843,-3.9838005297108396,5.447157722235924,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S3,DROP,FROZEN_WEATHER,0.12348790268709109,0.12338934181078873,-0.07987794963158133,-4.858974560685468,4.065467308832185,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,MEAN,DROP,FROZEN_WEATHER,0.11582552169150424,0.11669652915194377,0.7463867749703494,-4.108401975695379,5.238019761629172,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,WORST,DROP,FROZEN_WEATHER,0.12348790268709109,0.12461389839031697,0.9035875755198904,-4.056161621558025,4.855098490610199,61916,2000
T0,SELECTED,CALIBRATED,S0,PATH,FROZEN_WEATHER,0.08341203188563666,0.0896589137559294,6.9673851807953815,3.1164450732949294,11.017106008526168,61916,2000
T0,SELECTED,CALIBRATED,S1,PATH,FROZEN_WEATHER,0.09176849210099478,0.0980543608282096,6.410595790051212,2.0500177303820464,10.667709434851249,61916,2000
T0,SELECTED,CALIBRATED,S2,PATH,FROZEN_WEATHER,0.09603753722912427,0.10250785075378258,6.312017545075251,1.4772601336000493,10.603851598664031,61916,2000
T0,SELECTED,CALIBRATED,S3,PATH,FROZEN_WEATHER,0.10692266997898545,0.11422084182876524,6.389527281475377,2.1143019235112046,9.839341152407508,61916,2000
T0,SELECTED,CALIBRATED,MEAN,PATH,FROZEN_WEATHER,0.09453518279868528,0.1011104917916717,6.503092682541986,2.7498377902456963,10.200531718785676,61916,2000
T0,SELECTED,CALIBRATED,WORST,PATH,FROZEN_WEATHER,0.10692266997898545,0.11422084182876524,6.389527281475377,2.1143019235112046,9.839341152407508,61916,2000
T1,SELECTED,CALIBRATED,S0,PATH,FROZEN_WEATHER,0.0810573447453977,0.08703320735057242,6.866186812010452,5.084155849215143,8.858383933147618,61916,2000
T1,SELECTED,CALIBRATED,S1,PATH,FROZEN_WEATHER,0.088398155435606,0.09498270472920116,6.932366594916332,4.632107587835877,9.261255082998527,61916,2000
T1,SELECTED,CALIBRATED,S2,PATH,FROZEN_WEATHER,0.09096263210143782,0.09684594650878871,6.074920654337332,3.52329033966462,8.348862095372223,61916,2000
T1,SELECTED,CALIBRATED,S3,PATH,FROZEN_WEATHER,0.10185036227500699,0.10949725996625756,6.983642963857746,5.121025943938137,8.82900101331955,61916,2000
T1,SELECTED,CALIBRATED,MEAN,PATH,FROZEN_WEATHER,0.09056712363936212,0.09708977963870496,6.718169537118387,4.865283660169051,8.627342046349659,61916,2000
T1,SELECTED,CALIBRATED,WORST,PATH,FROZEN_WEATHER,0.10185036227500699,0.10949725996625756,6.983642963857746,5.121025943938137,8.82900101331955,61916,2000
T2,SELECTED,CALIBRATED,S0,PATH,FROZEN_WEATHER,0.13647425832854607,0.13240485537487492,-3.07345447578152,-9.059470635453696,2.8401721571872733,61916,2000
T2,SELECTED,CALIBRATED,S1,PATH,FROZEN_WEATHER,0.13690527115439605,0.13579629881615904,-0.8166440086399805,-6.3779901935807874,4.869744371698573,61916,2000
T2,SELECTED,CALIBRATED,S2,PATH,FROZEN_WEATHER,0.14108132437867035,0.1397305368143764,-0.9667089206766627,-6.6066033271082505,4.474063365836215,61916,2000
T2,SELECTED,CALIBRATED,S3,PATH,FROZEN_WEATHER,0.13971841174431548,0.1372814236553199,-1.7751768768906937,-7.097342943319885,3.30898238996622,61916,2000
T2,SELECTED,CALIBRATED,MEAN,PATH,FROZEN_WEATHER,0.13854481640148197,0.13630327866518258,-1.6445222435225093,-7.183809238899326,3.742753381541297,61916,2000
T2,SELECTED,CALIBRATED,WORST,PATH,FROZEN_WEATHER,0.14108132437867035,0.1397305368143764,-0.9667089206766627,-6.644822143594378,4.20617737877863,61916,2000
ALL,SELECTED,CALIBRATED,S0,PATH,FROZEN_WEATHER,0.10031454498652681,0.10303232549379225,2.637794007113999,-1.243012625176604,6.660433464722979,61916,2000
ALL,SELECTED,CALIBRATED,S1,PATH,FROZEN_WEATHER,0.1056906395636656,0.1096111214578566,3.5767190792755033,-0.24755406666619972,7.6795892667525765,61916,2000
ALL,SELECTED,CALIBRATED,S2,PATH,FROZEN_WEATHER,0.10936049790307749,0.11302811135898257,3.244868388764425,-0.6612076298558655,7.141113563583655,61916,2000
ALL,SELECTED,CALIBRATED,S3,PATH,FROZEN_WEATHER,0.11616381466610264,0.12033317515011423,3.4648470621757994,0.1799966377462627,6.63921772690594,61916,2000
ALL,SELECTED,CALIBRATED,MEAN,PATH,FROZEN_WEATHER,0.10788237427984311,0.1115011833651864,3.2455342410950374,-0.3088642522138626,6.9302927933086185,61916,2000
ALL,SELECTED,CALIBRATED,WORST,PATH,FROZEN_WEATHER,0.11661811887755426,0.12114954620313306,3.7403584805682226,0.3819849892473204,6.892090774790442,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S0,PATH,FROZEN_WEATHER,0.10876580153697188,0.10971903136272368,0.8687916890192796,-3.2644445456330105,5.036493655067742,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S1,PATH,FROZEN_WEATHER,0.11265171329500102,0.11538950177268009,2.372649535373307,-1.5582542407615778,6.463922791027044,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S2,PATH,FROZEN_WEATHER,0.11602197824005409,0.11828824166158255,1.915882246362364,-1.9728446140715585,5.7699280453079815,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S3,PATH,FROZEN_WEATHER,0.12078438700966124,0.12338934181078873,2.1111667854765415,-1.1749151626682182,5.358638155972613,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,MEAN,PATH,FROZEN_WEATHER,0.11455597002042205,0.11669652915194377,1.8342954559810658,-1.8469863975412126,5.602452398626796,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,WORST,PATH,FROZEN_WEATHER,0.12146584332683867,0.12461389839031697,2.5262471555282953,-1.010010869096137,5.802667404510864,61916,2000
T0,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.08406889358911016,0.0896589137559294,6.234762314917692,3.340043360515592,9.31900904836242,61916,2000
T0,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.09376575881474498,0.0980543608282096,4.373698402846371,0.9505526248847005,7.768618759931565,61916,2000
T0,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.09775830272249932,0.10250785075378258,4.633350515456008,1.2120459121492573,7.854903760894474,61916,2000
T0,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.11132768687240811,0.11422084182876524,2.53294837442576,-0.4304409422161659,5.293484065799477,61916,2000
T0,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.09673016049969065,0.1011104917916717,4.3322223187345354,1.4656846597350008,7.280853318601026,61916,2000
T0,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.11132768687240811,0.11422084182876524,2.53294837442576,-0.4304409422161659,5.299701842057053,61916,2000
T1,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.08209331935430916,0.08703320735057242,5.6758657375054975,4.08486270437679,7.5043281042134415,61916,2000
T1,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.08987212244350665,0.09498270472920116,5.380539857508745,3.4340889146523454,7.3735740401407535,61916,2000
T1,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.09212278452518563,0.09684594650878871,4.876984689467053,2.5894800142902765,6.861234076009686,61916,2000
T1,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.10355816782330973,0.10949725996625756,5.423964165658579,3.8397302980776784,7.083620514441517,61916,2000
T1,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.0919115985365778,0.09708977963870496,5.333394638855358,3.6950534078007506,7.049805512963628,61916,2000
T1,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.10355816782330973,0.10949725996625756,5.423964165658579,3.8397302980776784,7.083620514441517,61916,2000
T2,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.13451362494296798,0.13240485537487492,-1.5926678535485295,-6.778486929526797,3.5487158027428585,61916,2000
T2,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.13567364190173128,0.13579629881615904,0.09032419550241746,-4.849533869235481,5.129253638538846,61916,2000
T2,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.13990768158767858,0.1397305368143764,-0.1267759913765424,-4.930999360361885,4.639831032749595,61916,2000
T2,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.13863394768215442,0.1372814236553199,-0.9852199888532521,-5.6225782379649845,3.641842636363409,61916,2000
T2,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.13718222402863306,0.13630327866518258,-0.6448453566619909,-5.521044839901608,4.166126031235304,61916,2000
T2,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.13990768158767858,0.1397305368143764,-0.1267759913765424,-4.956506055680338,4.499560240834784,61916,2000
ALL,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.10022527929546243,0.10303232549379225,2.7244325359801222,-0.37292234095061255,6.0589260130573726,61916,2000
ALL,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.10643717438666096,0.1096111214578566,2.8956432786940924,-0.4065122275991778,6.305927316680754,61916,2000
ALL,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.10992958961178784,0.11302811135898257,2.741372663791293,-0.37973368274195135,5.90098375945513,61916,2000
ALL,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.11783993412595743,0.12033317515011423,2.071948173100648,-0.673561543886328,4.753591840264948,61916,2000
ALL,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.10860799435496717,0.1115011833651864,2.59476081141087,-0.41920200281376835,5.634139952384468,61916,2000
ALL,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.11826451209446548,0.12114954620313306,2.381382513666381,-0.32384802010740693,5.0246091055572775,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.10830347214863857,0.10971903136272368,1.2901674363177384,-2.2982683006796023,4.986669173914727,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.11277288217261897,0.11538950177268009,2.2676409550809273,-1.1623893793601263,5.827873428673108,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.1160152330564321,0.11828824166158255,1.9215845744443711,-1.4157409458569568,5.29499410045485,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.12109605775273208,0.12338934181078873,1.8585754850473906,-0.996679034140683,4.729926995004174,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.11454691128260543,0.11669652915194377,1.8420581014362916,-1.4159330666086143,5.15463397025445,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.12173292470549416,0.12461389839031697,2.311920036237854,-0.5848521867324767,5.149173966913874,61916,2000
T0,FIXED512,RAW,S0,PATH,LATEST,0.08384523288498315,0.08310741821670212,-0.8877843688480173,-3.7851871009447344,1.8388243182758823,61916,2000
T0,FIXED512,RAW,S1,PATH,LATEST,0.09393909276998502,0.0945314806554249,0.6266567299407666,-1.8539659367858734,3.128879015814805,61916,2000
T0,FIXED512,RAW,S2,PATH,LATEST,0.09804647731265038,0.0987752682137231,0.7378273066247739,-2.1580177677173142,3.1962593250396716,61916,2000
T0,FIXED512,RAW,S3,PATH,LATEST,0.10944795729289222,0.11279419195859725,2.966672846890296,-0.4534484233483601,6.125828083900617,61916,2000
T0,FIXED512,RAW,MEAN,PATH,LATEST,0.0963196900651277,0.09730208976111185,1.0096388457802516,-1.4760613956887436,3.4532432780396665,61916,2000
T0,FIXED512,RAW,WORST,PATH,LATEST,0.10944795729289222,0.11279419195859725,2.966672846890296,-0.4667242886074972,6.125828083900617,61916,2000
T1,FIXED512,RAW,S0,PATH,LATEST,0.07990963802261487,0.08045350255110337,0.6759985721479759,-0.5484477037027745,2.025413467967771,61916,2000
T1,FIXED512,RAW,S1,PATH,LATEST,0.08966397451644778,0.09100026903649763,1.4684511751431222,0.2378789906909269,2.8221385595883848,61916,2000
T1,FIXED512,RAW,S2,PATH,LATEST,0.09218395981585224,0.09335254583583846,1.2517987694103088,-0.060654676089237636,2.4480951244651226,61916,2000
T1,FIXED512,RAW,S3,PATH,LATEST,0.10338015485150329,0.10674561284272682,3.1527834274388575,1.5336573610640067,4.84662940144449,61916,2000
T1,FIXED512,RAW,MEAN,PATH,LATEST,0.09128443180160455,0.09288798256654157,1.7263274759878655,0.6070426762339877,2.951766845500198,61916,2000
T1,FIXED512,RAW,WORST,PATH,LATEST,0.10338015485150329,0.10674561284272682,3.1527834274388575,1.5336573610640067,4.84662940144449,61916,2000
T2,FIXED512,RAW,S0,PATH,LATEST,0.1433575904984614,0.13772343345539928,-4.090921132086567,-8.15677057399365,0.6099648051344078,61916,2000
T2,FIXED512,RAW,S1,PATH,LATEST,0.1413561387461866,0.1329650269690924,-6.31076604755979,-10.638362127043711,-1.585636849516501,61916,2000
T2,FIXED512,RAW,S2,PATH,LATEST,0.14546866720301888,0.13893269426138732,-4.704416751131884,-8.402722752683795,-0.5384255728781888,61916,2000
T2,FIXED512,RAW,S3,PATH,LATEST,0.144880085222096,0.1407597653492686,-2.9272000152910276,-7.1695513218938425,1.4352906097941807,61916,2000
T2,FIXED512,RAW,MEAN,PATH,LATEST,0.14376562041744073,0.1375952300087869,-4.484450811456027,-8.298127880399106,-0.18484894473197902,61916,2000
T2,FIXED512,RAW,WORST,PATH,LATEST,0.14546866720301888,0.1407597653492686,-3.3453464788507112,-7.619190760738903,1.2738025453510915,61916,2000
ALL,FIXED512,RAW,S0,PATH,LATEST,0.10237082046868647,0.10042811807440159,-1.9344207892511072,-4.4551762117266085,0.9736370217020345,61916,2000
ALL,FIXED512,RAW,S1,PATH,LATEST,0.10831973534420647,0.10616559222033832,-2.029040745515171,-4.422526488738368,0.9582478734028386,61916,2000
ALL,FIXED512,RAW,S2,PATH,LATEST,0.1118997014438405,0.1103535027703163,-1.4011323924555128,-3.8060799835737105,1.1172693876445245,61916,2000
ALL,FIXED512,RAW,S3,PATH,LATEST,0.1192360657888305,0.12009985671686423,0.7192272760742023,-1.8149594288794522,3.648069140002431,61916,2000
ALL,FIXED512,RAW,MEAN,PATH,LATEST,0.11045658076139099,0.1092617674454801,-1.0935328467087782,-3.4146987296733093,1.6999802025511073,61916,2000
ALL,FIXED512,RAW,WORST,PATH,LATEST,0.11943225978247146,0.12009985671686423,0.5558682188660939,-1.9892707116054504,3.5011116609183963,61916,2000
ADDITIONAL,FIXED512,RAW,S0,PATH,LATEST,0.11163361426053814,0.10908846800325132,-2.3331029428435626,-5.367695271806792,0.9927341868624553,61916,2000
ADDITIONAL,FIXED512,RAW,S1,PATH,LATEST,0.11551005663131719,0.11198264800279502,-3.1499600084775032,-5.978212423450362,0.15897130505698268,61916,2000
ADDITIONAL,FIXED512,RAW,S2,PATH,LATEST,0.11882631350943557,0.1161426200486129,-2.310687893642644,-4.885701985361613,0.3941760136346639,61916,2000
ADDITIONAL,FIXED512,RAW,S3,PATH,LATEST,0.12413012003679964,0.12375268909599771,-0.3049880722261743,-2.966913736033438,2.7190386107593705,61916,2000
ADDITIONAL,FIXED512,RAW,MEAN,PATH,LATEST,0.11752502610952265,0.11524160628766424,-1.981419641234932,-4.688039301713058,1.0861291046841566,61916,2000
ADDITIONAL,FIXED512,RAW,WORST,PATH,LATEST,0.12442441102726108,0.12375268909599771,-0.542793806074228,-3.244788647693451,2.5161439974471977,61916,2000
T0,FIXED512,RAW,S0,PATH,DROP,0.08384523288498315,0.08375647541384111,-0.1059708765244548,-3.0582693601059217,2.9677791894513086,61916,2000
T0,FIXED512,RAW,S1,PATH,DROP,0.09393909276998502,0.09558421311897922,1.7211214020733925,-0.4598416084739526,3.758707414805632,61916,2000
T0,FIXED512,RAW,S2,PATH,DROP,0.09804647731265038,0.09997903697565252,1.9329648708986542,-0.6562821771762224,4.193780982745866,61916,2000
T0,FIXED512,RAW,S3,PATH,DROP,0.10944795729289222,0.11359177980067817,3.6479950530374596,0.6621954536877793,6.396534331815581,61916,2000
T0,FIXED512,RAW,MEAN,PATH,DROP,0.0963196900651277,0.09822787632728776,1.942611744757805,-0.2443236307515046,4.17008587488442,61916,2000
T0,FIXED512,RAW,WORST,PATH,DROP,0.10944795729289222,0.11359177980067817,3.6479950530374596,0.6621954536877793,6.396534331815581,61916,2000
T1,FIXED512,RAW,S0,PATH,DROP,0.07990963802261487,0.08040819629920347,0.6200341501672687,-0.514566954670605,1.800890107792716,61916,2000
T1,FIXED512,RAW,S1,PATH,DROP,0.08966397451644778,0.09145071700616475,1.9537763597813278,0.9126875750774267,2.967269186198239,61916,2000
T1,FIXED512,RAW,S2,PATH,DROP,0.09218395981585224,0.09395329461917126,1.883206768310587,0.7808416077281933,2.669456864573162,61916,2000
T1,FIXED512,RAW,S3,PATH,DROP,0.10338015485150329,0.10677584175269031,3.1802014813912396,2.1118782940985104,4.364692105690012,61916,2000
T1,FIXED512,RAW,MEAN,PATH,DROP,0.09128443180160455,0.09314701241930745,1.9996139106624002,1.1184961254828942,2.8367145766450808,61916,2000
T1,FIXED512,RAW,WORST,PATH,DROP,0.10338015485150329,0.10677584175269031,3.1802014813912396,2.1118782940985104,4.364692105690012,61916,2000
T2,FIXED512,RAW,S0,PATH,DROP,0.1433575904984614,0.14031740498072315,-2.166648904429143,-4.587370702929322,0.14684979790011268,61916,2000
T2,FIXED512,RAW,S1,PATH,DROP,0.1413561387461866,0.13830205299254156,-2.2082721749689065,-4.188194924300437,-0.20073037856357753,61916,2000
T2,FIXED512,RAW,S2,PATH,DROP,0.14546866720301888,0.14382893556760123,-1.1400568522228602,-2.719638297109121,0.3626579149741693,61916,2000
T2,FIXED512,RAW,S3,PATH,DROP,0.144880085222096,0.14489319057658193,0.009044838086438148,-1.7334541450271437,1.5723221477392002,61916,2000
T2,FIXED512,RAW,MEAN,PATH,DROP,0.14376562041744073,0.14183539602936196,-1.3608904703020588,-2.9559599288894796,0.2587502889123302,61916,2000
T2,FIXED512,RAW,WORST,PATH,DROP,0.14546866720301888,0.14489319057658193,-0.3971729962925943,-2.6494889407694258,1.4429431441621443,61916,2000
ALL,FIXED512,RAW,S0,PATH,DROP,0.10237082046868647,0.10149402556458924,-0.8638881936348549,-2.2800120462773026,0.930610773582958,61916,2000
ALL,FIXED512,RAW,S1,PATH,DROP,0.10831973534420647,0.10844566103922852,0.11611870296636498,-1.2989282969990472,1.631067054609698,61916,2000
ALL,FIXED512,RAW,S2,PATH,DROP,0.1118997014438405,0.11258708905414168,0.6105385760268004,-0.6800307816585095,1.8872571522812664,61916,2000
ALL,FIXED512,RAW,S3,PATH,DROP,0.1192360657888305,0.12175360404331681,2.067732018504053,0.6686578555217293,3.76536630104569,61916,2000
ALL,FIXED512,RAW,MEAN,PATH,DROP,0.11045658076139099,0.11107009492531905,0.5523666512940083,-0.5954050769144074,2.002861306177754,61916,2000
ALL,FIXED512,RAW,WORST,PATH,DROP,0.11943225978247146,0.12175360404331681,1.9065918245996838,0.3869542734300071,3.6257167711677485,61916,2000
ADDITIONAL,FIXED512,RAW,S0,PATH,DROP,0.11163361426053814,0.11036280063996332,-1.1514872884755796,-2.8464459957515973,0.5376142080249281,61916,2000
ADDITIONAL,FIXED512,RAW,S1,PATH,DROP,0.11551005663131719,0.11487638499935315,-0.5516117450663224,-2.004543473205807,0.8990800030385586,61916,2000
ADDITIONAL,FIXED512,RAW,S2,PATH,DROP,0.11882631350943557,0.11889111509338625,0.05450498458171793,-0.9746198444294278,1.052265549721847,61916,2000
ADDITIONAL,FIXED512,RAW,S3,PATH,DROP,0.12413012003679964,0.12583451616463612,1.3544742569729602,0.24379595064818466,2.637343550427255,61916,2000
ADDITIONAL,FIXED512,RAW,MEAN,PATH,DROP,0.11752502610952265,0.1174912042243347,-0.028786738046672426,-1.1413381193033119,1.2215605683874589,61916,2000
ADDITIONAL,FIXED512,RAW,WORST,PATH,DROP,0.12442441102726108,0.12583451616463612,1.120602820556897,-0.29914138465576046,2.491267480951234,61916,2000
T0,FIXED512,RAW,S0,PATH,POINT,0.08384523288498315,0.08323442663381378,-0.7338384799075794,-3.6504640554367467,1.9102212370422336,61916,2000
T0,FIXED512,RAW,S1,PATH,POINT,0.09393909276998502,0.09600581218472395,2.152702391353531,-0.6599835396139964,4.65500957720822,61916,2000
T0,FIXED512,RAW,S2,PATH,POINT,0.09804647731265038,0.10024908343704478,2.197133428933147,-0.5443098211464149,4.257379994494954,61916,2000
T0,FIXED512,RAW,S3,PATH,POINT,0.10944795729289222,0.1155084613866739,5.246805317139188,2.6288934757306235,7.2804073436728665,61916,2000
T0,FIXED512,RAW,MEAN,PATH,POINT,0.0963196900651277,0.09874944591056409,2.460526054634258,0.28142396706033745,4.253436403288831,61916,2000
T0,FIXED512,RAW,WORST,PATH,POINT,0.10944795729289222,0.1155084613866739,5.246805317139188,2.6288934757306235,7.2804073436728665,61916,2000
T1,FIXED512,RAW,S0,PATH,POINT,0.07990963802261487,0.07959394900700756,-0.3966243911073206,-1.0952513172621337,0.39419758003159533,61916,2000
T1,FIXED512,RAW,S1,PATH,POINT,0.08966397451644778,0.09007937543239572,0.4611498625006518,-0.1378362605221921,1.0754062042016372,61916,2000
T1,FIXED512,RAW,S2,PATH,POINT,0.09218395981585224,0.09236681120564537,0.19796221976963777,-0.6339869064461324,0.9819826754514652,61916,2000
T1,FIXED512,RAW,S3,PATH,POINT,0.10338015485150329,0.10450280665895526,1.0742790967478424,0.42650852478096335,1.592412359018592,61916,2000
T1,FIXED512,RAW,MEAN,PATH,POINT,0.09128443180160455,0.09163573557600098,0.38336984167608745,-0.19238294071529038,0.9489019568579392,61916,2000
T1,FIXED512,RAW,WORST,PATH,POINT,0.10338015485150329,0.10450280665895526,1.0742790967478424,0.4107792715189831,1.592412359018592,61916,2000
T2,FIXED512,RAW,S0,PATH,POINT,0.1433575904984614,0.13844076286570617,-3.551575078739466,-5.72273248946338,-1.6077082468994195,61916,2000
T2,FIXED512,RAW,S1,PATH,POINT,0.1413561387461866,0.13725105598225473,-2.9909298216711866,-5.094357021387697,-0.8863254485523613,61916,2000
T2,FIXED512,RAW,S2,PATH,POINT,0.14546866720301888,0.14224506428981354,-2.266231822734805,-4.42271644493984,-0.2070520083552337,61916,2000
T2,FIXED512,RAW,S3,PATH,POINT,0.144880085222096,0.14250444791489775,-1.6670618650562823,-3.820124232697218,0.3803155464475921,61916,2000
T2,FIXED512,RAW,MEAN,PATH,POINT,0.14376562041744073,0.14011033276316803,-2.6088637305938898,-4.725478666611803,-0.5952035476180823,61916,2000
T2,FIXED512,RAW,WORST,PATH,POINT,0.14546866720301888,0.14250444791489775,-2.080088959673266,-4.52828416341697,0.23404067499959372,61916,2000
ALL,FIXED512,RAW,S0,PATH,POINT,0.10237082046868647,0.1004230461688425,-1.9395690273815749,-3.4237340650297376,-0.5327659334572604,61916,2000
ALL,FIXED512,RAW,S1,PATH,POINT,0.10831973534420647,0.10777874786645814,-0.5019426264059379,-1.9147150045660626,0.8768394055850667,61916,2000
ALL,FIXED512,RAW,S2,PATH,POINT,0.1118997014438405,0.1116203196441679,-0.25029654149283626,-1.753768415165773,1.0835245854275133,61916,2000
ALL,FIXED512,RAW,S3,PATH,POINT,0.1192360657888305,0.1208385719868423,1.3261545313414351,-0.26741415026728815,2.7128123199800074,61916,2000
