source,method,seed,variant,crossing_reference,window,lead_start,lead_end,n_origins,n_series,scaled_pinball,pce,coverage80,coverage_deficit80,scaled_width80,scaled_mae,raw_mae,scaled_rmse,raw_quantile_crossing_rate,raw_quantile_crossing_any_rate
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,block_3,129,192,209,32,0.19855851834995658,0.03631353626727805,0.767725310257177,0.03227468974282301,0.6777940310907807,0.24735320205586347,83.78039144948303,0.38366868366370055,0.0,0.0
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,block_4,193,256,209,32,0.19991846949031197,0.041658204163343975,0.814474151465311,-0.014474151465310954,0.771557860321062,0.24904145631225183,83.8674993676325,0.38696545946280936,0.0,0.0
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,prefix_64,1,64,209,32,0.14900583993618818,0.02080036591241361,0.8176701741925837,-0.017670174192583692,0.6007072280993246,0.1867537343628732,60.67204489786196,0.2917829571504145,0.001308897465610048,0.005924790669856459
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,prefix_128,1,128,209,32,0.15977645344569336,0.022715902860845297,0.8166048332834928,-0.016604833283492774,0.63567629916081,0.1996337006081871,66.03763467609953,0.31354241480499667,0.000654448732805024,0.0029623953349282293
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,prefix_192,1,192,209,32,0.17270380841378108,0.025587443098750665,0.8003116589413876,-0.00031165894138752634,0.6497155431374669,0.21554020109074587,71.95188693389403,0.3387687646608344,0.00043629915520334927,0.001974930223285486
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,prefix_256,1,256,209,32,0.1795074736829138,0.029216117798046254,0.8038522820723684,-0.0038522820723683737,0.6801761224333658,0.22391551489612238,74.93079004232865,0.35159833531868645,0.000327224366402512,0.0014811976674641146
Electricity,R_MC16,92121,raw,pre_sort_raw_q,full_256,1,256,209,32,0.18545889799252996,0.037634154040404044,0.7238792893989234,0.07612071060107659,0.6048964445848692,0.2309663413409567,76.92621628929774,0.3612550686836257,0.0,0.0
Electricity,R_MC16,92121,raw,pre_sort_raw_q,tail_129_256,129,256,209,32,0.20735849059577882,0.04512871311802233,0.7088021456339713,0.09119785436602874,0.6384900947248493,0.25811464482240454,86.79075135311092,0.3979981313773758,0.0,0.0
Electricity,R_MC16,92121,raw,pre_sort_raw_q,block_1,1,64,209,32,0.14906619454091685,0.023731662845560872,0.8001341021232058,-0.00013410212320569964,0.6170200620834466,0.18661545688100178,60.36296538209196,0.2917695852441784,0.0,0.0
Electricity,R_MC16,92121,raw,pre_sort_raw_q,block_2,65,128,209,32,0.1780524162376454,0.044162845560871876,0.6777787642045455,0.1222212357954546,0.5255855268063316,0.221020618838016,73.76039706887714,0.34462594177616,0.0,0.0
