source,comparison,baseline,candidate,baseline_variant,candidate_variant,window,metric,seed,a_mean,b_mean,effect_a_minus_b,relative_gain_percent,ci95_low,ci95_high,bootstrap_seed,bootstrap_reps,block_origins,n_origins,method,positive_favors,quantile_method,scope
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92122,0.14847890417276594,0.14848352628553846,-4.622112772543476e-06,-0.0031129760812117213,-1.9873331279989485e-05,7.630909835170242e-06,3667298701,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92121,0.14912429983848977,0.14879855721009877,0.00032574262839098173,0.218436987629635,0.00011319962804867116,0.0005215437178286612,4084981562,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92122,0.14981844287903137,0.14848352628553846,0.0013349165934929187,0.89102287264511,0.0009917147946001872,0.0016360102171427352,4084981562,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92121,0.14901223673901148,0.14879855721009877,0.00021367952891274033,0.14339730319395905,-0.0004832402752410696,0.000841992312871705,452130683,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92122,0.14901223673901148,0.14848352628553846,0.0005287104534730377,0.3548100914685626,2.7687768777208544e-05,0.0009888484517449143,452130683,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92121,0.14912430016484712,0.14879855721009877,0.0003257429547483422,0.2184372060008025,0.00012610050145197432,0.000528111372686478,208095182,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92122,0.14981844308078113,0.14848352628553846,0.0013349167952426426,0.8910230061080424,0.0010224582481252816,0.0016511678525944556,208095182,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92121,0.14906619454091685,0.14879855721009877,0.0002676373308180818,0.17954260631817404,6.847021045701194e-05,0.0004626877707629264,4072858033,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92122,0.1497875375827027,0.14848352628553846,0.0013040112971642232,0.8705739597623301,0.0009832277192193724,0.00161972821927771,4072858033,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92121,0.1419694159662209,0.14879855721009877,-0.006829141243877891,-4.810290439951351,-0.008197608756179916,-0.005358816186662553,746292644,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92122,0.1419694159662209,0.14848352628553846,-0.006514110319317593,-4.5883898831192695,-0.007832806365349883,-0.0051267807814692696,746292644,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,block_1,scaled_pinball,0,0.14901223701837274,0.14901223673901148,2.793612331097713e-10,1.8747536356717265e-07,-1.1982134156318923e-10,7.740784574100627e-10,164462478,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,block_1,scaled_pinball,92121,0.14912429983848977,0.14912430016484712,-3.263573604609876e-10,-2.1884921559695601e-07,-7.282809523175768e-10,1.2397703006417538e-11,1318971437,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,block_1,scaled_pinball,92122,0.14981844287903137,0.14981844308078113,-2.0174972391802774e-10,-1.346628092249814e-07,-5.162874750211072e-10,7.763216725000854e-11,1318971437,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_2,scaled_pinball,92121,0.1732841810685026,0.17018579495810526,0.0030983861103973083,1.7880374834517965,0.0014300771820910283,0.004615850800064591,1041812150,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_2,scaled_pinball,92122,0.1732841810685026,0.17033625393461757,0.0029479271338849864,1.7012096059245094,0.0015080640734173303,0.004218729103946813,1041812150,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,block_2,scaled_pinball,92121,0.17018579495810526,0.1699656813812662,0.00022011357683910757,0.129337220473244,-5.323355722152604e-05,0.00043748354977204176,2998999716,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,block_2,scaled_pinball,92122,0.17033625393461757,0.16972929169779463,0.0006069622368229411,0.3563317983122486,0.000249655812109519,0.001011683649268595,2998999716,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92121,0.1699656813812662,0.16992434023646058,4.134114480558634e-05,0.02432323070729207,8.074207190313627e-07,9.039155154942891e-05,1635451322,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92122,0.16972929169779463,0.16973473559832755,-5.443900532891988e-06,-0.0032074019036059656,-2.843403316605182e-05,1.744350937538771e-05,1635451322,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92121,0.17018579495810526,0.16992434023646058,0.0002614547216446939,0.15362899219000997,9.43274357676588e-06,0.000464340895489718,473333955,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92122,0.17033625393461757,0.16973473559832755,0.0006015183362900491,0.3531358254015248,0.000253984307563799,0.0009975688001693452,473333955,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92121,0.17090321534968797,0.16992434023646058,0.0009788751132273625,0.5727657675863321,-0.0006991780408698034,0.0026491224652438125,2133354229,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92122,0.17090321534968797,0.16973473559832755,0.001168479751360396,0.6837084656187128,-7.410547643591894e-05,0.0022983480885515905,2133354229,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92121,0.17011715723217796,0.16992434023646058,0.00019281699571738656,0.11334365025523414,-0.00016673190363834505,0.0005581857918140041,2813420149,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92122,0.1700468110306173,0.16973473559832755,0.00031207543228974456,0.1835232489208837,-0.00021159841779177453,0.0008975659910097186,2813420149,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92121,0.17805241623764542,0.16992434023646058,0.00812807600118481,4.564990564540455,0.007590756585834154,0.008592649033640166,3200256684,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92122,0.18066403334039674,0.16973473559832755,0.010929297742069178,6.04951496985392,0.01022256456276706,0.011742076676580468,3200256684,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92121,0.1640737320861873,0.16992434023646058,-0.005850608150273288,-3.5658408423354357,-0.008131103985536356,-0.00372621906922058,2863824371,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,92122,0.1640737320861873,0.16973473559832755,-0.005661003512140254,-3.450280212536734,-0.007391456627153295,-0.004055309780747383,2863824371,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,block_2,scaled_pinball,0,0.1732841810685026,0.17090321534968797,0.0023809657188146394,1.3740237014903267,0.0018617578390906465,0.0028026614636241162,2876384346,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,block_2,scaled_pinball,92121,0.17018579495810526,0.17011715723217796,6.863772592730735e-05,0.040331054624273395,-0.0002372421765270857,0.00033090219599298426,1386622299,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,block_2,scaled_pinball,92122,0.17033625393461757,0.1700468110306173,0.0002894429040003045,0.16992442731035123,-8.355701328299296e-05,0.0006054820035951014,1386622299,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_3,scaled_pinball,92121,0.20452930901022984,0.1982205229647289,0.006308786045500902,3.0845388741744384,0.003903597506872681,0.008423484876915853,2703725773,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
