source,comparison,baseline,candidate,baseline_variant,candidate_variant,window,metric,seed_summary,repeat_seed_count,selection_seed_included,a_mean,b_mean,effect_a_minus_b,relative_gain_percent,ci95_low,ci95_high,bootstrap_seed,bootstrap_reps,block_origins,n_origins,method,positive_favors,quantile_method,scope
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.20739353049162354,0.19840673243817775,0.008986798053445785,4.333210410248913,0.0069979993548517005,0.01100359783793799,1570095505,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.19840673243817775,0.19793815914639315,0.00046857329178456945,0.236168040280878,-0.00011430162336406297,0.0009847848857581383,1908364607,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.19793815914639315,0.1978862690240726,5.189012232057095e-05,0.02621532025171231,1.4421942689046339e-05,0.00010222244607940047,3584978050,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.19840673243817775,0.1978862690240726,0.0005204634141051403,0.26232144832449844,-4.289327673301979e-05,0.00106733820823034,1649347405,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.20150476796871902,0.1978862690240726,0.0036184989446464396,1.7957386225263732,0.001705868744695706,0.005473712708350136,1460605836,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.19884538907568522,0.1978862690240726,0.0009591200516125905,0.48234462768836295,-0.0001770713851214681,0.002078272824930306,4196891482,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.20967594640757678,0.1978862690240726,0.0117896773835042,5.622808712920717,0.010347592784984445,0.013336442810091019,3705896687,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.19348812422015726,0.1978862690240726,-0.004398144803915336,-2.2730825582406182,-0.007622553654139596,-0.0015691298228463686,824797476,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,tail_129_256,scaled_pinball,fixed_model,0,False,0.20739353049162354,0.20150476796871902,0.005888762522904485,2.8394147632981865,0.0051130049491006965,0.006660086597966713,319540994,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,tail_129_256,scaled_pinball,repeat_mean_92121_92122,2,False,0.19840673243817775,0.19884538907568522,-0.00043865663750745015,-0.2210895931387473,-0.001245931842522429,0.0002661572650440967,1366148687,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.14901223701837274,0.14947137135876057,-0.000459134340387829,-0.30811854756010354,-0.00100178692927575,2.7781659486985686e-05,2951422524,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.14947137135876057,0.14864431512536608,0.0008270562333944862,0.5533208305217119,0.000585921082917233,0.0010567874888918972,194376980,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.14864431512536608,0.14864104174781861,3.273377547464393e-06,0.0022021545490681148,-1.3105530926637036e-05,1.9751203125208247e-05,3667298701,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.14947137135876057,0.14864104174781861,0.0008303296109419506,0.5555108000909398,0.0005847810477776775,0.0010650843203679633,4084981562,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.14901223673901148,0.14864104174781861,0.00037119499119288844,0.24910369733126045,-0.00018091033589081728,0.0008803879152624078,452130683,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.1494713716228141,0.14864104174781861,0.000830329874995492,0.5555109757678555,0.0005927252842930816,0.0010618504327795024,208095182,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.14942686606180974,0.14864104174781861,0.0007858243139911522,0.5258922539847015,0.000550994827053909,0.0010154732142564878,4072858033,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.1419694159662209,0.14864104174781861,-0.006671625781597742,-4.699340161535311,-0.007999311351021159,-0.00525647210150309,746292644,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,block_1,scaled_pinball,fixed_model,0,False,0.14901223701837274,0.14901223673901148,2.793612331097713e-10,1.8747536356717265e-07,-1.1982134156318923e-10,7.740784574100627e-10,164462478,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,block_1,scaled_pinball,repeat_mean_92121_92122,2,False,0.14947137135876057,0.1494713716228141,-2.640535413926969e-10,-1.7665827174283206e-07,-5.379397305230116e-10,-4.760366855323913e-11,1318971437,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.1732841810685026,0.17026102444636143,0.003023156622141148,1.7446235446881535,0.0016591683550403555,0.004219138030028953,1041812150,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.17026102444636143,0.1698474865395304,0.0004135379068310245,0.24288465793961223,0.000175477556592276,0.0006526983161487311,2998999716,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.1698474865395304,0.16982953791739405,1.7948622136345982e-05,0.010567493521411992,-5.823856981263036e-06,4.6258166913108196e-05,1635451322,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.17026102444636143,0.16982953791739405,0.0004314865289673705,0.25342648464053197,0.00020514612576278177,0.0006700030104035683,473333955,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.17090321534968797,0.16982953791739405,0.0010736774322938792,0.6282371166025223,-0.00020165708494282035,0.0023365632850593184,2133354229,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.17008198413139763,0.16982953791739405,0.0002524462140035651,0.14842619298733992,-0.00015038420046295124,0.0006945909748136436,2813420149,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.17935822478902105,0.16982953791739405,0.009528686871626993,5.312656769900338,0.008969062194069448,0.01013644444409224,3200256684,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.1640737320861873,0.16982953791739405,-0.005755805831206771,-3.5080605274360845,-0.007673799995794833,-0.004063342298051682,2863824371,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,block_2,scaled_pinball,fixed_model,0,False,0.1732841810685026,0.17090321534968797,0.0023809657188146394,1.3740237014903267,0.0018617578390906465,0.0028026614636241162,2876384346,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,block_2,scaled_pinball,repeat_mean_92121_92122,2,False,0.17026102444636143,0.17008198413139763,0.00017904031496380536,0.10515637125172457,-0.00014538472626148853,0.0004558517358282936,1386622299,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.20452930901022984,0.1983578255587951,0.006171483451434698,3.0174078626188594,0.004232059168446265,0.007943004953038778,2703725773,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.1983578255587951,0.1981202069253347,0.00023761863346045611,0.1197929210965381,-0.00023003783647018123,0.0006531618256652529,1709474470,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.1981202069253347,0.19808667026902446,3.353665631020423e-05,0.016927428469143052,-3.905079321653711e-06,8.424257177511368e-05,3032226721,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.1983578255587951,0.19808667026902446,0.00027115528977066035,0.13670007170465145,-0.00024408189430108162,0.0006962819807670629,1378596054,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.20049202616090248,0.19808667026902446,0.002405355891877997,1.1997264619130574,0.0004174559229688276,0.004186572156504041,331239486,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.19867324298544992,0.19808667026902446,0.000586572716425436,0.2952449497531957,-0.0003786993668066197,0.001591662866195606,1413600203,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.20990971733790392,0.19808667026902446,0.011823047068879447,5.632443899606228,0.01041413131614341,0.013339347058443522,1716353628,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.19310336594126623,0.19808667026902446,-0.004983304327758196,-2.580640841482744,-0.00790695440654476,-0.0026146769434189517,3083802318,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,block_3,scaled_pinball,fixed_model,0,False,0.20452930901022984,0.20049202616090248,0.004037282849327361,1.9739385366648992,0.0032787459753796703,0.004660271659483602,2784590265,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,block_3,scaled_pinball,repeat_mean_92121_92122,2,False,0.1983578255587951,0.19867324298544992,-0.0003154174266547756,-0.15901435991557739,-0.0010425098682872351,0.000332830134473484,4122953404,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.21025775197301724,0.19845563931756036,0.011802112655456866,5.613164102016773,0.009603766198185164,0.014169721748159392,2540207953,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.19845563931756036,0.19775611136745166,0.0006995279501086852,0.35248580111615274,-4.0258441007175344e-05,0.001377691944713879,1479630831,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.19775611136745166,0.19768586777912076,7.02435883309358e-05,0.03552031229033212,2.667875728047893e-05,0.00012924015260687042,1373709354,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.19845563931756036,0.19768586777912076,0.0007697715384396211,0.3878809093491493,5.1815546162469814e-05,0.001441853633690406,2051905316,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.20251750977653563,0.19768586777912076,0.00483164199741488,2.385789753560702,0.002830929428676616,0.006882455646216371,2666712303,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.1990175351659205,0.19768586777912076,0.0013316673867997408,0.6691206308476952,-0.00014174203157345662,0.0026977675686519075,376160244,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.20944217547724972,0.19768586777912076,0.011756307698128956,5.6131520174197025,0.009942456386240446,0.013472561256185216,568779098,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.19387288249904824,0.19768586777912076,-0.0038129852800724805,-1.9667450294866273,-0.007458990238334215,-0.00033266419644380793,3096437446,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,block_4,scaled_pinball,fixed_model,0,False,0.21025775197301724,0.20251750977653563,0.007740242196481608,3.681311211524285,0.006803580183649591,0.008645599895125523,3301394663,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,block_4,scaled_pinball,repeat_mean_92121_92122,2,False,0.19845563931756036,0.1990175351659205,-0.0005618958483601198,-0.2831342310515035,-0.0014696365874151771,0.0003550944327503833,2134336350,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.14901223701837274,0.14947137135876057,-0.000459134340387829,-0.30811854756010354,-0.0009440680324782314,5.314100739050381e-05,2976067131,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.14947137135876057,0.14864431512536608,0.0008270562333944862,0.5533208305217119,0.0005826844422540864,0.0010569027885113842,816481918,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.14864431512536608,0.14864104174781861,3.273377547464393e-06,0.0022021545490681148,-1.3381442902146036e-05,1.9007707061725568e-05,4083202016,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.14947137135876057,0.14864104174781861,0.0008303296109419506,0.5555108000909398,0.0005872358571007982,0.0010629992871440449,3656069295,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.14901223673901148,0.14864104174781861,0.00037119499119288844,0.24910369733126045,-0.00021397234763428265,0.0008743223261996606,2927274178,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.1494713716228141,0.14864104174781861,0.000830329874995492,0.5555109757678555,0.0006045514372757407,0.0010666757215874508,3186209407,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.14942686606180974,0.14864104174781861,0.0007858243139911522,0.5258922539847015,0.000545399635542769,0.0010088994504158452,3669889547,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.1419694159662209,0.14864104174781861,-0.006671625781597742,-4.699340161535311,-0.008023825735066298,-0.0053321177131589684,3899727327,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,prefix_64,scaled_pinball,fixed_model,0,False,0.14901223701837274,0.14901223673901148,2.793612331097713e-10,1.8747536356717265e-07,-1.065696536234313e-10,7.682067955379046e-10,3305461581,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,prefix_64,scaled_pinball,repeat_mean_92121_92122,2,False,0.14947137135876057,0.1494713716228141,-2.640535413926969e-10,-1.7665827174283206e-07,-5.36658952626991e-10,-3.177670298776221e-11,4042535794,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,prefix_128,scaled_pinball,repeat_mean_92121_92122,2,False,0.16114820904343766,0.15986619790256099,0.00128201114087666,0.7955478676968061,0.0003828149724874141,0.002069098490154291,1412642905,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,prefix_128,scaled_pinball,repeat_mean_92121_92122,2,False,0.15986619790256099,0.15924590083244825,0.0006202970701127565,0.3880101473926526,0.0003965910359397306,0.000832518958215696,471644955,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
