source,stride,phase_samples,spacing_s,n_compared,offline_linear_mae_to_same_dense_trace,previous_sample_hold_mae_to_same_dense_trace,offline_linear_uses_later_samples,is_model_forecast_error
transient_response.csv,120,67,3600.0,25,3.1864759270549983,6.189670235509607,True,False
transient_response.csv,120,68,3600.0,25,3.220307492952784,6.189670235509607,True,False
transient_response.csv,120,69,3600.0,25,3.2545221993674343,6.189670235509607,True,False
transient_response.csv,120,70,3600.0,25,3.289117134376231,6.189670235509607,True,False
transient_response.csv,120,71,3600.0,25,3.324089266166827,6.189670235509607,True,False
transient_response.csv,120,72,3600.0,25,3.3594354638576216,6.18967023550955,True,False
transient_response.csv,120,73,3600.0,25,3.395152516043124,6.18967023550955,True,False
transient_response.csv,120,74,3600.0,25,3.431237147292818,6.18967023550955,True,False
transient_response.csv,120,75,3600.0,25,3.467686032809647,6.189670235509493,True,False
transient_response.csv,120,76,3600.0,25,3.504495811433935,6.189670235509493,True,False
transient_response.csv,120,77,3600.0,25,3.541663097160517,6.189670235509493,True,False
transient_response.csv,120,78,3600.0,25,3.579184489320489,6.189670235509493,True,False
transient_response.csv,120,79,3600.0,25,3.6170565815630833,6.189670235509493,True,False
transient_response.csv,120,80,3600.0,25,3.655275969761285,6.189670235509493,True,False
transient_response.csv,120,81,3600.0,25,3.6938392589514435,6.189670235509493,True,False
transient_response.csv,120,82,3600.0,25,3.732743069406672,6.189670235509436,True,False
transient_response.csv,120,83,3600.0,25,3.7719840419345427,6.189670235509436,True,False
transient_response.csv,120,84,3600.0,25,3.811558842479037,6.189670235509436,True,False
transient_response.csv,120,85,3600.0,25,3.8514641661006976,6.18967023550938,True,False
transient_response.csv,120,86,3600.0,25,3.8916967404003775,6.18967023550938,True,False
transient_response.csv,120,87,3600.0,25,3.9322533284450767,6.18967023550938,True,False
transient_response.csv,120,88,3600.0,25,3.9731307312499142,6.18967023550938,True,False
transient_response.csv,120,89,3600.0,25,4.014325789864038,6.18967023550938,True,False
transient_response.csv,120,90,3600.0,25,4.055835387103071,6.18967023550938,True,False
transient_response.csv,120,91,3600.0,25,4.097656448967496,6.18967023550938,True,False
transient_response.csv,120,92,3600.0,25,4.139785945781075,6.189670235509323,True,False
transient_response.csv,120,93,3600.0,25,4.182220893081515,6.189670235509323,True,False
transient_response.csv,120,94,3600.0,25,4.224958352290753,6.189670235509323,True,False
transient_response.csv,120,95,3600.0,25,4.267995431190952,6.189670235509266,True,False
transient_response.csv,120,96,3600.0,25,4.3113292842285595,6.189670235509266,True,False
transient_response.csv,120,97,3600.0,25,4.35495711266595,6.189670235509266,True,False
transient_response.csv,120,98,3600.0,25,4.3988761646003605,6.189670235509266,True,False
transient_response.csv,120,99,3600.0,25,4.443083734865857,6.189670235509266,True,False
transient_response.csv,120,100,3600.0,25,4.487577164832706,6.189670235509266,True,False
transient_response.csv,120,101,3600.0,25,4.532353842117841,6.189670235509266,True,False
transient_response.csv,120,102,3600.0,25,4.5774112002186005,6.189670235509266,True,False
transient_response.csv,120,103,3600.0,25,4.622746718078715,6.189670235509209,True,False
transient_response.csv,120,104,3600.0,25,4.668357919597547,6.189670235509209,True,False
transient_response.csv,120,105,3600.0,25,4.714242373090144,6.189670235509152,True,False
transient_response.csv,120,106,3600.0,25,4.760397690706234,6.189670235509152,True,False
transient_response.csv,120,107,3600.0,25,4.806821527814213,6.189670235509152,True,False
transient_response.csv,120,108,3600.0,25,4.8535115823567,6.189670235509152,True,False
transient_response.csv,120,109,3600.0,25,4.900465594182403,6.189670235509152,True,False
transient_response.csv,120,110,3600.0,25,4.947681344359341,6.189670235509152,True,False
transient_response.csv,120,111,3600.0,25,4.99515665447351,6.189670235509152,True,False
transient_response.csv,120,112,3600.0,25,5.04288938591674,6.189670235509152,True,False
transient_response.csv,120,113,3600.0,25,5.090877439167046,6.189670235509095,True,False
transient_response.csv,120,114,3600.0,25,5.13911875306431,6.189670235509095,True,False
transient_response.csv,120,115,3600.0,25,5.187611304083821,6.189670235509095,True,False
transient_response.csv,120,116,3600.0,25,5.2363531056099415,6.1896702355090385,True,False
transient_response.csv,120,117,3600.0,25,5.2887547658094265,6.189670235509093,True,False
transient_response.csv,120,118,3600.0,25,5.3448378164228645,6.189670235509148,True,False
transient_response.csv,120,119,3600.0,25,5.40462359318737,6.189670235509202,True,False
