arm,seed,batch,median_seconds,peak_allocated,peak_reserved,finite,repetitions,warmup,base_artifact_bytes,adapter_artifact_bytes,total_artifact_bytes,small_bf16_ratio,load_seconds,fit_seconds,uploaded_bytes,downloaded_bytes,scope,inference_client,fresh_process_pid
Q_FP,92201,8,0.02513829999952577,114485760,146800640,True,20,3,95453989,2418663,97872652,1.0253385219972315,0.37030189999495633,38.37546300000395,0,0,single deployed model plus adapter,,30232
Q_FP,92202,1,0.025063050008611754,108261888,140509184,True,20,3,95453989,2418663,97872652,1.0253385219972315,0.3754091000009794,38.386317399999825,0,0,single deployed model plus adapter,,43448
Q_FP,92202,8,0.025201799988280982,114485760,146800640,True,20,3,95453989,2418663,97872652,1.0253385219972315,0.3754091000009794,38.386317399999825,0,0,single deployed model plus adapter,,43448
Q_IO16,92201,1,0.03096015000483021,61928960,73400320,True,20,3,48926437,2418663,51345100,0.5379041833442917,0.4071760000078939,49.38613309999346,0,0,single deployed model plus adapter,,50224
Q_IO16,92201,8,0.031122700005653314,69022208,79691776,True,20,3,48926437,2418663,51345100,0.5379041833442917,0.4071760000078939,49.38613309999346,0,0,single deployed model plus adapter,,50224
Q_IO16,92202,1,0.03266240000084508,61928960,73400320,True,20,3,48926437,2418663,51345100,0.5379041833442917,0.41608399999677204,49.50380939999013,0,0,single deployed model plus adapter,,22792
Q_IO16,92202,8,0.0334106999944197,69022208,79691776,True,20,3,48926437,2418663,51345100,0.5379041833442917,0.41608399999677204,49.50380939999013,0,0,single deployed model plus adapter,,22792
Q_LOFTQ,92201,1,0.03354104999743868,57868800,67108864,True,20,3,43515122,2418663,45933785,0.481213886200188,0.41237519998685457,50.32950079999864,0,0,single deployed model plus adapter,,42384
Q_LOFTQ,92201,8,0.03263269999297336,63614464,73400320,True,20,3,43515122,2418663,45933785,0.481213886200188,0.41237519998685457,50.32950079999864,0,0,single deployed model plus adapter,,42384
Q_LOFTQ,92202,1,0.034298250000574626,57868800,67108864,True,20,3,43515122,2418663,45933785,0.481213886200188,0.41897669999161735,49.741746899991995,0,0,single deployed model plus adapter,,40128
Q_LOFTQ,92202,8,0.03345714998431504,63614464,73400320,True,20,3,43515122,2418663,45933785,0.481213886200188,0.41897669999161735,49.741746899991995,0,0,single deployed model plus adapter,,40128
Q_QERA,92201,1,0.032445050004753284,57868800,67108864,True,20,3,43515122,2418663,45933785,0.481213886200188,0.3916085000091698,49.66797969999607,0,0,single deployed model plus adapter,,48920
Q_QERA,92201,8,0.03618194999580737,63614464,73400320,True,20,3,43515122,2418663,45933785,0.481213886200188,0.3916085000091698,49.66797969999607,0,0,single deployed model plus adapter,,48920
Q_QERA,92202,1,0.032581949984887615,57868800,67108864,True,20,3,43515122,2418663,45933785,0.481213886200188,0.4177080999943428,49.47230680001667,0,0,single deployed model plus adapter,,34924
Q_QERA,92202,8,0.03311064997978974,63614464,73400320,True,20,3,43515122,2418663,45933785,0.481213886200188,0.4177080999943428,49.47230680001667,0,0,single deployed model plus adapter,,34924
Q_STD,92201,1,0.0343630999996094,57868800,67108864,True,20,3,43515122,2418663,45933785,0.481213886200188,0.4478174000105355,50.55408389997319,0,0,single deployed model plus adapter,,43084
Q_STD,92201,8,0.03523074999975506,63614464,73400320,True,20,3,43515122,2418663,45933785,0.481213886200188,0.4478174000105355,50.55408389997319,0,0,single deployed model plus adapter,,43084
Q_STD,92202,1,0.03640889999223873,57868800,67108864,True,20,3,43515122,2418663,45933785,0.481213886200188,0.4279475000221282,49.785267800005386,0,0,single deployed model plus adapter,,38800
Q_STD,92202,8,0.03361815001699142,63614464,73400320,True,20,3,43515122,2418663,45933785,0.481213886200188,0.4279475000221282,49.785267800005386,0,0,single deployed model plus adapter,,38800
T_A1,92201,1,0.017211550002684817,106887680,138412032,True,20,3,95453989,1205195,96659184,1.0126259259840886,0.43252150001353584,20.07553270002245,0,0,single deployed model plus adapter,,49964
T_A1,92201,8,0.017588750008144416,111976448,144703488,True,20,3,95453989,1205195,96659184,1.0126259259840886,0.43252150001353584,20.07553270002245,0,0,single deployed model plus adapter,,49964
T_A1,92202,1,0.016898800007766113,106887680,138412032,True,20,3,95453989,1205195,96659184,1.0126259259840886,0.43188150000059977,19.75642690001405,0,0,single deployed model plus adapter,,5920
T_A1,92202,8,0.017939199999091215,111976448,144703488,True,20,3,95453989,1205195,96659184,1.0126259259840886,0.43188150000059977,19.75642690001405,0,0,single deployed model plus adapter,,5920
T_BLEND,92201,1,0.03270229999907315,425370624,440401920,True,20,3,410619112,3590175,414209287,4.339360684025473,1.042975899996236,52.2130482000066,0,0,single deployed model plus adapter,,45260
T_BLEND,92201,8,0.0349407500034431,437067264,452984832,True,20,3,410619112,3590175,414209287,4.339360684025473,1.042975899996236,52.2130482000066,0,0,single deployed model plus adapter,,45260
T_BLEND,92202,1,0.03188529999169987,425370624,440401920,True,20,3,410619112,3590175,414209287,4.339360684025473,1.0038194000080694,52.57224030001089,0,0,single deployed model plus adapter,,44688
T_BLEND,92202,8,0.03288079999038018,437067264,452984832,True,20,3,410619112,3590175,414209287,4.339360684025473,1.0038194000080694,52.57224030001089,0,0,single deployed model plus adapter,,44688
T_DELTA,92201,1,0.03344395000021905,425370624,440401920,True,20,3,410619112,3590175,414209287,4.339360684025473,1.1146273000049405,53.40246930002468,0,0,single deployed model plus adapter,,33700
T_DELTA,92201,8,0.033919800000148825,437067264,452984832,True,20,3,410619112,3590175,414209287,4.339360684025473,1.1146273000049405,53.40246930002468,0,0,single deployed model plus adapter,,33700
T_DELTA,92202,1,0.031245150006725453,425370624,440401920,True,20,3,410619112,3590175,414209287,4.339360684025473,1.0224713999778032,52.24239480000688,0,0,single deployed model plus adapter,,39196
T_DELTA,92202,8,0.03183954999258276,437067264,452984832,True,20,3,410619112,3590175,414209287,4.339360684025473,1.0224713999778032,52.24239480000688,0,0,single deployed model plus adapter,,39196
T_KD,92201,1,0.03142359999765176,425370624,440401920,True,20,3,410619112,3581235,414200347,4.339267026336636,1.0123051999835297,52.33214469999075,0,0,single deployed model plus adapter,,50964
T_KD,92201,8,0.03267420000338461,437067264,452984832,True,20,3,410619112,3581235,414200347,4.339267026336636,1.0123051999835297,52.33214469999075,0,0,single deployed model plus adapter,,50964
T_KD,92202,1,0.03291660000104457,425370624,440401920,True,20,3,410619112,3581235,414200347,4.339267026336636,1.027189599990379,52.85620989999734,0,0,single deployed model plus adapter,,47528
T_KD,92202,8,0.03468554999562912,437067264,452984832,True,20,3,410619112,3581235,414200347,4.339267026336636,1.027189599990379,52.85620989999734,0,0,single deployed model plus adapter,,47528
T_RECENT,92201,1,0.03215049998834729,425370624,440401920,True,20,3,410619112,3590175,414209287,4.339360684025473,1.0362366999906953,31.356866200017976,0,0,single deployed model plus adapter,,49648
T_RECENT,92201,8,0.030192599995643832,437067264,452984832,True,20,3,410619112,3590175,414209287,4.339360684025473,1.0362366999906953,31.356866200017976,0,0,single deployed model plus adapter,,49648
T_RECENT,92202,1,0.03184019999753218,425370624,440401920,True,20,3,410619112,3590175,414209287,4.339360684025473,1.026264500018442,32.40253660001326,0,0,single deployed model plus adapter,,23348
T_RECENT,92202,8,0.03225124999880791,437067264,452984832,True,20,3,410619112,3590175,414209287,4.339360684025473,1.026264500018442,32.40253660001326,0,0,single deployed model plus adapter,,23348
