fit,source,arm,b,i,o,step,probe_loss,gradient_norm,down_gradient_norm,up_gradient_norm,down_relative_drift,up_parameter_norm,residual_relative_norm,tanh_saturation_fraction
electricity_C3_b81552_i81551_o81552_lr0.0003,electricity,C3,81552,81551,81552,256,0.17591791599988937,0.008673139873667168,0.0007413875704100798,0.008641394548256479,0.39283421635627747,0.5642400979995728,0.02728319400921464,0.0
electricity_C3_b81552_i81551_o81552_lr0.0003,electricity,C3,81552,81551,81552,512,0.17529255151748657,0.012336961922018134,0.0009163367761546359,0.012302884067485635,0.7845410108566284,0.8695050477981567,0.05878111906349659,0.0
electricity_C3_b81552_i81551_o81552_lr0.0003,electricity,C3,81552,81551,81552,768,0.17695429548621178,0.01770997592146057,0.003058799087484549,0.01744382398676153,1.2622021436691284,1.2178677320480347,0.092435447499156,9.5367431640625e-07
electricity_C3_b81552_i81551_o81552_lr0.0003,electricity,C3,81552,81551,81552,1024,0.17560012266039848,0.01967325726912166,0.0016350207261246544,0.019605197239563568,1.5693416595458984,1.409108281135559,0.12308832071721554,7.62939453125e-06
electricity_MAG_ONLY_b81552_i81551_o81552_lr0.0003,electricity,MAG_ONLY,81552,81551,81552,0,0.17600557208061218,0.00525422465614445,0.0,0.00525422465614445,0.0,0.0,0.0,0.0
electricity_MAG_ONLY_b81552_i81551_o81552_lr0.0003,electricity,MAG_ONLY,81552,81551,81552,256,0.17587945237755775,0.008344806392194289,0.0006712701982548847,0.00831776352417773,0.42017239332199097,0.5831729769706726,0.028627948369830847,0.0
electricity_MAG_ONLY_b81552_i81551_o81552_lr0.0003,electricity,MAG_ONLY,81552,81551,81552,512,0.17537939175963402,0.01147334637638179,0.0007384786019766684,0.011449555730544994,0.7923429608345032,0.86777663230896,0.05773659236729145,0.0
electricity_MAG_ONLY_b81552_i81551_o81552_lr0.0003,electricity,MAG_ONLY,81552,81551,81552,768,0.17718558013439178,0.016756517325558478,0.003465211378919547,0.016394303369803426,1.2685405015945435,1.20663583278656,0.09234517998993397,2.384185791015625e-06
electricity_MAG_ONLY_b81552_i81551_o81552_lr0.0003,electricity,MAG_ONLY,81552,81551,81552,1024,0.176031656563282,0.018800075647180215,0.0019323513403800621,0.018700504341782602,1.5928925275802612,1.4034254550933838,0.12255486473441124,1.1920928955078125e-05
electricity_C3_b81552_i81552_o81551_lr0.0003,electricity,C3,81552,81552,81551,0,0.17600557208061218,0.005448072835222353,0.0,0.005448072835222353,0.0,0.0,0.0,0.0
electricity_C3_b81552_i81552_o81551_lr0.0003,electricity,C3,81552,81552,81551,256,0.1760173998773098,0.007614419429250246,0.0007777651024638019,0.007574593367959306,0.37762054800987244,0.583564043045044,0.01926868548616767,0.0
electricity_C3_b81552_i81552_o81551_lr0.0003,electricity,C3,81552,81552,81551,512,0.1754571869969368,0.01074237911050539,0.001062710909602176,0.010689684489096725,0.7116908431053162,0.9305886030197144,0.044982779771089554,0.0
electricity_C3_b81552_i81552_o81551_lr0.0003,electricity,C3,81552,81552,81551,768,0.1767188385128975,0.015990443428118242,0.002745011835265033,0.015753069258151082,1.1690055131912231,1.3260033130645752,0.07706057280302048,4.76837158203125e-07
electricity_C3_b81552_i81552_o81551_lr0.0003,electricity,C3,81552,81552,81551,1024,0.17603247240185738,0.017684205830080443,0.0018221003496235177,0.017590084882016715,1.408947467803955,1.5060797929763794,0.0947792325168848,3.814697265625e-06
electricity_MAG_ONLY_b81552_i81552_o81551_lr0.0003,electricity,MAG_ONLY,81552,81552,81551,0,0.17600557208061218,0.005146198883554425,0.0,0.005146198883554424,0.0,0.0,0.0,0.0
electricity_MAG_ONLY_b81552_i81552_o81551_lr0.0003,electricity,MAG_ONLY,81552,81552,81551,256,0.17601897194981575,0.007529717082680862,0.000773625456730085,0.007489869357867009,0.4140968918800354,0.610131025314331,0.021006850991398096,0.0
electricity_MAG_ONLY_b81552_i81552_o81551_lr0.0003,electricity,MAG_ONLY,81552,81552,81551,512,0.17547273263335228,0.01025699475131943,0.0009543501112046493,0.01021250004620994,0.7699676156044006,0.9461968541145325,0.046429343521595,0.0
electricity_MAG_ONLY_b81552_i81552_o81551_lr0.0003,electricity,MAG_ONLY,81552,81552,81551,768,0.17685821279883385,0.015422708513120189,0.0029713462268815133,0.015133771488980098,1.2380093336105347,1.3514902591705322,0.08080305717885494,1.430511474609375e-06
electricity_MAG_ONLY_b81552_i81552_o81551_lr0.0003,electricity,MAG_ONLY,81552,81552,81551,1024,0.1763615645468235,0.01699850082819143,0.002064383839676656,0.01687268057448213,1.4943779706954956,1.5409868955612183,0.09913291223347187,1.3828277587890625e-05
electricity_C3_b81552_i81552_o81552_lr0.0003,electricity,C3,81552,81552,81552,0,0.17600557208061218,0.005448072835222353,0.0,0.005448072835222353,0.0,0.0,0.0,0.0
electricity_C3_b81552_i81552_o81552_lr0.0003,electricity,C3,81552,81552,81552,256,0.1759784184396267,0.0075046779659447265,0.0007651865331225392,0.007465566351058987,0.41135621070861816,0.6132573485374451,0.021011502016335726,0.0
electricity_C3_b81552_i81552_o81552_lr0.0003,electricity,C3,81552,81552,81552,512,0.17545491829514503,0.010943218778070996,0.0010894444373363622,0.01088885430349229,0.7386913299560547,0.935795247554779,0.04662944097071886,0.0
electricity_C3_b81552_i81552_o81552_lr0.0003,electricity,C3,81552,81552,81552,768,0.17679568380117416,0.015373191328329358,0.0028420887066123615,0.015108194577816618,1.2134287357330322,1.3332996368408203,0.07442978769540787,1.430511474609375e-06
electricity_C3_b81552_i81552_o81552_lr0.0003,electricity,C3,81552,81552,81552,1024,0.17582333460450172,0.01766098735053195,0.0016252378046095002,0.017586047772996573,1.470434308052063,1.5369197130203247,0.09608181938529015,1.621246337890625e-05
electricity_MAG_ONLY_b81552_i81552_o81552_lr0.0003,electricity,MAG_ONLY,81552,81552,81552,0,0.17600557208061218,0.005146198883554425,0.0,0.005146198883554424,0.0,0.0,0.0,0.0
electricity_MAG_ONLY_b81552_i81552_o81552_lr0.0003,electricity,MAG_ONLY,81552,81552,81552,256,0.17597701027989388,0.007359116151358587,0.0007217485987105862,0.00732363772243317,0.4422987401485443,0.6342407464981079,0.022699641529470682,0.0
electricity_MAG_ONLY_b81552_i81552_o81552_lr0.0003,electricity,MAG_ONLY,81552,81552,81552,512,0.17549118399620056,0.010424265329686471,0.0008952566972832628,0.010385750965128754,0.7816604375839233,0.9422274231910706,0.04703454673290253,0.0
electricity_MAG_ONLY_b81552_i81552_o81552_lr0.0003,electricity,MAG_ONLY,81552,81552,81552,768,0.17701178789138794,0.014707621785880903,0.003076871315869844,0.014382176521726327,1.2515599727630615,1.3345272541046143,0.07725474610924721,2.86102294921875e-06
electricity_MAG_ONLY_b81552_i81552_o81552_lr0.0003,electricity,MAG_ONLY,81552,81552,81552,1024,0.1762722246348858,0.01716830118074205,0.0019735967362366365,0.017054485666691474,1.5213111639022827,1.5364298820495605,0.09955325350165367,2.765655517578125e-05
ettm1_C3_b81551_i81551_o81551_lr0.0001,ettm1,C3,81551,81551,81551,0,0.2142743542790413,0.008255284215790307,0.0,0.008255284215790307,0.0,0.0,0.0,0.0
ettm1_C3_b81551_i81551_o81551_lr0.0001,ettm1,C3,81551,81551,81551,256,0.21240488439798355,0.018934988060345475,0.0015444927415287132,0.01887189219492287,0.5645158290863037,0.5171681642532349,0.044496300630271435,0.0
ettm1_C3_b81551_i81551_o81551_lr0.0001,ettm1,C3,81551,81551,81551,512,0.21203264594078064,0.0249013459727131,0.0018365819890037282,0.02483352568304432,0.739372193813324,0.6385523676872253,0.06612791121006012,0.0
ettm1_C3_b81551_i81551_o81551_lr0.0001,ettm1,C3,81551,81551,81551,768,0.21202468872070312,0.020796800565741465,0.0031403667503307627,0.020558331898396856,0.7260093092918396,0.6383007764816284,0.05809749569743872,0.0
ettm1_C3_b81551_i81551_o81551_lr0.0001,ettm1,C3,81551,81551,81551,1024,0.21240159496665,0.025776543486143853,0.0027198168781365204,0.025632650862571136,0.886440634727478,0.7360315322875977,0.0744195505976677,0.0
ettm1_MAG_ONLY_b81551_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81551,81551,0,0.2142743542790413,0.008271066690107748,0.0,0.008271066690107748,0.0,0.0,0.0,0.0
ettm1_MAG_ONLY_b81551_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81551,81551,256,0.21231622993946075,0.019006691694744567,0.0014269033101750941,0.018953054532778707,0.57285076379776,0.5210520029067993,0.045657494105398655,0.0
ettm1_MAG_ONLY_b81551_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81551,81551,512,0.2118883728981018,0.02407788855512824,0.0017766413635917785,0.024012252346215887,0.7404570579528809,0.6374033689498901,0.06688371486961842,0.0
ettm1_MAG_ONLY_b81551_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81551,81551,768,0.21188277751207352,0.0202763207547964,0.003053271490731411,0.020045117025232706,0.7378990650177002,0.6380174160003662,0.05821426119655371,0.0
ettm1_MAG_ONLY_b81551_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81551,81551,1024,0.2121690958738327,0.025408548195306333,0.00268527981963066,0.02526625404929447,0.9016474485397339,0.7396227717399597,0.0743976067751646,0.0
ettm1_C3_b81551_i81551_o81552_lr0.0001,ettm1,C3,81551,81551,81552,0,0.2142743542790413,0.008255284215790307,0.0,0.008255284215790307,0.0,0.0,0.0,0.0
ettm1_C3_b81551_i81551_o81552_lr0.0001,ettm1,C3,81551,81551,81552,256,0.21231843903660774,0.01925822066480485,0.0013634367684090029,0.019209895974545695,0.5935854315757751,0.5170565247535706,0.047801265493035316,0.0
ettm1_C3_b81551_i81551_o81552_lr0.0001,ettm1,C3,81551,81551,81552,512,0.21183933317661285,0.02510849653916082,0.0017035676614283789,0.025050637829803584,0.7656891345977783,0.6331776976585388,0.07002604193985462,0.0
ettm1_C3_b81551_i81551_o81552_lr0.0001,ettm1,C3,81551,81551,81552,768,0.2118770033121109,0.021343682178978803,0.0031368981918122882,0.02111190750954215,0.7520660758018494,0.632874071598053,0.06095179356634617,0.0
ettm1_C3_b81551_i81551_o81552_lr0.0001,ettm1,C3,81551,81551,81552,1024,0.21229606494307518,0.026224014505392988,0.0025712680714827327,0.0260976534823274,0.9108432531356812,0.7390977144241333,0.07681953348219395,0.0
ettm1_MAG_ONLY_b81551_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81551,81552,0,0.2142743542790413,0.008271066690107748,0.0,0.008271066690107748,0.0,0.0,0.0,0.0
ettm1_MAG_ONLY_b81551_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81551,81552,256,0.21226299181580544,0.019406125106890028,0.001289787233118116,0.01936321617287668,0.6041032075881958,0.519997239112854,0.04880351200699806,0.0
ettm1_MAG_ONLY_b81551_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81551,81552,512,0.21173079684376717,0.025130942656462527,0.0016146704786052938,0.025079017485697647,0.76988685131073,0.6319161057472229,0.07072794623672962,0.0
ettm1_MAG_ONLY_b81551_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81551,81552,768,0.2117869108915329,0.021043393390866975,0.0029922220547103206,0.020829570628750106,0.7582957744598389,0.6311171650886536,0.061169019900262356,0.0
ettm1_MAG_ONLY_b81551_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81551,81552,1024,0.21215741336345673,0.025474334449658527,0.002544242349342552,0.02534696326033695,0.9185194969177246,0.7322835326194763,0.07697816751897335,0.0
ettm1_C3_b81551_i81552_o81551_lr0.0001,ettm1,C3,81551,81552,81551,0,0.2142743542790413,0.007986622570218531,0.0,0.00798662257021853,0.0,0.0,0.0,0.0
ettm1_C3_b81551_i81552_o81551_lr0.0001,ettm1,C3,81551,81552,81551,256,0.21306069195270538,0.015285831017217644,0.0018290241663378546,0.01517601069075418,0.5184372663497925,0.5586272478103638,0.03348475322127342,0.0
ettm1_C3_b81551_i81552_o81551_lr0.0001,ettm1,C3,81551,81552,81551,512,0.21249476820230484,0.02011422925921221,0.0019596503954597082,0.02001854113115447,0.7052648067474365,0.7291926145553589,0.05581643059849739,0.0
ettm1_C3_b81551_i81552_o81551_lr0.0001,ettm1,C3,81551,81552,81551,768,0.21215983852744102,0.016815552273144335,0.003311588436243882,0.016486242151557324,0.7299883961677551,0.7401077747344971,0.04945646412670612,0.0
ettm1_C3_b81551_i81552_o81551_lr0.0001,ettm1,C3,81551,81552,81551,1024,0.21246925741434097,0.020808071485074933,0.0034093478253965923,0.020526864990383992,0.89236980676651,0.8620796203613281,0.06069576554000378,0.0
ettm1_MAG_ONLY_b81551_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81552,81551,0,0.2142743542790413,0.008013577386532548,0.0,0.008013577386532548,0.0,0.0,0.0,0.0
ettm1_MAG_ONLY_b81551_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81552,81551,256,0.2129925936460495,0.015220222247369497,0.0016915082416674376,0.015125936834711843,0.5171699523925781,0.5650508999824524,0.03422669507563114,0.0
ettm1_MAG_ONLY_b81551_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81552,81551,512,0.2122962698340416,0.019292733695858457,0.0018052559202296167,0.019208087476940233,0.6822584867477417,0.728307843208313,0.056525204330682755,0.0
ettm1_MAG_ONLY_b81551_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81552,81551,768,0.21194614842534065,0.01616542101733186,0.0032873778702064036,0.015827633537774114,0.7463797926902771,0.7422139048576355,0.05021057743579149,0.0
ettm1_MAG_ONLY_b81551_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81551,81552,81551,1024,0.2121964693069458,0.019696918174830665,0.003257453598683353,0.019425693852174228,0.9145896434783936,0.8713704347610474,0.06106869596987963,0.0
ettm1_C3_b81551_i81552_o81552_lr0.0001,ettm1,C3,81551,81552,81552,0,0.2142743542790413,0.007986622570218531,0.0,0.00798662257021853,0.0,0.0,0.0,0.0
ettm1_C3_b81551_i81552_o81552_lr0.0001,ettm1,C3,81551,81552,81552,256,0.21311255171895027,0.014614818203360865,0.00169397956033362,0.01451631304314081,0.5030962824821472,0.552912712097168,0.029535948298871517,0.0
ettm1_C3_b81551_i81552_o81552_lr0.0001,ettm1,C3,81551,81552,81552,512,0.21255340054631233,0.019411554469435707,0.0017684395222868211,0.019330832071483197,0.7317277193069458,0.7604808211326599,0.05120057612657547,0.0
ettm1_C3_b81551_i81552_o81552_lr0.0001,ettm1,C3,81551,81552,81552,768,0.21219972521066666,0.017390099074577482,0.0032495206237593086,0.01708379821759153,0.8053030371665955,0.790894091129303,0.047613429836928844,0.0
ettm1_C3_b81551_i81552_o81552_lr0.0001,ettm1,C3,81551,81552,81552,1024,0.21252011135220528,0.02159321823041714,0.003467110955008909,0.021313052694817706,0.9799906015396118,0.9198890924453735,0.05862312577664852,0.0
ettm1_MAG_ONLY_b81551_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81552,81552,0,0.2142743542790413,0.008013577386532548,0.0,0.008013577386532548,0.0,0.0,0.0,0.0
ettm1_MAG_ONLY_b81551_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81552,81552,256,0.21310120448470116,0.014735116654419886,0.0015889217054283426,0.01464919761056492,0.502569854259491,0.5562162399291992,0.029941000044345856,0.0
ettm1_MAG_ONLY_b81551_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81552,81552,512,0.2124852053821087,0.018757079753267163,0.0017405834895632437,0.018676145479897203,0.7208406329154968,0.7647779583930969,0.05142317898571491,0.0
ettm1_MAG_ONLY_b81551_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81552,81552,768,0.21224911138415337,0.017190503002662495,0.0034205058482807385,0.016846766254282317,0.8387080430984497,0.8063545823097229,0.047059085220098495,0.0
