panel,kind,condition,component,variance,share_pct
electricity,standard,POINT4,seed:origin,8.568078532168199e-08,15.74763577279944
electricity,standard,POINT4,seed:channel,4.715052151769215e-09,0.8665994791836515
electricity,standard,POINT4,origin:channel,1.581488361888159e-07,29.066846911396937
electricity,standard,POINT4,seed:origin:channel,2.3538946213784667e-07,43.2632299130426
electricity,standard,POINT8,seed,2.8952769110049562e-09,0.5277244291518544
electricity,standard,POINT8,origin,6.054949282061504e-08,11.036404294434924
electricity,standard,POINT8,channel,1.3925968200950805e-09,0.2538297318401494
electricity,standard,POINT8,seed:origin,8.178326120374509e-08,14.906700173954276
electricity,standard,POINT8,seed:channel,6.996852089404395e-09,1.275321804524477
electricity,standard,POINT8,origin:channel,1.651181523335447e-07,30.09621717066898
electricity,standard,POINT8,seed:origin:channel,2.2989860779001018e-07,41.90380239542535
electricity,standard,REFERENCE,seed,2.4828432090223347e-09,0.433837609812733
electricity,standard,REFERENCE,origin,5.8403021356222386e-08,10.20500493102124
electricity,standard,REFERENCE,channel,2.5219761064734568e-09,0.44067546515275136
electricity,standard,REFERENCE,seed:origin,8.583518175815024e-08,14.998341400084126
electricity,standard,REFERENCE,seed:channel,7.592256394984051e-09,1.3266268105517283
electricity,standard,REFERENCE,origin:channel,1.7468163444820142e-07,30.52285480283324
electricity,standard,REFERENCE,seed:origin:channel,2.4078091265634396e-07,42.0726589805442
electricity,standard,SHIFT4,seed,2.959160833888725e-09,0.04031741648225869
electricity,standard,SHIFT4,origin,7.988041082433631e-07,10.883395573151187
electricity,standard,SHIFT4,channel,8.549906827107267e-09,0.1164891581712361
electricity,standard,SHIFT4,seed:origin,1.0210575201465112e-06,13.911511946442971
electricity,standard,SHIFT4,seed:channel,4.524608217273764e-08,0.6164602877470229
electricity,standard,SHIFT4,origin:channel,2.2638506703036508e-06,30.84408568909336
electricity,standard,SHIFT4,seed:origin:channel,3.199191418728971e-06,43.58773992891196
electricity,standard,SHIFT8,seed,4.6449549497652716e-08,1.1843906516828018
electricity,standard,SHIFT8,origin,3.6787300974187665e-07,9.380184704842248
electricity,standard,SHIFT8,channel,5.3804130439208896e-08,1.371920929337353
electricity,standard,SHIFT8,seed:origin,4.5119827098335744e-07,11.50484816295446
electricity,standard,SHIFT8,seed:channel,1.7963239925034829e-07,4.580344410492434
electricity,standard,SHIFT8,origin:channel,1.175759909141364e-06,29.980033392591324
electricity,standard,SHIFT8,seed:origin:channel,1.6470926026854209e-06,41.99827774809936
electricity,standard,SHIFT_POINT,seed,3.636704498405565e-09,0.04721100292724152
electricity,standard,SHIFT_POINT,origin,7.837269620429076e-07,10.174193673252228
electricity,standard,SHIFT_POINT,channel,8.146390415549043e-09,0.10575488383055522
electricity,standard,SHIFT_POINT,seed:origin,1.1069742497056928e-06,14.370528198304076
electricity,standard,SHIFT_POINT,seed:channel,2.8172606937883597e-08,0.3657314002816512
electricity,standard,SHIFT_POINT,origin:channel,2.4857681833203753e-06,32.26976759608434
electricity,standard,SHIFT_POINT,seed:origin:channel,3.2866616263377744e-06,42.66681324531991
electricity_transfer,shape,PAIRED_SHIFT8_D32,seed,1.0274816492378982e-06,7.4821117307442435
electricity_transfer,shape,PAIRED_SHIFT8_D32,origin,1.202914080512829e-06,8.759609049522371
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,6.761825346671213e-07,4.923954874045487
electricity_transfer,shape,PAIRED_SHIFT8_D32,seed:origin,4.075194583108502e-07,2.9675528723999394
electricity_transfer,shape,PAIRED_SHIFT8_D32,seed:channel,1.1772844079011446e-06,8.572974014001051
electricity_transfer,shape,PAIRED_SHIFT8_D32,origin:channel,4.932900090983472e-06,35.92133218604196
electricity_transfer,shape,PAIRED_SHIFT8_D32,seed:origin:channel,4.3082265434715745e-06,31.37246527324493
electricity_transfer,shape,PULSE8_D32,seed,7.2778546431812415e-06,23.85544636025747
electricity_transfer,shape,PULSE8_D32,origin,7.845692204507636e-07,2.5716711684957625
electricity_transfer,shape,PULSE8_D32,channel,2.4464634902912808e-06,8.01904976484408
electricity_transfer,shape,PULSE8_D32,seed:origin,2.3831182396513437e-06,7.811415880560077
electricity_transfer,shape,PULSE8_D32,seed:channel,4.249731995263213e-06,13.929826663061439
electricity_transfer,shape,PULSE8_D32,origin:channel,4.53174490343819e-06,14.854212231845988
electricity_transfer,shape,PULSE8_D32,seed:origin:channel,8.834664508091775e-06,28.958377930935182
electricity_transfer,shape,RAMP8_D32,seed,4.6209711304828986e-05,24.78514999724
electricity_transfer,shape,RAMP8_D32,origin,7.633048366770027e-06,4.094079866861508
electricity_transfer,shape,RAMP8_D32,channel,7.681553960657576e-06,4.120096441868382
electricity_transfer,shape,RAMP8_D32,seed:origin,1.2312969022107949e-05,6.6042131730960065
electricity_transfer,shape,RAMP8_D32,seed:channel,7.001851410674893e-06,3.7555295753130653
electricity_transfer,shape,RAMP8_D32,origin:channel,4.467376310015143e-05,23.961325187130306
electricity_transfer,shape,RAMP8_D32,seed:origin:channel,6.092822306194018e-05,32.67960575849076
electricity_transfer,shape,STEP12_D17,seed,0.0002465675145499104,54.31817868725603
electricity_transfer,shape,STEP12_D17,origin,6.204406393199141e-06,1.3668145040490578
electricity_transfer,shape,STEP12_D17,channel,2.9488059176315967e-05,6.496142325980601
electricity_transfer,shape,STEP12_D17,seed:origin,1.3240174650341073e-05,2.916775852733539
electricity_transfer,shape,STEP12_D17,seed:channel,6.982981497968055e-05,15.383325636745745
electricity_transfer,shape,STEP12_D17,origin:channel,3.080412486715962e-05,6.786068156193495
electricity_transfer,shape,STEP12_D17,seed:origin:channel,5.7797757497866484e-05,12.73269483704152
electricity_transfer,shape,STEP12_D63,seed,1.6431001728016783e-05,41.79993849216917
electricity_transfer,shape,STEP12_D63,origin,1.4911128753527276e-06,3.7933430661350527
electricity_transfer,shape,STEP12_D63,channel,6.015237956057571e-07,1.5302571367285478
electricity_transfer,shape,STEP12_D63,seed:origin,2.8156825874645324e-06,7.163005696043767
electricity_transfer,shape,STEP12_D63,seed:channel,3.0315009705171755e-06,7.712040702332987
electricity_transfer,shape,STEP12_D63,origin:channel,6.014855370614417e-06,15.301598082256572
electricity_transfer,shape,STEP12_D63,seed:origin:channel,8.922997088528476e-06,22.699816824333904
electricity_transfer,shape,STEP6_D17,seed,1.915170976462328e-05,22.19271787088508
electricity_transfer,shape,STEP6_D17,origin,2.561660370504728e-06,2.968414130243929
electricity_transfer,shape,STEP6_D17,channel,6.344974207998532e-06,7.3524622201752425
electricity_transfer,shape,STEP6_D17,seed:origin,3.5075771622519517e-06,4.064528510974355
electricity_transfer,shape,STEP6_D17,seed:channel,1.3427695407430232e-05,15.559814736944984
electricity_transfer,shape,STEP6_D17,origin:channel,1.8818796566043617e-05,21.80694298277458
electricity_transfer,shape,STEP6_D17,seed:origin:channel,2.2484856986378332e-05,26.055119548001837
electricity_transfer,shape,STEP6_D63,seed,5.790120998528161e-06,30.38684511204567
electricity_transfer,shape,STEP6_D63,origin,7.849372675664237e-07,4.119390109166345
electricity_transfer,shape,STEP6_D63,channel,1.2757634673935707e-07,0.6695270598515838
electricity_transfer,shape,STEP6_D63,seed:origin,1.1524769318394612e-06,6.048256682703761
electricity_transfer,shape,STEP6_D63,seed:channel,1.452048203529893e-06,7.620421726437679
electricity_transfer,shape,STEP6_D63,origin:channel,3.772101651603804e-06,19.796178467308927
electricity_transfer,shape,STEP6_D63,seed:origin:channel,5.975434726685133e-06,31.359380842486033
electricity_transfer,shape,STEP8_D31,seed,8.377854631605502e-07,7.852742268890186
electricity_transfer,shape,STEP8_D31,origin,9.75623027994831e-07,9.144723234436755
electricity_transfer,shape,STEP8_D31,channel,1.3572220254585455e-07,1.2721532225422043
electricity_transfer,shape,STEP8_D31,seed:origin,3.6999770916905476e-07,3.4680676353864777
electricity_transfer,shape,STEP8_D31,seed:channel,6.42565243249172e-07,6.0229014086097825
electricity_transfer,shape,STEP8_D31,origin:channel,4.137649410654275e-06,38.78307257602387
electricity_transfer,shape,STEP8_D31,seed:origin:channel,3.569356290199139e-06,33.456339654110735
electricity_transfer,shape,STEP8_D33,seed,4.489149803459792e-06,19.36482262176773
electricity_transfer,shape,STEP8_D33,origin,1.4138487306511785e-06,6.0989120616938575
electricity_transfer,shape,STEP8_D33,channel,1.8338723669027921e-06,7.910765880137107
electricity_transfer,shape,STEP8_D33,seed:origin,8.351712084604097e-07,3.6026737842828793
electricity_transfer,shape,STEP8_D33,seed:channel,3.7907063578733385e-06,16.35195069116429
electricity_transfer,shape,STEP8_D33,origin:channel,5.672316474027119e-06,24.4686426568812
electricity_transfer,shape,STEP8_D33,seed:origin:channel,5.1469176212417695e-06,22.20223230407292
electricity_transfer,standard,BURST16,seed,1.143308386818476e-07,0.7307783651011756
electricity_transfer,standard,BURST16,origin,5.670897304880431e-07,3.624716750875332
electricity_transfer,standard,BURST16,channel,8.357639767569744e-08,0.5342025297693275
electricity_transfer,standard,BURST16,seed:origin,4.920395602798051e-07,3.1450120507466095
electricity_transfer,standard,BURST16,seed:channel,6.539002801018363e-08,0.41795912908656924
electricity_transfer,standard,BURST16,origin:channel,6.850245616118229e-06,43.78531067911411
electricity_transfer,standard,BURST16,seed:origin:channel,7.4724049330770815e-06,47.76202049530687
electricity_transfer,standard,BURST4,seed,1.8840785495232825e-08,0.44140526208027486
electricity_transfer,standard,BURST4,origin,9.285745659648473e-08,2.1754809519725167
electricity_transfer,standard,BURST4,channel,1.588450941172474e-08,0.372145102000818
electricity_transfer,standard,BURST4,seed:origin,2.7913589524826825e-07,6.539645230250598
electricity_transfer,standard,BURST4,seed:channel,6.758550249395595e-08,1.5834051318465499
electricity_transfer,standard,BURST4,origin:channel,1.0593933488857375e-06,24.819655153407943
electricity_transfer,standard,BURST4,seed:origin:channel,2.734666999029121e-06,64.06826316844128
electricity_transfer,standard,BURST8,seed,1.9345928410398524e-08,0.412785537194043
electricity_transfer,standard,BURST8,origin,1.0441085686736574e-07,2.2278223472449032
electricity_transfer,standard,BURST8,channel,3.2195759690966166e-08,0.6869633587738482
electricity_transfer,standard,BURST8,seed:origin,2.4202681312281007e-07,5.164144410694807
electricity_transfer,standard,BURST8,seed:channel,5.925535036469667e-08,1.2643358908929552
electricity_transfer,standard,BURST8,origin:channel,1.2995958452370763e-06,27.72957480929095
electricity_transfer,standard,BURST8,seed:origin:channel,2.9298473134395062e-06,62.51437364590851
electricity_transfer,standard,FAULT,seed,2.500366704408592e-08,1.1752453419806987
electricity_transfer,standard,FAULT,origin,6.862358233637587e-08,3.225508696330629
electricity_transfer,standard,FAULT,channel,7.95786303125776e-09,0.37404279312774663
electricity_transfer,standard,FAULT,seed:origin,1.3708263153899094e-07,6.443283855068036
electricity_transfer,standard,FAULT,seed:channel,3.669622246500921e-08,1.7248295797671938
electricity_transfer,standard,FAULT,origin:channel,6.679294277284108e-07,31.39463292826557
electricity_transfer,standard,FAULT,seed:origin:channel,1.1842340378681515e-06,55.66245680546013
electricity_transfer,standard,POINT16,seed,1.6084706921452723e-08,0.6543856999605641
electricity_transfer,standard,POINT16,origin,8.976710221967611e-08,3.652059580961817
electricity_transfer,standard,POINT16,channel,1.3774684984112853e-08,0.5604054160938885
electricity_transfer,standard,POINT16,seed:origin,1.2804707192938888e-07,5.209431119982507
electricity_transfer,standard,POINT16,seed:channel,4.491531040853664e-08,1.827321876871454
electricity_transfer,standard,POINT16,origin:channel,8.125163660545979e-07,33.056187689743155
electricity_transfer,standard,POINT16,seed:origin:channel,1.3528804565007272e-06,55.04020861638663
electricity_transfer,standard,POINT4,seed,1.8803125097458377e-08,0.9737979163446617
electricity_transfer,standard,POINT4,origin,6.491340281738004e-08,3.361810128836022
electricity_transfer,standard,POINT4,channel,7.18028958317421e-09,0.37186111343754535
electricity_transfer,standard,POINT4,seed:origin,1.514878206820822e-07,7.845425872944148
electricity_transfer,standard,POINT4,seed:channel,3.9290367570621543e-08,2.0348148445738343
electricity_transfer,standard,POINT4,origin:channel,5.80719332497679e-07,30.074962169120596
electricity_transfer,standard,POINT4,seed:origin:channel,1.0685119393127161e-06,55.33732795474318
electricity_transfer,standard,POINT8,seed,1.6944125431020037e-08,0.8020996462237343
electricity_transfer,standard,POINT8,origin,7.64085989685899e-08,3.6170241096632183
electricity_transfer,standard,POINT8,channel,4.504626018705867e-09,0.21323962400322555
electricity_transfer,standard,POINT8,seed:origin,1.4214189745196336e-07,6.7287017039584445
electricity_transfer,standard,POINT8,seed:channel,4.6241027799557196e-08,2.1889540531342653
electricity_transfer,standard,POINT8,origin:channel,6.44279800387627e-07,30.498865347982953
electricity_transfer,standard,POINT8,seed:origin:channel,1.1819512996366375e-06,55.951115515034154
electricity_transfer,standard,REFERENCE,seed,1.920983746487876e-08,0.9427010226196076
electricity_transfer,standard,REFERENCE,origin,7.304948885047044e-08,3.5848209526541535
electricity_transfer,standard,REFERENCE,channel,8.937193958931996e-09,0.4385826741032318
electricity_transfer,standard,REFERENCE,seed:origin,1.7242063007332006e-07,8.461347191927517
electricity_transfer,standard,REFERENCE,seed:channel,3.851154508105803e-08,1.8899104688912924
electricity_transfer,standard,REFERENCE,origin:channel,5.95738998933694e-07,29.23521682762553
electricity_transfer,standard,REFERENCE,seed:origin:channel,1.129876723427483e-06,55.447420862178674
electricity_transfer,standard,SHIFT4,seed,3.955625667093206e-07,1.286959665268655
electricity_transfer,standard,SHIFT4,origin,1.3955135933937836e-06,4.540292378959334
electricity_transfer,standard,SHIFT4,channel,3.0444087003584847e-07,0.9904959497427632
electricity_transfer,standard,SHIFT4,seed:origin,2.04271976537497e-06,6.645972512905864
electricity_transfer,standard,SHIFT4,seed:channel,8.349492578045539e-07,2.71650077073671
electricity_transfer,standard,SHIFT4,origin:channel,1.0560691201031446e-05,34.35912484376346
electricity_transfer,standard,SHIFT4,seed:origin:channel,1.5202328190499524e-05,49.4606538786232
electricity_transfer,standard,SHIFT8,seed,1.150814023545324e-06,5.7109044931843
electricity_transfer,standard,SHIFT8,origin,1.3559415263940034e-06,6.728847926029565
electricity_transfer,standard,SHIFT8,channel,6.646195984891526e-07,3.298168925311641
electricity_transfer,standard,SHIFT8,seed:origin,7.276706763916867e-07,3.611059346115167
electricity_transfer,standard,SHIFT8,seed:channel,1.1129934496273374e-06,5.52322022700058
electricity_transfer,standard,SHIFT8,origin:channel,6.842625302301808e-06,33.95646801705222
electricity_transfer,standard,SHIFT8,seed:origin:channel,8.296504557995756e-06,41.171331065306525
electricity_transfer,standard,SHIFT_POINT,seed,4.880475123403016e-07,1.2364527460126915
electricity_transfer,standard,SHIFT_POINT,origin,1.6034575730360041e-06,4.062308421137495
electricity_transfer,standard,SHIFT_POINT,channel,3.948437105189559e-07,1.00032389833511
electricity_transfer,standard,SHIFT_POINT,seed:origin,2.2087284624256106e-06,5.595742839599386
electricity_transfer,standard,SHIFT_POINT,seed:channel,8.087152938774477e-07,2.0488543032671016
electricity_transfer,standard,SHIFT_POINT,origin:channel,1.4099813925948214e-05,35.72142712787889
electricity_transfer,standard,SHIFT_POINT,seed:origin:channel,1.986797979267178e-05,50.334890663769315
ettm1,shape,PAIRED_SHIFT8_D32,seed,1.1231621297702376e-05,6.498583391363468
ettm1,shape,PAIRED_SHIFT8_D32,origin,2.424953246393292e-05,14.030708901365916
ettm1,shape,PAIRED_SHIFT8_D32,channel,4.2874376804086635e-07,0.248069896258961
ettm1,shape,PAIRED_SHIFT8_D32,seed:origin,5.023616082700064e-05,29.06649643386697
ettm1,shape,PAIRED_SHIFT8_D32,seed:channel,8.58890621800826e-07,0.4969516138310769
ettm1,shape,PAIRED_SHIFT8_D32,origin:channel,2.8793746987728516e-05,16.65997819814783
ettm1,shape,PAIRED_SHIFT8_D32,seed:origin:channel,5.703314477971788e-05,32.999211565165794
ettm1,shape,PULSE8_D32,seed,0.00040232014897218237,47.04183762610569
ettm1,shape,PULSE8_D32,origin,8.584075665775816e-05,10.037048720310347
ettm1,shape,PULSE8_D32,channel,2.397742115886619e-05,2.803592998585123
ettm1,shape,PULSE8_D32,seed:origin,0.00013641792978159807,15.950854359320541
ettm1,shape,PULSE8_D32,seed:channel,3.440713673546821e-05,4.023101859611374
ettm1,shape,PULSE8_D32,origin:channel,6.309368639758742e-05,7.377316195398806
ettm1,shape,PULSE8_D32,seed:origin:channel,0.00010918193576585959,12.766248240668144
ettm1,shape,RAMP8_D32,seed,1.781361314614298e-05,4.149307892237242
ettm1,shape,RAMP8_D32,origin,5.5032595104170394e-05,12.818689803279621
ettm1,shape,RAMP8_D32,channel,4.5582602228383867e-07,0.10617511990592207
ettm1,shape,RAMP8_D32,seed:origin,8.87118923317384e-05,20.663576331626047
ettm1,shape,RAMP8_D32,seed:channel,1.0236044670889277e-06,0.2384272106381182
ettm1,shape,RAMP8_D32,origin:channel,9.553764906439392e-05,22.253493326507645
ettm1,shape,RAMP8_D32,seed:origin:channel,0.0001707401083119173,39.77033031580542
ettm1,shape,STEP12_D17,seed,0.00013120379715497377,22.17793957910717
ettm1,shape,STEP12_D17,origin,7.92058497910533e-05,13.388503908183022
ettm1,shape,STEP12_D17,channel,1.3462558557603282e-05,2.275633912622622
ettm1,shape,STEP12_D17,seed:origin,0.00011722443391370355,19.81494795811711
ettm1,shape,STEP12_D17,seed:channel,1.1584367687332387e-05,1.9581552683902619
ettm1,shape,STEP12_D17,origin:channel,8.987366489781402e-05,15.191730369680727
ettm1,shape,STEP12_D17,seed:origin:channel,0.00014904129969263108,25.19308900389909
ettm1,shape,STEP12_D63,seed,0.0002265783239071774,27.277827855940675
ettm1,shape,STEP12_D63,origin,8.45006498768413e-05,10.173056898416643
ettm1,shape,STEP12_D63,channel,1.9700375439838064e-05,2.3717337152050555
ettm1,shape,STEP12_D63,seed:origin,0.00014383157520501177,17.31592361102647
ettm1,shape,STEP12_D63,seed:channel,3.688305349448068e-05,4.440361137264221
ettm1,shape,STEP12_D63,origin:channel,0.00011304819854899688,13.609904276223025
ettm1,shape,STEP12_D63,seed:origin:channel,0.00020608966527025917,24.81119250592393
ettm1,shape,STEP6_D17,seed,9.693937323388358e-06,3.9809496492289385
ettm1,shape,STEP6_D17,origin,4.810726131912601e-05,19.755913277021214
ettm1,shape,STEP6_D17,channel,1.6746914079379957e-06,0.6877352256974555
ettm1,shape,STEP6_D17,seed:origin,6.490369697824823e-05,26.653602256725403
ettm1,shape,STEP6_D17,seed:channel,1.8585344325906304e-06,0.7632329104966264
ettm1,shape,STEP6_D17,origin:channel,4.793796909884106e-05,19.686391081603826
ettm1,shape,STEP6_D17,seed:origin:channel,6.933207150029362e-05,28.472175599226553
ettm1,shape,STEP6_D63,seed,4.8540546474054586e-05,20.14850324244775
ettm1,shape,STEP6_D63,origin,2.9820846523166908e-05,12.378217109395816
ettm1,shape,STEP6_D63,channel,4.854326186557963e-06,2.014963036356445
ettm1,shape,STEP6_D63,seed:origin,4.984354113150412e-05,20.689358135676997
ettm1,shape,STEP6_D63,seed:channel,7.74912275156489e-06,3.216552680746716
ettm1,shape,STEP6_D63,origin:channel,3.47925302036174e-05,14.441893603221946
ettm1,shape,STEP6_D63,seed:origin:channel,6.531299427871652e-05,27.11051219215434
ettm1,shape,STEP8_D31,seed,2.770268171898339e-06,1.5950638459420097
ettm1,shape,STEP8_D31,origin,2.81572700606232e-05,16.2123811440785
ettm1,shape,STEP8_D31,channel,5.331712337680893e-08,0.030698910932402814
ettm1,shape,STEP8_D31,seed:origin,5.4618958366557694e-05,31.448480936705902
ettm1,shape,STEP8_D31,seed:channel,3.3127120719229407e-07,0.19073919671535094
ettm1,shape,STEP8_D31,origin:channel,3.0437777111433532e-05,17.52545053716572
ettm1,shape,STEP8_D31,seed:origin:channel,5.7308710737346934e-05,32.99718542846013
ettm1,shape,STEP8_D33,seed,9.133165008740928e-06,5.20295202787549
