kind,condition,new,baseline,seed,new_nmae,baseline_nmae,gain_pct
shape,PULSE8_D32,C3,M_MEAN,81551,6.551598565157125,6.542437013787847,-0.14003270264537626
shape,PULSE8_D32,C3,M_MEAN,81552,6.519302369641293,6.477204673880713,-0.649936166605003
shape,PULSE8_D32,C3,M_MEAN,81553,6.59750262323094,6.565841151471176,-0.4822150129640379
shape,PULSE8_D32,C3,M_ROTATE16,81551,6.551598565157125,6.538215547788216,-0.20468914294873297
shape,PULSE8_D32,C3,M_ROTATE16,81552,6.519302369641293,6.468763585257289,-0.7812742530765027
shape,PULSE8_D32,C3,M_ROTATE16,81553,6.59750262323094,6.5632020713773045,-0.5226191648619816
shape,PULSE8_D32,C3,M_RECENCY,81551,6.551598565157125,6.545255376529454,-0.09691277517478447
shape,PULSE8_D32,C3,M_RECENCY,81552,6.519302369641293,6.516558668262165,-0.0421035322292429
shape,PULSE8_D32,C3,M_RECENCY,81553,6.59750262323094,6.5924964500980225,-0.07593744146563441
shape,PULSE8_D32,C3,F0,81551,6.551598565157125,6.3485605581872235,-3.1981739027134193
shape,PULSE8_D32,C3,F0,81552,6.519302369641293,6.3485605581872235,-2.689457080690172
shape,PULSE8_D32,C3,F0,81553,6.59750262323094,6.3485605581872235,-3.921236361566649
shape,PULSE8_D32,C3,PERSISTENCE,81551,6.551598565157125,6.628165694913383,1.1551782692309165
shape,PULSE8_D32,C3,PERSISTENCE,81552,6.519302369641293,6.628165694913383,1.6424351816617055
shape,PULSE8_D32,C3,PERSISTENCE,81553,6.59750262323094,6.628165694913383,0.4626177602345405
shape,PULSE8_D32,C3,SEASONAL,81551,6.551598565157125,6.628165695844524,1.1551782831168866
shape,PULSE8_D32,C3,SEASONAL,81552,6.519302369641293,6.628165695844524,1.6424351954792304
shape,PULSE8_D32,C3,SEASONAL,81553,6.59750262323094,6.628165695844524,0.4626177742178106
shape,PULSE8_D32,C0,F0,81551,6.538432886455007,6.3485605581872235,-2.9907933700485945
shape,PULSE8_D32,C0,F0,81552,6.432888553474257,6.3485605581872235,-1.3283010300387366
shape,PULSE8_D32,C0,F0,81553,6.6320484215059,6.3485605581872235,-4.465388031198425
shape,PULSE8_D32,C0,PERSISTENCE,81551,6.538432886455007,6.628165694913383,1.35381058031242
shape,PULSE8_D32,C0,PERSISTENCE,81552,6.432888553474257,6.628165694913383,2.946171692554189
shape,PULSE8_D32,C0,PERSISTENCE,81553,6.6320484215059,6.628165694913383,-0.0585792023198195
shape,PULSE8_D32,C0,SEASONAL,81551,6.538432886455007,6.628165695844524,1.3538105941704792
shape,PULSE8_D32,C0,SEASONAL,81552,6.432888553474257,6.628165695844524,2.9461717061885606
shape,PULSE8_D32,C0,SEASONAL,81553,6.6320484215059,6.628165695844524,-0.0585791882633524
shape,RAMP8_D32,C3,C0,81551,1.1123265710092576,1.0938409244192433,-1.6899757704557317
shape,RAMP8_D32,C3,C0,81552,0.8484812031294102,0.9213010443375853,7.904022431726698
shape,RAMP8_D32,C3,C0,81553,0.9840827641324239,0.9514533008068715,-3.4294340350578656
shape,RAMP8_D32,C3,C1,81551,1.1123265710092576,1.0938409244192433,-1.6899757704557317
shape,RAMP8_D32,C3,C1,81552,0.8484812031294102,0.9213010443375853,7.904022431726698
shape,RAMP8_D32,C3,C1,81553,0.9840827641324239,0.9514533008068715,-3.4294340350578656
shape,RAMP8_D32,C3,C2,81551,1.1123265710092576,1.1300551086998056,1.568820631318213
shape,RAMP8_D32,C3,C2,81552,0.8484812031294102,0.865057274333743,1.9161819333985086
shape,RAMP8_D32,C3,C2,81553,0.9840827641324239,1.0030776370368262,1.8936592944604702
shape,RAMP8_D32,C3,M_MEAN,81551,1.1123265710092576,1.1336268245868255,1.8789475615426876
shape,RAMP8_D32,C3,M_MEAN,81552,0.8484812031294102,0.8599167897117846,1.3298480410188551
shape,RAMP8_D32,C3,M_MEAN,81553,0.9840827641324239,1.0028943235283998,1.8757269788697961
shape,RAMP8_D32,C3,M_ROTATE16,81551,1.1123265710092576,1.1342138677406612,1.9297327738553305
shape,RAMP8_D32,C3,M_ROTATE16,81552,0.8484812031294102,0.8671439869749694,2.1522127957854242
shape,RAMP8_D32,C3,M_ROTATE16,81553,0.9840827641324239,1.0037058970285684,1.95506800888966
shape,RAMP8_D32,C3,M_RECENCY,81551,1.1123265710092576,1.1221881749850213,0.8787834514381143
shape,RAMP8_D32,C3,M_RECENCY,81552,0.8484812031294102,0.8467713378553197,-0.20192762764281724
shape,RAMP8_D32,C3,M_RECENCY,81553,0.9840827641324239,0.9857162554466039,0.16571617898701874
shape,RAMP8_D32,C3,F0,81551,1.1123265710092576,1.0582094147747787,-5.114030878849896
shape,RAMP8_D32,C3,F0,81552,0.8484812031294102,1.0582094147747787,19.81915948933467
shape,RAMP8_D32,C3,F0,81553,0.9840827641324239,1.0582094147747787,7.004913168168258
shape,RAMP8_D32,C3,PERSISTENCE,81551,1.1123265710092576,0.7571994887985696,-46.90006893350651
shape,RAMP8_D32,C3,PERSISTENCE,81552,0.8484812031294102,0.7571994887985696,-12.055173792533225
shape,RAMP8_D32,C3,PERSISTENCE,81553,0.9840827641324239,0.7571994887985696,-29.963474446323858
shape,RAMP8_D32,C3,SEASONAL,81551,1.1123265710092576,2.698083961046469,58.77346342558462
shape,RAMP8_D32,C3,SEASONAL,81552,0.8484812031294102,2.698083961046469,68.55245369012455
shape,RAMP8_D32,C3,SEASONAL,81553,0.9840827641324239,2.698083961046469,63.526607090805975
shape,RAMP8_D32,C0,F0,81551,1.0938409244192433,1.0582094147747787,-3.3671510711372976
shape,RAMP8_D32,C0,F0,81552,0.9213010443375853,1.0582094147747787,12.937738837480662
shape,RAMP8_D32,C0,F0,81553,0.9514533008068715,1.0582094147747787,10.08837310246652
shape,RAMP8_D32,C0,PERSISTENCE,81551,1.0938409244192433,0.7571994887985696,-44.458751042583856
shape,RAMP8_D32,C0,PERSISTENCE,81552,0.9213010443375853,0.7571994887985696,-21.672169351222337
shape,RAMP8_D32,C0,PERSISTENCE,81553,0.9514533008068715,0.7571994887985696,-25.654245001739206
shape,RAMP8_D32,C0,SEASONAL,81551,1.0938409244192433,2.698083961046469,59.458603208367535
shape,RAMP8_D32,C0,SEASONAL,81552,0.9213010443375853,2.698083961046469,65.85350724296019
shape,RAMP8_D32,C0,SEASONAL,81553,0.9514533008068715,2.698083961046469,64.7359639453976
shape,STEP12_D17,C3,C0,81551,0.5333841050281696,0.5505671746145129,3.120976036824985
shape,STEP12_D17,C3,C0,81552,0.5737715895323262,0.681874513340049,15.853785658918174
shape,STEP12_D17,C3,C0,81553,0.48408551043790776,0.4888593223548572,0.9765205855037706
shape,STEP12_D17,C3,C1,81551,0.5333841050281696,0.5505671746145129,3.120976036824985
shape,STEP12_D17,C3,C1,81552,0.5737715895323262,0.681874513340049,15.853785658918174
shape,STEP12_D17,C3,C1,81553,0.48408551043790776,0.4888593223548572,0.9765205855037706
shape,STEP12_D17,C3,C2,81551,0.5333841050281696,0.5596726562744001,4.697129822497814
shape,STEP12_D17,C3,C2,81552,0.5737715895323262,0.58930226095116,2.6354338762872853
shape,STEP12_D17,C3,C2,81553,0.48408551043790776,0.5079336180525913,4.695122899349869
shape,STEP12_D17,C3,M_MEAN,81551,0.5333841050281696,0.5604666523946795,4.832142510316295
shape,STEP12_D17,C3,M_MEAN,81552,0.5737715895323262,0.5784036700353477,0.8008387123024985
shape,STEP12_D17,C3,M_MEAN,81553,0.48408551043790776,0.5091333321608142,4.919697874936013
shape,STEP12_D17,C3,M_ROTATE16,81551,0.5333841050281696,0.5636788175844766,5.374463543996278
shape,STEP12_D17,C3,M_ROTATE16,81552,0.5737715895323262,0.5877377887206381,2.3762636087621525
shape,STEP12_D17,C3,M_ROTATE16,81553,0.48408551043790776,0.5078400094701939,4.6775556453435225
shape,STEP12_D17,C3,M_RECENCY,81551,0.5333841050281696,0.5431320244835676,1.794760576798382
shape,STEP12_D17,C3,M_RECENCY,81552,0.5737715895323262,0.5856155039947439,2.022472831000055
shape,STEP12_D17,C3,M_RECENCY,81553,0.48408551043790776,0.4885706224904306,0.9180069054624096
shape,STEP12_D17,C3,F0,81551,0.5333841050281696,0.835273057637993,36.14254642230564
shape,STEP12_D17,C3,F0,81552,0.5737715895323262,0.835273057637993,31.307303128529906
shape,STEP12_D17,C3,F0,81553,0.48408551043790776,0.835273057637993,42.0446396527122
shape,STEP12_D17,C3,PERSISTENCE,81551,0.5333841050281696,0.7571994872365091,29.558311380423774
shape,STEP12_D17,C3,PERSISTENCE,81552,0.5737715895323262,0.7571994872365091,24.224514252330664
shape,STEP12_D17,C3,PERSISTENCE,81553,0.48408551043790776,0.7571994872365091,36.06895955455064
shape,STEP12_D17,C3,SEASONAL,81551,0.5333841050281696,3.5151107887284097,84.82596603388647
shape,STEP12_D17,C3,SEASONAL,81552,0.5737715895323262,3.5151107887284097,83.67699842143843
shape,STEP12_D17,C3,SEASONAL,81553,0.48408551043790776,3.5151107887284097,86.22844230144378
shape,STEP12_D17,C0,F0,81551,0.5505671746145129,0.835273057637993,34.08536650620323
shape,STEP12_D17,C0,F0,81552,0.681874513340049,0.835273057637993,18.365077491153414
shape,STEP12_D17,C0,F0,81553,0.4888593223548572,0.835273057637993,41.47311254869559
shape,STEP12_D17,C0,PERSISTENCE,81551,0.5505671746145129,0.7571994872365091,27.28901909008493
shape,STEP12_D17,C0,PERSISTENCE,81552,0.681874513340049,0.7571994872365091,9.947837414862448
shape,STEP12_D17,C0,PERSISTENCE,81553,0.4888593223548572,0.7571994872365091,35.438503248462524
shape,STEP12_D17,C0,SEASONAL,81551,0.5505671746145129,3.5151107887284097,84.3371316665191
shape,STEP12_D17,C0,SEASONAL,81552,0.681874513340049,3.5151107887284097,80.60162099224426
shape,STEP12_D17,C0,SEASONAL,81553,0.4888593223548572,3.5151107887284097,86.09263400964662
shape,STEP12_D63,C3,C0,81551,0.37894887252944487,0.3686896828671189,-2.782608285250965
shape,STEP12_D63,C3,C0,81552,0.36244988997127225,0.3529000050831617,-2.7061163929028798
shape,STEP12_D63,C3,C0,81553,0.4044262695955863,0.41178039538359656,1.7859339275148045
shape,STEP12_D63,C3,C1,81551,0.37894887252944487,0.3686896828671189,-2.782608285250965
shape,STEP12_D63,C3,C1,81552,0.36244988997127225,0.3529000050831617,-2.7061163929028798
shape,STEP12_D63,C3,C1,81553,0.4044262695955863,0.41178039538359656,1.7859339275148045
shape,STEP12_D63,C3,C2,81551,0.37894887252944487,0.38755339849154047,2.2202168773610698
shape,STEP12_D63,C3,C2,81552,0.36244988997127225,0.34230900009231435,-5.8838329911063525
shape,STEP12_D63,C3,C2,81553,0.4044262695955863,0.40517860228367514,0.18567927423820407
shape,STEP12_D63,C3,M_MEAN,81551,0.37894887252944487,0.38687767339791346,2.0494335583727596
shape,STEP12_D63,C3,M_MEAN,81552,0.36244988997127225,0.3435532223381514,-5.500361051633895
shape,STEP12_D63,C3,M_MEAN,81553,0.4044262695955863,0.40668680075719044,0.5558407987166891
shape,STEP12_D63,C3,M_ROTATE16,81551,0.37894887252944487,0.3893595355763926,2.6737917260806654
shape,STEP12_D63,C3,M_ROTATE16,81552,0.36244988997127225,0.3419647998090963,-5.990409005140851
shape,STEP12_D63,C3,M_ROTATE16,81553,0.4044262695955863,0.40411842549210886,-0.0761767056531859
shape,STEP12_D63,C3,M_RECENCY,81551,0.37894887252944487,0.37706459774227585,-0.4997220100882771
shape,STEP12_D63,C3,M_RECENCY,81552,0.36244988997127225,0.3605345599591049,-0.5312472713807637
shape,STEP12_D63,C3,M_RECENCY,81553,0.4044262695955863,0.40313646116812335,-0.3199433818825481
shape,STEP12_D63,C3,F0,81551,0.37894887252944487,0.46417577603775967,18.36091151412903
shape,STEP12_D63,C3,F0,81552,0.36244988997127225,0.46417577603775967,21.915380189553936
shape,STEP12_D63,C3,F0,81553,0.4044262695955863,0.46417577603775967,12.872172467120057
shape,STEP12_D63,C3,PERSISTENCE,81551,0.37894887252944487,0.7571994872365091,49.95389208298799
shape,STEP12_D63,C3,PERSISTENCE,81552,0.36244988997127225,0.7571994872365091,52.13284001365652
shape,STEP12_D63,C3,PERSISTENCE,81553,0.4044262695955863,0.7571994872365091,46.589204507838645
shape,STEP12_D63,C3,SEASONAL,81551,0.37894887252944487,0.37994537516775634,0.2622752383474869
shape,STEP12_D63,C3,SEASONAL,81552,0.36244988997127225,0.37994537516775634,4.604736980614477
shape,STEP12_D63,C3,SEASONAL,81553,0.4044262695955863,0.37994537516775634,-6.44326685566865
shape,STEP12_D63,C0,F0,81551,0.3686896828671189,0.46417577603775967,20.571106485934585
shape,STEP12_D63,C0,F0,81552,0.3529000050831617,0.46417577603775967,23.97276564159736
shape,STEP12_D63,C0,F0,81553,0.41178039538359656,0.46417577603775967,11.287831756627654
shape,STEP12_D63,C0,PERSISTENCE,81551,0.3686896828671189,0.7571994872365091,51.30877805891069
shape,STEP12_D63,C0,PERSISTENCE,81552,0.3529000050831617,0.7571994872365091,53.39405123330011
shape,STEP12_D63,C0,PERSISTENCE,81553,0.41178039538359656,0.7571994872365091,45.6179775178614
shape,STEP12_D63,C0,SEASONAL,81551,0.3686896828671189,0.37994537516775634,2.9624501405413173
shape,STEP12_D63,C0,SEASONAL,81552,0.3529000050831617,0.37994537516775634,7.118225895670749
shape,STEP12_D63,C0,SEASONAL,81553,0.41178039538359656,0.37994537516775634,-8.378841353650945
shape,STEP6_D17,C3,C0,81551,0.3937954241075191,0.3948141046610074,0.2580152384279555
shape,STEP6_D17,C3,C0,81552,0.4025308931806365,0.43953523797347777,8.418971130381625
shape,STEP6_D17,C3,C0,81553,0.37547306881593795,0.385959685794072,2.717023918329442
shape,STEP6_D17,C3,C1,81551,0.3937954241075191,0.3948141046610074,0.2580152384279555
shape,STEP6_D17,C3,C1,81552,0.4025308931806365,0.43953523797347777,8.418971130381625
shape,STEP6_D17,C3,C1,81553,0.37547306881593795,0.385959685794072,2.717023918329442
shape,STEP6_D17,C3,C2,81551,0.3937954241075191,0.408821762997602,3.6755232353349543
shape,STEP6_D17,C3,C2,81552,0.4025308931806365,0.4081073652523495,1.3664227961837416
shape,STEP6_D17,C3,C2,81553,0.37547306881593795,0.38299352118620494,1.9635978036846913
shape,STEP6_D17,C3,M_MEAN,81551,0.3937954241075191,0.4098596155872333,3.9194375022037486
shape,STEP6_D17,C3,M_MEAN,81552,0.4025308931806365,0.40478834104262085,0.5576859887243324
shape,STEP6_D17,C3,M_MEAN,81553,0.37547306881593795,0.3829978068628587,1.9646948134131703
shape,STEP6_D17,C3,M_ROTATE16,81551,0.3937954241075191,0.41047198613764824,4.062777142734609
shape,STEP6_D17,C3,M_ROTATE16,81552,0.4025308931806365,0.4078088871608408,1.2942322117964644
shape,STEP6_D17,C3,M_ROTATE16,81553,0.37547306881593795,0.3830273753089666,1.9722628146186638
shape,STEP6_D17,C3,M_RECENCY,81551,0.3937954241075191,0.39724536962974977,0.8684671454940229
shape,STEP6_D17,C3,M_RECENCY,81552,0.4025308931806365,0.4057805641308786,0.8008444064348863
shape,STEP6_D17,C3,M_RECENCY,81553,0.37547306881593795,0.3759531958167557,0.12770924842776532
shape,STEP6_D17,C3,F0,81551,0.3937954241075191,0.71649801558139,45.03886744362012
shape,STEP6_D17,C3,F0,81552,0.4025308931806365,0.71649801558139,43.81967787391432
shape,STEP6_D17,C3,F0,81553,0.37547306881593795,0.71649801558139,47.596076939408306
shape,STEP6_D17,C3,PERSISTENCE,81551,0.3937954241075191,0.7571995097131374,47.993174974887765
shape,STEP6_D17,C3,PERSISTENCE,81552,0.4025308931806365,0.7571995097131374,46.83952009779642
shape,STEP6_D17,C3,PERSISTENCE,81553,0.37547306881593795,0.7571995097131374,50.412927636709014
shape,STEP6_D17,C3,SEASONAL,81551,0.3937954241075191,1.8839606318942783,79.09747064557465
shape,STEP6_D17,C3,SEASONAL,81552,0.4025308931806365,1.8839606318942783,78.63379486991184
shape,STEP6_D17,C3,SEASONAL,81553,0.37547306881593795,1.8839606318942783,80.0700151341056
shape,STEP6_D17,C0,F0,81551,0.3948141046610074,0.71649801558139,44.89669251342695
shape,STEP6_D17,C0,F0,81552,0.43953523797347777,0.71649801558139,38.65506555285789
shape,STEP6_D17,C0,F0,81553,0.385959685794072,0.71649801558139,46.132483635576904
shape,STEP6_D17,C0,PERSISTENCE,81551,0.3948141046610074,0.7571995097131374,47.85864232656708
shape,STEP6_D17,C0,PERSISTENCE,81552,0.43953523797347777,0.7571995097131374,41.95251947006751
shape,STEP6_D17,C0,PERSISTENCE,81553,0.385959685794072,0.7571995097131374,49.0280063783597
shape,STEP6_D17,C0,SEASONAL,81551,0.3948141046610074,1.8839606318942783,79.04339942262854
shape,STEP6_D17,C0,SEASONAL,81552,0.43953523797347777,1.8839606318942783,76.66961662932759
shape,STEP6_D17,C0,SEASONAL,81553,0.385959685794072,1.8839606318942783,79.51338901354862
shape,STEP6_D63,C3,C0,81551,0.3344841919996743,0.33434224114208666,-0.042456752429109734
shape,STEP6_D63,C3,C0,81552,0.32744636702385693,0.3210502072876008,-1.9922615189363002
shape,STEP6_D63,C3,C0,81553,0.3411280941092177,0.3457146071710627,1.3266760983505654
shape,STEP6_D63,C3,C1,81551,0.3344841919996743,0.33434224114208666,-0.042456752429109734
shape,STEP6_D63,C3,C1,81552,0.32744636702385693,0.3210502072876008,-1.9922615189363002
shape,STEP6_D63,C3,C1,81553,0.3411280941092177,0.3457146071710627,1.3266760983505654
shape,STEP6_D63,C3,C2,81551,0.3344841919996743,0.33436015676220976,-0.03709629719810259
shape,STEP6_D63,C3,C2,81552,0.32744636702385693,0.3187578852303061,-2.7257307806748843
shape,STEP6_D63,C3,C2,81553,0.3411280941092177,0.34094116309965894,-0.05482793801114827
shape,STEP6_D63,C3,M_MEAN,81551,0.3344841919996743,0.33435798554636165,-0.037745906713237964
shape,STEP6_D63,C3,M_MEAN,81552,0.32744636702385693,0.3194490930126853,-2.50345804264156
shape,STEP6_D63,C3,M_MEAN,81553,0.3411280941092177,0.3417052760988736,0.16891222642078096
shape,STEP6_D63,C3,M_ROTATE16,81551,0.3344841919996743,0.33549720431358404,0.3019435932357095
shape,STEP6_D63,C3,M_ROTATE16,81552,0.32744636702385693,0.3189162482739283,-2.6747206503576537
shape,STEP6_D63,C3,M_ROTATE16,81553,0.3411280941092177,0.34107485591506015,-0.015608947195677736
shape,STEP6_D63,C3,M_RECENCY,81551,0.3344841919996743,0.3338876741171763,-0.1786582520828972
shape,STEP6_D63,C3,M_RECENCY,81552,0.32744636702385693,0.3267779471614046,-0.20454864480869972
shape,STEP6_D63,C3,M_RECENCY,81553,0.3411280941092177,0.3411010074416616,-0.007940952083140829
shape,STEP6_D63,C3,F0,81551,0.3344841919996743,0.42829974966593376,21.904182232054524
shape,STEP6_D63,C3,F0,81552,0.32744636702385693,0.42829974966593376,23.547383046742542
shape,STEP6_D63,C3,F0,81553,0.3411280941092177,0.42829974966593376,20.35295505652488
shape,STEP6_D63,C3,PERSISTENCE,81551,0.3344841919996743,0.7571995097131374,55.82614783699575
shape,STEP6_D63,C3,PERSISTENCE,81552,0.32744636702385693,0.7571995097131374,56.75560234476262
shape,STEP6_D63,C3,PERSISTENCE,81553,0.3411280941092177,0.7571995097131374,54.94871698497891
shape,STEP6_D63,C3,SEASONAL,81551,0.3344841919996743,0.37994536863872586,11.965187732628667
shape,STEP6_D63,C3,SEASONAL,81552,0.32744636702385693,0.37994536863872586,13.81751323959104
shape,STEP6_D63,C3,SEASONAL,81553,0.3411280941092177,0.37994536863872586,10.2165410434093
shape,STEP6_D63,C0,F0,81551,0.33434224114208666,0.42829974966593376,21.937325108672677
shape,STEP6_D63,C0,F0,81552,0.3210502072876008,0.42829974966593376,25.040767000677842
shape,STEP6_D63,C0,F0,81553,0.3457146071710627,0.42829974966593376,19.28208983528148
shape,STEP6_D63,C0,PERSISTENCE,81551,0.33434224114208666,0.7571995097131374,55.84489466075445
shape,STEP6_D63,C0,PERSISTENCE,81552,0.3210502072876008,0.7571995097131374,57.60031495408262
shape,STEP6_D63,C0,PERSISTENCE,81553,0.3457146071710627,0.7571995097131374,54.342996431411386
shape,STEP6_D63,C0,SEASONAL,81551,0.33434224114208666,0.37994536863872586,12.002548592716577
shape,STEP6_D63,C0,SEASONAL,81552,0.3210502072876008,0.37994536863872586,15.500955193146726
shape,STEP6_D63,C0,SEASONAL,81553,0.3457146071710627,0.37994536863872586,9.009390373754423
shape,STEP8_D31,C3,C0,81551,0.35664350878962536,0.36141012062552474,1.3188927381583504
shape,STEP8_D31,C3,C0,81552,0.3542494615636969,0.3835683554605703,7.64372072916929
shape,STEP8_D31,C3,C0,81553,0.3444012457768241,0.3457082606812251,0.3780687513296632
shape,STEP8_D31,C3,C1,81551,0.35664350878962536,0.36141012062552474,1.3188927381583504
shape,STEP8_D31,C3,C1,81552,0.3542494615636969,0.3835683554605703,7.64372072916929
shape,STEP8_D31,C3,C1,81553,0.3444012457768241,0.3457082606812251,0.3780687513296632
shape,STEP8_D31,C3,C2,81551,0.35664350878962536,0.3589170668255693,0.6334494082581021
shape,STEP8_D31,C3,C2,81552,0.3542494615636969,0.3658756929646642,3.1776452015056744
shape,STEP8_D31,C3,C2,81553,0.3444012457768241,0.3460612476670134,0.4796844204256523
shape,STEP8_D31,C3,M_MEAN,81551,0.35664350878962536,0.3596699648522189,0.8414536542791562
shape,STEP8_D31,C3,M_MEAN,81552,0.3542494615636969,0.36358384215159645,2.5673254709728144
shape,STEP8_D31,C3,M_MEAN,81553,0.3444012457768241,0.34619516433151104,0.5181812860242885
shape,STEP8_D31,C3,M_ROTATE16,81551,0.35664350878962536,0.3612162970749443,1.2659418532188105
shape,STEP8_D31,C3,M_ROTATE16,81552,0.3542494615636969,0.3668456177836614,3.433639550082568
shape,STEP8_D31,C3,M_ROTATE16,81553,0.3444012457768241,0.3464002845594418,0.5770892437805153
shape,STEP8_D31,C3,M_RECENCY,81551,0.35664350878962536,0.3577567342049603,0.3111682629283963
shape,STEP8_D31,C3,M_RECENCY,81552,0.3542494615636969,0.35506048440836996,0.2284182217642261
shape,STEP8_D31,C3,M_RECENCY,81553,0.3444012457768241,0.34384428304900017,-0.16198109297764773
shape,STEP8_D31,C3,F0,81551,0.35664350878962536,0.5679019538913879,37.19980951890967
shape,STEP8_D31,C3,F0,81552,0.3542494615636969,0.5679019538913879,37.621369474730194
shape,STEP8_D31,C3,F0,81553,0.3444012457768241,0.5679019538913879,39.35550962328765
shape,STEP8_D31,C3,PERSISTENCE,81551,0.35664350878962536,0.7571994887985696,52.899663290118816
shape,STEP8_D31,C3,PERSISTENCE,81552,0.3542494615636969,0.7571994887985696,53.215834558238264
