fit,rank,seed,step,output,mean_change,demeaned_change_RMS,total_change_RMS,last_train_loss
local_dev_Rat_assembly_Kimberley_H14,1,61600,13,q,0.014155705769856771,0.047178354638716224,0.04925628033316394,3.6569411754608154
local_dev_Rat_assembly_Kimberley_H14,1,61600,13,raw,0.014155705769856771,0.047178354638716224,0.04925628033316394,3.6569411754608154
local_tune_Panther_education_Neal_H14_r1,1,61600,0,q,0.0,0.0,0.0,
local_tune_Panther_education_Neal_H14_r1,1,61600,0,raw,0.0,0.0,0.0,
local_tune_Panther_education_Neal_H14_r1,1,61600,120,q,-17.861708005269367,28.393229499666262,33.54424085124334,16.173017501831055
local_tune_Panther_education_Neal_H14_r1,1,61600,120,raw,-17.861708005269367,28.393229499666262,33.54424085124334,16.173017501831055
local_tune_Panther_education_Neal_H14_r1,1,61600,13,q,-1.3832095464070637,2.035363950649115,2.4608890793519334,4.194084644317627
local_tune_Panther_education_Neal_H14_r1,1,61600,13,raw,-1.3832095464070637,2.035363950649115,2.4608890793519334,4.194084644317627
local_tune_Panther_education_Neal_H14_r1,1,61600,208,q,-29.766654014587402,30.71504528881494,42.772277216885534,1.3288755416870117
local_tune_Panther_education_Neal_H14_r1,1,61600,208,raw,-29.766654014587402,30.71504528881494,42.772277216885534,1.3288755416870117
local_tune_Panther_education_Neal_H14_r1,1,61600,52,q,-11.082534790039062,14.78371769049004,18.47649550441139,9.096941947937012
local_tune_Panther_education_Neal_H14_r1,1,61600,52,raw,-11.082534790039062,14.78371769049004,18.47649550441139,9.096941947937012
local_dev_Rat_education_Debra_H14,1,61600,0,q,0.0,0.0,0.0,
local_dev_Rat_education_Debra_H14,1,61600,0,raw,0.0,0.0,0.0,
local_dev_Rat_education_Debra_H14,1,61600,120,q,1.152811050415039,2.174735431941694,2.461391378245575,1.5378048419952393
local_dev_Rat_education_Debra_H14,1,61600,120,raw,1.1494483947753906,2.1785117929071944,2.463157575975894,1.5378048419952393
local_dev_Rat_education_Debra_H14,1,61600,13,q,0.3148495356241862,0.33059518678790933,0.4565341253511049,2.22463321685791
local_dev_Rat_education_Debra_H14,1,61600,13,raw,0.31462987263997394,0.3308866802522352,0.456593858834951,2.22463321685791
local_dev_Bear_assembly_Genia_H14,1,61600,0,q,0.0,0.0,0.0,
local_dev_Bear_assembly_Genia_H14,1,61600,0,raw,0.0,0.0,0.0,
local_dev_Bear_assembly_Genia_H14,1,61600,120,q,2.023113250732422,25.633633065934752,25.71334539464425,4.431352615356445
local_dev_Bear_assembly_Genia_H14,1,61600,120,raw,2.023113250732422,25.633633065934752,25.71334539464425,4.431352615356445
local_dev_Bear_assembly_Genia_H14,1,61600,13,q,-1.0560073852539062,0.24264336515168564,1.0835254497993696,16.300697326660156
local_dev_Bear_assembly_Genia_H14,1,61600,13,raw,-1.0560073852539062,0.24264336515168564,1.0835254497993696,16.300697326660156
local_tune_Panther_education_Neal_H3_r1,1,61600,0,q,0.0,0.0,0.0,
local_tune_Panther_education_Neal_H3_r1,1,61600,0,raw,0.0,0.0,0.0,
local_tune_Panther_education_Neal_H3_r1,1,61600,120,q,4.633569717407227,36.622024332054096,36.91398968553298,1.9160406589508057
local_tune_Panther_education_Neal_H3_r1,1,61600,120,raw,4.633569717407227,36.622024332054096,36.91398968553298,1.9160406589508057
local_tune_Panther_education_Neal_H3_r1,1,61600,2,q,-0.0710757573445638,0.07685848454950378,0.10468519441329623,18.275569915771484
local_tune_Panther_education_Neal_H3_r1,1,61600,2,raw,-0.0710757573445638,0.07685848454950378,0.10468519441329623,18.275569915771484
local_tune_Panther_education_Neal_H3_r1,1,61600,32,q,-1.0675748189290364,2.16250044867872,2.4116641939845254,16.95121192932129
local_tune_Panther_education_Neal_H3_r1,1,61600,32,raw,-1.0675748189290364,2.16250044867872,2.4116641939845254,16.95121192932129
local_tune_Panther_education_Neal_H3_r1,1,61600,8,q,-0.1793079376220703,0.26475719503413747,0.3197619564873604,18.103599548339844
local_tune_Panther_education_Neal_H3_r1,1,61600,8,raw,-0.1793079376220703,0.26475719503413747,0.3197619564873604,18.103599548339844
local_tune_Rat_public_Chrissy_H3_r8,8,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_public_Chrissy_H3_r8,8,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_public_Chrissy_H3_r8,8,61600,120,q,-1.884103775024414,2.7324881475844776,3.319086999726114,0.5187343955039978
local_tune_Rat_public_Chrissy_H3_r8,8,61600,120,raw,-1.884103775024414,2.7324881475844776,3.319086999726114,0.5187343955039978
local_tune_Rat_public_Chrissy_H3_r8,8,61600,2,q,-0.05981143315633138,0.018816202654578517,0.06270133187223749,11.650154113769531
local_tune_Rat_public_Chrissy_H3_r8,8,61600,2,raw,-0.05981143315633138,0.018816202654578517,0.06270133187223749,11.650154113769531
local_tune_Rat_public_Chrissy_H3_r8,8,61600,32,q,-2.0948355992635093,0.23563655634313205,2.108046672781928,3.160128116607666
local_tune_Rat_public_Chrissy_H3_r8,8,61600,32,raw,-2.0948355992635093,0.23563655634313205,2.108046672781928,3.160128116607666
local_tune_Rat_public_Chrissy_H3_r8,8,61600,8,q,-0.3446017901102702,0.0648198711000574,0.3506451331996934,9.376237869262695
local_tune_Rat_public_Chrissy_H3_r8,8,61600,8,raw,-0.3446017901102702,0.0648198711000574,0.3506451331996934,9.376237869262695
local_tune_Rat_public_Chrissy_H14_r1,1,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_public_Chrissy_H14_r1,1,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_public_Chrissy_H14_r1,1,61600,120,q,0.0700222651163737,0.17322634126698644,0.18684347171034416,5.018464088439941
local_tune_Rat_public_Chrissy_H14_r1,1,61600,120,raw,0.0700222651163737,0.17322634126698644,0.18684347171034416,5.018464088439941
local_tune_Rat_public_Chrissy_H14_r1,1,61600,13,q,0.014152208964029947,0.007035487709820662,0.015804528018153758,12.696062088012695
local_tune_Rat_public_Chrissy_H14_r1,1,61600,13,raw,0.014152208964029947,0.007035487709820662,0.015804528018153758,12.696062088012695
local_tune_Rat_public_Chrissy_H14_r1,1,61600,208,q,0.19315274556477866,0.31045617275347986,0.3656378239733284,9.886993408203125
local_tune_Rat_public_Chrissy_H14_r1,1,61600,208,raw,0.19315274556477866,0.31045617275347986,0.3656378239733284,9.886993408203125
local_tune_Rat_public_Chrissy_H14_r1,1,61600,52,q,0.027790387471516926,0.024353271908711862,0.03695115002914928,9.339071273803711
local_tune_Rat_public_Chrissy_H14_r1,1,61600,52,raw,0.027790387471516926,0.024353271908711862,0.03695115002914928,9.339071273803711
local_dev_Rat_education_Debra_H3,1,61600,0,q,0.0,0.0,0.0,
local_dev_Rat_education_Debra_H3,1,61600,0,raw,0.0,0.0,0.0,
local_dev_Rat_education_Debra_H3,1,61600,120,q,0.8806838989257812,7.295040640302469,7.348008034392163,0.4305589199066162
local_dev_Rat_education_Debra_H3,1,61600,120,raw,0.880122184753418,7.2949736937016905,7.347874267561661,0.4305589199066162
local_dev_Rat_education_Debra_H3,1,61600,2,q,0.026505470275878906,0.05218193025825707,0.05852771821985806,3.5105435848236084
local_dev_Rat_education_Debra_H3,1,61600,2,raw,0.026512781778971355,0.05217929277099313,0.05852867837001252,3.5105435848236084
local_tune_Rat_education_Irma_H3_r8,8,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_education_Irma_H3_r8,8,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_education_Irma_H3_r8,8,61600,120,q,-0.5500547091166178,1.2441563367195512,1.3603253924046188,0.22526711225509644
local_tune_Rat_education_Irma_H3_r8,8,61600,120,raw,-0.5500547091166178,1.2441563367195512,1.3603253924046188,0.22526711225509644
local_tune_Rat_education_Irma_H3_r8,8,61600,2,q,0.006050904591878255,0.018436112674374668,0.019403703175483067,5.49295711517334
local_tune_Rat_education_Irma_H3_r8,8,61600,2,raw,0.006050904591878255,0.018436112674374668,0.019403703175483067,5.49295711517334
local_tune_Rat_education_Irma_H3_r8,8,61600,32,q,-0.14676809310913086,0.22173784166655952,0.26591078124407574,1.8858306407928467
local_tune_Rat_education_Irma_H3_r8,8,61600,32,raw,-0.14676809310913086,0.22173784166655952,0.26591078124407574,1.8858306407928467
local_tune_Rat_education_Irma_H3_r8,8,61600,8,q,-0.05176258087158203,0.08156689947206465,0.09660498883584104,4.403110504150391
local_tune_Rat_education_Irma_H3_r8,8,61600,8,raw,-0.05176258087158203,0.08156689947206465,0.09660498883584104,4.403110504150391
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,120,q,-0.15933261315027872,0.10397312123729957,0.1902558581308932,4.94441032409668
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,120,raw,-0.15933261315027872,0.10397312123729957,0.1902558581308932,4.94441032409668
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,13,q,-0.007412066062291463,0.002723615993697451,0.007896632661641128,9.853748321533203
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,13,raw,-0.007412066062291463,0.002723615993697451,0.007896632661641128,9.853748321533203
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,208,q,-0.12571867307027182,0.1865950691863826,0.22499534351452877,3.2450714111328125
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,208,raw,-0.12571867307027182,0.1865950691863826,0.22499534351452877,3.2450714111328125
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,52,q,-0.04264403382937113,0.023692142665407256,0.04878351407308171,5.684926986694336
local_tune_Rat_lodging_Jeannette_H14_r1,1,61600,52,raw,-0.04264403382937113,0.023692142665407256,0.04878351407308171,5.684926986694336
local_dev_Bear_education_Holly_H3,1,61600,0,q,0.0,0.0,0.0,
local_dev_Bear_education_Holly_H3,1,61600,0,raw,0.0,0.0,0.0,
local_dev_Bear_education_Holly_H3,1,61600,120,q,-0.0747963438431422,0.18574632008989386,0.20024032680566337,2.1309666633605957
local_dev_Bear_education_Holly_H3,1,61600,120,raw,-0.0747963438431422,0.18574632008989386,0.20024032680566337,2.1309666633605957
local_dev_Bear_education_Holly_H3,1,61600,2,q,-0.0021233409643173218,0.0007424830988388746,0.0022494128128934874,10.44970989227295
local_dev_Bear_education_Holly_H3,1,61600,2,raw,-0.0021233409643173218,0.0007424830988388746,0.0022494128128934874,10.44970989227295
local_dev_Panther_lodging_Teresita_H3,1,61600,0,q,0.0,0.0,0.0,
local_dev_Panther_lodging_Teresita_H3,1,61600,0,raw,0.0,0.0,0.0,
local_dev_Panther_lodging_Teresita_H3,1,61600,120,q,1.2106091181437175,1.4591325388744707,1.8959541668866808,1.2418789863586426
local_dev_Panther_lodging_Teresita_H3,1,61600,120,raw,1.2106091181437175,1.4591325388744707,1.8959541668866808,1.2418789863586426
local_dev_Panther_lodging_Teresita_H3,1,61600,2,q,0.001629193623860677,0.014172007130751157,0.01426534464981796,3.1653800010681152
local_dev_Panther_lodging_Teresita_H3,1,61600,2,raw,0.001629193623860677,0.014172007130751157,0.01426534464981796,3.1653800010681152
local_tune_Rat_education_Irma_H3_r1,1,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_education_Irma_H3_r1,1,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_education_Irma_H3_r1,1,61600,120,q,-0.20818074544270834,0.7989224945872774,0.8256006147833467,1.4158930778503418
local_tune_Rat_education_Irma_H3_r1,1,61600,120,raw,-0.20818074544270834,0.7989224945872774,0.8256006147833467,1.4158930778503418
local_tune_Rat_education_Irma_H3_r1,1,61600,2,q,0.00027640660603841144,0.0022423322951776177,0.0022593040374987595,5.455131530761719
local_tune_Rat_education_Irma_H3_r1,1,61600,2,raw,0.00027640660603841144,0.0022423322951776177,0.0022593040374987595,5.455131530761719
local_tune_Rat_education_Irma_H3_r1,1,61600,32,q,-0.05338970820109049,0.07825081882933005,0.09472935970045519,4.068766117095947
local_tune_Rat_education_Irma_H3_r1,1,61600,32,raw,-0.05338970820109049,0.07825081882933005,0.09472935970045519,4.068766117095947
local_tune_Rat_education_Irma_H3_r1,1,61600,8,q,-0.0056209564208984375,0.010901716425017641,0.012265503336477425,5.311123847961426
local_tune_Rat_education_Irma_H3_r1,1,61600,8,raw,-0.0056209564208984375,0.010901716425017641,0.012265503336477425,5.311123847961426
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,120,q,0.2507327099641164,0.07207179675537263,0.2608854839455378,2.169692277908325
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,120,raw,0.2507327099641164,0.07207179675537263,0.2608854839455378,2.169692277908325
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,13,q,-0.04629233479499817,0.019966976787971533,0.05041488294961709,9.853775024414062
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,13,raw,-0.04629233479499817,0.019966976787971533,0.05041488294961709,9.853775024414062
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,208,q,0.0959113637606303,0.10756735897702961,0.14411705803171634,1.6510469913482666
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,208,raw,0.0959113637606303,0.10756735897702961,0.14411705803171634,1.6510469913482666
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,52,q,-0.1657614211241404,0.15017821150534003,0.2236746385803211,3.337002754211426
local_tune_Rat_lodging_Jeannette_H14_r8,8,61600,52,raw,-0.1657614211241404,0.15017821150534003,0.2236746385803211,3.337002754211426
local_tune_Rat_public_Chrissy_H3_r1,1,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_public_Chrissy_H3_r1,1,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_public_Chrissy_H3_r1,1,61600,120,q,-1.7847506205240886,0.8894186287292692,1.9940913405839193,5.695444583892822
local_tune_Rat_public_Chrissy_H3_r1,1,61600,120,raw,-1.7847506205240886,0.8894186287292692,1.9940913405839193,5.695444583892822
local_tune_Rat_public_Chrissy_H3_r1,1,61600,2,q,-0.0077597300211588545,0.002896692586725909,0.008282767529229998,11.740669250488281
local_tune_Rat_public_Chrissy_H3_r1,1,61600,2,raw,-0.0077597300211588545,0.002896692586725909,0.008282767529229998,11.740669250488281
local_tune_Rat_public_Chrissy_H3_r1,1,61600,32,q,-0.39958349863688153,0.06731492196445411,0.4052138584771889,8.801703453063965
local_tune_Rat_public_Chrissy_H3_r1,1,61600,32,raw,-0.39958349863688153,0.06731492196445411,0.4052138584771889,8.801703453063965
local_tune_Rat_public_Chrissy_H3_r1,1,61600,8,q,-0.04041894276936849,0.011265769670797041,0.04195960558524038,11.423847198486328
local_tune_Rat_public_Chrissy_H3_r1,1,61600,8,raw,-0.04041894276936849,0.011265769670797041,0.04195960558524038,11.423847198486328
local_tune_Rat_education_Irma_H14_r8,8,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_education_Irma_H14_r8,8,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_education_Irma_H14_r8,8,61600,120,q,0.5846234957377116,0.48022625366517135,0.7565724595026359,14.649683952331543
local_tune_Rat_education_Irma_H14_r8,8,61600,120,raw,0.5846234957377116,0.48022625366517135,0.7565724595026359,14.649683952331543
local_tune_Rat_education_Irma_H14_r8,8,61600,13,q,-0.007387479146321614,0.12957152596111726,0.12978195247425514,11.406976699829102
local_tune_Rat_education_Irma_H14_r8,8,61600,13,raw,-0.007387479146321614,0.12957152596111726,0.12978195247425514,11.406976699829102
local_tune_Rat_education_Irma_H14_r8,8,61600,208,q,1.2821892102559407,0.9061452579429019,1.5700663678294497,1.6596558094024658
local_tune_Rat_education_Irma_H14_r8,8,61600,208,raw,1.2821892102559407,0.9061452579429019,1.5700663678294497,1.6596558094024658
local_tune_Rat_education_Irma_H14_r8,8,61600,52,q,-0.030878067016601562,0.32629582438644106,0.32775359652444536,5.148736953735352
local_tune_Rat_education_Irma_H14_r8,8,61600,52,raw,-0.030878067016601562,0.32629582438644106,0.32775359652444536,5.148736953735352
local_dev_Fox_education_Otilia_H3,1,61600,0,q,0.0,0.0,0.0,
local_dev_Fox_education_Otilia_H3,1,61600,0,raw,0.0,0.0,0.0,
local_dev_Fox_education_Otilia_H3,1,61600,120,q,-3.4427947998046875,6.385257969392098,7.254264633251774,0.806168794631958
local_dev_Fox_education_Otilia_H3,1,61600,120,raw,-3.4427947998046875,6.385257969392098,7.254264633251774,0.806168794631958
local_dev_Fox_education_Otilia_H3,1,61600,2,q,0.048848470052083336,0.11220680154161407,0.12237867191070693,1.8866443634033203
local_dev_Fox_education_Otilia_H3,1,61600,2,raw,0.048848470052083336,0.11220680154161407,0.12237867191070693,1.8866443634033203
local_dev_Rat_retail_Jeffrey_H3,1,61600,0,q,0.0,0.0,0.0,
local_dev_Rat_retail_Jeffrey_H3,1,61600,0,raw,0.0,0.0,0.0,
local_dev_Rat_retail_Jeffrey_H3,1,61600,120,q,2.056577205657959,2.018201362009257,2.881431335369267,0.7648808360099792
local_dev_Rat_retail_Jeffrey_H3,1,61600,120,raw,2.0571656227111816,2.0177135350374473,2.881509727337042,0.7648808360099792
local_dev_Rat_retail_Jeffrey_H3,1,61600,2,q,0.05657211939493815,0.053931838832779896,0.07816039874975104,4.904755592346191
local_dev_Rat_retail_Jeffrey_H3,1,61600,2,raw,0.05657211939493815,0.053931838832779896,0.07816039874975104,4.904755592346191
local_dev_Rat_assembly_Kimberley_H3,1,61600,0,q,0.0,0.0,0.0,
local_dev_Rat_assembly_Kimberley_H3,1,61600,0,raw,0.0,0.0,0.0,
local_dev_Rat_assembly_Kimberley_H3,1,61600,120,q,0.025750160217285156,1.0848936341448507,1.0851991836336945,0.27850162982940674
local_dev_Rat_assembly_Kimberley_H3,1,61600,120,raw,0.026230017344156902,1.0844287965836157,1.0847459742583347,0.27850162982940674
local_dev_Rat_assembly_Kimberley_H3,1,61600,2,q,0.006302197774251302,0.01127782176982859,0.012919247681571778,8.790608406066895
local_dev_Rat_assembly_Kimberley_H3,1,61600,2,raw,0.006302197774251302,0.01127782176982859,0.012919247681571778,8.790608406066895
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,0,q,0.0,0.0,0.0,
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,0,raw,0.0,0.0,0.0,
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,120,q,-0.6341821302970251,0.47640673234993575,0.7931899829274297,1.1990787982940674
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,120,raw,-0.6341821302970251,0.47640673234993575,0.7931899829274297,1.1990787982940674
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,2,q,-0.0039649903774261475,0.0006511892553950966,0.0040181085275815985,5.392133712768555
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,2,raw,-0.0039649903774261475,0.0006511892553950966,0.0040181085275815985,5.392133712768555
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,32,q,-0.12687904636065164,0.02005340504379117,0.12845400522848144,3.9562196731567383
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,32,raw,-0.12687904636065164,0.02005340504379117,0.12845400522848144,3.9562196731567383
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,8,q,-0.01612606644630432,0.0023575386289224876,0.016297484696034654,5.213077545166016
local_tune_Rat_lodging_Jeannette_H3_r1,1,61600,8,raw,-0.01612606644630432,0.0023575386289224876,0.016297484696034654,5.213077545166016
local_tune_Panther_education_Neal_H14_r8,8,61600,0,q,0.0,0.0,0.0,
local_tune_Panther_education_Neal_H14_r8,8,61600,0,raw,0.0,0.0,0.0,
local_tune_Panther_education_Neal_H14_r8,8,61600,120,q,-51.57704003651937,39.260705150383096,64.81970400915172,9.81591796875
local_tune_Panther_education_Neal_H14_r8,8,61600,120,raw,-51.57704003651937,39.260705150383096,64.81970400915172,9.81591796875
local_tune_Panther_education_Neal_H14_r8,8,61600,13,q,-9.303276062011719,13.351890808339734,16.27341186241617,3.983851432800293
local_tune_Panther_education_Neal_H14_r8,8,61600,13,raw,-9.303276062011719,13.351890808339734,16.27341186241617,3.983851432800293
local_tune_Panther_education_Neal_H14_r8,8,61600,208,q,-68.68595218658447,54.29693192875268,87.55522168696376,0.6449723243713379
local_tune_Panther_education_Neal_H14_r8,8,61600,208,raw,-68.68595218658447,54.29693192875268,87.55522168696376,0.6449723243713379
local_tune_Panther_education_Neal_H14_r8,8,61600,52,q,-22.587008158365887,27.28495178149739,35.42091940174231,7.364212512969971
local_tune_Panther_education_Neal_H14_r8,8,61600,52,raw,-22.587008158365887,27.28495178149739,35.42091940174231,7.364212512969971
local_dev_Fox_education_Otilia_H14,1,61600,0,q,0.0,0.0,0.0,
