buffers_unchanged,building,days,frozen_unchanged,id,lr,method,origin,parameter_updated,peak_allocated,peak_reserved,planned_updates,resumes,role,seed,started_at,status,trainable,training_seconds,updates,wall_seconds,windows
True,Panther_education_Neal,3,True,CANDIDATE_Panther_education_Neal_H3_lr0.0001_seed61680,0.0001,CANDIDATE,2017-07-05 00:00:00,True,551175680,566231040,120,0,DISCOVERY,61680,1789494870.004176,COMPLETE,147456,12.709314367733896,120,22.771529404009925,2
True,Panther_education_Neal,14,True,SIMPLE_Panther_education_Neal_H14_lr3e-05_seed61680,3e-05,SIMPLE,2017-07-05 00:00:00,True,551209472,566231040,208,0,DISCOVERY,61680,1789494892.9509463,COMPLETE,147456,21.95737608295167,208,40.19280977797462,13
True,Panther_education_Neal,14,True,CANDIDATE_Panther_education_Neal_H14_lr3e-05_seed61680,3e-05,CANDIDATE,2017-07-05 00:00:00,True,551209472,566231040,208,0,DISCOVERY,61680,1789494933.3318129,COMPLETE,147456,22.00571258502896,208,40.70283767901128,13
True,Panther_education_Neal,14,True,SIMPLE_Panther_education_Neal_H14_lr0.0001_seed61680,0.0001,SIMPLE,2017-07-05 00:00:00,True,551209472,566231040,208,0,DISCOVERY,61680,1789494974.2076697,COMPLETE,147456,22.094817911216523,208,40.77336641299189,13
True,Panther_education_Neal,14,True,CANDIDATE_Panther_education_Neal_H14_lr0.0001_seed61680,0.0001,CANDIDATE,2017-07-05 00:00:00,True,551209472,566231040,208,0,DISCOVERY,61680,1789495015.1644375,COMPLETE,147456,22.022536759875948,208,41.07117906300118,13
True,Rat_lodging_Jeannette,3,True,SIMPLE_Rat_lodging_Jeannette_H3_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-02 00:00:00,True,551175680,566231040,120,0,DISCOVERY,61680,1789495056.4203026,COMPLETE,147456,12.8015489410609,120,23.734546368010342,2
True,Rat_lodging_Jeannette,3,True,CANDIDATE_Rat_lodging_Jeannette_H3_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-02 00:00:00,True,551175680,566231040,120,0,DISCOVERY,61680,1789495080.3428137,COMPLETE,147456,12.658226988016395,120,23.553237423999235,2
True,Rat_lodging_Jeannette,3,True,SIMPLE_Rat_lodging_Jeannette_H3_lr0.0001_seed61680,0.0001,SIMPLE,2016-04-02 00:00:00,True,551175680,566231040,120,0,DISCOVERY,61680,1789495104.0746346,COMPLETE,147456,12.756289487995673,120,23.812021917983657,2
True,Rat_lodging_Jeannette,3,True,CANDIDATE_Rat_lodging_Jeannette_H3_lr0.0001_seed61680,0.0001,CANDIDATE,2016-04-02 00:00:00,True,551175680,566231040,120,0,DISCOVERY,61680,1789495128.0857363,COMPLETE,147456,12.714441991061904,120,23.92841522299568,2
True,Rat_lodging_Jeannette,14,True,SIMPLE_Rat_lodging_Jeannette_H14_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-02 00:00:00,True,551209472,566231040,208,0,DISCOVERY,61680,1789495152.197775,COMPLETE,147456,22.071483066829387,208,42.16328387899557,13
True,Rat_lodging_Jeannette,14,True,CANDIDATE_Rat_lodging_Jeannette_H14_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-02 00:00:00,True,551209472,566231040,208,0,DISCOVERY,61680,1789495194.5563493,COMPLETE,147456,22.09963218701887,208,42.416738632979104,13
True,Rat_lodging_Jeannette,14,True,SIMPLE_Rat_lodging_Jeannette_H14_lr0.0001_seed61680,0.0001,SIMPLE,2016-04-02 00:00:00,True,551209472,566231040,208,0,DISCOVERY,61680,1789495237.1610513,COMPLETE,147456,22.075115662184544,208,42.83794836400193,13
True,Rat_lodging_Jeannette,14,True,CANDIDATE_Rat_lodging_Jeannette_H14_lr0.0001_seed61680,0.0001,CANDIDATE,2016-04-02 00:00:00,True,551209472,566231040,208,0,DISCOVERY,61680,1789495280.198015,COMPLETE,147456,22.00016309658531,208,42.85099788600928,13
True,Fox_assembly_Johnnie,3,True,STD_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61680,3e-05,STD,2016-04-13 00:00:00,True,551169536,566231040,120,0,LOCKED,61680,1789495323.2435927,COMPLETE,147456,12.65038197490503,120,24.556896377005614,2
True,Fox_assembly_Johnnie,3,True,SIMPLE_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-13 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789495348.0039623,COMPLETE,147456,12.628165966103552,120,24.6096823340049,2
True,Fox_assembly_Johnnie,3,True,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-13 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789495372.8286757,COMPLETE,147456,12.740807518013753,120,24.99190486097359,2
True,Fox_assembly_Johnnie,3,True,STD_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61681,3e-05,STD,2016-04-13 00:00:00,True,551169536,566231040,120,0,LOCKED,61681,1789495398.021339,COMPLETE,147456,12.678618728095898,120,24.984631881001405,2
True,Fox_assembly_Johnnie,3,True,SIMPLE_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61681,3e-05,SIMPLE,2016-04-13 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789495423.210045,COMPLETE,147456,12.651272485061781,120,25.103834788984386,2
True,Fox_assembly_Johnnie,3,True,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61681,3e-05,CANDIDATE,2016-04-13 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789495448.525045,COMPLETE,147456,12.680981676967349,120,25.248213812999893,2
True,Fox_assembly_Johnnie,14,True,STD_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,3e-05,STD,2016-04-13 00:00:00,True,551169536,566231040,208,0,LOCKED,61680,1789495473.97951,COMPLETE,147456,21.92380798814702,208,44.159203822986456,13
True,Fox_assembly_Johnnie,14,True,SIMPLE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-13 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789495518.358035,COMPLETE,147456,21.950736296683317,208,44.67501363597694,13
True,Fox_assembly_Johnnie,14,True,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-13 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789495563.2593532,COMPLETE,147456,21.930959916760912,208,44.928987960011,13
True,Fox_assembly_Johnnie,14,True,STD_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,3e-05,STD,2016-04-13 00:00:00,True,551169536,566231040,208,0,LOCKED,61681,1789495608.4058359,COMPLETE,147456,21.794027495925548,208,44.74463504500454,13
True,Fox_assembly_Johnnie,14,True,SIMPLE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,3e-05,SIMPLE,2016-04-13 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789495653.3684964,COMPLETE,147456,21.932627209083876,208,45.59375622900552,13
True,Fox_assembly_Johnnie,14,True,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,3e-05,CANDIDATE,2016-04-13 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789495699.1919491,COMPLETE,147456,21.909145727113355,208,45.89003209400107,13
True,Panther_education_Alecia,3,True,STD_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,3e-05,STD,2017-07-08 00:00:00,True,551169536,566231040,120,0,LOCKED,61680,1789495745.3064723,COMPLETE,147456,12.459796980867395,120,26.174437329987995,2
True,Panther_education_Alecia,3,True,SIMPLE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,3e-05,SIMPLE,2017-07-08 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789495771.7174985,COMPLETE,147456,12.7981877377606,120,26.780002490006154,2
True,Panther_education_Alecia,3,True,CANDIDATE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,3e-05,CANDIDATE,2017-07-08 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789495798.7409873,COMPLETE,147456,12.671026366995648,120,26.48415126101463,2
True,Panther_education_Alecia,3,True,STD_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,3e-05,STD,2017-07-08 00:00:00,True,551169536,566231040,120,0,LOCKED,61681,1789495825.4593096,COMPLETE,147456,12.493471897061681,120,26.378702657006215,2
True,Panther_education_Alecia,3,True,SIMPLE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,3e-05,SIMPLE,2017-07-08 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789495852.0786602,COMPLETE,147456,12.598867131920997,120,26.71498036198318,2
True,Panther_education_Alecia,3,True,CANDIDATE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,3e-05,CANDIDATE,2017-07-08 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789495879.0434911,COMPLETE,147456,12.686736441159155,120,26.951425154984463,2
True,Panther_education_Alecia,14,True,STD_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,3e-05,STD,2017-07-08 00:00:00,True,551169536,566231040,208,0,LOCKED,61680,1789495906.2536297,COMPLETE,147456,21.777126119093737,208,46.69705808101571,13
True,Panther_education_Alecia,14,True,SIMPLE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,3e-05,SIMPLE,2017-07-08 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789495953.1957572,COMPLETE,147456,21.821988488110946,208,47.2372308060003,13
True,Panther_education_Alecia,14,True,CANDIDATE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,3e-05,CANDIDATE,2017-07-08 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789496000.686263,COMPLETE,147456,21.882404336851323,208,47.688692516006995,13
True,Panther_education_Alecia,14,True,STD_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,3e-05,STD,2017-07-08 00:00:00,True,551169536,566231040,208,0,LOCKED,61681,1789496048.6203537,COMPLETE,147456,21.775720090285176,208,47.44192946999101,13
True,Panther_education_Alecia,14,True,SIMPLE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,3e-05,SIMPLE,2017-07-08 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789496096.305569,COMPLETE,147456,22.06137076334562,208,48.60514569201041,13
True,Panther_education_Alecia,14,True,CANDIDATE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,3e-05,CANDIDATE,2017-07-08 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789496145.1825154,COMPLETE,147456,22.13196355989203,208,48.9239318590262,13
True,Panther_lodging_Edison,3,True,STD_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,3e-05,STD,2017-07-05 00:00:00,True,551169536,566231040,120,0,LOCKED,61680,1789496194.3631582,COMPLETE,147456,12.713171003910247,120,27.997643201000756,2
True,Panther_lodging_Edison,3,True,SIMPLE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,3e-05,SIMPLE,2017-07-05 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789496222.615893,COMPLETE,147456,12.708431041857693,120,28.06328618200496,2
True,Panther_lodging_Edison,3,True,CANDIDATE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,3e-05,CANDIDATE,2017-07-05 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789496250.9483244,COMPLETE,147456,12.552876860951073,120,27.935600463009905,2
True,Panther_lodging_Edison,3,True,STD_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,3e-05,STD,2017-07-05 00:00:00,True,551169536,566231040,120,0,LOCKED,61681,1789496279.147154,COMPLETE,147456,12.51300907091354,120,27.941084481979487,2
True,Panther_lodging_Edison,3,True,SIMPLE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,3e-05,SIMPLE,2017-07-05 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789496307.3531199,COMPLETE,147456,12.570417574199382,120,28.168983280018438,2
True,Panther_lodging_Edison,3,True,CANDIDATE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,3e-05,CANDIDATE,2017-07-05 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789496335.7997842,COMPLETE,147456,12.605484619125491,120,28.366054849990178,2
True,Panther_lodging_Edison,14,True,STD_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,3e-05,STD,2017-07-05 00:00:00,True,551169536,566231040,208,0,LOCKED,61680,1789496364.4316294,COMPLETE,147456,21.801425348006887,208,49.399814876000164,13
True,Panther_lodging_Edison,14,True,SIMPLE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,3e-05,SIMPLE,2017-07-05 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789496414.0990615,COMPLETE,147456,21.754223941767123,208,49.76091579601052,13
True,Panther_lodging_Edison,14,True,CANDIDATE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,3e-05,CANDIDATE,2017-07-05 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789496464.142594,COMPLETE,147456,21.977170022059,208,50.49298825999722,13
True,Panther_lodging_Edison,14,True,STD_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,3e-05,STD,2017-07-05 00:00:00,True,551169536,566231040,208,0,LOCKED,61681,1789496514.9118907,COMPLETE,147456,21.77920945076039,208,50.06085129198618,13
True,Panther_lodging_Edison,14,True,SIMPLE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,3e-05,SIMPLE,2017-07-05 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789496565.2561674,COMPLETE,147456,22.029655551887117,208,50.9735623409797,13
True,Panther_lodging_Edison,14,True,CANDIDATE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,3e-05,CANDIDATE,2017-07-05 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789496616.523828,COMPLETE,147456,21.962631504953606,208,51.0858382100123,13
True,Rat_office_Annis,3,True,STD_Rat_office_Annis_Saturday_H3_lr3e-05_seed61680,3e-05,STD,2016-04-09 00:00:00,True,551169536,566231040,120,0,LOCKED,61680,1789496667.8971112,COMPLETE,147456,12.671065433882177,120,29.44286987397936,2
True,Rat_office_Annis,3,True,SIMPLE_Rat_office_Annis_Saturday_H3_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-09 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789496697.6369224,COMPLETE,147456,12.668561858823523,120,29.511966205987846,2
True,Rat_office_Annis,3,True,CANDIDATE_Rat_office_Annis_Saturday_H3_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-09 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789496727.4483194,COMPLETE,147456,12.792474271001993,120,29.85248765500728,2
True,Rat_office_Annis,3,True,STD_Rat_office_Annis_Saturday_H3_lr3e-05_seed61681,3e-05,STD,2016-04-09 00:00:00,True,551169536,566231040,120,0,LOCKED,61681,1789496757.5892043,COMPLETE,147456,12.655427265970502,120,29.64704952799366,2
True,Rat_office_Annis,3,True,SIMPLE_Rat_office_Annis_Saturday_H3_lr3e-05_seed61681,3e-05,SIMPLE,2016-04-09 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789496787.5252175,COMPLETE,147456,12.698212774033891,120,29.88736518000951,2
True,Rat_office_Annis,3,True,CANDIDATE_Rat_office_Annis_Saturday_H3_lr3e-05_seed61681,3e-05,CANDIDATE,2016-04-09 00:00:00,True,551175680,566231040,120,0,LOCKED,61681,1789496817.716712,COMPLETE,147456,12.60867818002589,120,29.85932635900099,2
True,Rat_office_Annis,14,True,STD_Rat_office_Annis_Saturday_H14_lr3e-05_seed61680,3e-05,STD,2016-04-09 00:00:00,True,551169536,566231040,208,0,LOCKED,61680,1789496847.8679717,COMPLETE,147456,21.952592829882633,208,52.35957720200531,13
True,Rat_office_Annis,14,True,SIMPLE_Rat_office_Annis_Saturday_H14_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-09 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789496900.535831,COMPLETE,147456,21.920490906893974,208,52.84681178999017,13
True,Rat_office_Annis,14,True,CANDIDATE_Rat_office_Annis_Saturday_H14_lr3e-05_seed61680,3e-05,CANDIDATE,2016-04-09 00:00:00,True,551209472,566231040,208,0,LOCKED,61680,1789496953.6958754,COMPLETE,147456,21.851025124808075,208,53.13871675997507,13
True,Rat_office_Annis,14,True,STD_Rat_office_Annis_Saturday_H14_lr3e-05_seed61681,3e-05,STD,2016-04-09 00:00:00,True,551169536,566231040,208,0,LOCKED,61681,1789497007.1417933,COMPLETE,147456,21.870014317915775,208,53.00710582299507,13
True,Rat_office_Annis,14,True,SIMPLE_Rat_office_Annis_Saturday_H14_lr3e-05_seed61681,3e-05,SIMPLE,2016-04-09 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789497060.4422774,COMPLETE,147456,21.879720343713416,208,53.401968784979545,13
True,Rat_office_Annis,14,True,CANDIDATE_Rat_office_Annis_Saturday_H14_lr3e-05_seed61681,3e-05,CANDIDATE,2016-04-09 00:00:00,True,551209472,566231040,208,0,LOCKED,61681,1789497114.1699958,COMPLETE,147456,22.001578619354405,208,54.032746318000136,13
True,Rat_office_Kasey,3,True,STD_Rat_office_Kasey_Wednesday_H3_lr3e-05_seed61680,3e-05,STD,2016-04-06 00:00:00,True,551169536,566231040,120,0,LOCKED,61680,1789497168.5150194,COMPLETE,147456,12.57593278112472,120,30.90526467000018,2
True,Rat_office_Kasey,3,True,SIMPLE_Rat_office_Kasey_Wednesday_H3_lr3e-05_seed61680,3e-05,SIMPLE,2016-04-06 00:00:00,True,551175680,566231040,120,0,LOCKED,61680,1789497199.737053,COMPLETE,147456,12.65575156203704,120,31.250228228978813,2
