panel,kind,condition,family,stratum,contexts,fraction,status,A,B,C,D,total,gate,weights,interaction,MAG_gain_pct,weighted_total,weighted_gate,weighted_weights,bootstrap_nonempty,posthoc,total_low,total_high,gate_low,gate_high,weights_low,weights_high,interaction_low,interaction_high,MAG_gain_pct_low,MAG_gain_pct_high
electricity,standard,REFERENCE,run,LEN32_PLUS,26,0.025390625,SCORED,0.709480861919432,0.7096334242566492,0.7098065471981184,0.7099671333071056,-0.0004862713876735425,-0.00015657422310216829,-0.0003296971645713742,8.023771770004906e-06,-0.06853904224533727,-1.234673445264854e-05,-3.975517383453492e-06,-8.371217069195048e-06,1994.0,True,-0.0008864208770331949,4.7072062966210804e-05,-0.0004754215207077861,4.07624186731792e-05,-0.0006603346576163904,8.103375945894137e-05,-2.87521025784665e-05,4.2688116825173594e-05,-0.09898187313042951,0.04067444359459422
electricity,standard,REFERENCE,position,NONE,404,0.39453125,SCORED,0.06548846576557181,0.06548846576557181,0.0655456276641512,0.0655456276641512,-5.716189857939147e-05,0.0,-5.716189857939147e-05,0.0,-0.08728544471329219,-2.255215529890054e-05,0.0,-2.255215529890054e-05,2000.0,True,-0.00010222962385517763,-1.5702864439125048e-05,0.0,0.0,-0.00010222962385517763,-1.5702864439125048e-05,0.0,0.0,-0.16101342167546215,-0.022971238710198582
electricity,standard,REFERENCE,position,OLD,94,0.091796875,SCORED,0.1737449282078899,0.17373191678178102,0.17381539484281708,0.17380986060152911,-6.49323936392221e-05,9.272833698420468e-06,-7.420522733764257e-05,7.477184820914307e-06,-0.037372252709172014,-5.960590822350466e-06,8.512171559096914e-07,-6.811807978260157e-06,2000.0,True,-0.00018393142661051604,4.961020470846318e-05,-1.9332255630953587e-05,4.581684351699157e-05,-0.00019115351207029326,3.0266683017091003e-05,-2.8221262656537294e-06,2.384611720974497e-05,-0.10014745986631914,0.03061131440904402
electricity,standard,REFERENCE,position,RECENT128,526,0.513671875,SCORED,0.24472639682798625,0.24472327971743268,0.24477625957665336,0.24476879325131448,-4.239642332823368e-05,5.291717946220853e-06,-4.768814127445453e-05,-4.349214785315247e-06,-0.017324009129278096,-2.1777850264307534e-05,2.7182066794064147e-06,-2.449605694371395e-05,2000.0,True,-0.00012525073930096526,4.210111292205914e-05,-5.737501603485865e-05,6.971936665990279e-05,-0.0001127986023653875,2.1805491882321667e-05,-1.249134882120792e-05,4.056936952759318e-06,-0.04695203907222818,0.019747281221620335
electricity,standard,POINT4,ALL,ALL,1024,1.0,SCORED,0.16834729700375772,0.1683384650217807,0.1683965628782639,0.16838659278144016,-3.929577768244097e-05,9.401039400377953e-06,-4.869681708281892e-05,-1.1381148467271007e-06,-0.02334209006133543,-3.929577768244097e-05,9.401039400377953e-06,-4.869681708281892e-05,2000.0,True,-8.843350993024065e-05,7.487053759752656e-06,-2.348667130067962e-05,4.092913587415425e-05,-9.374914139815906e-05,-5.09542934657056e-06,-5.742292554387213e-06,3.5482980575741973e-06,-0.050471510733386425,0.004582790158041335
electricity,standard,POINT4,gate,EQUAL,5,0.0048828125,SCORED,0.26591089443999344,0.26591089443999344,0.26594538247647864,0.26594538247647864,-3.448803648520293e-05,0.0,-3.448803648520293e-05,0.0,-0.012969771907177593,-1.6839861565040495e-07,0.0,-1.6839861565040495e-07,1991.0,True,-0.0006574647854802329,0.00041155910953483144,0.0,0.0,-0.0006574647854802329,0.00041155910953483144,0.0,0.0,-0.16448512856567385,0.2364981037628554
electricity,standard,POINT4,gate,DIFFERENT,1019,0.9951171875,SCORED,0.1678685747395956,0.16785969942110254,0.16791791312557391,0.16790789410776483,-3.931936816922721e-05,9.44716815107216e-06,-4.876653632029937e-05,-1.1436993160307551e-06,-0.023422709241572446,-3.9127379066838404e-05,9.401039400334504e-06,-4.852841846717291e-05,2000.0,True,-8.84441604821845e-05,7.77185736299879e-06,-2.360143455947608e-05,4.105386780377804e-05,-9.244519405555429e-05,-5.861021521670972e-06,-5.783487097870549e-06,3.569122023931028e-06,-0.050176103146229147,0.0045310316363692225
electricity,standard,POINT4,magnitude,LE3,5,0.0048828125,SCORED,0.26591089443999344,0.26591089443999344,0.26594538247647864,0.26594538247647864,-3.448803648520293e-05,0.0,-3.448803648520293e-05,0.0,-0.012969771907177593,-1.6839861565040495e-07,0.0,-1.6839861565040495e-07,1991.0,True,-0.0006574647854802329,0.00041155910953483144,0.0,0.0,-0.0006574647854802329,0.00041155910953483144,0.0,0.0,-0.16448512856567385,0.2364981037628554
electricity,standard,POINT4,magnitude,GT3_LE6,635,0.6201171875,SCORED,0.12088626306936512,0.12086158795698775,0.1209416080864764,0.12091544721360183,-2.9184144236707454e-05,2.5417992625974273e-05,-5.460213686268173e-05,-1.485760497202393e-06,-0.02414182016691297,-1.809758944366136e-05,1.5762134099114905e-05,-3.3859723542776266e-05,2000.0,True,-7.913069079400273e-05,1.594526882146076e-05,6.6227864822236694e-06,4.745497963249776e-05,-0.00010141032440572905,-1.3211302518908152e-05,-3.961953409084215e-06,1.1371856726571227e-06,-0.0633333664769696,0.013952892046944488
electricity,standard,POINT4,magnitude,GT6_LE12,234,0.228515625,SCORED,0.26854997744979864,0.26857070285547957,0.26860996198273784,0.2686219103408329,-7.193289103424316e-05,-1.633688188798499e-05,-5.5596009146258174e-05,-8.777047585895037e-06,-0.02678566266038504,-1.6437789552746973e-05,-3.7332327751840697e-06,-1.2704556777562903e-05,2000.0,True,-0.00017375924977634932,3.438469995974611e-05,-0.00011097297256736638,8.782470263756044e-05,-0.00015778903722683812,4.07336890682853e-05,-2.4983737633491043e-05,4.205707675081909e-06,-0.06050771842782195,0.013271082324470293
electricity,standard,POINT4,magnitude,GT12,150,0.146484375,SCORED,0.20969737258232082,0.20970920592822698,0.20970467490724434,0.2097287206361351,-3.134805381427297e-05,-1.7939537398453664e-05,-1.3408516415819305e-05,1.2212382984599923e-05,-0.014949187692834194,-4.592000070450142e-06,-2.627861923601611e-06,-1.964138146848531e-06,2000.0,True,-0.00013892108447028235,6.492036840002528e-05,-8.163507668120587e-05,3.444630578270862e-05,-0.0001032629406711276,6.954833756362787e-05,-1.668624953555381e-06,2.7476177152444656e-05,-0.05706063788115636,0.03204395612630969
electricity,standard,POINT4,run,NONE,5,0.0048828125,SCORED,0.26591089443999344,0.26591089443999344,0.26594538247647864,0.26594538247647864,-3.448803648520293e-05,0.0,-3.448803648520293e-05,0.0,-0.012969771907177593,-1.6839861565040495e-07,0.0,-1.6839861565040495e-07,1991.0,True,-0.0006574647854802329,0.00041155910953483144,0.0,0.0,-0.0006574647854802329,0.00041155910953483144,0.0,0.0,-0.16448512856567385,0.2364981037628554
electricity,standard,POINT4,run,LEN1_7,854,0.833984375,SCORED,0.13606356349149026,0.1360320461113619,0.13611862102256686,0.1360834704962227,-1.9907004732450106e-05,3.3333953236250324e-05,-5.324095796870043e-05,-3.63314621579236e-06,-0.014630665419618483,-1.6602130899914444e-05,2.7799996156013454e-05,-4.44021270559279e-05,2000.0,True,-6.746865429329493e-05,2.3058873860619725e-05,9.847058825466354e-06,5.87663298943726e-05,-9.288943380450534e-05,-1.8130145730812025e-05,-7.333793579444858e-06,-1.4526560584010697e-07,-0.04792824810167291,0.0176235935702733
electricity,standard,POINT4,run,LEN8_31,140,0.13671875,SCORED,0.2605016259671131,0.2606084640308018,0.26047034080771586,0.2605912403630328,-8.961439591964604e-05,-0.00011386880950278733,2.4254413583141288e-05,1.4061491628247769e-05,-0.034400705019384165,-1.2251968192139107e-05,-1.5568001299209205e-05,3.316033107070098e-06,2000.0,True,-0.00023869378643429917,4.305131882150897e-05,-0.0002429080081985051,1.2748215911070261e-05,-0.0001356627764753253,0.00014711364516826678,-8.060367570703747e-06,3.357247073169227e-05,-0.08724127135392601,0.019014403867747443
electricity,standard,POINT4,run,LEN32_PLUS,25,0.0244140625,SCORED,0.7355826721007762,0.7356992546675262,0.7358881363442986,0.7360034656485404,-0.00042079354776414224,-0.00011595593549584837,-0.00030483761226829387,-1.253262508216224e-06,-0.05720547312002107,-1.0273279974710504e-05,-2.8309554564416107e-06,-7.442324518268893e-06,1994.0,True,-0.0007798929528775034,7.937044771336166e-05,-0.00040012455141147374,0.00011145984038260411,-0.000696129432514514,6.821480828764909e-05,-4.79012192132755e-05,3.738567608306815e-05,-0.0653737215342355,0.055535150386631364
electricity,standard,POINT4,position,NONE,5,0.0048828125,SCORED,0.26591089443999344,0.26591089443999344,0.26594538247647864,0.26594538247647864,-3.448803648520293e-05,0.0,-3.448803648520293e-05,0.0,-0.012969771907177593,-1.6839861565040495e-07,0.0,-1.6839861565040495e-07,1991.0,True,-0.0006574647854802329,0.00041155910953483144,0.0,0.0,-0.0006574647854802329,0.00041155910953483144,0.0,0.0,-0.16448512856567385,0.2364981037628554
electricity,standard,POINT4,position,OLD,310,0.302734375,SCORED,0.09106737921121372,0.09106587050568571,0.09111273948541053,0.09111298357948354,-4.560436826982206e-05,6.323057274992827e-07,-4.623667399732134e-05,1.7527996010180402e-06,-0.050077611395899814,-1.3806009925434413e-05,1.9142067922341566e-07,-1.3997430604657828e-05,2000.0,True,-9.953255354589602e-05,4.8876318973235865e-06,-6.307449124923724e-06,6.503127755472409e-06,-0.00010145284242334147,5.2162345868544445e-06,-1.0627787911745428e-06,6.876464797510643e-06,-0.11019045006326482,0.00522369748042893
electricity,standard,POINT4,position,RECENT128,709,0.6923828125,SCORED,0.20144878717090506,0.2014366909073919,0.20149986492874827,0.20148535851364235,-3.657134273729601e-05,1.3301339309532145e-05,-4.9872682046828154e-05,-2.4101515927743566e-06,-0.018154163770799783,-2.532136914135046e-05,9.209618721150675e-06,-3.4530987862501134e-05,2000.0,True,-0.00010314287921672355,2.7458198192355906e-05,-3.173740619810267e-05,6.000383559640748e-05,-0.00010420599582546229,2.7089461197299647e-06,-8.833715440875051e-06,4.4018861005287715e-06,-0.04739848799997606,0.014507336931139562
electricity,standard,POINT8,ALL,ALL,1024,1.0,SCORED,0.1697957970510627,0.1697837242292933,0.16984848548539958,0.16983450211817652,-3.8705067113814495e-05,1.3028094496228548e-05,-5.1733161610043044e-05,-1.910545453648327e-06,-0.022795067832082273,-3.8705067113814495e-05,1.3028094496228548e-05,-5.1733161610043044e-05,2000.0,True,-8.556417009771972e-05,3.497937008227457e-06,-1.845839136274535e-05,4.558568934667842e-05,-9.568918111746427e-05,-1.0423398883802765e-05,-6.309509584824513e-06,2.3139652939631294e-06,-0.04602580337922531,0.002307094187294544
electricity,standard,POINT8,gate,EQUAL,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT8,gate,DIFFERENT,1024,1.0,SCORED,0.1697957970510627,0.1697837242292933,0.16984848548539958,0.16983450211817652,-3.8705067113814495e-05,1.3028094496228548e-05,-5.1733161610043044e-05,-1.910545453648327e-06,-0.022795067832082273,-3.8705067113814495e-05,1.3028094496228548e-05,-5.1733161610043044e-05,2000.0,True,-8.556417009771972e-05,3.497937008227457e-06,-1.845839136274535e-05,4.558568934667842e-05,-9.568918111746427e-05,-1.0423398883802765e-05,-6.309509584824513e-06,2.3139652939631294e-06,-0.04602580337922531,0.002307094187294544
electricity,standard,POINT8,magnitude,LE3,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT8,magnitude,GT3_LE6,3,0.0029296875,SCORED,0.10110618629259126,0.10112444324611224,0.10137977703134883,0.10131244337614724,-0.00020625708355598293,2.4538350840305756e-05,-0.0002307954343962887,-8.559060872256885e-05,-0.20400045844780992,-6.042687994804188e-07,7.188969972745827e-08,-6.76158499207877e-07,1924.0,True,-0.00038479994949199015,4.1483566828925955e-05,-0.0003215069436574708,0.0003985386702492974,-0.00035705510342037144,-6.329300583451936e-05,-0.00014563852014329304,-1.3514172614609299e-05,-0.40642268387691904,0.03586568875561512
electricity,standard,POINT8,magnitude,GT6_LE12,860,0.83984375,SCORED,0.16263793803268747,0.1626246013514251,0.1626960261637013,0.1626796171759265,-4.1679143239020666e-05,1.4872834518592226e-05,-5.655197775761289e-05,-3.0723065124194093e-06,-0.02562695010966252,-3.500396795464626e-05,1.249085711522394e-05,-4.74948250698702e-05,2000.0,True,-9.502825447595329e-05,4.829614385334066e-06,-2.640967237664167e-05,5.597570785466804e-05,-0.00010766529687004713,-9.88390254758373e-06,-7.411144432165062e-06,1.1321646577737396e-06,-0.05569317900520245,0.0035037067400299727
electricity,standard,POINT8,magnitude,GT12,161,0.1572265625,SCORED,0.20931025411987134,0.20930436719771717,0.20932998326193863,0.20932995073035746,-1.9696610486119592e-05,2.959726867673984e-06,-2.2656337353793576e-05,5.854390572990198e-06,-0.009410246320201496,-3.0968303596340375e-06,4.653476813432729e-07,-3.5621780409773103e-06,2000.0,True,-9.179485913717797e-05,4.2215964479805125e-05,-5.382443882322209e-05,6.086775424408996e-05,-7.363824306559421e-05,2.4590458978305378e-05,-6.375235394161932e-06,1.9176723971617293e-05,-0.04144699421059743,0.020915772312443272
electricity,standard,POINT8,run,NONE,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT8,run,LEN1_7,860,0.83984375,SCORED,0.13821416973622427,0.13818112576949737,0.13826190019833773,0.13822626752021636,-1.2097783992082167e-05,3.433832242413781e-05,-4.643610641621998e-05,-2.5887113944689233e-06,-0.008752925995337715,-1.0160248274600258e-05,2.883882547339699e-05,-3.899907374799725e-05,2000.0,True,-5.681635959504036e-05,2.750212487750909e-05,9.536259190209839e-06,6.242228868939095e-05,-8.497334166065393e-05,-9.908695837240823e-06,-6.187026807948776e-06,8.242891525081463e-07,-0.040356483099290665,0.020505258845706822
electricity,standard,POINT8,run,LEN8_31,138,0.134765625,SCORED,0.26323399357881383,0.26331966716600946,0.26325870872426854,0.26334828363894563,-0.00011429006013180532,-8.762425093636339e-05,-2.6665809195441925e-05,3.901327481459216e-06,-0.04341766752005234,-1.5402371384950326e-05,-1.1808736942595848e-05,-3.593634442354478e-06,2000.0,True,-0.0002291615843548811,-1.2161956241315422e-05,-0.00019940719129900585,2.547160033681465e-05,-0.0001528069685682379,7.120803169255764e-05,-1.63532876061169e-05,2.1069525172296568e-05,-0.08103966002068332,-0.005285749518982763
electricity,standard,POINT8,run,LEN32_PLUS,26,0.025390625,SCORED,0.7184776574330409,0.7186404376968962,0.718842813943451,0.718995267671238,-0.0005176102381970749,-0.00015761699582117483,-0.0003599932423759,-1.0326536068250292e-05,-0.0720426352638967,-1.3142447454222604e-05,-4.001994034522017e-06,-9.140453419700587e-06,1994.0,True,-0.0009110275717501781,-2.1227069333010218e-05,-0.0006283552637403322,0.00011173622733673394,-0.0009783485153666005,9.885307875470286e-05,-8.210689094201307e-05,3.4110426228206575e-05,-0.08595586938359734,-0.01844175989512181
electricity,standard,POINT8,position,NONE,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT8,position,OLD,285,0.2783203125,SCORED,0.09004520561500913,0.09004463685833874,0.09008733209386516,0.09008876745279974,-4.356183779061218e-05,-4.3330113209949506e-07,-4.3128536658512684e-05,2.004115604969936e-06,-0.04837774259393895,-1.2124144306957491e-05,-1.2059650649253525e-07,-1.2003547800464956e-05,2000.0,True,-9.576541335538993e-05,-3.2093217086786473e-06,-1.1676840846543309e-05,9.940605678312834e-06,-9.886117846640181e-05,-3.630134982765543e-07,-5.350288113329521e-07,5.999475020785137e-06,-0.10570672843223503,-0.0036598481750616087
electricity,standard,POINT8,position,RECENT128,739,0.7216796875,SCORED,0.20055211445197652,0.2005356050151148,0.20060887617090348,0.20058894647491862,-3.683202294210708e-05,1.821956642328315e-05,-5.505158936539023e-05,-3.4202591231435875e-06,-0.018365312698274613,-2.6580922806852667e-05,1.3148691002740477e-05,-3.9729613809593144e-05,2000.0,True,-0.00010033585525637684,2.0842918014118233e-05,-2.323395485366725e-05,6.25478761855577e-05,-0.0001089938548757833,-7.160486717057821e-06,-9.59718051741984e-06,2.6667307995678588e-06,-0.04405344489784307,0.011196172129507083
electricity,standard,POINT16,ALL,ALL,1024,1.0,SCORED,0.1706838011741724,0.17067339953045924,0.1707161908419826,0.1707064966457171,-2.269547154470919e-05,1.0047919989333853e-05,-3.274339153404304e-05,7.07447447650944e-07,-0.013296792893398154,-2.269547154470919e-05,1.0047919989333853e-05,-3.274339153404304e-05,2000.0,True,-7.405951074652556e-05,2.6168053233600827e-05,-2.7363126384281552e-05,4.360596377660263e-05,-7.832576037863359e-05,1.0017654295758441e-05,-3.6536927460632806e-06,5.109865753868957e-06,-0.04115410108215372,0.01628756554255457
electricity,standard,POINT16,gate,EQUAL,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT16,gate,DIFFERENT,1024,1.0,SCORED,0.1706838011741724,0.17067339953045924,0.1707161908419826,0.1707064966457171,-2.269547154470919e-05,1.0047919989333853e-05,-3.274339153404304e-05,7.07447447650944e-07,-0.013296792893398154,-2.269547154470919e-05,1.0047919989333853e-05,-3.274339153404304e-05,2000.0,True,-7.405951074652556e-05,2.6168053233600827e-05,-2.7363126384281552e-05,4.360596377660263e-05,-7.832576037863359e-05,1.0017654295758441e-05,-3.6536927460632806e-06,5.109865753868957e-06,-0.04115410108215372,0.01628756554255457
electricity,standard,POINT16,magnitude,LE3,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT16,magnitude,GT3_LE6,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT16,magnitude,GT6_LE12,1,0.0009765625,SCORED,0.25706990815053604,0.25620799458240445,0.2578345663228369,0.25688869376285894,0.00018121438767709774,0.0009038930640547782,-0.0007226786763776805,-8.39589918463779e-05,0.07049225986068408,1.7696717546591577e-07,8.827080703659943e-07,-7.057408949000786e-07,1290.0,True,0.00018121438767709774,0.00018121438767709774,0.0009038930640547782,0.0009038930640547782,-0.0007226786763776805,-0.0007226786763776805,-8.39589918463779e-05,-8.39589918463779e-05,0.07049225986068408,0.07049225986068408
electricity,standard,POINT16,magnitude,GT12,1023,0.9990234375,SCORED,0.1705993572768348,0.1705897880005942,0.17063103113965525,0.17062225207375506,-2.289479692024754e-05,9.174171070394643e-06,-3.206896799064218e-05,7.902103404122673e-07,-0.013420212881046039,-2.287243872013011e-05,9.165211918958711e-06,-3.203765063908882e-05,2000.0,True,-7.439213415537174e-05,2.601671529142904e-05,-2.778573531050481e-05,4.2550718712289557e-05,-7.763809221405759e-05,1.0697897155270312e-05,-3.581417775373741e-06,5.174781255349449e-06,-0.041317552489594206,0.016155947191496548
electricity,standard,POINT16,run,NONE,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT16,run,LEN1_7,861,0.8408203125,SCORED,0.14000811918454362,0.13997852820972712,0.1400528957524757,0.14002088188906248,-1.2762704518859413e-05,3.0802419114864255e-05,-4.356512363372367e-05,-2.422888596725903e-06,-0.009115688856613374,-1.0731141201892534e-05,2.5899299665916136e-05,-3.663044086780867e-05,2000.0,True,-6.284430664474719e-05,3.295480997965518e-05,7.45478909854741e-06,5.6768783476140284e-05,-8.555873122316655e-05,-2.6618154795363332e-06,-5.893505312497965e-06,9.12213724803262e-07,-0.04222920509979441,0.024870528556789
electricity,standard,POINT16,run,LEN8_31,139,0.1357421875,SCORED,0.26246785174877746,0.2625870350275678,0.26242394674137276,0.26255392451907933,-8.607277030187044e-05,-0.000124580528248458,3.850775794658756e-05,1.0794498916222306e-05,-0.0327936430036603,-1.1683706124960929e-05,-1.6910833424351232e-05,5.227127299390304e-06,2000.0,True,-0.00021146599858281738,3.205860294892836e-05,-0.00028102957064917654,2.0659560169047483e-05,-9.637552011529035e-05,0.0001540502679024266,-7.991580753160394e-06,2.856509860397759e-05,-0.08071668476058262,0.013513558588162009
electricity,standard,POINT16,run,LEN32_PLUS,24,0.0234375,SCORED,0.7395912663075177,0.7395187692409716,0.7396211492607422,0.7396032396074794,-1.1973299961720585e-05,4.520335990443325e-05,-5.7176659866153834e-05,5.458741328334682e-05,-0.0016189077003976081,-2.806242178528262e-07,1.0594537477601543e-06,-1.3400779656129805e-06,1994.0,True,-0.0006384052902505488,0.0007825242554001686,-8.423829466130961e-05,0.00024839044908353536,-0.0005620292228425416,0.0005459125076004155,-6.3538058877044e-06,0.00011177922072490294,-0.05829261136537706,0.10526124522431353
electricity,standard,POINT16,position,NONE,0,,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT16,position,OLD,280,0.2734375,SCORED,0.09299579853779137,0.09298787780449068,0.09301390136554603,0.09300695880470516,-1.1160266913792793e-05,7.431647070781089e-06,-1.8591913984573882e-05,9.781724598229014e-07,-0.012000829165693453,-3.051635484240217e-06,2.032090995916704e-06,-5.083726480156921e-06,2000.0,True,-6.444166395727438e-05,4.371622463519817e-05,-8.950150325048693e-06,2.2318016785550196e-05,-7.23097695523589e-05,3.706113093034938e-05,-2.0489911436522013e-06,4.978822881328626e-06,-0.06711829952164809,0.04917992639636188
electricity,standard,POINT16,position,RECENT128,744,0.7265625,SCORED,0.19992122152119754,0.19990988620152272,0.19995898795677056,0.19994825819878606,-2.703667758852113e-05,1.1032538829655603e-05,-3.806921641817673e-05,6.055616903200001e-07,-0.013523665663304506,-1.9643836060409883e-05,8.015828993421649e-06,-2.7659665053831532e-05,2000.0,True,-9.113846809212026e-05,3.508474373926996e-05,-3.6126237424007754e-05,5.5618915189666674e-05,-9.309071976287519e-05,1.3449866604213436e-05,-5.549981893263056e-06,6.708760352479996e-06,-0.04262705900205177,0.018533437795762237
electricity,standard,BURST4,ALL,ALL,1024,1.0,SCORED,0.17006097129678388,0.1700640660775613,0.17012419953143887,0.1701211338845953,-6.016258781141315e-05,-1.4566966924367541e-08,-6.014802084448878e-05,-6.16042762099922e-06,-0.03537706938437962,-6.016258781141315e-05,-1.4566966924367541e-08,-6.014802084448878e-05,2000.0,True,-0.0001058249179961529,-1.3979299944036352e-05,-3.7042673614053055e-05,3.478909929736857e-05,-0.0001038659306938191,-1.5595545874730745e-05,-1.5439100365605142e-05,2.289107620567775e-06,-0.061834749080829844,-0.00855911404918695
