source,arm,seed,condition,origin,channel,history_subset,nmae,mae,normalized_mse,pinball,crossing
electricity,C1,81552,POINT8,23810,3,True,0.23142105459192278,32.801395654678345,0.08264619113367314,0.18274987835875775,0.0
electricity,C1,81552,POINT8,23859,0,False,0.11443245487633476,2.764220029115677,0.06992886484573867,0.09815316528396924,0.0
electricity,C1,81552,POINT8,23859,1,False,0.11159145439764953,3.0816861391067505,0.019429504278209747,0.08662592780547104,0.0
electricity,C1,81552,POINT8,23859,2,False,0.005554810717003287,0.34878362715244293,5.361025452400841e-05,0.004811051554222456,0.0
electricity,C1,81552,POINT8,23859,3,True,0.17141026676143195,24.295524835586548,0.055731652928442524,0.1385158347412998,0.0
electricity,C1,81552,POINT8,23897,0,False,0.07437614654833054,1.7966234683990479,0.0077685843627832785,0.0640457456240418,0.0
electricity,C1,81552,POINT8,23897,1,False,0.19400195458105757,5.357517182826996,0.07841574228380378,0.16385175825680715,0.0
electricity,C1,81552,POINT8,23897,2,False,0.005369519304072633,0.3371492773294449,9.644148664680164e-05,0.00464246589679319,0.0
electricity,C1,81552,POINT8,23897,3,False,0.1655604197993017,23.466373205184937,0.04599368810910828,0.12850840675863645,0.0
electricity,C1,81552,POINT8,23938,0,False,0.087645968360585,2.1171680837869644,0.011464504067014783,0.0718869506977419,0.0
electricity,C1,81552,POINT8,23938,1,False,0.5044892171320322,13.931868135929108,0.32892250278119173,0.4524679803581805,0.0
electricity,C1,81552,POINT8,23938,2,False,0.008379035104325715,0.52611518278718,0.000241054103008482,0.007107321904627677,0.0
electricity,C1,81552,POINT8,23938,3,False,0.18879357119890072,26.75941753387451,0.05835356215333667,0.14878669363948016,0.0
electricity,C1,81552,POINT8,23988,0,False,0.1297320684524782,3.1337961107492447,0.022124061003236006,0.10096292604974447,0.0
electricity,C1,81552,POINT8,23988,1,False,0.3234044014087744,8.931067943572998,0.46652041781075815,0.2802644871674492,0.0
electricity,C1,81552,POINT8,23988,2,False,0.01219651918597614,0.7658129893243313,0.0006428485493256305,0.010704643546561598,0.0
electricity,C1,81552,POINT8,23988,3,False,0.2017488316441411,28.595683574676514,0.08762814123604082,0.16823805408939013,0.0
electricity,C1,81552,POINT8,24043,0,False,0.09121380062386805,2.203352317214012,0.03039266913294819,0.07344326106903956,0.0009765625
electricity,C1,81552,POINT8,24043,1,False,0.3102492522436544,8.56777811050415,0.11282321081719376,0.23387021070652098,0.0
electricity,C1,81552,POINT8,24043,2,False,0.004997793251210549,0.31380879506468773,5.56960158627566e-05,0.004239933004591729,0.0
electricity,C1,81552,POINT8,24043,3,True,0.1640117245934994,23.246862649917603,0.04925442925833018,0.13143157114163995,0.0
electricity,C1,81552,POINT8,24058,0,False,0.11343664076890726,2.7401652336120605,0.032780342413966566,0.08760550100515685,0.0
electricity,C1,81552,POINT8,24058,1,False,0.18011016357953202,4.973884403705597,0.04288343131379056,0.13388067316275204,0.0
electricity,C1,81552,POINT8,24058,2,False,0.006482049096533991,0.4070044346153736,0.000115892941784057,0.005437289131701415,0.0
electricity,C1,81552,POINT8,24058,3,True,0.15514960461469052,21.99075436592102,0.03923990957991999,0.12294395857981008,0.0
electricity,C1,81552,POINT8,24105,0,False,0.07201401279874026,1.7395639792084694,0.010335166353306554,0.0570826870049109,0.0
electricity,C1,81552,POINT8,24105,1,False,0.2250578426857456,6.215150058269501,0.07979191539664836,0.17464845935225165,0.0
electricity,C1,81552,POINT8,24105,2,False,0.00834575918313961,0.5240258052945137,0.00023208331166859028,0.006944614255145289,0.0
electricity,C1,81552,POINT8,24105,3,False,0.1673459271336219,23.719449281692505,0.04632566378130741,0.12951733655478212,0.0
electricity,C1,81552,POINT8,24167,0,False,0.08595783415629651,2.076389666646719,0.010714609955412138,0.06399824612711935,0.0
electricity,C1,81552,POINT8,24167,1,False,0.1804675416439514,4.983753681182861,0.04989718741791797,0.1408140668547609,0.0
electricity,C1,81552,POINT8,24167,2,False,0.010477180057792343,0.6578565947711468,0.0005304294005731468,0.009229604109225797,0.0
electricity,C1,81552,POINT8,24167,3,False,0.2269804083404401,32.171982765197754,0.09465092645801013,0.17844561637052758,0.0
electricity,C1,81552,POINT8,24172,0,False,0.09462128087011978,2.285663101822138,0.012662264559735511,0.06917292723531407,0.0
electricity,C1,81552,POINT8,24172,1,False,0.1748694603926983,4.829158246517181,0.04827569505419889,0.13737627645753858,0.0
electricity,C1,81552,POINT8,24172,2,False,0.011977671458958575,0.7520716562867165,0.000700310790811951,0.010606446860954123,0.0
electricity,C1,81552,POINT8,24172,3,False,0.22159189961003956,31.408220767974854,0.0879641149551767,0.17417091788300454,0.0
electricity,C1,81552,POINT8,24234,0,False,0.11047225721012802,2.6685578525066376,0.07534989499903576,0.09510988337142282,0.0
electricity,C1,81552,POINT8,24234,1,False,0.16009514442119288,4.4211538434028625,0.03937922617480829,0.12172239888786199,0.0
electricity,C1,81552,POINT8,24234,2,False,0.0054802144580769815,0.3440997675061226,0.00010277821301081114,0.004781787710410832,0.0
electricity,C1,81552,POINT8,24234,3,False,0.18550098201858756,26.292729139328003,0.06292244384817836,0.14421260522186008,0.0
electricity,C1,81552,POINT8,24268,0,False,0.18707307769844408,4.5189203433692455,0.0983762042434741,0.1556334053789676,0.0
electricity,C1,81552,POINT8,24268,1,False,0.12722067488551222,3.5132994055747986,0.02356224424851802,0.09899948914291196,0.0
electricity,C1,81552,POINT8,24268,2,False,0.007522585549524021,0.4723391681909561,0.0001880220295631951,0.006426523406029481,0.0
electricity,C1,81552,POINT8,24268,3,False,0.14877551746076456,21.087297439575195,0.045902424731225314,0.1226018918691481,0.0
electricity,C1,81552,POINT8,24310,0,False,0.07770517255950918,1.8770391196012497,0.011479670682289559,0.0631363665191424,0.0
electricity,C1,81552,POINT8,24310,1,False,0.1882725202340349,5.199294328689575,0.057631595019996734,0.1536771087807947,0.0
electricity,C1,81552,POINT8,24310,2,False,0.012470529677493552,0.7830179631710052,0.0006885828479946579,0.011332796394639886,0.0
electricity,C1,81552,POINT8,24310,3,False,0.1559348555604222,22.102055072784424,0.04058605646740591,0.13315317720166597,0.0
electricity,C1,81552,POINT8,24341,0,False,0.0839159175726818,2.0270653143525124,0.01384291598332321,0.06745046147123288,0.0
electricity,C1,81552,POINT8,24341,1,False,0.15517373730427064,4.285245299339294,0.03758746058723456,0.12250869216664967,0.0
electricity,C1,81552,POINT8,24341,2,False,0.01203240390401078,0.7555082775652409,0.0007195022518698581,0.010752619702709264,0.0
electricity,C1,81552,POINT8,24341,3,False,0.1873712097733031,26.5578134059906,0.0586597173327381,0.15080785335356223,0.0
electricity,C1,81552,POINT8,24391,0,False,0.13979366429159001,3.376843109726906,0.11175560691919074,0.11572616462991528,0.0
electricity,C1,81552,POINT8,24391,1,True,0.10406976406097476,2.873968720436096,0.016724584375502713,0.08766747476789513,0.0
electricity,C1,81552,POINT8,24391,2,False,0.006078427253602728,0.38166123256087303,0.00010458041572053176,0.005254616388324919,0.0
electricity,C1,81552,POINT8,24391,3,True,0.25708822504879736,36.43943548202515,0.11869420339277442,0.20539887706394266,0.0
electricity,C1,81552,POINT8,24411,0,False,0.19061539110328407,4.604488145560026,0.18423094845549182,0.17026759842544376,0.0
electricity,C1,81552,POINT8,24411,1,False,0.08665635982668485,2.3930838108062744,0.01223836126200211,0.07098558532045923,0.0
