dataset,seed,arm,origin_index,mse
traffic,40001,SPECIFIC,13,1.8697606449251174
traffic,40001,SPECIFIC,14,2.3115166767340756
traffic,40001,SPECIFIC,15,1.5817338244034007
traffic,40001,SPECIFIC,16,2.0302373293118383
traffic,40001,SPECIFIC,17,1.6202311990674159
traffic,40001,SPECIFIC,18,1.9855420055097188
traffic,40001,SPECIFIC,19,1.8164688504558204
traffic,40001,SPECIFIC,20,1.5000079842466123
traffic,40001,SPECIFIC,21,2.133762140495058
traffic,40001,SPECIFIC,22,1.7556839060932212
traffic,40001,SPECIFIC,23,2.292972860639632
traffic,40001,SPECIFIC,24,1.878130195650057
traffic,40001,SPECIFIC,25,2.30168130410796
traffic,40001,SPECIFIC,26,1.8580819807582623
traffic,40001,SPECIFIC,27,1.3079800101468337
traffic,40001,SPECIFIC,28,2.3193773157263813
traffic,40001,SPECIFIC,29,1.7125902515019988
traffic,40001,SPECIFIC,30,2.431177976960347
traffic,40001,SPECIFIC,31,1.6936841528514657
traffic,40001,SPECIFIC,32,2.3716731570120206
traffic,40001,SPECIFIC,33,1.9422339037326686
traffic,40001,SPECIFIC,34,1.5635155504437706
traffic,40001,SPECIFIC,35,1.3019249146942742
traffic,40000,SHARED,0,0.9232948215886219
traffic,40000,SHARED,1,0.8829883901269867
traffic,40000,SHARED,2,1.0822944687423304
traffic,40000,SHARED,3,0.8434501463328479
traffic,40000,SHARED,4,0.9183062568295314
traffic,40000,SHARED,5,1.0445359855754561
traffic,40000,SHARED,6,0.8194237268555961
traffic,40000,SHARED,7,1.3531541359810917
traffic,40000,SHARED,8,0.7423762808213458
traffic,40000,SHARED,9,1.3409541662224362
traffic,40000,SHARED,10,1.042812725700411
traffic,40000,SHARED,11,1.3094790834964773
traffic,40000,SHARED,12,1.3593132782788766
traffic,40000,SHARED,13,1.127064159526329
traffic,40000,SHARED,14,1.541719422664367
traffic,40000,SHARED,15,0.8448204561292345
traffic,40000,SHARED,16,1.3476156050512156
traffic,40000,SHARED,17,0.996285787830865
traffic,40000,SHARED,18,1.1882687608626457
traffic,40000,SHARED,19,1.175545236810629
traffic,40000,SHARED,20,0.846639018878987
traffic,40000,SHARED,21,1.3158587193820583
traffic,40000,SHARED,22,0.9679304616986256
traffic,40000,SHARED,23,1.525147255416488
traffic,40000,SHARED,24,1.2262159974742795
traffic,40000,SHARED,25,1.3555665619399564
traffic,40000,SHARED,26,1.3368992474302286
traffic,40000,SHARED,27,0.9150915304265997
traffic,40000,SHARED,28,1.358332830604798
traffic,40000,SHARED,29,0.9527193078711749
traffic,40000,SHARED,30,1.45728373883066
traffic,40000,SHARED,31,1.0637710007603984
traffic,40000,SHARED,32,1.4219391869409792
traffic,40000,SHARED,33,1.3699545972104095
traffic,40000,SHARED,34,0.9655170683243484
traffic,40000,SHARED,35,1.0492141438936993
traffic,40001,SHARED,0,1.0518657091108565
traffic,40001,SHARED,1,1.1929794179085413
traffic,40001,SHARED,2,1.1958175465113123
traffic,40001,SHARED,3,1.0495139922771322
traffic,40001,SHARED,4,1.1609909673879308
traffic,40001,SHARED,5,1.221543828877402
traffic,40001,SHARED,6,1.2549125875472917
traffic,40001,SHARED,7,1.4421945669521614
traffic,40001,SHARED,8,1.0936920356004478
traffic,40001,SHARED,9,1.4290121929888056
traffic,40001,SHARED,10,1.1997036782979547
traffic,40001,SHARED,11,1.5597891350640343
traffic,40001,SHARED,12,1.505842522118968
traffic,40001,SHARED,13,1.678619531829535
traffic,40001,SHARED,14,1.648683482416629
traffic,40001,SHARED,15,1.2660677433362681
traffic,40001,SHARED,16,1.421980818739005
traffic,40001,SHARED,17,1.1932494679201966
traffic,40001,SHARED,18,1.5056325113468096
traffic,40001,SHARED,19,1.3328510436241645
traffic,40001,SHARED,20,1.3413784687871042
traffic,40001,SHARED,21,1.502336758725379
traffic,40001,SHARED,22,1.3353168868533283
traffic,40001,SHARED,23,1.7596109955363957
traffic,40001,SHARED,24,1.4613142807695585
traffic,40001,SHARED,25,1.7494756963349927
traffic,40001,SHARED,26,1.606809536037134
traffic,40001,SHARED,27,1.4979814222893046
traffic,40001,SHARED,28,1.5461226205314196
traffic,40001,SHARED,29,1.2597086270656142
traffic,40001,SHARED,30,1.6427589264848785
traffic,40001,SHARED,31,1.2496501636887287
traffic,40001,SHARED,32,1.7935121740124695
traffic,40001,SHARED,33,1.6179166523079038
traffic,40001,SHARED,34,1.6147474577051169
traffic,40001,SHARED,35,1.3004033958165562
traffic,40001,SHARED_WIDE,0,0.8078961920041918
traffic,40001,SHARED_WIDE,1,0.840572376675927
traffic,40001,SHARED_WIDE,2,0.9684094424856686
traffic,40001,SHARED_WIDE,3,0.7555314877576593
traffic,40001,SHARED_WIDE,4,0.8344195493709698
traffic,40001,SHARED_WIDE,5,0.9044069618123131
traffic,40001,SHARED_WIDE,6,0.7407972946463446
traffic,40001,SHARED_WIDE,7,1.1338499329270382
traffic,40001,SHARED_WIDE,8,0.7197544614329496
traffic,40001,SHARED_WIDE,9,1.158906809177335
traffic,40001,SHARED_WIDE,10,0.8836605204235899
traffic,40001,SHARED_WIDE,11,1.1612067146157585
traffic,40001,SHARED_WIDE,12,1.0866778105173835
traffic,40001,SHARED_WIDE,13,0.9844587037257
traffic,40001,SHARED_WIDE,14,1.2607614674553695
traffic,40001,SHARED_WIDE,15,0.7345604409461091
traffic,40001,SHARED_WIDE,16,1.006365485235129
traffic,40001,SHARED_WIDE,17,0.7996698115396426
traffic,40001,SHARED_WIDE,18,1.0564410528386432
traffic,40001,SHARED_WIDE,19,0.9344736426558532
traffic,40001,SHARED_WIDE,20,0.7067852081600821
traffic,40001,SHARED_WIDE,21,1.1414232297753757
traffic,40001,SHARED_WIDE,22,0.8645301545039051
traffic,40001,SHARED_WIDE,23,1.2992202025521529
traffic,40001,SHARED_WIDE,24,0.9843599297705461
traffic,40001,SHARED_WIDE,25,1.2047588965512441
traffic,40001,SHARED_WIDE,26,1.0250532010629296
traffic,40001,SHARED_WIDE,27,0.7714967590036048
traffic,40001,SHARED_WIDE,28,1.2569285287755723
traffic,40001,SHARED_WIDE,29,0.8636372806341275
traffic,40001,SHARED_WIDE,30,1.3172275972004102
traffic,40001,SHARED_WIDE,31,0.8429484766237466
traffic,40001,SHARED_WIDE,32,1.3310389572301857
traffic,40001,SHARED_WIDE,33,1.0702344310041911
traffic,40001,SHARED_WIDE,34,0.8066316429071547
traffic,40001,SHARED_WIDE,35,0.8144740054167463
electricity,40001,SHARED,0,0.2493947658095787
electricity,40001,SHARED,1,0.2872165151795946
electricity,40001,SHARED,2,0.2547526908806798
electricity,40001,SHARED,3,0.3237406398815832
electricity,40001,SHARED,4,0.3630987369265184
electricity,40001,SHARED,5,0.3602564913013214
electricity,40001,SHARED,6,0.3162736714713771
electricity,40001,SHARED,7,0.2445859286038055
electricity,40001,SHARED,8,0.2860460069954032
electricity,40001,SHARED,9,0.2576241034842927
electricity,40001,SHARED,10,0.2672730533163753
electricity,40001,SHARED,11,0.4597037365606116
electricity,40001,SHARED,12,0.6927119011265652
electricity,40001,SHARED,13,0.5315966542440911
electricity,40001,SHARED,14,0.3372882238825561
electricity,40001,SHARED,15,0.5424785015891442
electricity,40001,SHARED,16,0.5263515034585333
electricity,40001,SHARED,17,0.41397172694054074
electricity,40001,SHARED,18,0.40814276730582044
electricity,40001,SHARED,19,0.3771726670691363
electricity,40001,SHARED,20,0.4793845752963398
electricity,40001,SHARED,21,0.356275340029087
electricity,40001,SHARED,22,0.3231227032388468
electricity,40001,SHARED,23,0.32641219495317775
electricity,40001,SHARED,24,0.4176963930588983
electricity,40001,SHARED,25,0.35377895858230557
electricity,40001,SHARED,26,0.38318930037581983
electricity,40001,SHARED,27,0.30312876200382033
electricity,40001,SHARED,28,0.3479448185178685
electricity,40001,SHARED,29,0.2942649880400543
electricity,40001,SHARED,30,0.29000344071606277
electricity,40001,SHARED,31,0.24973607777386211
electricity,40001,SHARED,32,0.30111872654047833
electricity,40001,SHARED,33,0.3022921695041112
electricity,40001,SHARED,34,0.2989624878820591
electricity,40001,SHARED,35,0.29910677622638393
electricity,40001,SHARED,36,0.3265709082028908
electricity,40001,SHARED,37,0.27650369513957673
electricity,40001,SHARED,38,0.37922018729282947
electricity,40001,SHARED,39,0.3402647661167373
electricity,40001,SHARED,40,0.42258744605393317
electricity,40001,SHARED,41,0.48704199091339484
electricity,40001,SHARED,42,0.4187407621749982
electricity,40001,SHARED,43,0.49280599382627155
electricity,40001,SHARED,44,0.41458911412848587
electricity,40001,SHARED,45,0.37145612661838184
electricity,40001,SHARED,46,0.4264598384673435
electricity,40001,SHARED,47,0.3845809523252578
electricity,40001,SHARED,48,0.559547047201554
electricity,40001,SHARED,49,0.607064496339571
electricity,40001,SHARED,50,0.5579841380546003
electricity,40001,SHARED,51,0.4948245226491811
electricity,40001,SHARED,52,0.6090141273900266
electricity,40001,SHARED,53,0.7907195460809143
electricity,40000,SPECIFIC,0,0.5051134503382779
electricity,40000,SPECIFIC,1,0.49814997782353915
electricity,40000,SPECIFIC,2,0.5206986289543176
electricity,40000,SPECIFIC,3,0.5074304868893679
electricity,40000,SPECIFIC,4,0.5959335940489079
electricity,40000,SPECIFIC,5,0.6128849157997092
electricity,40000,SPECIFIC,6,0.5314255012916914
electricity,40000,SPECIFIC,7,0.5016424515830891
electricity,40000,SPECIFIC,8,0.49396013726836535
electricity,40000,SPECIFIC,9,0.5037972597397753
electricity,40000,SPECIFIC,10,0.48495092383883176
electricity,40000,SPECIFIC,11,0.7170563009186431
electricity,40000,SPECIFIC,12,0.9719245089385871
electricity,40000,SPECIFIC,13,0.7798639763886603
electricity,40000,SPECIFIC,14,0.6619913188344956
electricity,40000,SPECIFIC,15,0.815299257926143
electricity,40000,SPECIFIC,16,0.8656083831973236
electricity,40000,SPECIFIC,17,0.6563536210936053
electricity,40000,SPECIFIC,18,0.7077791949298851
electricity,40000,SPECIFIC,19,0.5816463356521226
electricity,40000,SPECIFIC,20,0.6075780846072246
electricity,40000,SPECIFIC,21,0.5914058044429598
electricity,40000,SPECIFIC,22,0.5066532308222773
electricity,40000,SPECIFIC,23,0.5321313359927513
electricity,40000,SPECIFIC,24,0.6344246370821462
electricity,40000,SPECIFIC,25,0.5637252955084278
electricity,40000,SPECIFIC,26,0.6328752234977997
electricity,40000,SPECIFIC,27,0.5103222820667633
electricity,40000,SPECIFIC,28,0.6082889668609306
electricity,40000,SPECIFIC,29,0.532906498241374
electricity,40000,SPECIFIC,30,0.5361022168492561
electricity,40000,SPECIFIC,31,0.4769125159912798
electricity,40000,SPECIFIC,32,0.5544892466268724
electricity,40000,SPECIFIC,33,0.5679693822915112
electricity,40000,SPECIFIC,34,0.5620019736045616
electricity,40000,SPECIFIC,35,0.6460664169649506
electricity,40000,SPECIFIC,36,0.5799636540823048
electricity,40000,SPECIFIC,37,0.5729603438308654
electricity,40000,SPECIFIC,38,0.6835113553678825
electricity,40000,SPECIFIC,39,0.6703409984328272
electricity,40000,SPECIFIC,40,0.8473465033480594
electricity,40000,SPECIFIC,41,0.9249206302764048
electricity,40000,SPECIFIC,42,0.9372542159804871
electricity,40000,SPECIFIC,43,0.9763899582640247
electricity,40000,SPECIFIC,44,0.9261436921830917
electricity,40000,SPECIFIC,45,0.771138919603692
electricity,40000,SPECIFIC,46,0.8686195020568563
electricity,40000,SPECIFIC,47,0.8341600140059604
electricity,40000,SPECIFIC,48,1.0222485710625504
electricity,40000,SPECIFIC,49,1.1427362722138659
electricity,40000,SPECIFIC,50,1.134940472094945
electricity,40000,SPECIFIC,51,1.1279150796074857
electricity,40000,SPECIFIC,52,1.2404789290698113
electricity,40000,SPECIFIC,53,1.2665286319912015
traffic,40000,SHARED_WIDE,0,0.6763094896646941
traffic,40000,SHARED_WIDE,1,0.792138325223233
traffic,40000,SHARED_WIDE,2,0.8559923222595155
traffic,40000,SHARED_WIDE,3,0.7095352770764656
traffic,40000,SHARED_WIDE,4,0.716316481821396
traffic,40000,SHARED_WIDE,5,0.8401682803944461
traffic,40000,SHARED_WIDE,6,0.6878834807567559
traffic,40000,SHARED_WIDE,7,1.088000027151887
traffic,40000,SHARED_WIDE,8,0.6277105298350378
traffic,40000,SHARED_WIDE,9,1.0484771450565855
traffic,40000,SHARED_WIDE,10,0.8641723839183991
traffic,40000,SHARED_WIDE,11,1.0766549506175704
traffic,40000,SHARED_WIDE,12,1.0996849385920315
traffic,40000,SHARED_WIDE,13,0.9704402146338329
traffic,40000,SHARED_WIDE,14,1.1894292407610763
traffic,40000,SHARED_WIDE,15,0.7091198872669982
traffic,40000,SHARED_WIDE,16,1.0375320928843057
traffic,40000,SHARED_WIDE,17,0.8248310119035889
traffic,40000,SHARED_WIDE,18,0.9584812950715629
traffic,40000,SHARED_WIDE,19,0.9236045330903639
traffic,40000,SHARED_WIDE,20,0.7058844716936867
traffic,40000,SHARED_WIDE,21,1.0071642660389761
traffic,40000,SHARED_WIDE,22,0.8249778339394411
traffic,40000,SHARED_WIDE,23,1.3169009165024488
traffic,40000,SHARED_WIDE,24,1.0337240735607818
traffic,40000,SHARED_WIDE,25,1.192269417625585
traffic,40000,SHARED_WIDE,26,1.1575527103699879
traffic,40000,SHARED_WIDE,27,0.8731989744253941
traffic,40000,SHARED_WIDE,28,1.1348299583135362
traffic,40000,SHARED_WIDE,29,0.8341982383697573
traffic,40000,SHARED_WIDE,30,1.2472773923794438
traffic,40000,SHARED_WIDE,31,0.8749218054689853
traffic,40000,SHARED_WIDE,32,1.2485182775179249
traffic,40000,SHARED_WIDE,33,1.1630067997088722
traffic,40000,SHARED_WIDE,34,0.8532662233883481
traffic,40000,SHARED_WIDE,35,0.9066342826160063
traffic,40000,LORA_HEAD,0,0.4625893759863944
traffic,40000,LORA_HEAD,1,0.530588664876525
traffic,40000,LORA_HEAD,2,0.5869227873552274
traffic,40000,LORA_HEAD,3,0.4248233568321955
traffic,40000,LORA_HEAD,4,0.47184569351689065
traffic,40000,LORA_HEAD,5,0.5607912552490723
traffic,40000,LORA_HEAD,6,0.47376157454486933
traffic,40000,LORA_HEAD,7,0.7821892826811836
traffic,40000,LORA_HEAD,8,0.40933383378310406
traffic,40000,LORA_HEAD,9,0.6940856091889255
traffic,40000,LORA_HEAD,10,0.5242289177088025
traffic,40000,LORA_HEAD,11,0.7555576602590124
traffic,40000,LORA_HEAD,12,0.7287915309078938
traffic,40000,LORA_HEAD,13,0.7289004249396748
traffic,40000,LORA_HEAD,14,0.8946450842324908
traffic,40000,LORA_HEAD,15,0.4061329177533829
traffic,40000,LORA_HEAD,16,0.6514977316531083
traffic,40000,LORA_HEAD,17,0.47732040279067023
traffic,40000,LORA_HEAD,18,0.6403340454180648
traffic,40000,LORA_HEAD,19,0.5949404321682019
traffic,40000,LORA_HEAD,20,0.47981207889657657
traffic,40000,LORA_HEAD,21,0.7800093562919321
traffic,40000,LORA_HEAD,22,0.4999727860579705
traffic,40000,LORA_HEAD,23,0.8859593216090553
traffic,40000,LORA_HEAD,24,0.58046772139156
traffic,40000,LORA_HEAD,25,0.7895182188082888
traffic,40000,LORA_HEAD,26,0.5811207052404049
traffic,40000,LORA_HEAD,27,0.5270440838891455
traffic,40000,LORA_HEAD,28,0.8253708884579595
traffic,40000,LORA_HEAD,29,0.48410054419862836
traffic,40000,LORA_HEAD,30,0.8804534223160292
traffic,40000,LORA_HEAD,31,0.46273684582211577
traffic,40000,LORA_HEAD,32,0.9079714906782455
traffic,40000,LORA_HEAD,33,0.7185891358794454
traffic,40000,LORA_HEAD,34,0.5948759009446389
traffic,40000,LORA_HEAD,35,0.5672221978899069
electricity,40001,LORA_HEAD,0,0.18999676921828823
electricity,40001,LORA_HEAD,1,0.2411880276315799
electricity,40001,LORA_HEAD,2,0.1944274478683633
electricity,40001,LORA_HEAD,3,0.30008677303782216
electricity,40001,LORA_HEAD,4,0.26848571786069175
electricity,40001,LORA_HEAD,5,0.2924770864131016
electricity,40001,LORA_HEAD,6,0.2658883236389534
electricity,40001,LORA_HEAD,7,0.1862007016217688
electricity,40001,LORA_HEAD,8,0.2329874036762492
electricity,40001,LORA_HEAD,9,0.18840899053602483
electricity,40001,LORA_HEAD,10,0.2148459241383113
electricity,40001,LORA_HEAD,11,0.34911256099754895
electricity,40001,LORA_HEAD,12,0.5785827589924698
electricity,40001,LORA_HEAD,13,0.5305039405409281
electricity,40001,LORA_HEAD,14,0.23846847608555222
electricity,40001,LORA_HEAD,15,0.43161238065277274
electricity,40001,LORA_HEAD,16,0.41491535014680286
electricity,40001,LORA_HEAD,17,0.3819507573023337
electricity,40001,LORA_HEAD,18,0.3368431445776227
electricity,40001,LORA_HEAD,19,0.3529236439756499
electricity,40001,LORA_HEAD,20,0.4184191436385662
electricity,40001,LORA_HEAD,21,0.3026155740604439
electricity,40001,LORA_HEAD,22,0.2901196358143513
electricity,40001,LORA_HEAD,23,0.2956664412316606
electricity,40001,LORA_HEAD,24,0.3567644341939708
electricity,40001,LORA_HEAD,25,0.3093391153096027
electricity,40001,LORA_HEAD,26,0.35951028341320307
electricity,40001,LORA_HEAD,27,0.2885487139958263
electricity,40001,LORA_HEAD,28,0.2972371880534293
electricity,40001,LORA_HEAD,29,0.2785978983635988
electricity,40001,LORA_HEAD,30,0.24251027469433342
electricity,40001,LORA_HEAD,31,0.23176080557454676
electricity,40001,LORA_HEAD,32,0.2525223736578167
electricity,40001,LORA_HEAD,33,0.27481436463388376
electricity,40001,LORA_HEAD,34,0.27216291790893543
electricity,40001,LORA_HEAD,35,0.24627522758309492
electricity,40001,LORA_HEAD,36,0.3026269624266944
electricity,40001,LORA_HEAD,37,0.2350188834328767
electricity,40001,LORA_HEAD,38,0.35121841473354554
electricity,40001,LORA_HEAD,39,0.31276162371820126
electricity,40001,LORA_HEAD,40,0.35319251890796466
electricity,40001,LORA_HEAD,41,0.39643551212993144
electricity,40001,LORA_HEAD,42,0.33196270580518916
electricity,40001,LORA_HEAD,43,0.4122383101423007
electricity,40001,LORA_HEAD,44,0.31282242751423844
electricity,40001,LORA_HEAD,45,0.33933202286282593
electricity,40001,LORA_HEAD,46,0.3563013478493572
electricity,40001,LORA_HEAD,47,0.3153513361592948
electricity,40001,LORA_HEAD,48,0.47457929549518313
electricity,40001,LORA_HEAD,49,0.519220764958695
electricity,40001,LORA_HEAD,50,0.4614211655914051
electricity,40001,LORA_HEAD,51,0.382572455599474
electricity,40001,LORA_HEAD,52,0.4790130256027652
electricity,40001,LORA_HEAD,53,0.7541569812461181
electricity,40000,SHARED_WIDE,0,0.226915904150289
electricity,40000,SHARED_WIDE,1,0.2863505324320091
electricity,40000,SHARED_WIDE,2,0.23422277230481386
electricity,40000,SHARED_WIDE,3,0.2940110117731515
electricity,40000,SHARED_WIDE,4,0.3825272709317138
electricity,40000,SHARED_WIDE,5,0.36914200727533136
electricity,40000,SHARED_WIDE,6,0.2717355924134489
electricity,40000,SHARED_WIDE,7,0.21113406414923905
electricity,40000,SHARED_WIDE,8,0.2795744886202147
electricity,40000,SHARED_WIDE,9,0.24753102857057074
electricity,40000,SHARED_WIDE,10,0.2518081458565866
electricity,40000,SHARED_WIDE,11,0.49157157550872155
electricity,40000,SHARED_WIDE,12,0.7266466138495273
electricity,40000,SHARED_WIDE,13,0.4888071417018312
electricity,40000,SHARED_WIDE,14,0.3249260540192938
electricity,40000,SHARED_WIDE,15,0.5397836030577573
electricity,40000,SHARED_WIDE,16,0.5224766494623801
electricity,40000,SHARED_WIDE,17,0.3804990389547307
electricity,40000,SHARED_WIDE,18,0.41387031103972316
electricity,40000,SHARED_WIDE,19,0.35576152896637336
electricity,40000,SHARED_WIDE,20,0.4592432962556607
electricity,40000,SHARED_WIDE,21,0.41726734433660484
electricity,40000,SHARED_WIDE,22,0.3185465970941677
electricity,40000,SHARED_WIDE,23,0.3101116207185346
electricity,40000,SHARED_WIDE,24,0.4348025130350073
electricity,40000,SHARED_WIDE,25,0.34612351316549755
electricity,40000,SHARED_WIDE,26,0.37559084803004184
electricity,40000,SHARED_WIDE,27,0.2948349676822931
electricity,40000,SHARED_WIDE,28,0.32697517729573927
electricity,40000,SHARED_WIDE,29,0.29927617657176586
electricity,40000,SHARED_WIDE,30,0.25094726489207686
electricity,40000,SHARED_WIDE,31,0.26027165603500246
electricity,40000,SHARED_WIDE,32,0.30443633178662377
electricity,40000,SHARED_WIDE,33,0.3024853363178711
electricity,40000,SHARED_WIDE,34,0.2987024631486928
electricity,40000,SHARED_WIDE,35,0.27757320174782013
electricity,40000,SHARED_WIDE,36,0.35539317048224234
electricity,40000,SHARED_WIDE,37,0.27101704067610444
electricity,40000,SHARED_WIDE,38,0.32768657416502145
electricity,40000,SHARED_WIDE,39,0.2719045701805177
electricity,40000,SHARED_WIDE,40,0.38282103286370806
electricity,40000,SHARED_WIDE,41,0.39866304592521784
electricity,40000,SHARED_WIDE,42,0.32836354895215203
electricity,40000,SHARED_WIDE,43,0.4352993563982239
electricity,40000,SHARED_WIDE,44,0.3353063230391081
electricity,40000,SHARED_WIDE,45,0.3614435438807503
electricity,40000,SHARED_WIDE,46,0.3889288299516156
electricity,40000,SHARED_WIDE,47,0.37837152749024344
electricity,40000,SHARED_WIDE,48,0.5537553363932629
electricity,40000,SHARED_WIDE,49,0.564198663802037
electricity,40000,SHARED_WIDE,50,0.5247969128202696
electricity,40000,SHARED_WIDE,51,0.41199266009484103
electricity,40000,SHARED_WIDE,52,0.545312571230018
electricity,40000,SHARED_WIDE,53,0.717187975787545
traffic,40000,GROUP4,0,0.6271188412396369
traffic,40000,GROUP4,1,0.7292495871803796
traffic,40000,GROUP4,2,0.7803625215077357
traffic,40000,GROUP4,3,0.6321514810774773
traffic,40000,GROUP4,4,0.6443772731965375
traffic,40000,GROUP4,5,0.7387489411417419
traffic,40000,GROUP4,6,0.6335007969929446
traffic,40000,GROUP4,7,1.0123447890331425
traffic,40000,GROUP4,8,0.6133473251364834
traffic,40000,GROUP4,9,0.9703822509073138
traffic,40000,GROUP4,10,0.7785000109387983
traffic,40000,GROUP4,11,0.9941407330641702
traffic,40000,GROUP4,12,0.9697562357691616
traffic,40000,GROUP4,13,0.932062307631051
traffic,40000,GROUP4,14,1.11252039937082
traffic,40000,GROUP4,15,0.6541913316912091
traffic,40000,GROUP4,16,0.9193971447108311
traffic,40000,GROUP4,17,0.7246124531115936
traffic,40000,GROUP4,18,0.895463406016174
traffic,40000,GROUP4,19,0.8115496607946362
traffic,40000,GROUP4,20,0.6545713994264191
traffic,40000,GROUP4,21,0.9848947002443255
traffic,40000,GROUP4,22,0.7965330063467901
traffic,40000,GROUP4,23,1.1893680868759673
traffic,40000,GROUP4,24,0.8951695799509716
traffic,40000,GROUP4,25,1.059085906459575
traffic,40000,GROUP4,26,0.8910840323481275
traffic,40000,GROUP4,27,0.7909188713666331
traffic,40000,GROUP4,28,1.0611672771638312
traffic,40000,GROUP4,29,0.7596764985210978
traffic,40000,GROUP4,30,1.0933504369208162
traffic,40000,GROUP4,31,0.7685746599557601
traffic,40000,GROUP4,32,1.165017412122261
traffic,40000,GROUP4,33,0.957658920268827
traffic,40000,GROUP4,34,0.7807390262938788
traffic,40000,GROUP4,35,0.754060711498515
electricity,40000,LORA_HEAD,0,0.16565140483723464
electricity,40000,LORA_HEAD,1,0.21342926338206572
electricity,40000,LORA_HEAD,2,0.17122376599842698
electricity,40000,LORA_HEAD,3,0.2675618417186857
electricity,40000,LORA_HEAD,4,0.25730630911627683
electricity,40000,LORA_HEAD,5,0.26841095441488855
electricity,40000,LORA_HEAD,6,0.22162513954853685
electricity,40000,LORA_HEAD,7,0.16323195896748968
electricity,40000,LORA_HEAD,8,0.21702127545746436
electricity,40000,LORA_HEAD,9,0.17354497832189858
electricity,40000,LORA_HEAD,10,0.19511825065495192
electricity,40000,LORA_HEAD,11,0.35460400447187157
electricity,40000,LORA_HEAD,12,0.6013053879762714
electricity,40000,LORA_HEAD,13,0.42529667527118653
electricity,40000,LORA_HEAD,14,0.2079353823239323
electricity,40000,LORA_HEAD,15,0.423031390232265
electricity,40000,LORA_HEAD,16,0.38835438197174466
electricity,40000,LORA_HEAD,17,0.34397238038261746
electricity,40000,LORA_HEAD,18,0.3147483819327368
electricity,40000,LORA_HEAD,19,0.30575734942200583
