dataset,panel,arm,policy,seed,channel,mse,mae,raw_mae,valid_count
electricity,E_FIXED,LH,P_VFIXED,41000,2,0.0006130345772833475,0.013775938404666514,0.8040871041843126,5184
electricity,E_FIXED,LH,P_VFIXED,41000,3,0.14914186171071722,0.28267761365328,43.33584791424218,5184
electricity,E_FIXED,LH,P_VFIXED,41000,4,0.25665368196478466,0.3707171306062118,25.82762937074013,5184
electricity,E_FIXED,LH,P_VFIXED,41000,5,0.12550821149319,0.26494123180137974,67.54633781413344,5184
electricity,E_FIXED,LH,P_VFIXED,41000,6,0.7672357649926766,0.4345959097002906,12.391965663596109,5184
electricity,E_FIXED,LH,P_VFIXED,41000,7,0.19679554611397837,0.3343417377904368,79.28205981538945,5184
electricity,E_FIXED,LH,P_VFIXED,41000,8,0.23408886734666035,0.35997161631350966,32.305075985232556,5184
electricity,E_FIXED,LH,P_VFIXED,41000,9,0.6098850171429506,0.5637493494029547,59.122982393409686,5184
electricity,E_FIXED,LH,P_VFIXED,41000,10,0.16482878911437376,0.29740535016493214,15.14620941196533,5184
electricity,E_FIXED,LH,P_VFIXED,41000,11,0.3704596972434821,0.4194898713441809,61.9615769152086,5184
electricity,E_FIXED,LH,P_VFIXED,41000,12,0.1230431692647365,0.23982986186339628,18.30924418316416,5184
electricity,E_FIXED,LH,P_VFIXED,41000,13,0.19390934688424058,0.31389533212690546,14.48744470116998,5184
electricity,E_FIXED,LH,P_VFIXED,41000,14,0.13355839613246814,0.27402586622625724,14.737182075911427,5184
electricity,E_FIXED,LH,P_VFIXED,41000,15,0.271499863074484,0.3945474046665401,136.6283366160544,5184
electricity,E_FIXED,LH,P_VFIXED,41000,16,0.23335942102343915,0.3615189532635814,3.608579692684235,5184
electricity,E_FIXED,LH,P_VFIXED,41000,17,0.4166510902778844,0.5131480366990105,22.5359283278429,5184
electricity,E_FIXED,LH,P_VFIXED,41000,18,0.10573725108315206,0.23943296175748738,48.80222439086837,5184
electricity,E_FIXED,LH,P_VFIXED,41000,19,0.6092497081154142,0.5347871889390701,24.878579221354276,5184
electricity,E_FIXED,LH,P_VFIXED,41000,20,0.32882030067085805,0.4076117692212718,5.975551492533455,5184
electricity,E_FIXED,LH,P_VFIXED,41000,21,0.19577423529123744,0.3300366474804271,98.63379509550197,5184
electricity,E_FIXED,LH,P_VFIXED,41000,22,0.16033723391835336,0.28441899362232903,9.887883038641705,5184
electricity,E_FIXED,LH,P_VFIXED,41000,23,0.16767195787306305,0.3078730484930817,9.250452207144095,5184
electricity,E_FIXED,LH,P_VFIXED,41000,24,0.20876126714965954,0.33392432655387827,29.012483127383657,5184
electricity,E_FIXED,LH,P_VFIXED,41000,25,0.49308512679616606,0.46249453973350796,56.49743375178713,5184
electricity,E_FIXED,LH,P_VFIXED,41000,26,0.13928147827390525,0.28096975141392094,29.503282151203578,5184
electricity,E_FIXED,LH,P_VFIXED,41000,27,0.3017760023046257,0.4217618509999873,7.166770311093722,5184
electricity,E_FIXED,LH,P_VFIXED,41000,28,0.35375846427805546,0.44457866315586914,56.973470638706935,5184
electricity,E_FIXED,LH,P_VFIXED,41000,29,0.5221404048248761,0.5155443239236325,51.7891408645001,5184
electricity,E_FIXED,LH,P_VFIXED,41000,30,0.3365916060352195,0.3780341070298029,56.344046213665244,5184
electricity,E_FIXED,LH,P_VFIXED,41000,31,0.20565214949024208,0.33912535523596027,39.576321783318015,5184
electricity,E_MIXED,LH,P_VFIXED,41000,0,0.31008364336169936,0.29740442514827725,7.330805557887526,5184
electricity,E_MIXED,LH,P_VFIXED,41000,1,0.1697104428353998,0.28130767331539475,7.3904286515272775,5184
electricity,E_MIXED,LH,P_VFIXED,41000,2,0.0005555561747402216,0.01322206217697879,0.7717579285655332,5184
electricity,E_MIXED,LH,P_VFIXED,41000,3,0.1326029607827906,0.26784605725728916,41.06209845102322,5184
electricity,E_MIXED,LH,P_VFIXED,41000,4,0.25870104417594725,0.37165990893364875,25.89331214396399,5184
electricity,E_MIXED,LH,P_VFIXED,41000,5,0.11534380241835185,0.2506492188293819,63.90261226153896,5184
electricity,E_MIXED,LH,P_VFIXED,41000,6,0.7291041667644008,0.4252021617384018,12.124114541213297,5184
electricity,E_MIXED,LH,P_VFIXED,41000,7,0.1791203483813458,0.3234106142124375,76.68997544360946,5184
electricity,E_MIXED,LH,P_VFIXED,41000,8,0.23486217576814156,0.36268537252378596,32.54861768853735,5184
electricity,E_MIXED,LH,P_VFIXED,41000,9,0.6026980026725846,0.556142978813574,58.325267389552074,5184
electricity,E_MIXED,LH,P_VFIXED,41000,10,0.1492697578660167,0.28730169265614725,14.631652049866885,5184
electricity,E_MIXED,LH,P_VFIXED,41000,11,0.38542548657587167,0.43882743198246543,64.81786936156065,5184
electricity,E_MIXED,LH,P_VFIXED,41000,12,0.11802739210070058,0.24194193758551222,18.470485614189876,5184
electricity,E_MIXED,LH,P_VFIXED,41000,13,0.18774486334450055,0.31309218874879563,14.45037662755883,5184
electricity,E_MIXED,LH,P_VFIXED,41000,14,0.13266658429177414,0.2669576300686009,14.357050504226459,5184
electricity,E_MIXED,LH,P_VFIXED,41000,15,0.28004334021049826,0.39707450154557233,137.50344829836698,5184
electricity,E_MIXED,LH,P_VFIXED,41000,16,0.22415613972247436,0.3543304770288092,3.5368263610041963,5184
electricity,E_MIXED,LH,P_VFIXED,41000,17,0.4304253981904205,0.526313621114241,23.114121452548993,5184
electricity,E_MIXED,LH,P_VFIXED,41000,18,0.10455704340316423,0.23483623119732833,47.86529960568169,5184
electricity,E_MIXED,LH,P_VFIXED,41000,19,0.545450894667705,0.5110301450997528,23.773389139306552,5184
electricity,E_MIXED,LH,P_VFIXED,41000,20,0.3092767576961147,0.41001859537245317,6.010835345174504,5184
electricity,E_MIXED,LH,P_VFIXED,41000,21,0.18245944421649363,0.3186638194309597,95.23494469494435,5184
electricity,E_MIXED,LH,P_VFIXED,41000,22,0.15074540125416763,0.27495207926341086,9.558763872844644,5184
electricity,E_MIXED,LH,P_VFIXED,41000,23,0.1539862138669463,0.29149798471234484,8.7584417968985,5184
electricity,E_MIXED,LH,P_VFIXED,41000,24,0.20598994173370913,0.3302486878648195,28.693131115659316,5184
electricity,E_MIXED,LH,P_VFIXED,41000,25,0.5317250533244093,0.49054064901950223,59.92349193248232,5184
electricity,E_MIXED,LH,P_VFIXED,41000,26,0.1290454686224962,0.26947436982008194,28.29620742201271,5184
electricity,E_MIXED,LH,P_VFIXED,41000,27,0.30951874851813793,0.4176515478572167,7.096926159795162,5184
electricity,E_MIXED,LH,P_VFIXED,41000,28,0.3332150030714387,0.4299146102022388,55.09424867050108,5184
electricity,E_MIXED,LH,P_VFIXED,41000,29,0.5418334232081365,0.5328584163066864,53.5284325757202,5184
electricity,E_MIXED,LH,P_VFIXED,41000,30,0.33810244434832554,0.38046143743856564,56.70582737093099,5184
electricity,E_MIXED,LH,P_VFIXED,41000,31,0.1943758360256119,0.33743513228577804,39.37907080715489,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,0,0.3661255935791081,0.32256068746174144,7.9508893629327115,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,1,0.16543548434757682,0.2686048630683127,7.05670432862303,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,2,0.0006203458354287356,0.013933385876122356,0.8132771482789629,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,3,0.143823343020349,0.27727810261821567,42.508076708723856,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,4,0.2549956929307544,0.3696359618501177,25.752305023375982,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,5,0.12264252064129848,0.25923808700526146,66.0923302880783,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,6,0.7404335397135158,0.4284425792275327,12.2165110441825,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,7,0.19504275730307155,0.3326959162590423,78.89178810728683,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,8,0.23471137650071885,0.3610821225975761,32.40473659252221,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,9,0.6159160868921293,0.5666667511368696,59.42894370676894,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,10,0.16309543701641843,0.295359487051035,15.042018041049785,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,11,0.3677994339296326,0.41803072009367304,61.7460501084479,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,12,0.125203767066236,0.2411634479474203,18.41105366202536,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,13,0.18955142856781476,0.3083059329507458,14.22947300427122,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,14,0.1292088875116356,0.26681886131637716,14.349587484781864,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,15,0.2706072385687171,0.3915220792532412,135.58069272319784,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,16,0.2306304105038745,0.3590865222414536,3.584299855870518,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,17,0.4180510251079639,0.5134115233264804,22.54749987314239,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,18,0.10398246854024254,0.23543177173681856,47.986685161073595,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,19,0.6098656856097333,0.5357312281428025,24.92249641795862,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,20,0.3207319480182087,0.39781046775924217,5.831865303854228,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,21,0.19370800782067715,0.32787399920831645,97.98747230631034,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,22,0.15680817129812025,0.278536202354223,9.683366626924789,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,23,0.16227623485170864,0.3009617777892861,9.042793954338205,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,24,0.20487899258214987,0.32918118582677347,28.60038290175445,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,25,0.4969797822913679,0.46090340529288953,56.30306386214297,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,26,0.13423163141177194,0.27407101560589736,28.778879086437772,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,27,0.29931433832618765,0.419387568237855,7.126425412261722,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,28,0.35194727015700117,0.44090915269528824,56.50321697200986,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,29,0.5281472221879376,0.5193660808730738,52.173056465583926,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,30,0.33240897300440414,0.3722735121624103,55.48545907194741,5184
electricity,E_FIXED,LH,P_LR_FIXED,41000,31,0.20280781725119953,0.3342876670196549,39.01175796471869,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,0,0.3137365101723034,0.30149906116141073,7.431735395860313,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,1,0.1656693971094819,0.2770715162858121,7.2791376372622825,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,2,0.0005611989305341204,0.013334850940197982,0.7783412906086393,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,3,0.13024253135485148,0.26556346836658146,40.712166513576705,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,4,0.2546138415658392,0.3691337137158068,25.717313711687968,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,5,0.11231545644793792,0.24743990312212483,63.084402421414474,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,6,0.6857340429426562,0.40967917229791956,11.681495667336923,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,7,0.17514753192411922,0.32073698106391313,76.05597998552945,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,8,0.2316205332668616,0.36010695186295955,32.31722145729298,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,9,0.6005525111758533,0.5549582841214695,58.20102301836648,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,10,0.14730361895373142,0.28574622236479674,14.552435321742054,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,11,0.381298650172417,0.4355569883159604,64.33480204425051,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,12,0.1175869567597074,0.23997042000916768,18.319974762721127,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,13,0.18430440064267192,0.3094682296048121,14.283117346122511,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,14,0.12891076357506612,0.26271161795254255,14.12869887263555,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,15,0.277643628504001,0.39459287446664315,136.64408241258195,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,16,0.2203903461018532,0.3510015366356791,3.5035978218298003,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,17,0.427138803265744,0.5243868144387329,23.02950186125096,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,18,0.10245478128744337,0.23269825184042142,47.429527740551045,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,19,0.541350755191312,0.5089075669809657,23.67464569710384,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,20,0.30501103581107764,0.4057798061586692,5.948695080526719,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,21,0.1800838316948564,0.31645723801557324,94.57549217399459,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,22,0.14783460539317145,0.2723392448164372,9.46792816218421,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,23,0.15161702231992763,0.2897134095342883,8.704821879612892,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,24,0.20182869092889857,0.32682917924588156,28.39603255702863,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,25,0.5257289289586606,0.486732108939611,59.458248081217256,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,26,0.12646148436931692,0.26659116690782947,27.993456152200604,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,27,0.3069938725681425,0.4168300543228893,7.082966965859973,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,28,0.33223390839288125,0.42828406516267103,54.885291701497074,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,29,0.5397621852231442,0.5305313784575211,53.29466937559369,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,30,0.33637680383988805,0.3780498889384798,56.34639842627066,5184
electricity,E_MIXED,LH,P_LR_FIXED,41000,31,0.19142973371849936,0.33417301574131053,38.99837802772911,5184
electricity,E_FIXED,LH,P_LAST20,41000,0,0.3662634009547646,0.3240645156446039,7.9879576479642465,5184
electricity,E_FIXED,LH,P_LAST20,41000,1,0.16885767153510925,0.2740918584845699,7.200856984173385,5184
electricity,E_FIXED,LH,P_LAST20,41000,2,0.0006142009693105572,0.013881294808442485,0.8102366471868276,5184
electricity,E_FIXED,LH,P_LAST20,41000,3,0.14688289191966486,0.28038186432945905,42.98389841862929,5184
electricity,E_FIXED,LH,P_LAST20,41000,4,0.2596799551106547,0.3718783972473358,25.90853408738624,5184
electricity,E_FIXED,LH,P_LAST20,41000,5,0.12376629139674579,0.2609335525644664,66.52458648555888,5184
electricity,E_FIXED,LH,P_LAST20,41000,6,0.7426832331639593,0.4293155587272198,12.241402976535491,5184
electricity,E_FIXED,LH,P_LAST20,41000,7,0.19604967497058678,0.3347414054012938,79.37683252202083,5184
electricity,E_FIXED,LH,P_LAST20,41000,8,0.2359019650941716,0.36156359791430864,32.447945823436996,5184
electricity,E_FIXED,LH,P_LAST20,41000,9,0.6103189406557555,0.5634013339663678,59.08648441686789,5184
electricity,E_FIXED,LH,P_LAST20,41000,10,0.16352430120934944,0.2952700532347799,15.03746337076978,5184
electricity,E_FIXED,LH,P_LAST20,41000,11,0.3621310337427867,0.41575121030684475,61.40935062978601,5184
electricity,E_FIXED,LH,P_LAST20,41000,12,0.12380640298302907,0.23995608820953265,18.31888063533823,5184
electricity,E_FIXED,LH,P_LAST20,41000,13,0.1917678004845717,0.31125708714325584,14.365679818430946,5184
electricity,E_FIXED,LH,P_LAST20,41000,14,0.12990594175984277,0.267715338589178,14.39780026475817,5184
electricity,E_FIXED,LH,P_LAST20,41000,15,0.27036568896604407,0.3917708989646385,135.6668568263789,5184
electricity,E_FIXED,LH,P_LAST20,41000,16,0.23210429414934589,0.36017783861596536,3.5951930665080405,5184
electricity,E_FIXED,LH,P_LAST20,41000,17,0.4154205102896375,0.5127203124634603,22.51714395758895,5184
electricity,E_FIXED,LH,P_LAST20,41000,18,0.10490860221341324,0.23694705636549254,48.29553679086499,5184
electricity,E_FIXED,LH,P_LAST20,41000,19,0.605087550338399,0.5300815277781864,24.659669407504506,5184
electricity,E_FIXED,LH,P_LAST20,41000,20,0.33428774414218826,0.4107425433729436,6.021448357068424,5184
electricity,E_FIXED,LH,P_LAST20,41000,21,0.19312640501348696,0.32600216555007966,97.42806152902585,5184
electricity,E_FIXED,LH,P_LAST20,41000,22,0.16012008397801944,0.2818228696737213,9.797628271789753,5184
electricity,E_FIXED,LH,P_LAST20,41000,23,0.16745309277950407,0.30575904305136825,9.186934122661125,5184
electricity,E_FIXED,LH,P_LAST20,41000,24,0.2072678789604828,0.33074382943811576,28.736150702429693,5184
electricity,E_FIXED,LH,P_LAST20,41000,25,0.5025935279136625,0.4665557758615497,56.99354646098065,5184
electricity,E_FIXED,LH,P_LAST20,41000,26,0.13953572643001372,0.28045212515186263,29.448928707170804,5184
electricity,E_FIXED,LH,P_LAST20,41000,27,0.3042513752270194,0.42527255449044504,7.226425790807714,5184
electricity,E_FIXED,LH,P_LAST20,41000,28,0.35102064108397285,0.4415156232249883,56.580937145694826,5184
electricity,E_FIXED,LH,P_LAST20,41000,29,0.5197870381240999,0.5132444541377481,51.55810683932709,5184
electricity,E_FIXED,LH,P_LAST20,41000,30,0.33696902276417817,0.3777519361625803,56.301990092042104,5184
electricity,E_FIXED,LH,P_LAST20,41000,31,0.20534411702495134,0.3400466533982165,39.68383834604292,5184
electricity,E_MIXED,LH,P_LAST20,41000,0,0.3167222749590453,0.30333102319567795,7.476891944744713,5184
electricity,E_MIXED,LH,P_LAST20,41000,1,0.17053123130247622,0.28335777914662125,7.444288401228355,5184
electricity,E_MIXED,LH,P_LAST20,41000,2,0.0005637558515132038,0.013396332967440012,0.7819299321800679,5184
electricity,E_MIXED,LH,P_LAST20,41000,3,0.13339756695691324,0.2689716812416952,41.23466206215046,5184
electricity,E_MIXED,LH,P_LAST20,41000,4,0.25900941628060403,0.3728449709965782,25.97587467268398,5184
electricity,E_MIXED,LH,P_LAST20,41000,5,0.11625774046031678,0.25211116848365717,64.2753339573789,5184
electricity,E_MIXED,LH,P_LAST20,41000,6,0.6947387957595429,0.41234846440981787,11.75760723548206,5184
electricity,E_MIXED,LH,P_LAST20,41000,7,0.18121369417800773,0.3249334852139608,77.0510920383601,5184
electricity,E_MIXED,LH,P_LAST20,41000,8,0.23354987833793128,0.36094466007866516,32.39240023899519,5184
electricity,E_MIXED,LH,P_LAST20,41000,9,0.6013790127041336,0.555552177296457,58.26330732213647,5184
electricity,E_MIXED,LH,P_LAST20,41000,10,0.1482214014669175,0.2866528289027715,14.59860682629235,5184
electricity,E_MIXED,LH,P_LAST20,41000,11,0.38340849003039784,0.4393743089462482,64.89864689963565,5184
electricity,E_MIXED,LH,P_LAST20,41000,12,0.11879388996040278,0.24193764446672616,18.470157866179054,5184
electricity,E_MIXED,LH,P_LAST20,41000,13,0.18623715153698206,0.31192595026271663,14.396550355403196,5184
electricity,E_MIXED,LH,P_LAST20,41000,14,0.13374379409333492,0.26784603209105423,14.404828995147065,5184
electricity,E_MIXED,LH,P_LAST20,41000,15,0.28136036140680404,0.3984829341183578,137.991176255463,5184
electricity,E_MIXED,LH,P_LAST20,41000,16,0.22290389980438408,0.3534830506092633,3.528367590748829,5184
electricity,E_MIXED,LH,P_LAST20,41000,17,0.426879766176272,0.5238582705532292,23.006289793251142,5184
electricity,E_MIXED,LH,P_LAST20,41000,18,0.1052776816461715,0.23680120383098122,48.26580851926466,5184
electricity,E_MIXED,LH,P_LAST20,41000,19,0.5494308614073876,0.5114363292562268,23.79228503831892,5184
electricity,E_MIXED,LH,P_LAST20,41000,20,0.3123766729943829,0.41245176957777907,6.046505457894768,5184
electricity,E_MIXED,LH,P_LAST20,41000,21,0.18327586728971457,0.31828494460740014,95.12171526421564,5184
electricity,E_MIXED,LH,P_LAST20,41000,22,0.1511615414027199,0.2745961644067853,9.546390421869349,5184
electricity,E_MIXED,LH,P_LAST20,41000,23,0.1549798228300264,0.29312301655734724,8.807268024107602,5184
