dataset,panel,kind,arm,policy,baseline,baseline_policy,mse,baseline_mse,gain_pct,ci_low,ci_high,all_seed_positive,gain_41000,gain_41001,gain_41002,replicates,seed,blocks,origin_count,denominator,interpretation
traffic,E_FIXED,V_PANEL_SELECTION,LH,P_MAIN,LH,P_VFIXED,0.3855144335830374,0.386115100573348,0.15556682176343256,-0.25631580491059713,0.563190277026229,False,0.10755496709651227,0.6066420779001206,-0.24968253909687252,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,LR_SELECTION,SIDE,P_MAIN,SIDE,P_LR_FIXED,0.39778533808867184,0.39778533808867184,0.0,0.0,0.0,False,0.0,0.0,0.0,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,V_PANEL_SELECTION,SIDE,P_MAIN,SIDE,P_VFIXED,0.39778533808867184,0.3984091972667791,0.15658754426030802,-0.12095578074666134,0.47909613130785556,False,0.5359724364318029,0.5065866635570797,-0.5775263483697897,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,LR_SELECTION,PRIOR,P_MAIN,PRIOR,P_LR_FIXED,0.3996647860493992,0.3996647860493992,0.0,0.0,0.0,False,0.0,0.0,0.0,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,V_PANEL_SELECTION,PRIOR,P_MAIN,PRIOR,P_VFIXED,0.3996647860493992,0.4004696843776084,0.20098857906313594,-0.7468653927220297,1.3167209161068094,False,0.8257606344729949,0.36326208790285425,-0.5879257914705411,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,COMPONENT,PRIOR,P_MAIN,SIDE,P_MAIN,0.3996647860493992,0.39778533808867184,-0.47247793741166255,-1.46016154420709,0.6882149059987911,False,-0.11421572805511189,-0.4693349130511608,-0.8323258448241729,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,ACCURACY_TRADEOFF,PRIOR,P_MAIN,LH,P_MAIN,0.3996647860493992,0.3855144335830374,-3.670511719845612,-4.064882298835344,-3.1938893419705643,False,-3.1730257430658217,-3.6693239640085995,-4.168255844393334,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,ACCURACY_TRADEOFF,SIDE,P_MAIN,LH,P_MAIN,0.39778533808867184,0.3855144335830374,-3.1829948340939027,-4.56398455619624,-2.109535816825232,False,-3.0553203586186974,-3.185040543691062,-3.308393386365984,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,COMPONENT,PRIOR,P_LAST20,SIDE,P_LAST20,0.39976762695717083,0.3986227202247279,-0.28721562378518894,-1.0207120990633152,0.680573787796918,False,0.34512468034894084,-0.4693349130511608,-0.738551329641493,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,ACCURACY_TRADEOFF,PRIOR,P_LAST20,LH,P_LAST20,0.39976762695717083,0.3855144335830374,-3.6971879993342442,-4.145696453750716,-3.269687715064823,False,-3.2530589493898483,-3.6693239640085995,-4.168255844393334,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_FIXED,ACCURACY_TRADEOFF,SIDE,P_LAST20,LH,P_LAST20,0.3986227202247279,0.3855144335830374,-3.4002064513797405,-4.713199842632419,-2.4107783730424925,False,-3.6106448562574833,-3.185040543691062,-3.404560090931821,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,LR_SELECTION,LH,P_MAIN,LH,P_LR_FIXED,0.38781600216426443,0.38781600216426443,0.0,0.0,0.0,False,0.0,0.0,0.0,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,V_PANEL_SELECTION,LH,P_MAIN,LH,P_VFIXED,0.38781600216426443,0.38817280676848814,0.09191901081224331,-0.30763069500169865,0.5410492923108016,False,0.041456208421682544,0.8251198241013161,-0.606206247407309,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,LR_SELECTION,SIDE,P_MAIN,SIDE,P_LR_FIXED,0.40304394004025496,0.40304394004025496,0.0,0.0,0.0,False,0.0,0.0,0.0,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,V_PANEL_SELECTION,SIDE,P_MAIN,SIDE,P_VFIXED,0.40304394004025496,0.4036014723254789,0.13813930905938643,-0.138976786702217,0.4136013810978048,False,-0.01580672026911547,0.6297964955658903,-0.20006612164617074,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,LR_SELECTION,PRIOR,P_MAIN,PRIOR,P_LR_FIXED,0.40400466208177227,0.40400466208177227,0.0,0.0,0.0,False,0.0,0.0,0.0,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,V_PANEL_SELECTION,PRIOR,P_MAIN,PRIOR,P_VFIXED,0.40400466208177227,0.40277936111241086,-0.30421145859542753,-0.8179000578334154,0.31099030577755804,False,-0.7474830996431818,0.4187555311430752,-0.5874808172786182,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,COMPONENT,PRIOR,P_MAIN,SIDE,P_MAIN,0.40400466208177227,0.40304394004025496,-0.23836657646343973,-0.9128425057732013,0.54261859789584,False,-1.1606528960060818,-0.16002321356401383,0.5948542918052353,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,ACCURACY_TRADEOFF,PRIOR,P_MAIN,LH,P_MAIN,0.40400466208177227,0.38781600216426443,-4.174314578863337,-5.196360452906859,-3.1923696377440756,False,-4.452528305140023,-3.4962312578114485,-4.577445355160182,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,ACCURACY_TRADEOFF,SIDE,P_MAIN,LH,P_MAIN,0.40304394004025496,0.38781600216426443,-3.9265883282300815,-5.186906299340118,-2.650397245689814,False,-3.25410652748358,-3.3308778664456558,-5.203251411298945,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,COMPONENT,PRIOR,P_LAST20,SIDE,P_LAST20,0.4028175282947036,0.40333510828992464,0.12832505392737012,-0.6195684543089752,1.0507365620156761,False,-0.28856842530672333,-0.16002321356401383,0.8236162392595461,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,ACCURACY_TRADEOFF,PRIOR,P_LAST20,LH,P_LAST20,0.4028175282947036,0.38781600216426443,-3.8682070999445397,-4.840805219814043,-2.925620854196333,False,-3.5356996783276413,-3.4962312578114485,-4.577445355160182,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
traffic,E_MIXED,ACCURACY_TRADEOFF,SIDE,P_LAST20,LH,P_LAST20,0.40333510828992464,0.38781600216426443,-4.001667295586966,-5.355728204949702,-2.745125510565053,False,-3.2377880191193755,-3.3308778664456558,-5.445915035024467,2000,65017,8,36,"resampled finite target counts per channel and seed, then equal-channel mean; three-seed score mean before gain",descriptive reused-development block CI; overlapping targets; phase-time correlation; selection bias remains
