dataset,panel,arm,policy,seed,epoch,lr,mse,mae,raw_mae
electricity,E_FIXED,PRIOR,P_LAST20,41001,20,0.001,0.2757618358558615,0.3553235832330275,36.171103377900906
electricity,E_FIXED,PRIOR,P_MAIN,41002,16,0.001,0.2792984876216479,0.35770860116120323,36.27273303560111
electricity,E_FIXED,PRIOR,P_VFIXED,41002,18,0.001,0.28047765789906776,0.3589892602333381,36.37317509532549
electricity,E_FIXED,PRIOR,P_LR_FIXED,41002,16,0.001,0.2792984876216479,0.35770860116120323,36.27273303560111
electricity,E_FIXED,PRIOR,P_LAST20,41002,20,0.001,0.2809538460991314,0.35881030692357685,36.32824439950666
electricity,E_FIXED,SEASONAL_NAIVE,BASELINE,,0,,0.5256090952856125,0.4456026747733812,46.8871407117185
electricity,E_FIXED,LAST_VALUE,BASELINE,,0,,1.561748413096999,0.9195775656958416,99.08235665730606
electricity,E_FIXED,INIT,BASELINE,41000,0,,0.8033647981763301,0.6780759100751038,71.5845556854532
electricity,E_FIXED,INIT,BASELINE,41001,0,,0.8459558758588919,0.6957407720118516,73.48780681925965
electricity,E_FIXED,INIT,BASELINE,41002,0,,0.8660936871491476,0.7090508922877645,74.98039194543377
electricity,E_MIXED,LH,P_MAIN,41000,17,0.001,0.26699807383008906,0.34740234318090873,35.25973686135753
electricity,E_MIXED,LH,P_VFIXED,41000,16,0.001,0.27096321186232863,0.35015480186095166,35.526244713620265
electricity,E_MIXED,LH,P_LR_FIXED,41000,17,0.001,0.26699807383008906,0.34740234318090873,35.25973686135753
electricity,E_MIXED,LH,P_LAST20,41000,20,0.001,0.27032461611025793,0.3503089427919752,35.58850442318896
electricity,E_MIXED,LH,P_MAIN,41001,20,0.001,0.2718095773777832,0.3498860078612407,35.53232904190377
electricity,E_MIXED,LH,P_VFIXED,41001,20,0.001,0.2718095773777832,0.3498860078612407,35.53232904190377
electricity,E_MIXED,LH,P_LR_FIXED,41001,20,0.001,0.2718095773777832,0.3498860078612407,35.53232904190377
electricity,E_MIXED,LH,P_LAST20,41001,20,0.001,0.2718095773777832,0.3498860078612407,35.53232904190377
electricity,E_MIXED,LH,P_MAIN,41002,16,0.001,0.267156510128819,0.3476308231852248,35.34270665069158
electricity,E_MIXED,LH,P_VFIXED,41002,19,0.001,0.2660892560601116,0.34713772528118914,35.28462856705117
electricity,E_MIXED,LH,P_LR_FIXED,41002,16,0.001,0.267156510128819,0.3476308231852248,35.34270665069158
electricity,E_MIXED,LH,P_LAST20,41002,20,0.001,0.26655554308575413,0.34695872725831745,35.20925744870236
electricity,E_MIXED,SIDE,P_MAIN,41000,17,0.001,0.2774355888554863,0.3556727733079996,36.07992157839524
electricity,E_MIXED,SIDE,P_VFIXED,41000,18,0.001,0.27672602527812373,0.35646972761943724,36.250784624457395
electricity,E_MIXED,SIDE,P_LR_FIXED,41000,17,0.001,0.2774355888554863,0.3556727733079996,36.07992157839524
electricity,E_MIXED,SIDE,P_LAST20,41000,20,0.001,0.2788297504408212,0.3580015757695182,36.40117031264369
electricity,E_MIXED,SIDE,P_MAIN,41001,20,0.001,0.27791129806828685,0.35756413104186413,36.43169015407135
electricity,E_MIXED,SIDE,P_VFIXED,41001,20,0.001,0.27791129806828685,0.35756413104186413,36.43169015407135
electricity,E_MIXED,SIDE,P_LR_FIXED,41001,20,0.001,0.27791129806828685,0.35756413104186413,36.43169015407135
electricity,E_MIXED,SIDE,P_LAST20,41001,20,0.001,0.27791129806828685,0.35756413104186413,36.43169015407135
electricity,E_MIXED,SIDE,P_MAIN,41002,19,0.001,0.27407687621222565,0.35393971443068906,35.91355472088741
electricity,E_MIXED,SIDE,P_VFIXED,41002,19,0.001,0.27407687621222565,0.35393971443068906,35.91355472088741
electricity,E_MIXED,SIDE,P_LR_FIXED,41002,19,0.001,0.27407687621222565,0.35393971443068906,35.91355472088741
electricity,E_MIXED,SIDE,P_LAST20,41002,20,0.001,0.273931005786307,0.3536762127154024,35.82722319795599
electricity,E_MIXED,PRIOR,P_MAIN,41000,15,0.001,0.2752638394191727,0.35518671271774416,35.975156518407175
electricity,E_MIXED,PRIOR,P_VFIXED,41000,18,0.001,0.27634882599668886,0.3572331924115134,36.34473886392707
electricity,E_MIXED,PRIOR,P_LR_FIXED,41000,15,0.001,0.2752638394191727,0.35518671271774416,35.975156518407175
electricity,E_MIXED,PRIOR,P_LAST20,41000,20,0.001,0.2769058640314453,0.3576098728619084,36.34042592833785
electricity,E_MIXED,PRIOR,P_MAIN,41001,20,0.001,0.27449376978529605,0.3547596930001967,36.02210289120662
electricity,E_MIXED,PRIOR,P_VFIXED,41001,20,0.001,0.27449376978529605,0.3547596930001967,36.02210289120662
electricity,E_MIXED,PRIOR,P_LR_FIXED,41001,20,0.001,0.27449376978529605,0.3547596930001967,36.02210289120662
electricity,E_MIXED,PRIOR,P_LAST20,41001,20,0.001,0.27449376978529605,0.3547596930001967,36.02210289120662
electricity,E_MIXED,PRIOR,P_MAIN,41002,16,0.001,0.27872775690706,0.35797415391460774,36.41238189758653
electricity,E_MIXED,PRIOR,P_VFIXED,41002,18,0.001,0.2802741983741618,0.3591104747008218,36.51622469664562
electricity,E_MIXED,PRIOR,P_LR_FIXED,41002,16,0.001,0.27872775690706,0.35797415391460774,36.41238189758653
electricity,E_MIXED,PRIOR,P_LAST20,41002,20,0.001,0.27986914277483366,0.35814195416634265,36.320244399511765
electricity,E_MIXED,SEASONAL_NAIVE,BASELINE,,0,,0.5121597214147464,0.44070922159680237,46.299569591492315
electricity,E_MIXED,LAST_VALUE,BASELINE,,0,,1.403344764183717,0.8554291073635334,90.44558383532528
electricity,E_MIXED,INIT,BASELINE,41000,0,,0.8289411415731457,0.6883235717295493,72.9177591185928
electricity,E_MIXED,INIT,BASELINE,41001,0,,0.8298735326323227,0.6890969239210549,72.99025887644753
electricity,E_MIXED,INIT,BASELINE,41002,0,,0.8419661832613525,0.6977182325111366,73.8224472305208
traffic,E_FIXED,LH,P_MAIN,41000,20,0.001,0.385493393911684,0.32291765773796466,0.016968513737686645
traffic,E_FIXED,LH,P_VFIXED,41000,17,0.001,0.38590845762630666,0.3268420018469298,0.017181649686479575
traffic,E_FIXED,LH,P_LR_FIXED,41000,20,0.001,0.385493393911684,0.32291765773796466,0.016968513737686645
traffic,E_FIXED,LH,P_LAST20,41000,20,0.001,0.385493393911684,0.32291765773796466,0.016968513737686645
traffic,E_FIXED,LH,P_MAIN,41001,20,0.001,0.38483811277203805,0.32222024871668153,0.01689992766237782
traffic,E_FIXED,LH,P_VFIXED,41001,18,0.001,0.38718695174144047,0.31966774616876503,0.016784660113393513
traffic,E_FIXED,LH,P_LR_FIXED,41001,20,0.001,0.38483811277203805,0.32222024871668153,0.01689992766237782
traffic,E_FIXED,LH,P_LAST20,41001,20,0.001,0.38483811277203805,0.32222024871668153,0.01689992766237782
traffic,E_FIXED,LH,P_MAIN,41002,20,0.001,0.38621179406539,0.3203732523718057,0.01684130542308502
traffic,E_FIXED,LH,P_VFIXED,41002,19,0.001,0.38524989235229684,0.3214759040578404,0.01689935000245828
traffic,E_FIXED,LH,P_LR_FIXED,41002,20,0.001,0.38621179406539,0.3203732523718057,0.01684130542308502
traffic,E_FIXED,LH,P_LAST20,41002,20,0.001,0.38621179406539,0.3203732523718057,0.01684130542308502
traffic,E_FIXED,SIDE,P_MAIN,41000,17,0.001,0.3972714520569979,0.3426643840229736,0.017962012240102528
traffic,E_FIXED,SIDE,P_VFIXED,41000,20,0.001,0.39941219131016864,0.34030022945972677,0.017801671804583065
traffic,E_FIXED,SIDE,P_LR_FIXED,41000,17,0.001,0.3972714520569979,0.3426643840229736,0.017962012240102528
traffic,E_FIXED,SIDE,P_LAST20,41000,20,0.001,0.39941219131016864,0.34030022945972677,0.017801671804583065
traffic,E_FIXED,SIDE,P_MAIN,41001,20,0.001,0.397095362691403,0.3386335379730386,0.01776717695165437
traffic,E_FIXED,SIDE,P_VFIXED,41001,16,0.001,0.3991172373879679,0.34127664999035595,0.017919651925167705
traffic,E_FIXED,SIDE,P_LR_FIXED,41001,20,0.001,0.397095362691403,0.3386335379730386,0.01776717695165437
traffic,E_FIXED,SIDE,P_LAST20,41001,20,0.001,0.397095362691403,0.3386335379730386,0.01776717695165437
traffic,E_FIXED,SIDE,P_MAIN,41002,18,0.001,0.3989891995176148,0.3370872494380911,0.017674388200373516
traffic,E_FIXED,SIDE,P_VFIXED,41002,19,0.001,0.39669816310220063,0.3384878547003054,0.017765464842261974
traffic,E_FIXED,SIDE,P_LR_FIXED,41002,18,0.001,0.3989891995176148,0.3370872494380911,0.017674388200373516
traffic,E_FIXED,SIDE,P_LAST20,41002,20,0.001,0.3993606066726121,0.33877408129198544,0.01776211486154389
traffic,E_FIXED,PRIOR,P_MAIN,41000,15,0.001,0.3977251985383199,0.34155775286647444,0.017906547650793983
traffic,E_FIXED,PRIOR,P_VFIXED,41000,18,0.001,0.40103680258380614,0.34778595805180856,0.018218889081063366
traffic,E_FIXED,PRIOR,P_LR_FIXED,41000,15,0.001,0.3977251985383199,0.34155775286647444,0.017906547650793983
traffic,E_FIXED,PRIOR,P_LAST20,41000,20,0.001,0.3980337212616347,0.33968991828875306,0.017796702938114868
traffic,E_FIXED,PRIOR,P_MAIN,41001,20,0.001,0.3989590698666209,0.33763457205339253,0.017716061831059154
traffic,E_FIXED,PRIOR,P_VFIXED,41001,16,0.001,0.4004136207455887,0.34171865226496523,0.01792584239964585
traffic,E_FIXED,PRIOR,P_LR_FIXED,41001,20,0.001,0.3989590698666209,0.33763457205339253,0.017716061831059154
traffic,E_FIXED,PRIOR,P_LAST20,41001,20,0.001,0.3989590698666209,0.33763457205339253,0.017716061831059154
traffic,E_FIXED,PRIOR,P_MAIN,41002,20,0.001,0.402310089743257,0.34249358704103844,0.01797567673098725
traffic,E_FIXED,PRIOR,P_VFIXED,41002,19,0.001,0.39995862980343044,0.34202185696330933,0.017945159183407628
traffic,E_FIXED,PRIOR,P_LR_FIXED,41002,20,0.001,0.402310089743257,0.34249358704103844,0.01797567673098725
traffic,E_FIXED,PRIOR,P_LAST20,41002,20,0.001,0.402310089743257,0.34249358704103844,0.01797567673098725
traffic,E_FIXED,SEASONAL_NAIVE,BASELINE,,0,,0.9814488091024985,0.4887845378201704,0.02545441171014752
traffic,E_FIXED,LAST_VALUE,BASELINE,,0,,2.571855496665303,1.0768462659318725,0.05463174094542378
traffic,E_FIXED,INIT,BASELINE,41000,0,,1.2429594836004547,0.7634705143071829,0.03932706751004526
traffic,E_FIXED,INIT,BASELINE,41001,0,,1.293483537270677,0.7962984182647583,0.04100489367363237
traffic,E_FIXED,INIT,BASELINE,41002,0,,1.3091620827667803,0.7974948135294574,0.04107963011018147
traffic,E_MIXED,LH,P_MAIN,41000,20,0.001,0.3884478796858796,0.3230624371572345,0.016921706297503863
traffic,E_MIXED,LH,P_VFIXED,41000,17,0.001,0.38860898223550056,0.3251898393807547,0.0170335580949766
traffic,E_MIXED,LH,P_LR_FIXED,41000,20,0.001,0.3884478796858796,0.3230624371572345,0.016921706297503863
traffic,E_MIXED,LH,P_LAST20,41000,20,0.001,0.3884478796858796,0.3230624371572345,0.016921706297503863
traffic,E_MIXED,LH,P_MAIN,41001,20,0.001,0.38891273786812697,0.3226669477836501,0.01689601003920685
traffic,E_MIXED,LH,P_VFIXED,41001,18,0.001,0.3921484323231276,0.32111456037635927,0.016818219288775357
traffic,E_MIXED,LH,P_LR_FIXED,41001,20,0.001,0.38891273786812697,0.3226669477836501,0.01689601003920685
traffic,E_MIXED,LH,P_LAST20,41001,20,0.001,0.38891273786812697,0.3226669477836501,0.01689601003920685
traffic,E_MIXED,LH,P_MAIN,41002,20,0.001,0.38608738893878664,0.31945379951726516,0.016744526659957973
traffic,E_MIXED,LH,P_VFIXED,41002,19,0.001,0.3837610057468362,0.3209666300233289,0.016835870414450498
traffic,E_MIXED,LH,P_LR_FIXED,41002,20,0.001,0.38608738893878664,0.31945379951726516,0.016744526659957973
traffic,E_MIXED,LH,P_LAST20,41002,20,0.001,0.38608738893878664,0.31945379951726516,0.016744526659957973
traffic,E_MIXED,SIDE,P_MAIN,41000,17,0.001,0.4010883874946094,0.3420267827047403,0.017908394060059847
traffic,E_MIXED,SIDE,P_VFIXED,41000,20,0.001,0.4010249985948723,0.33968025371105837,0.01778143407214997
traffic,E_MIXED,SIDE,P_LR_FIXED,41000,17,0.001,0.4010883874946094,0.3420267827047403,0.017908394060059847
traffic,E_MIXED,SIDE,P_LAST20,41000,20,0.001,0.4010249985948723,0.33968025371105837,0.01778143407214997
traffic,E_MIXED,SIDE,P_MAIN,41001,20,0.001,0.4018669461735642,0.337302281508135,0.017660733145277836
traffic,E_MIXED,SIDE,P_VFIXED,41001,16,0.001,0.4044139309381932,0.3405785145126068,0.017839440237589693
traffic,E_MIXED,SIDE,P_LR_FIXED,41001,20,0.001,0.4018669461735642,0.337302281508135,0.017660733145277836
traffic,E_MIXED,SIDE,P_LAST20,41001,20,0.001,0.4018669461735642,0.337302281508135,0.017660733145277836
traffic,E_MIXED,SIDE,P_MAIN,41002,18,0.001,0.4061764864525913,0.33977591125760703,0.017800205949705827
traffic,E_MIXED,SIDE,P_VFIXED,41002,19,0.001,0.40536548744337125,0.3420084333044443,0.017936137973599976
traffic,E_MIXED,SIDE,P_LR_FIXED,41002,18,0.001,0.4061764864525913,0.33977591125760703,0.017800205949705827
traffic,E_MIXED,SIDE,P_LAST20,41002,20,0.001,0.4071133801013374,0.34041986763492643,0.017840459520469615
traffic,E_MIXED,PRIOR,P_MAIN,41000,15,0.001,0.4057436314796097,0.3419723927270285,0.017885872442623768
traffic,E_MIXED,PRIOR,P_VFIXED,41000,18,0.001,0.4027332683619634,0.34042331551171173,0.017796598778528495
traffic,E_MIXED,PRIOR,P_LR_FIXED,41000,15,0.001,0.4057436314796097,0.3419723927270285,0.017885872442623768
traffic,E_MIXED,PRIOR,P_LAST20,41000,20,0.001,0.4021822301184038,0.337090507221936,0.017638928659367708
traffic,E_MIXED,PRIOR,P_MAIN,41001,20,0.001,0.4025100265750827,0.33628457340040163,0.017610746327029983
traffic,E_MIXED,PRIOR,P_VFIXED,41001,16,0.001,0.4042026475185936,0.34191313611346186,0.017900974988445104
traffic,E_MIXED,PRIOR,P_LR_FIXED,41001,20,0.001,0.4025100265750827,0.33628457340040163,0.017610746327029983
traffic,E_MIXED,PRIOR,P_LAST20,41001,20,0.001,0.4025100265750827,0.33628457340040163,0.017610746327029983
traffic,E_MIXED,PRIOR,P_MAIN,41002,20,0.001,0.40376032819062435,0.3398303182012195,0.017794023080551936
traffic,E_MIXED,PRIOR,P_VFIXED,41002,19,0.001,0.4014021674566758,0.34080994181412866,0.01785282606541122
traffic,E_MIXED,PRIOR,P_LR_FIXED,41002,20,0.001,0.40376032819062435,0.3398303182012195,0.017794023080551936
traffic,E_MIXED,PRIOR,P_LAST20,41002,20,0.001,0.40376032819062435,0.3398303182012195,0.017794023080551936
traffic,E_MIXED,SEASONAL_NAIVE,BASELINE,,0,,0.951668496046134,0.48109239269306203,0.02502657606932731
traffic,E_MIXED,LAST_VALUE,BASELINE,,0,,2.2623996562520743,1.0254811340208645,0.052427881823779596
traffic,E_MIXED,INIT,BASELINE,41000,0,,1.3025851195078286,0.7914648233655289,0.04075308264363363
traffic,E_MIXED,INIT,BASELINE,41001,0,,1.2954119830610424,0.7891129755460697,0.04061366065852842
traffic,E_MIXED,INIT,BASELINE,41002,0,,1.324718456700137,0.806588043693774,0.04153108974424645
