dataset,panel,arm,policy,seed,phase,origins,mse,mae
electricity,E_MIXED,LH,P_LR_FIXED,41000,19,2,0.24506947301826948,0.35846552490258904
electricity,E_MIXED,LH,P_LR_FIXED,41000,20,3,0.28474459543366853,0.3539481856548971
electricity,E_MIXED,LH,P_LR_FIXED,41000,21,2,0.31495493556871723,0.38707046212812435
electricity,E_MIXED,LH,P_LR_FIXED,41000,22,2,0.16694366385829906,0.29332265598939244
electricity,E_MIXED,LH,P_LR_FIXED,41000,23,2,0.23566727843686203,0.3215157488173853
electricity,E_MIXED,LH,P_LAST20,41000,0,3,0.23264500400573498,0.32503905137915956
electricity,E_MIXED,LH,P_LAST20,41000,1,2,0.24392026225980065,0.32663214399953233
electricity,E_MIXED,LH,P_LAST20,41000,2,2,0.3809482483564678,0.4344580517180816
electricity,E_MIXED,LH,P_LAST20,41000,3,2,0.17603034413818602,0.29100882406155887
electricity,E_MIXED,LH,P_LAST20,41000,4,3,0.35758508375338494,0.40063182076311915
electricity,E_MIXED,LH,P_LAST20,41000,5,2,0.24453747522804992,0.35174787510147354
electricity,E_MIXED,LH,P_LAST20,41000,6,2,0.27152094518972386,0.3547435185912491
electricity,E_MIXED,LH,P_LAST20,41000,7,2,0.17647488071858192,0.29347029263661284
electricity,E_MIXED,LH,P_LAST20,41000,8,3,0.2113378744458762,0.31745959646712485
electricity,E_MIXED,LH,P_LAST20,41000,9,2,0.3047144433169956,0.3803027322189673
electricity,E_MIXED,LH,P_LAST20,41000,10,2,0.1794311786890554,0.2899163248845772
electricity,E_MIXED,LH,P_LAST20,41000,11,2,0.2619078107140079,0.34633219736256393
electricity,E_MIXED,LH,P_LAST20,41000,12,3,0.3463215489582764,0.38293511532768004
electricity,E_MIXED,LH,P_LAST20,41000,13,2,0.29268930897145984,0.35935158101705156
electricity,E_MIXED,LH,P_LAST20,41000,14,2,0.32989463631140215,0.4003008729689791
electricity,E_MIXED,LH,P_LAST20,41000,15,2,0.23977962753540621,0.33005646418457013
electricity,E_MIXED,LH,P_LAST20,41000,16,3,0.29370472599332975,0.3608072121224003
electricity,E_MIXED,LH,P_LAST20,41000,17,2,0.4415056894548727,0.41222868896071674
electricity,E_MIXED,LH,P_LAST20,41000,18,2,0.19991621723073708,0.31158937561132893
electricity,E_MIXED,LH,P_LAST20,41000,19,2,0.2502003158095719,0.3642325776099966
electricity,E_MIXED,LH,P_LAST20,41000,20,3,0.2844174741910295,0.3535857594608589
electricity,E_MIXED,LH,P_LAST20,41000,21,2,0.3110290452784086,0.3856716507728706
electricity,E_MIXED,LH,P_LAST20,41000,22,2,0.16555162935456968,0.29150336296074164
electricity,E_MIXED,LH,P_LAST20,41000,23,2,0.23969500939821906,0.32410708744194494
electricity,E_MIXED,LH,P_MAIN,41001,0,3,0.26632032689311425,0.33978436816669777
electricity,E_MIXED,LH,P_MAIN,41001,1,2,0.2393127380412626,0.3240074147237758
electricity,E_MIXED,LH,P_MAIN,41001,2,2,0.37270137250806235,0.4300517468706744
electricity,E_MIXED,LH,P_MAIN,41001,3,2,0.17403469926579823,0.2899019641810696
electricity,E_MIXED,LH,P_MAIN,41001,4,3,0.351842782878802,0.39800401867969193
electricity,E_MIXED,LH,P_MAIN,41001,5,2,0.2555310688811203,0.35518036124224517
electricity,E_MIXED,LH,P_MAIN,41001,6,2,0.2856102298727252,0.363199282985003
electricity,E_MIXED,LH,P_MAIN,41001,7,2,0.17319505507131594,0.2879192709798323
electricity,E_MIXED,LH,P_MAIN,41001,8,3,0.21190757498914606,0.3156603079899393
electricity,E_MIXED,LH,P_MAIN,41001,9,2,0.29699272775859586,0.37718967852241525
electricity,E_MIXED,LH,P_MAIN,41001,10,2,0.19301829826057632,0.29420030078939396
electricity,E_MIXED,LH,P_MAIN,41001,11,2,0.25891809298768803,0.3420492611286908
electricity,E_MIXED,LH,P_MAIN,41001,12,3,0.3392033007960443,0.37837390947285915
electricity,E_MIXED,LH,P_MAIN,41001,13,2,0.28704906347969616,0.3537418038665123
electricity,E_MIXED,LH,P_MAIN,41001,14,2,0.322833439380097,0.39167024014305224
electricity,E_MIXED,LH,P_MAIN,41001,15,2,0.2335782040201519,0.32607306846042644
electricity,E_MIXED,LH,P_MAIN,41001,16,3,0.30334393853807035,0.36435419081008524
electricity,E_MIXED,LH,P_MAIN,41001,17,2,0.4326847668496431,0.40883099245721866
electricity,E_MIXED,LH,P_MAIN,41001,18,2,0.20241860563441966,0.3134074445842951
electricity,E_MIXED,LH,P_MAIN,41001,19,2,0.24680652733675817,0.3582761187824938
electricity,E_MIXED,LH,P_MAIN,41001,20,3,0.27951496051216396,0.3526446088804834
electricity,E_MIXED,LH,P_MAIN,41001,21,2,0.3216485606355739,0.3876181354592845
electricity,E_MIXED,LH,P_MAIN,41001,22,2,0.17086431471090807,0.2935333243886452
electricity,E_MIXED,LH,P_MAIN,41001,23,2,0.24346149759474367,0.32683969668883606
electricity,E_MIXED,LH,P_VFIXED,41001,0,3,0.26632032689311425,0.33978436816669777
electricity,E_MIXED,LH,P_VFIXED,41001,1,2,0.2393127380412626,0.3240074147237758
electricity,E_MIXED,LH,P_VFIXED,41001,2,2,0.37270137250806235,0.4300517468706744
electricity,E_MIXED,LH,P_VFIXED,41001,3,2,0.17403469926579823,0.2899019641810696
electricity,E_MIXED,LH,P_VFIXED,41001,4,3,0.351842782878802,0.39800401867969193
electricity,E_MIXED,LH,P_VFIXED,41001,5,2,0.2555310688811203,0.35518036124224517
electricity,E_MIXED,LH,P_VFIXED,41001,6,2,0.2856102298727252,0.363199282985003
electricity,E_MIXED,LH,P_VFIXED,41001,7,2,0.17319505507131594,0.2879192709798323
electricity,E_MIXED,LH,P_VFIXED,41001,8,3,0.21190757498914606,0.3156603079899393
electricity,E_MIXED,LH,P_VFIXED,41001,9,2,0.29699272775859586,0.37718967852241525
electricity,E_MIXED,LH,P_VFIXED,41001,10,2,0.19301829826057632,0.29420030078939396
electricity,E_MIXED,LH,P_VFIXED,41001,11,2,0.25891809298768803,0.3420492611286908
electricity,E_MIXED,LH,P_VFIXED,41001,12,3,0.3392033007960443,0.37837390947285915
electricity,E_MIXED,LH,P_VFIXED,41001,13,2,0.28704906347969616,0.3537418038665123
electricity,E_MIXED,LH,P_VFIXED,41001,14,2,0.322833439380097,0.39167024014305224
electricity,E_MIXED,LH,P_VFIXED,41001,15,2,0.2335782040201519,0.32607306846042644
electricity,E_MIXED,LH,P_VFIXED,41001,16,3,0.30334393853807035,0.36435419081008524
electricity,E_MIXED,LH,P_VFIXED,41001,17,2,0.4326847668496431,0.40883099245721866
electricity,E_MIXED,LH,P_VFIXED,41001,18,2,0.20241860563441966,0.3134074445842951
electricity,E_MIXED,LH,P_VFIXED,41001,19,2,0.24680652733675817,0.3582761187824938
electricity,E_MIXED,LH,P_VFIXED,41001,20,3,0.27951496051216396,0.3526446088804834
electricity,E_MIXED,LH,P_VFIXED,41001,21,2,0.3216485606355739,0.3876181354592845
electricity,E_MIXED,LH,P_VFIXED,41001,22,2,0.17086431471090807,0.2935333243886452
electricity,E_MIXED,LH,P_VFIXED,41001,23,2,0.24346149759474367,0.32683969668883606
electricity,E_MIXED,LH,P_LR_FIXED,41001,0,3,0.26632032689311425,0.33978436816669777
electricity,E_MIXED,LH,P_LR_FIXED,41001,1,2,0.2393127380412626,0.3240074147237758
electricity,E_MIXED,LH,P_LR_FIXED,41001,2,2,0.37270137250806235,0.4300517468706744
electricity,E_MIXED,LH,P_LR_FIXED,41001,3,2,0.17403469926579823,0.2899019641810696
electricity,E_MIXED,LH,P_LR_FIXED,41001,4,3,0.351842782878802,0.39800401867969193
electricity,E_MIXED,LH,P_LR_FIXED,41001,5,2,0.2555310688811203,0.35518036124224517
electricity,E_MIXED,LH,P_LR_FIXED,41001,6,2,0.2856102298727252,0.363199282985003
electricity,E_MIXED,LH,P_LR_FIXED,41001,7,2,0.17319505507131594,0.2879192709798323
electricity,E_MIXED,LH,P_LR_FIXED,41001,8,3,0.21190757498914606,0.3156603079899393
electricity,E_MIXED,LH,P_LR_FIXED,41001,9,2,0.29699272775859586,0.37718967852241525
electricity,E_MIXED,LH,P_LR_FIXED,41001,10,2,0.19301829826057632,0.29420030078939396
electricity,E_MIXED,LH,P_LR_FIXED,41001,11,2,0.25891809298768803,0.3420492611286908
electricity,E_MIXED,LH,P_LR_FIXED,41001,12,3,0.3392033007960443,0.37837390947285915
electricity,E_MIXED,LH,P_LR_FIXED,41001,13,2,0.28704906347969616,0.3537418038665123
electricity,E_MIXED,LH,P_LR_FIXED,41001,14,2,0.322833439380097,0.39167024014305224
electricity,E_MIXED,LH,P_LR_FIXED,41001,15,2,0.2335782040201519,0.32607306846042644
electricity,E_MIXED,LH,P_LR_FIXED,41001,16,3,0.30334393853807035,0.36435419081008524
electricity,E_MIXED,LH,P_LR_FIXED,41001,17,2,0.4326847668496431,0.40883099245721866
electricity,E_MIXED,LH,P_LR_FIXED,41001,18,2,0.20241860563441966,0.3134074445842951
electricity,E_MIXED,LH,P_LR_FIXED,41001,19,2,0.24680652733675817,0.3582761187824938
electricity,E_MIXED,LH,P_LR_FIXED,41001,20,3,0.27951496051216396,0.3526446088804834
electricity,E_MIXED,LH,P_LR_FIXED,41001,21,2,0.3216485606355739,0.3876181354592845
electricity,E_MIXED,LH,P_LR_FIXED,41001,22,2,0.17086431471090807,0.2935333243886452
electricity,E_MIXED,LH,P_LR_FIXED,41001,23,2,0.24346149759474367,0.32683969668883606
electricity,E_MIXED,LH,P_LAST20,41001,0,3,0.26632032689311425,0.33978436816669777
electricity,E_MIXED,LH,P_LAST20,41001,1,2,0.2393127380412626,0.3240074147237758
electricity,E_MIXED,LH,P_LAST20,41001,2,2,0.37270137250806235,0.4300517468706744
electricity,E_MIXED,LH,P_LAST20,41001,3,2,0.17403469926579823,0.2899019641810696
electricity,E_MIXED,LH,P_LAST20,41001,4,3,0.351842782878802,0.39800401867969193
electricity,E_MIXED,LH,P_LAST20,41001,5,2,0.2555310688811203,0.35518036124224517
electricity,E_MIXED,LH,P_LAST20,41001,6,2,0.2856102298727252,0.363199282985003
electricity,E_MIXED,LH,P_LAST20,41001,7,2,0.17319505507131594,0.2879192709798323
electricity,E_MIXED,LH,P_LAST20,41001,8,3,0.21190757498914606,0.3156603079899393
electricity,E_MIXED,LH,P_LAST20,41001,9,2,0.29699272775859586,0.37718967852241525
electricity,E_MIXED,LH,P_LAST20,41001,10,2,0.19301829826057632,0.29420030078939396
electricity,E_MIXED,LH,P_LAST20,41001,11,2,0.25891809298768803,0.3420492611286908
electricity,E_MIXED,LH,P_LAST20,41001,12,3,0.3392033007960443,0.37837390947285915
electricity,E_MIXED,LH,P_LAST20,41001,13,2,0.28704906347969616,0.3537418038665123
electricity,E_MIXED,LH,P_LAST20,41001,14,2,0.322833439380097,0.39167024014305224
electricity,E_MIXED,LH,P_LAST20,41001,15,2,0.2335782040201519,0.32607306846042644
electricity,E_MIXED,LH,P_LAST20,41001,16,3,0.30334393853807035,0.36435419081008524
electricity,E_MIXED,LH,P_LAST20,41001,17,2,0.4326847668496431,0.40883099245721866
electricity,E_MIXED,LH,P_LAST20,41001,18,2,0.20241860563441966,0.3134074445842951
electricity,E_MIXED,LH,P_LAST20,41001,19,2,0.24680652733675817,0.3582761187824938
electricity,E_MIXED,LH,P_LAST20,41001,20,3,0.27951496051216396,0.3526446088804834
electricity,E_MIXED,LH,P_LAST20,41001,21,2,0.3216485606355739,0.3876181354592845
electricity,E_MIXED,LH,P_LAST20,41001,22,2,0.17086431471090807,0.2935333243886452
electricity,E_MIXED,LH,P_LAST20,41001,23,2,0.24346149759474367,0.32683969668883606
electricity,E_MIXED,LH,P_MAIN,41002,0,3,0.24093814013405368,0.3284335580043616
electricity,E_MIXED,LH,P_MAIN,41002,1,2,0.26026690308486894,0.3378820346623333
electricity,E_MIXED,LH,P_MAIN,41002,2,2,0.36554415979996335,0.42514147089751
electricity,E_MIXED,LH,P_MAIN,41002,3,2,0.1786405008427845,0.29514479362912505
electricity,E_MIXED,LH,P_MAIN,41002,4,3,0.33251574063602174,0.3864322320145956
electricity,E_MIXED,LH,P_MAIN,41002,5,2,0.23650628380257888,0.3479688327930977
electricity,E_MIXED,LH,P_MAIN,41002,6,2,0.2772676904662258,0.35616965935234174
electricity,E_MIXED,LH,P_MAIN,41002,7,2,0.16203679376215932,0.2809497181864913
electricity,E_MIXED,LH,P_MAIN,41002,8,3,0.21062344366511107,0.3153174406324979
electricity,E_MIXED,LH,P_MAIN,41002,9,2,0.3116990088547239,0.3892488964022386
electricity,E_MIXED,LH,P_MAIN,41002,10,2,0.186677213236949,0.2927693568219354
electricity,E_MIXED,LH,P_MAIN,41002,11,2,0.25751876798577356,0.3403283697521691
electricity,E_MIXED,LH,P_MAIN,41002,12,3,0.3365564427004688,0.37514433453919893
electricity,E_MIXED,LH,P_MAIN,41002,13,2,0.2889987895505557,0.3529355262394537
electricity,E_MIXED,LH,P_MAIN,41002,14,2,0.3220512330846904,0.39091000719314195
electricity,E_MIXED,LH,P_MAIN,41002,15,2,0.22423010244230485,0.3199188531050273
electricity,E_MIXED,LH,P_MAIN,41002,16,3,0.2918737080370324,0.35809514133913156
electricity,E_MIXED,LH,P_MAIN,41002,17,2,0.44331686145325205,0.41681269535130383
electricity,E_MIXED,LH,P_MAIN,41002,18,2,0.19517730836393782,0.3090826220271339
electricity,E_MIXED,LH,P_MAIN,41002,19,2,0.232399988745238,0.3477066988710315
electricity,E_MIXED,LH,P_MAIN,41002,20,3,0.28041191374412233,0.35422029919851006
electricity,E_MIXED,LH,P_MAIN,41002,21,2,0.3323171335078443,0.39426459155614424
electricity,E_MIXED,LH,P_MAIN,41002,22,2,0.167360809703909,0.29320949903215165
electricity,E_MIXED,LH,P_MAIN,41002,23,2,0.23183714141513864,0.31912409153599697
electricity,E_MIXED,LH,P_VFIXED,41002,0,3,0.23530614575768682,0.3261158271296709
electricity,E_MIXED,LH,P_VFIXED,41002,1,2,0.2548239782065611,0.33570823037774267
electricity,E_MIXED,LH,P_VFIXED,41002,2,2,0.3680107193065726,0.4274771201685515
electricity,E_MIXED,LH,P_VFIXED,41002,3,2,0.1792868690825008,0.29556389827092744
electricity,E_MIXED,LH,P_VFIXED,41002,4,3,0.3382627624313621,0.3900646241394222
electricity,E_MIXED,LH,P_VFIXED,41002,5,2,0.23766835030639044,0.3471605407415339
electricity,E_MIXED,LH,P_VFIXED,41002,6,2,0.27057073894608386,0.35292359279439245
electricity,E_MIXED,LH,P_VFIXED,41002,7,2,0.16164374685078303,0.28161182790608075
electricity,E_MIXED,LH,P_VFIXED,41002,8,3,0.21275246753021204,0.3172468254732874
electricity,E_MIXED,LH,P_VFIXED,41002,9,2,0.3078330243997398,0.3838162832273871
electricity,E_MIXED,LH,P_VFIXED,41002,10,2,0.1873619389984319,0.29234759677063005
electricity,E_MIXED,LH,P_VFIXED,41002,11,2,0.25519042040284057,0.3391440396501153
electricity,E_MIXED,LH,P_VFIXED,41002,12,3,0.3361441930497051,0.3735580646861965
electricity,E_MIXED,LH,P_VFIXED,41002,13,2,0.28415910334070027,0.3519882742626237
electricity,E_MIXED,LH,P_VFIXED,41002,14,2,0.3223375515380662,0.3922933002569996
electricity,E_MIXED,LH,P_VFIXED,41002,15,2,0.2285039408880627,0.32216888849180236
electricity,E_MIXED,LH,P_VFIXED,41002,16,3,0.2893853808694434,0.35688760003239395
electricity,E_MIXED,LH,P_VFIXED,41002,17,2,0.44008581844181216,0.41594894939271165
electricity,E_MIXED,LH,P_VFIXED,41002,18,2,0.19759376512812177,0.3101115479006419
electricity,E_MIXED,LH,P_VFIXED,41002,19,2,0.23384343043445077,0.34829931949420734
electricity,E_MIXED,LH,P_VFIXED,41002,20,3,0.27660370299230375,0.35214109589029857
electricity,E_MIXED,LH,P_VFIXED,41002,21,2,0.31875141332001544,0.3875874724383289
electricity,E_MIXED,LH,P_VFIXED,41002,22,2,0.1713693186060793,0.29681541910468684
electricity,E_MIXED,LH,P_VFIXED,41002,23,2,0.23269380647973137,0.3177312253158391
electricity,E_MIXED,LH,P_LR_FIXED,41002,0,3,0.24093814013405368,0.3284335580043616
electricity,E_MIXED,LH,P_LR_FIXED,41002,1,2,0.26026690308486894,0.3378820346623333
electricity,E_MIXED,LH,P_LR_FIXED,41002,2,2,0.36554415979996335,0.42514147089751
electricity,E_MIXED,LH,P_LR_FIXED,41002,3,2,0.1786405008427845,0.29514479362912505
electricity,E_MIXED,LH,P_LR_FIXED,41002,4,3,0.33251574063602174,0.3864322320145956
electricity,E_MIXED,LH,P_LR_FIXED,41002,5,2,0.23650628380257888,0.3479688327930977
electricity,E_MIXED,LH,P_LR_FIXED,41002,6,2,0.2772676904662258,0.35616965935234174
electricity,E_MIXED,LH,P_LR_FIXED,41002,7,2,0.16203679376215932,0.2809497181864913
electricity,E_MIXED,LH,P_LR_FIXED,41002,8,3,0.21062344366511107,0.3153174406324979
electricity,E_MIXED,LH,P_LR_FIXED,41002,9,2,0.3116990088547239,0.3892488964022386
electricity,E_MIXED,LH,P_LR_FIXED,41002,10,2,0.186677213236949,0.2927693568219354
electricity,E_MIXED,LH,P_LR_FIXED,41002,11,2,0.25751876798577356,0.3403283697521691
electricity,E_MIXED,LH,P_LR_FIXED,41002,12,3,0.3365564427004688,0.37514433453919893
electricity,E_MIXED,LH,P_LR_FIXED,41002,13,2,0.2889987895505557,0.3529355262394537
