fit,dataset,arm,seed,lr,epoch,mse,mae
01_traffic_SIDE_41000_0.0003,traffic,SIDE,41000,0.0003,13,0.3120425101955709,0.30325229593915426
01_traffic_SIDE_41000_0.0003,traffic,SIDE,41000,0.0003,14,0.3118074511710517,0.3009569750983099
01_traffic_SIDE_41000_0.0003,traffic,SIDE,41000,0.0003,15,0.30926614656412177,0.3033119624708627
01_traffic_SIDE_41000_0.0003,traffic,SIDE,41000,0.0003,16,0.31090916647118993,0.30201168870414385
01_traffic_SIDE_41000_0.0003,traffic,SIDE,41000,0.0003,17,0.30928222803376104,0.301434041212824
01_traffic_SIDE_41000_0.0003,traffic,SIDE,41000,0.0003,18,0.3097708495675041,0.30251270214516746
01_traffic_SIDE_41000_0.0003,traffic,SIDE,41000,0.0003,19,0.3093388152237124,0.29996381381726245
01_traffic_SIDE_41000_0.0003,traffic,SIDE,41000,0.0003,20,0.30962285851148696,0.3004001742100185
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,0,0.8585666340216902,0.7106401899096901
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,1,0.3375275131251003,0.4045671279014086
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,2,0.31146558044782846,0.3833920343780861
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,3,0.3072426034630228,0.3809396928045071
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,4,0.29384619202977513,0.37182505581655634
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,5,0.3036390408517095,0.3779350610044762
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,6,0.29213477861923604,0.36995779922480454
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,7,0.2896672348798911,0.36793580161051376
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,8,0.28399834060946816,0.36342966489079476
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,9,0.28380230814110774,0.36331672838332135
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,10,0.2862186724667978,0.36859734997447674
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,11,0.2791843172482043,0.3597768812265312
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,12,0.2814877520728184,0.3620521714775483
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,13,0.27980493670454354,0.36029981469979167
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,14,0.2799718105565016,0.36008871683747373
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,15,0.27908250692714065,0.3594127765775399
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,16,0.2789378954419155,0.36034452396425737
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,17,0.2776797444606297,0.3586066724027229
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,18,0.2770065306351992,0.3582499936128667
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,19,0.2777901896062661,0.3592537479314597
02_electricity_SIDE_41000_0.0003,electricity,SIDE,41000,0.0003,20,0.2780778674989478,0.35967066883712406
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,0,0.8755940051729646,0.7228060281690062
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,1,0.3337650045491601,0.39879399865096776
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,2,0.31422165964707915,0.3859437243541503
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,3,0.2915919754973958,0.36861108797188613
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,4,0.2930217463499679,0.37083412984643394
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,5,0.29057346145021545,0.36749387351426677
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,6,0.28141478172263307,0.3606424969507379
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,7,0.279652174945824,0.3600947320264587
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,8,0.2789604912618707,0.359787270063985
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,9,0.27918658575202226,0.36044713077568336
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,10,0.2747814089744279,0.35626183805733247
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,11,0.27491517449624503,0.35638123083051043
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,12,0.2735281431131084,0.3540607019322927
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,13,0.2719148762892158,0.35320509607540673
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,14,0.2742800047001978,0.3555970508172902
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,15,0.27213229377902215,0.35357613272949395
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,16,0.2716663326462232,0.3528929778183314
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,17,0.27030759085675904,0.35133945470777145
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,18,0.2719507658305613,0.35354883376120383
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,19,0.2709074509959871,0.3525503771968074
03_electricity_LH_41002_0.0003,electricity,LH,41002,0.0003,20,0.2725551871977321,0.35406414171822714
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,0,1.0161203783854103,0.7244164396761668
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,1,0.4256393911424864,0.3792558239685271
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,2,0.3547328001634622,0.33835187078144785
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,3,0.3432803210320001,0.32543197117546063
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,4,0.3278805037752655,0.31935144530931747
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,5,0.3250548440377549,0.3171615990256449
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,6,0.3135041401088292,0.2997137975523365
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,7,0.3125003453761549,0.3013194779279198
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,8,0.30889631856391375,0.29733257968340465
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,9,0.3078361591502226,0.29582194818145613
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,10,0.30675101210085354,0.29699366539579153
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,11,0.3031673136967271,0.29162120831432964
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,12,0.30262944267567427,0.2930736859786769
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,13,0.30013326052962597,0.2891642488098697
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,14,0.3007329470438591,0.2880784000535961
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,15,0.29776565714690195,0.2884273055631564
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,16,0.2992305095336414,0.2874240474382976
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,17,0.29773457387037117,0.2869137447508662
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,18,0.2975206501055721,0.28741445544896943
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,19,0.29638111069999595,0.28493671112891317
04_traffic_LH_41000_0.0003,traffic,LH,41000,0.0003,20,0.29678466546759036,0.28583856617046394
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,0,1.0161203783854103,0.7244164396761668
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,1,0.39338483284355386,0.3643909391482074
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,2,0.3560648432147614,0.342233533174511
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,3,0.3371928716125864,0.3277180029429199
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,4,0.33063372085197473,0.32344832552029984
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,5,0.33187029605290685,0.33018836802804696
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,6,0.3085030837889363,0.29916560347191634
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,7,0.3033708836716015,0.29679604376089325
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,8,0.3011283972829328,0.2938569493566865
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,9,0.3035138632552428,0.3003032562883873
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,10,0.30415027268740674,0.29970597806746824
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,11,0.293595469225646,0.2864972451899668
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,12,0.2939191122840946,0.28801219169697834
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,13,0.29149297246636335,0.2868321218094098
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,14,0.2939098029342849,0.2816590946783978
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,15,0.2882860798007717,0.2839874546053158
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,16,0.28872723432046266,0.28034120704616733
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,17,0.28757057053344864,0.28165592471539036
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,18,0.2864719181442703,0.27945332901419734
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,19,0.2864831723391686,0.27751486583674767
05_traffic_LH_41000_0.001,traffic,LH,41000,0.001,20,0.28641155254678874,0.27933708066229623
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,0,1.0161203783854103,0.7244164396761668
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,1,0.3995360266205185,0.37083212225183504
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,2,0.3660692156028212,0.35247856823197476
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,3,0.3426389907636138,0.331095721145061
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,4,0.35692199988147355,0.35094111340417833
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,5,0.3390494251471665,0.34024340100236394
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,6,0.3163451765061397,0.31121296589844927
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,7,0.31572282015578423,0.3095648427488662
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,8,0.31703555235199915,0.3108310349394931
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,9,0.3164069340164867,0.31277670343578906
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,10,0.3099804349519375,0.3083135344341142
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,11,0.30756683099436544,0.303674000315472
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,12,0.3076101708034511,0.3035301977135375
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,13,0.30295111369792793,0.29754963391992095
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,14,0.3089770397776372,0.3016276715706282
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,15,0.302539422002428,0.30406071615699465
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,16,0.3038612398415271,0.3005575435630986
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,17,0.3004880904949717,0.3005759595147067
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,18,0.3022267936998194,0.29999550948008485
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,19,0.3010734388004699,0.2972062094732584
06_traffic_SIDE_41000_0.001,traffic,SIDE,41000,0.001,20,0.30112634833192686,0.2986948806086964
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,0,0.8755940051729646,0.7228060281690062
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,1,0.3362104115938389,0.4007602332390586
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,2,0.314427332933059,0.38583158901466097
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,3,0.29565646513284577,0.372014977528619
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,4,0.2987372408342551,0.3738264320506083
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,5,0.29790954736343966,0.373502577507574
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,6,0.28862522419457903,0.365730831468677
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,7,0.2845040216539607,0.3630702105950284
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,8,0.285655428301981,0.3643505219491294
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,9,0.28607863400626365,0.36524072025771426
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,10,0.28468980858618503,0.3645685910202219
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,11,0.28221581828789566,0.3618488550154694
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,12,0.27937155487770254,0.3589589329442572
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,13,0.27669587135591645,0.35686286193099664
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,14,0.279721871066155,0.3595693192604186
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,15,0.2786358970132756,0.35850369992879694
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,16,0.27815464064819384,0.35813013989205145
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,17,0.27638989012119686,0.3561948476322945
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,18,0.27887524497340976,0.3591417896076979
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,19,0.27805214148799196,0.35814644201659573
07_electricity_PRIOR_41002_0.0003,electricity,PRIOR,41002,0.0003,20,0.2806624299495454,0.36085823651468996
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,0,0.8607080145556054,0.7126718935230952
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,1,0.32948796060155444,0.39726019239838073
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,2,0.3153567251594399,0.3876324062116201
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,3,0.3080447092245495,0.3812150722801839
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,4,0.29925988049457464,0.37459807647155896
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,5,0.2928684389673364,0.3696633378778739
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,6,0.2908024453448671,0.36895218918499106
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,7,0.28775416418341065,0.3674765246290069
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,8,0.2813770418075209,0.36170468576074727
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,9,0.28529547687033247,0.36421656694212573
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,10,0.28363840417583586,0.363853673167705
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,11,0.2843380380285408,0.3635338295069311
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,12,0.2812984655392686,0.36121097938713603
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,13,0.28155372345843405,0.3612448828312515
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,14,0.2805425893946521,0.3614173286986089
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,15,0.2780799755517698,0.358915649596935
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,16,0.27855807847534464,0.3590777427830819
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,17,0.2781801686197186,0.3589464317206583
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,18,0.2822191743690193,0.36271290305879755
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,19,0.27933149138874797,0.35995350602970966
08_electricity_SIDE_41001_0.0003,electricity,SIDE,41001,0.0003,20,0.2772376087432731,0.35767087448292534
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,0,0.8607080145556054,0.7126718935230952
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,1,0.31913811238557144,0.3889351382632622
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,2,0.31360779728786486,0.3877400768818173
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,3,0.3079175708016199,0.3843460377456929
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,4,0.29820693534403475,0.3750839593096697
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,5,0.2907901807715691,0.3702069644697286
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,6,0.27969805070755416,0.3599061462985174
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,7,0.2826015552257506,0.36498140514063915
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,8,0.2784016110360728,0.3604926176485823
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,9,0.2835622071754216,0.36363910588601916
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,10,0.2831266419088313,0.3659149319423508
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,11,0.28313006855061507,0.36389609645755383
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,12,0.2784965412140883,0.3602161532350484
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,13,0.28193324141648485,0.3635601908398376
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,14,0.27638580009432223,0.3586216484575717
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,15,0.2804612127253364,0.3625918418437625
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,16,0.277289618442132,0.3583992530332153
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,17,0.2771763134582246,0.3595549810160248
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,18,0.28177627052864246,0.3629547699033239
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,19,0.27728848374103165,0.35872514901296704
09_electricity_SIDE_41001_0.001,electricity,SIDE,41001,0.001,20,0.2748321437223793,0.3559144980192075
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,0,1.0161203783854103,0.7244164396761668
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,1,0.454451802962609,0.3980856170286759
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,2,0.37711422577420384,0.3527334375587129
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,3,0.3522152756826608,0.33602387635172776
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,4,0.33922290880094175,0.3292692970995873
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,5,0.336512070199624,0.32847768851899195
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,6,0.3226922656573068,0.3120717182524974
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,7,0.32036213299935934,0.3110391461934505
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,8,0.3181161855521496,0.30934301624083355
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,9,0.31683333798542623,0.30566178654788
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,10,0.31870731713195777,0.3111447793098959
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,11,0.31280864684217263,0.3036295342557368
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,12,0.3119046533735741,0.3029295276631129
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,13,0.3115157076562856,0.30162728328239574
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,14,0.31064091960244944,0.29989319634299605
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,15,0.30826096939824876,0.30236630314716484
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,16,0.30959949073510706,0.3000405576486743
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,17,0.3078031789494766,0.2999223431113429
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,18,0.30858869471645445,0.3010681259319329
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,19,0.3079564189568412,0.2986425197721465
10_traffic_PRIOR_41000_0.0003,traffic,PRIOR,41000,0.0003,20,0.308732064852736,0.29913524257827295
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,0,0.8585666340216902,0.7106401899096901
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,1,0.330870327417252,0.39789691949906425
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,2,0.306970202770999,0.3800868201539429
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,3,0.2996677632458422,0.3751784659590237
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,4,0.29180432321979227,0.370066727170026
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,5,0.29443781720626266,0.3704173002503369
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,6,0.28315301202820453,0.36186391305741883
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,7,0.2818333767610802,0.3609050536137976
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,8,0.2787174398883499,0.35796852250568056
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,9,0.2795145753447902,0.35895419438973575
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,10,0.2766947759587324,0.35858713546042126
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,11,0.27450044402545015,0.35538367414468375
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,12,0.274511882064868,0.35501533310959743
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,13,0.27428789809833753,0.3542751459204358
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,14,0.27338367867192226,0.3538728544562791
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,15,0.27362299890581443,0.3539362938891848
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,16,0.2728432841715626,0.3538483784518186
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,17,0.27165484724916333,0.35266519864728885
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,18,0.27108542230904864,0.3518479162681126
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,19,0.27194551121905886,0.35266171948712133
11_electricity_LH_41000_0.0003,electricity,LH,41000,0.0003,20,0.2726604969098553,0.35392497228814834
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,0,0.8607080145556054,0.7126718935230952
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,1,0.3186960211273073,0.3884932340989795
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,2,0.3097410957290118,0.3850423553698185
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,3,0.304628365138048,0.38092387785735615
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,4,0.29713244667382693,0.37388125043056775
12_electricity_PRIOR_41001_0.001,electricity,PRIOR,41001,0.001,5,0.2946570155815852,0.37120939261351316
