panel,kind,condition,seed,new,baseline,new_nmae,baseline_nmae,gain_pct
electricity,shape,STEP12_D63,81552,C3_W_RECENCY_G,C3,0.21724546427471553,0.21722091871764349,-0.011299812751430771
electricity,shape,STEP12_D63,81552,RECENCY_W_C3_G,M_RECENCY,0.21631665404001538,0.21628979809483417,-0.012416649059621143
electricity,shape,STEP12_D63,81552,C3,RECENCY_W_C3_G,0.21722091871764349,0.21631665404001538,-0.41802822886711777
electricity,shape,STEP12_D63,81552,C3_W_RECENCY_G,M_RECENCY,0.21724546427471553,0.21628979809483417,-0.44184524110670864
electricity,shape,STEP12_D63,81553,C2,C0,0.22427806795008892,0.23310435890064282,3.786411799496192
electricity,shape,STEP12_D63,81553,C3,C0,0.2253083832279864,0.23310435890064282,3.3444143684929206
electricity,shape,STEP12_D63,81553,C3,C2,0.2253083832279864,0.22427806795008892,-0.45939190011516917
electricity,shape,STEP12_D63,81553,C3,M_MEAN,0.2253083832279864,0.2254130897131788,0.04645093385021726
electricity,shape,STEP12_D63,81553,C3,M_ROTATE16,0.2253083832279864,0.22405184005968382,-0.5608269800274179
electricity,shape,STEP12_D63,81553,C3,M_RECENCY,0.2253083832279864,0.22534971974793902,0.018343275509213885
electricity,shape,STEP12_D63,81553,C3_W_RECENCY_G,C3,0.22537494808745526,0.2253083832279864,-0.02954388936406982
electricity,shape,STEP12_D63,81553,RECENCY_W_C3_G,M_RECENCY,0.22535229249447977,0.22534971974793902,-0.0011416684003950905
electricity,shape,STEP12_D63,81553,C3,RECENCY_W_C3_G,0.2253083832279864,0.22535229249447977,0.019484721458706833
electricity,shape,STEP12_D63,81553,C3_W_RECENCY_G,M_RECENCY,0.22537494808745526,0.22534971974793902,-0.011195194537827469
electricity,shape,STEP6_D17,81551,C2,C0,0.24243372337926056,0.23937226195339445,-1.2789541281362782
electricity,shape,STEP6_D17,81551,C3,C0,0.2390200029959951,0.23937226195339445,0.14715947224825943
electricity,shape,STEP6_D17,81551,C3,C2,0.2390200029959951,0.24243372337926056,1.4081045886199073
electricity,shape,STEP6_D17,81551,C3,M_MEAN,0.2390200029959951,0.2429235181013145,1.606890570262276
electricity,shape,STEP6_D17,81551,C3,M_ROTATE16,0.2390200029959951,0.24303683642285837,1.652767327778415
electricity,shape,STEP6_D17,81551,C3,M_RECENCY,0.2390200029959951,0.2398745604705414,0.3562518146442817
electricity,shape,STEP6_D17,81551,C3_W_RECENCY_G,C3,0.23925690202534494,0.2390200029959951,-0.09911263759536659
electricity,shape,STEP6_D17,81551,RECENCY_W_C3_G,M_RECENCY,0.2397652408320014,0.2398745604705414,0.04557366914005323
electricity,shape,STEP6_D17,81551,C3,RECENCY_W_C3_G,0.2390200029959951,0.2397652408320014,0.31081979749035815
electricity,shape,STEP6_D17,81551,C3_W_RECENCY_G,M_RECENCY,0.23925690202534494,0.2398745604705414,0.2574922676188973
electricity,shape,STEP6_D17,81552,C2,C0,0.2350108337583387,0.24596103995155694,4.452008413761355
electricity,shape,STEP6_D17,81552,C3,C0,0.23467418497546277,0.24596103995155694,4.588879189288331
electricity,shape,STEP6_D17,81552,C3,C2,0.23467418497546277,0.2350108337583387,0.1432481973244304
electricity,shape,STEP6_D17,81552,C3,M_MEAN,0.23467418497546277,0.2342123286770053,-0.19719555373807207
electricity,shape,STEP6_D17,81552,C3,M_ROTATE16,0.23467418497546277,0.2348464163082545,0.07333785863083975
electricity,shape,STEP6_D17,81552,C3,M_RECENCY,0.23467418497546277,0.23562777983439107,0.4047039188666668
electricity,shape,STEP6_D17,81552,C3_W_RECENCY_G,C3,0.23463670879401827,0.23467418497546277,0.015969452050479394
electricity,shape,STEP6_D17,81552,RECENCY_W_C3_G,M_RECENCY,0.23573942501817624,0.23562777983439107,-0.04738201236866857
electricity,shape,STEP6_D17,81552,C3,RECENCY_W_C3_G,0.23467418497546277,0.23573942501817624,0.4518718252711995
electricity,shape,STEP6_D17,81552,C3_W_RECENCY_G,M_RECENCY,0.23463670879401827,0.23562777983439107,0.4206087419188709
electricity,shape,STEP6_D17,81553,C2,C0,0.2347471649362602,0.2396497672722446,2.0457363225456437
electricity,shape,STEP6_D17,81553,C3,C0,0.23448291327372364,0.2396497672722446,2.1560020931092216
electricity,shape,STEP6_D17,81553,C3,C2,0.23448291327372364,0.2347471649362602,0.11256862787173416
electricity,shape,STEP6_D17,81553,C3,M_MEAN,0.23448291327372364,0.23466807229333003,0.07890251869242526
electricity,shape,STEP6_D17,81553,C3,M_ROTATE16,0.23448291327372364,0.23453895017061416,0.023892362803601408
electricity,shape,STEP6_D17,81553,C3,M_RECENCY,0.23448291327372364,0.2344721491742149,-0.004590779564495051
electricity,shape,STEP6_D17,81553,C3_W_RECENCY_G,C3,0.23463922774826645,0.23448291327372364,-0.06666348194008798
electricity,shape,STEP6_D17,81553,RECENCY_W_C3_G,M_RECENCY,0.23445609278778254,0.2344721491742149,0.006847886407368442
electricity,shape,STEP6_D17,81553,C3,RECENCY_W_C3_G,0.23448291327372364,0.23445609278778254,-0.011439449332373286
electricity,shape,STEP6_D17,81553,C3_W_RECENCY_G,M_RECENCY,0.23463922774826645,0.2344721491742149,-0.0712573218780932
electricity,shape,STEP6_D63,81551,C2,C0,0.1967281127899064,0.20223268501427116,2.7219003812248843
electricity,shape,STEP6_D63,81551,C3,C0,0.19716696559272234,0.20223268501427116,2.5048964865354684
electricity,shape,STEP6_D63,81551,C3,C2,0.19716696559272234,0.1967281127899064,-0.2230757956208418
electricity,shape,STEP6_D63,81551,C3,M_MEAN,0.19716696559272234,0.19667034500071054,-0.2525142222179033
electricity,shape,STEP6_D63,81551,C3,M_ROTATE16,0.19716696559272234,0.19691540755204032,-0.12774929286096803
electricity,shape,STEP6_D63,81551,C3,M_RECENCY,0.19716696559272234,0.19691469946154874,-0.12810934473830304
electricity,shape,STEP6_D63,81551,C3_W_RECENCY_G,C3,0.19717010564453144,0.19716696559272234,-0.0015925851471365604
electricity,shape,STEP6_D63,81551,RECENCY_W_C3_G,M_RECENCY,0.19687658336846872,0.19691469946154874,0.019356651983948314
electricity,shape,STEP6_D63,81551,C3,RECENCY_W_C3_G,0.19716696559272234,0.19687658336846872,-0.14749454672837725
electricity,shape,STEP6_D63,81551,C3_W_RECENCY_G,M_RECENCY,0.19717010564453144,0.19691469946154874,-0.12970397013585266
electricity,shape,STEP6_D63,81552,C2,C0,0.19111792856763243,0.1907568513860215,-0.18928661224348886
electricity,shape,STEP6_D63,81552,C3,C0,0.19436920089812962,0.1907568513860215,-1.8936931941689883
electricity,shape,STEP6_D63,81552,C3,C2,0.19436920089812962,0.19111792856763243,-1.7011864637004104
electricity,shape,STEP6_D63,81552,C3,M_MEAN,0.19436920089812962,0.19130328617588682,-1.6026461351134058
electricity,shape,STEP6_D63,81552,C3,M_ROTATE16,0.19436920089812962,0.19134418486421828,-1.5809291701537553
electricity,shape,STEP6_D63,81552,C3,M_RECENCY,0.19436920089812962,0.1939781664401588,-0.2015868410074173
electricity,shape,STEP6_D63,81552,C3_W_RECENCY_G,C3,0.19443381508670057,0.19436920089812962,-0.033243018066841934
electricity,shape,STEP6_D63,81552,RECENCY_W_C3_G,M_RECENCY,0.19380496221154483,0.1939781664401588,0.08929057934332629
electricity,shape,STEP6_D63,81552,C3,RECENCY_W_C3_G,0.19436920089812962,0.19380496221154483,-0.29113737860277933
electricity,shape,STEP6_D63,81552,C3_W_RECENCY_G,M_RECENCY,0.19443381508670057,0.1939781664401588,-0.2348968726242351
electricity,shape,STEP6_D63,81553,C2,C0,0.1956705067313142,0.20004655810225097,2.187516452395055
electricity,shape,STEP6_D63,81553,C3,C0,0.1966126863985462,0.20004655810225097,1.7165362584991795
electricity,shape,STEP6_D63,81553,C3,C2,0.1966126863985462,0.1956705067313142,-0.48151337826591867
electricity,shape,STEP6_D63,81553,C3,M_MEAN,0.1966126863985462,0.1960968597746308,-0.2630468557774268
electricity,shape,STEP6_D63,81553,C3,M_ROTATE16,0.1966126863985462,0.1958843292008128,-0.37183025344855736
electricity,shape,STEP6_D63,81553,C3,M_RECENCY,0.1966126863985462,0.1964289159602666,-0.09355569539302167
electricity,shape,STEP6_D63,81553,C3_W_RECENCY_G,C3,0.19648073859301457,0.1966126863985462,0.06711052473193924
electricity,shape,STEP6_D63,81553,RECENCY_W_C3_G,M_RECENCY,0.19662166424875832,0.1964289159602666,-0.0981262293025642
electricity,shape,STEP6_D63,81553,C3,RECENCY_W_C3_G,0.1966126863985462,0.19662166424875832,0.004566053413501692
electricity,shape,STEP6_D63,81553,C3_W_RECENCY_G,M_RECENCY,0.19648073859301457,0.1964289159602666,-0.026382384942991166
electricity,shape,STEP8_D31,81551,C2,C0,0.20677691631742504,0.20999537202876956,1.5326317338572482
electricity,shape,STEP8_D31,81551,C3,C0,0.20789581644530944,0.20999537202876956,0.9998104068562386
electricity,shape,STEP8_D31,81551,C3,C2,0.20789581644530944,0.20677691631742504,-0.5411146214052032
electricity,shape,STEP8_D31,81551,C3,M_MEAN,0.20789581644530944,0.20694975329361634,-0.45714630563045144
electricity,shape,STEP8_D31,81551,C3,M_ROTATE16,0.20789581644530944,0.20712497212064168,-0.3721638761253532
electricity,shape,STEP8_D31,81551,C3,M_RECENCY,0.20789581644530944,0.2084269310913477,0.2548205470652376
electricity,shape,STEP8_D31,81551,C3_W_RECENCY_G,C3,0.20808229210435744,0.20789581644530944,-0.08969668665606001
electricity,shape,STEP8_D31,81551,RECENCY_W_C3_G,M_RECENCY,0.20830265708731047,0.2084269310913477,0.05962473437886029
electricity,shape,STEP8_D31,81551,C3,RECENCY_W_C3_G,0.20789581644530944,0.20830265708731047,0.1953122671068508
electricity,shape,STEP8_D31,81551,C3_W_RECENCY_G,M_RECENCY,0.20808229210435744,0.2084269310913477,0.165352425996812
electricity,shape,STEP8_D31,81552,C2,C0,0.2099957599106122,0.2153050211619759,2.4659254218551085
electricity,shape,STEP8_D31,81552,C3,C0,0.20679418011084877,0.2153050211619759,3.952922697852146
electricity,shape,STEP8_D31,81552,C3,C2,0.20679418011084877,0.2099957599106122,1.5245925923105474
electricity,shape,STEP8_D31,81552,C3,M_MEAN,0.20679418011084877,0.2091675373970421,1.1346680826902045
electricity,shape,STEP8_D31,81552,C3,M_ROTATE16,0.20679418011084877,0.210149430508585,1.5966021842724776
electricity,shape,STEP8_D31,81552,C3,M_RECENCY,0.20679418011084877,0.20691939216179636,0.06051247765588297
electricity,shape,STEP8_D31,81552,C3_W_RECENCY_G,C3,0.20667717873266103,0.20679418011084877,0.05657866102664055
electricity,shape,STEP8_D31,81552,RECENCY_W_C3_G,M_RECENCY,0.20701652165176726,0.20691939216179636,-0.04694073810875832
electricity,shape,STEP8_D31,81552,C3,RECENCY_W_C3_G,0.20679418011084877,0.20701652165176726,0.10740280009752246
electricity,shape,STEP8_D31,81552,C3_W_RECENCY_G,M_RECENCY,0.20667717873266103,0.20691939216179636,0.11705690153290815
electricity,shape,STEP8_D31,81553,C2,C0,0.20715956181584844,0.21026774009803662,1.478200260648166
electricity,shape,STEP8_D31,81553,C3,C0,0.2084591934232076,0.21026774009803662,0.8601160948349951
electricity,shape,STEP8_D31,81553,C3,C2,0.2084591934232076,0.20715956181584844,-0.6273577700045774
electricity,shape,STEP8_D31,81553,C3,M_MEAN,0.2084591934232076,0.2073431886363779,-0.5382403898431587
electricity,shape,STEP8_D31,81553,C3,M_ROTATE16,0.2084591934232076,0.20713151228044885,-0.6409846228328187
electricity,shape,STEP8_D31,81553,C3,M_RECENCY,0.2084591934232076,0.20842872179695016,-0.014619686766170759
