source,arm,seed,role,condition,subset,count,mean,std,min,p10,p25,median,p75,p90,max,histogram
ettm1,B3,81552,E_DISCOVERY,BURST16,clipped_slots,11218,0.6682925224304199,0.30468595027923584,0.125,0.25,0.375,0.75,1.0,1.0,1.0,"[0, 0, 995, 5, 1, 1013, 3, 1063, 2, 0, 1079, 1, 1129, 4, 2, 1184, 4, 1251, 0, 3482]"
ettm1,B3,81552,E_DISCOVERY,SHIFT4,all_slots,524288,0.06073039770126343,0.2256881445646286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[484021, 0, 2449, 5, 10, 2332, 4, 2300, 9, 0, 2336, 9, 2332, 12, 4, 2612, 21, 2952, 0, 22880]"
ettm1,B3,81552,E_DISCOVERY,SHIFT4,clipped_slots,3785,0.9310275316238403,0.1687278151512146,0.125,0.75,1.0,1.0,1.0,1.0,1.0,"[0, 0, 28, 0, 0, 47, 0, 66, 0, 0, 82, 0, 122, 0, 0, 168, 2, 247, 0, 3023]"
ettm1,B3,81552,E_DISCOVERY,SHIFT8,all_slots,524288,0.07864602655172348,0.25862327218055725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[475209, 0, 2328, 6, 10, 2216, 5, 2206, 5, 0, 2154, 7, 2111, 13, 7, 2264, 14, 2420, 0, 33313]"
ettm1,B3,81552,E_DISCOVERY,SHIFT8,clipped_slots,31809,0.8969827890396118,0.22914376854896545,0.125,0.5,1.0,1.0,1.0,1.0,1.0,"[0, 0, 881, 0, 0, 906, 0, 935, 0, 0, 952, 0, 980, 0, 0, 1048, 0, 1093, 0, 25014]"
ettm1,B3,81552,E_DISCOVERY,SHIFT_POINT,all_slots,524288,0.0599619597196579,0.223227858543396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[482787, 0, 4287, 8, 9, 2338, 7, 2300, 6, 0, 2329, 10, 2319, 14, 4, 2591, 22, 3229, 0, 22028]"
ettm1,B3,81552,E_DISCOVERY,SHIFT_POINT,clipped_slots,5481,0.6751459836959839,0.39721691608428955,0.125,0.125,0.125,1.0,1.0,1.0,1.0,"[0, 0, 1719, 3, 0, 72, 3, 64, 0, 0, 100, 0, 127, 0, 0, 170, 2, 299, 0, 2922]"
ettm1,B4,81551,V_SELECT,REFERENCE,all_slots,262144,0.019188588485121727,0.00035048843710683286,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.02322247438132763,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,REFERENCE,clipped_slots,2862,0.021422583609819412,0.0006175890448503196,0.02030218578875065,0.020558679476380348,0.02094793040305376,0.02141769975423813,0.02187152300029993,0.022208217531442642,0.02322247438132763,"[2862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,POINT4,all_slots,262144,0.01919153332710266,0.0003545551444403827,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.02322247438132763,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,POINT4,clipped_slots,2869,0.021415676921606064,0.0006200658972375095,0.020300189033150673,0.020544099807739257,0.020947683602571487,0.021410755813121796,0.021861482411623,0.022210383787751198,0.02322247438132763,"[2869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,POINT8,all_slots,262144,0.0191971268504858,0.00037985973176546395,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.02375917136669159,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,POINT8,clipped_slots,3780,0.02147882618010044,0.0005862940452061594,0.020300403237342834,0.020634841173887253,0.02107911603525281,0.021506600081920624,0.021881251130253077,0.022179842740297318,0.02375917136669159,"[3780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,POINT16,all_slots,262144,0.019204553216695786,0.0004384745261631906,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.024310417473316193,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,POINT16,clipped_slots,3857,0.021957213059067726,0.0010517477057874203,0.020298056304454803,0.02063606269657612,0.02113134041428566,0.021748989820480347,0.023194121196866035,0.023522167652845382,0.024310417473316193,"[3857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,BURST4,all_slots,262144,0.019199609756469727,0.0003616863687057048,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.023396939039230347,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,BURST4,clipped_slots,2800,0.021348727867007256,0.0006285947747528553,0.020296890288591385,0.02050452269613743,0.0208468958735466,0.02133462205529213,0.02177150221541524,0.022150310315191747,0.023396939039230347,"[2800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,BURST8,all_slots,262144,0.019222065806388855,0.00045258220052346587,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.023321334272623062,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,BURST8,clipped_slots,6585,0.021520601585507393,0.0005340626812539995,0.020298924297094345,0.020794299244880677,0.021169476211071014,0.021538781002163887,0.02189304120838642,0.02213953584432602,0.023321334272623062,"[6585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,BURST16,all_slots,262144,0.019251685589551926,0.0006267118151299655,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.024297747761011124,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,BURST16,clipped_slots,6769,0.022620508447289467,0.0010945372050628066,0.020298924297094345,0.020900794118642808,0.02159791812300682,0.023304646834731102,0.023470262065529823,0.023594264686107636,0.024297747761011124,"[6769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,SHIFT4,all_slots,262144,0.019228074699640274,0.0003874498652294278,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.022886140272021294,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,SHIFT4,clipped_slots,2400,0.021221106871962547,0.0005760330823250115,0.020297471433877945,0.020469650998711585,0.020757315680384636,0.02117547020316124,0.021626150235533714,0.021979731507599354,0.022886140272021294,"[2400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,SHIFT8,all_slots,262144,0.019306018948554993,0.0006023990572430193,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.02029646374285221,0.02303861640393734,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,SHIFT8,clipped_slots,16636,0.021340688690543175,0.000531339377630502,0.020296884700655937,0.02062886394560337,0.02094858232885599,0.02132394164800644,0.02170383185148239,0.02203409932553768,0.02303861640393734,"[16636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,SHIFT_POINT,all_slots,262144,0.01923556998372078,0.0004095456679351628,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.02379337139427662,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,V_SELECT,SHIFT_POINT,clipped_slots,3344,0.021276172250509262,0.0005867725121788681,0.020298009738326073,0.020509768277406693,0.020817963406443596,0.02122434973716736,0.0216753245331347,0.022034719958901404,0.02379337139427662,"[3344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,REFERENCE,all_slots,524288,0.019160248339176178,0.0002808920689858496,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.023270050063729286,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,REFERENCE,clipped_slots,3340,0.02137991413474083,0.0006741198594681919,0.020296884700655937,0.020507429167628287,0.020821379497647285,0.021323202177882195,0.021891050040721893,0.022301634401082994,0.023270050063729286,"[3340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,POINT4,all_slots,524288,0.019163355231285095,0.00028661059332080185,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.023270050063729286,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,POINT4,clipped_slots,3320,0.021379685029387474,0.0006749627063982189,0.02029688097536564,0.020506644621491432,0.020814435556530952,0.021322039887309074,0.021890154108405113,0.022302858531475067,0.023270050063729286,"[3320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,POINT8,all_slots,524288,0.019169114530086517,0.0003193688753526658,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.02374640665948391,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,POINT8,clipped_slots,5211,0.021492954343557358,0.0006167555693536997,0.02029688097536564,0.02061086893081665,0.021031873300671577,0.021524354815483093,0.021940390579402447,0.02225031703710556,0.02374640665948391,"[5211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,POINT16,all_slots,524288,0.01917617954313755,0.00038652835064567626,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.024582700803875923,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,POINT16,clipped_slots,5296,0.0221863966435194,0.0011473976774141192,0.02029688097536564,0.02063752803951502,0.021129906177520752,0.02204638533294201,0.023416645359247923,0.023553654551506042,0.024582700803875923,"[5296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,BURST4,all_slots,524288,0.019173219799995422,0.0003038665745407343,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.02327674813568592,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,BURST4,clipped_slots,3402,0.021347926929593086,0.0006624538800679147,0.02029905654489994,0.02049921341240406,0.02078333357349038,0.021299884654581547,0.021836078725755215,0.022258764877915383,0.02327674813568592,"[3402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,BURST8,all_slots,524288,0.019195467233657837,0.00040993079892359674,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.023593904450535774,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,BURST8,clipped_slots,10945,0.021556442603468895,0.0005534675437957048,0.020296884700655937,0.020805694907903672,0.0211741104722023,0.021581526845693588,0.02194932848215103,0.022223468869924545,0.023593904450535774,"[10945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,BURST16,all_slots,524288,0.01922472007572651,0.0005959932459518313,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.024664785712957382,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,BURST16,clipped_slots,11218,0.02287847176194191,0.000987452338449657,0.020296884700655937,0.02107623778283596,0.022352547384798527,0.02336148638278246,0.02349727228283882,0.02360119726508856,0.024664785712957382,"[11218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,SHIFT4,all_slots,524288,0.019205546006560326,0.00035469798604026437,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.023644588887691498,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,SHIFT4,clipped_slots,3785,0.02127208188176155,0.0006690927548334002,0.020296629518270493,0.02046043425798416,0.020727483555674553,0.021179379895329475,0.0217208843678236,0.02222018502652645,0.023644588887691498,"[3785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,SHIFT8,all_slots,524288,0.019287405535578728,0.0006008284981362522,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.023967044427990913,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,SHIFT8,clipped_slots,31809,0.021432295441627502,0.0005579788121394813,0.020296629518270493,0.020700915530323983,0.02101893723011017,0.021427510306239128,0.02182229980826378,0.02212749794125557,0.023967044427990913,"[31809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,SHIFT_POINT,all_slots,524288,0.019212257117033005,0.00037785686436109245,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.019107161089777946,0.02364637702703476,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81551,E_DISCOVERY,SHIFT_POINT,clipped_slots,5481,0.021344227716326714,0.0006433696253225207,0.020297516137361526,0.020519429817795753,0.020815391093492508,0.02131030708551407,0.021786311641335487,0.022164879366755486,0.02364637702703476,"[5481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,REFERENCE,all_slots,262144,0.019198745489120483,0.00035369378747418523,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.023271773010492325,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,REFERENCE,clipped_slots,2862,0.021453578025102615,0.0006236956687644124,0.020322293043136597,0.020581213757395744,0.020974206272512674,0.021448573097586632,0.02190691651776433,0.022247007116675377,0.023271773010492325,"[2862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,POINT4,all_slots,262144,0.019201718270778656,0.0003577955940272659,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.023271773010492325,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,POINT4,clipped_slots,2869,0.021446602419018745,0.0006261955131776631,0.02032027579843998,0.02056649960577488,0.02097395621240139,0.02144155651330948,0.02189677394926548,0.02224919870495796,0.023271773010492325,"[2869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,POINT8,all_slots,262144,0.019207363948225975,0.00038334770943038166,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.02381417341530323,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,POINT8,clipped_slots,3780,0.021510370075702667,0.0005920961266383529,0.02032049372792244,0.020658107474446297,0.021106669679284096,0.021538354456424713,0.021916741505265236,0.02221834771335125,0.02381417341530323,"[3780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,POINT16,all_slots,262144,0.019214868545532227,0.00044258293928578496,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.024371379986405373,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,POINT16,clipped_slots,3857,0.021993674337863922,0.0010624101851135492,0.020318124443292618,0.020659341663122176,0.021159404888749123,0.021783147007226944,0.023243116214871407,0.02357463613152504,0.024371379986405373,"[3857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,BURST4,all_slots,262144,0.019209865480661392,0.0003649821155704558,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.023448076099157333,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,BURST4,clipped_slots,2800,0.021378997713327408,0.000634809723123908,0.020316943526268005,0.020526544377207755,0.020872198045253754,0.021364673972129822,0.021805887576192617,0.022188516892492773,0.023448076099157333,"[2800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,BURST8,all_slots,262144,0.01923253759741783,0.0004567644791677594,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.023371675983071327,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,BURST8,clipped_slots,6585,0.021552547812461853,0.0005393545143306255,0.020319003611803055,0.02081909663975239,0.021197911351919174,0.021570852026343346,0.02192865125834942,0.02217763215303421,0.023371675983071327,"[6585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,BURST16,all_slots,262144,0.019262459129095078,0.0006327099981717765,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.024358578026294708,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,BURST16,clipped_slots,6769,0.022663744166493416,0.0011056758230552077,0.020319003611803055,0.020926613360643387,0.021630575880408287,0.02335480973124504,0.023522183299064636,0.023647503927350044,0.024358578026294708,"[6769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,SHIFT4,all_slots,262144,0.019238583743572235,0.0003909528604708612,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.022931914776563644,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,SHIFT4,clipped_slots,2400,0.021250108256936073,0.0005817002966068685,0.02031753771007061,0.02049134038388729,0.02078175637871027,0.021203963086009026,0.021659087389707565,0.02201620750129223,0.022931914776563644,"[2400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,SHIFT8,all_slots,262144,0.01931726559996605,0.0006079789018258452,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.02031651698052883,0.023085977882146835,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,SHIFT8,clipped_slots,16636,0.02137085609138012,0.0005365785327740014,0.020316943526268005,0.020652074366807938,0.020974866580218077,0.021353891119360924,0.02173754759132862,0.022071124985814095,0.023085977882146835,"[16636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,SHIFT_POINT,all_slots,262144,0.01924614980816841,0.0004132634785491973,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.02384873852133751,"[262144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,V_SELECT,SHIFT_POINT,clipped_slots,3344,0.021305721253156662,0.000592561555095017,0.020318077877163887,0.020531844347715378,0.020842986181378365,0.021253319457173347,0.02170875435695052,0.02207175511866808,0.02384873852133751,"[3344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,REFERENCE,all_slots,524288,0.01917014829814434,0.00028345570899546146,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.023319847881793976,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,REFERENCE,clipped_slots,3340,0.0214105024933815,0.0006807897589169443,0.020316939800977707,0.020529479160904883,0.02084643766283989,0.021353143267333508,0.02192663587629795,0.022341377474367617,0.023319847881793976,"[3340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,POINT4,all_slots,524288,0.019173283129930496,0.0002892240008804947,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.023319847881793976,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,POINT4,clipped_slots,3320,0.021410269662737846,0.0006816419772803783,0.020316939800977707,0.02052868902683258,0.020839426666498184,0.021351972594857216,0.02192572969943285,0.022342616692185402,0.023319847881793976,"[3320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,POINT8,all_slots,524288,0.019179098308086395,0.00032230332726612687,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.023801270872354507,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,POINT8,clipped_slots,5211,0.021524643525481224,0.0006228626589290798,0.020316939800977707,0.02063390612602234,0.02105896733701229,0.021556278690695763,0.021976474672555923,0.022289536893367767,0.023801270872354507,"[5211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,POINT16,all_slots,524288,0.019186237826943398,0.00039017220842652023,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.024646658450365067,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,POINT16,clipped_slots,5296,0.022225212305784225,0.0011590367648750544,0.020316939800977707,0.02066082041710615,0.02115795388817787,0.022083541378378868,0.02346799522638321,0.02360645867884159,0.024646658450365067,"[5296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,BURST4,all_slots,524288,0.019183237105607986,0.00030662983772344887,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.02332661859691143,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,BURST4,clipped_slots,3402,0.02137819677591324,0.0006690029404126108,0.020319132134318352,0.02052118759602308,0.020808022934943438,0.021329596638679504,0.0218711094930768,0.02229807395488024,0.02332661859691143,"[3402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ettm1,B4,81552,E_DISCOVERY,BURST8,all_slots,524288,0.019205696880817413,0.00041372948908247054,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.019116582348942757,0.023647136986255646,"[524288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
