source,role,state,metric,n,median,p90,p99,max
electricity,TRAIN,SHIFT,longest_run,8192,0.0,4.0,24.18000000000029,74.0
electricity,TRAIN,SHIFT,shift_clipped_fraction,8192,0.0,0.0833333333333333,0.6458333333333334,1.0
electricity,TRAIN,SHIFT,residual_mass_over_abs_delta,8192,0.0,0.4980072709732616,61.999401259421596,288.1432373115267
electricity,V_SELECT,BURST16,clipped_fraction,512,0.015625,0.07421875,0.22634765624999997,0.2734375
electricity,V_SELECT,BURST16,normalized_mass,512,0.1568721110441671,0.3906250474993238,1.5726910225113055,3.789253260030223
electricity,V_SELECT,BURST16,maximum_discarded_over_r,512,10.657707294454937,20.49455089732416,27.387292594091463,42.03831336405955
electricity,V_SELECT,BURST16,longest_run,512,8.0,8.0,38.889999999999986,139.0
electricity,V_SELECT,BURST4,clipped_fraction,512,0.0,0.0625,0.216796875,0.2734375
electricity,V_SELECT,BURST4,normalized_mass,512,0.0,0.2301001762217507,1.4163483913395385,3.5392532544179147
electricity,V_SELECT,BURST4,maximum_discarded_over_r,512,0.0,20.49455089732416,23.003102657493592,27.387292594091463
electricity,V_SELECT,BURST4,longest_run,512,0.0,7.0,62.78999999999985,139.0
electricity,V_SELECT,BURST8,clipped_fraction,512,0.015625,0.07207031250000007,0.228515625,0.2890625
electricity,V_SELECT,BURST8,normalized_mass,512,0.0315610555220835,0.2578019443239922,1.4758417245607496,2.5232281953108457
electricity,V_SELECT,BURST8,maximum_discarded_over_r,512,2.6744906787095895,20.49455089732416,23.003102657493592,28.979631523524446
electricity,V_SELECT,BURST8,longest_run,512,8.0,8.0,53.0,139.0
electricity,V_SELECT,POINT16,clipped_fraction,512,0.00390625,0.06621093750000007,0.21832031249999995,0.27734375
electricity,V_SELECT,POINT16,normalized_mass,512,0.0390624981014445,0.28244167253305963,1.502273348651749,3.575022341396811
electricity,V_SELECT,POINT16,maximum_discarded_over_r,512,10.318524256824912,20.49455089732416,26.608958910339044,36.64238728824679
electricity,V_SELECT,POINT16,longest_run,512,1.0,6.700000000000102,51.56999999999982,139.0
electricity,V_SELECT,POINT4,clipped_fraction,512,0.0,0.0625,0.21615234374999992,0.2734375
electricity,V_SELECT,POINT4,normalized_mass,512,0.0,0.24412051801193146,1.4580721883439256,3.547065755535552
electricity,V_SELECT,POINT4,maximum_discarded_over_r,512,0.0,20.49455089732416,23.003102657493592,27.387292594091463
electricity,V_SELECT,POINT4,longest_run,512,0.0,6.600000000000136,61.899999999999864,139.0
electricity,V_SELECT,POINT8,clipped_fraction,512,0.00390625,0.064453125,0.21832031249999995,0.27734375
electricity,V_SELECT,POINT8,normalized_mass,512,0.0078124990507222,0.25580249267068184,1.4686906979452696,3.5620779182872973
electricity,V_SELECT,POINT8,maximum_discarded_over_r,512,2.408738696611645,20.49455089732416,23.003102657493592,27.63065000457125
electricity,V_SELECT,POINT8,longest_run,512,1.0,6.600000000000136,53.0,139.0
electricity,V_SELECT,REFERENCE,clipped_fraction,512,0.0,0.06230468750000007,0.21615234374999992,0.2734375
electricity,V_SELECT,REFERENCE,normalized_mass,512,0.0,0.2613420306870845,1.4641659377248297,3.5392532544179147
electricity,V_SELECT,REFERENCE,maximum_discarded_over_r,512,0.0,20.49455089732416,23.003102657493592,27.387292594091463
electricity,V_SELECT,REFERENCE,longest_run,512,0.0,6.600000000000136,62.78999999999985,139.0
electricity,V_SELECT,SHIFT4,clipped_fraction,512,0.0,0.0625,0.19921875,0.2734375
electricity,V_SELECT,SHIFT4,normalized_mass,512,0.0,0.22503256856287415,1.3945610695775394,2.327484791879549
electricity,V_SELECT,SHIFT4,maximum_discarded_over_r,512,0.0,16.519466318325794,23.34034803723189,27.387292594091463
electricity,V_SELECT,SHIFT4,longest_run,512,0.0,6.900000000000034,53.0,139.0
electricity,V_SELECT,SHIFT4,shift_clipped_fraction,512,0.0,0.125,1.0,1.0
electricity,V_SELECT,SHIFT4,residual_mass_over_abs_delta,512,0.0,1.709619236583374,55.486698929611826,128.49204499689685
electricity,V_SELECT,SHIFT8,clipped_fraction,512,0.0625,0.08769531250000007,0.22222656249999995,0.28125
electricity,V_SELECT,SHIFT8,normalized_mass,512,0.1192453874064596,0.3303261040407224,1.5092486574776753,1.8210316047731068
electricity,V_SELECT,SHIFT8,maximum_discarded_over_r,512,2.8386868988132727,16.022123296910834,23.34034803723189,28.642386143786148
electricity,V_SELECT,SHIFT8,longest_run,512,32.0,32.0,53.0,139.0
electricity,V_SELECT,SHIFT8,shift_clipped_fraction,512,1.0,1.0,1.0,1.0
electricity,V_SELECT,SHIFT8,residual_mass_over_abs_delta,512,7.115762509104286,9.250666290448883,24.968724754392127,49.31256150523934
electricity,V_SELECT,SHIFT_POINT,clipped_fraction,512,0.00390625,0.06015625000000013,0.20095703124999997,0.275390625
electricity,V_SELECT,SHIFT_POINT,normalized_mass,512,0.0078124990507222,0.2291783611097682,1.4017273863206057,2.33139104160215
electricity,V_SELECT,SHIFT_POINT,maximum_discarded_over_r,512,2.159262128412456,16.022123296910834,23.303251045460673,31.003103801954232
electricity,V_SELECT,SHIFT_POINT,longest_run,512,1.0,7.0,53.0,139.0
electricity,V_SELECT,SHIFT_POINT,shift_clipped_fraction,512,0.0,0.12187500000000107,0.9375,1.0
electricity,V_SELECT,SHIFT_POINT,residual_mass_over_abs_delta,512,0.0,1.6889348947789322,45.78745875994338,128.49204499689685
ettm1,E_DISCOVERY,BURST16,clipped_fraction,1024,0.015625,0.021484375,0.115234375,0.201171875
ettm1,E_DISCOVERY,BURST16,normalized_mass,1024,0.1517255417609337,0.18361449694064894,0.38412252798331376,0.9461771460640914
ettm1,E_DISCOVERY,BURST16,maximum_discarded_over_r,1024,10.034341806616748,11.618623361506055,15.140980148004758,23.73021601020992
ettm1,E_DISCOVERY,BURST16,longest_run,1024,8.0,8.0,22.0,27.0
ettm1,E_DISCOVERY,BURST4,clipped_fraction,1024,0.0,0.015625,0.09525390624999996,0.197265625
ettm1,E_DISCOVERY,BURST4,normalized_mass,1024,0.0,0.011570336428311224,0.23630199925608714,0.7043564101616561
ettm1,E_DISCOVERY,BURST4,maximum_discarded_over_r,1024,0.0,1.1536537578424906,5.1422702118717085,8.518846719803411
ettm1,E_DISCOVERY,BURST4,longest_run,1024,0.0,7.0,22.0,27.0
ettm1,E_DISCOVERY,BURST8,clipped_fraction,1024,0.015625,0.02480468750000009,0.11478515624999996,0.20703125
ettm1,E_DISCOVERY,BURST8,normalized_mass,1024,0.02960040777636575,0.0659669971412308,0.2551891765544885,0.8032810331218307
ettm1,E_DISCOVERY,BURST8,maximum_discarded_over_r,1024,2.2607546845925963,4.0711188570499095,6.880070024857193,10.896338156889582
ettm1,E_DISCOVERY,BURST8,longest_run,1024,8.0,8.0,21.769999999999982,27.0
ettm1,E_DISCOVERY,POINT16,clipped_fraction,1024,0.00390625,0.015625,0.103515625,0.201171875
ettm1,E_DISCOVERY,POINT16,normalized_mass,1024,0.03915599572145065,0.04717238609789079,0.2683765714625964,0.7360830105577492
ettm1,E_DISCOVERY,POINT16,maximum_discarded_over_r,1024,10.414128956456867,11.794369159769479,15.696513307684562,22.4071132174116
ettm1,E_DISCOVERY,POINT16,longest_run,1024,1.0,4.0,22.769999999999982,27.0
ettm1,E_DISCOVERY,POINT4,clipped_fraction,1024,0.0,0.013085937500000089,0.099609375,0.197265625
ettm1,E_DISCOVERY,POINT4,normalized_mass,1024,0.0,0.0049209517352738485,0.2193193967398417,0.696176507707824
ettm1,E_DISCOVERY,POINT4,maximum_discarded_over_r,1024,0.0,1.1071320083383558,5.656925560935044,8.473810251958986
ettm1,E_DISCOVERY,POINT4,longest_run,1024,0.0,4.400000000000091,22.0,27.0
ettm1,E_DISCOVERY,POINT8,clipped_fraction,1024,0.00390625,0.01699218750000009,0.103515625,0.201171875
ettm1,E_DISCOVERY,POINT8,normalized_mass,1024,0.007984538757733299,0.015656203674520055,0.23250137703932922,0.7068594446457204
ettm1,E_DISCOVERY,POINT8,maximum_discarded_over_r,1024,2.5249082344258307,3.9854976722838122,7.54341257731231,12.22881906103119
ettm1,E_DISCOVERY,POINT8,longest_run,1024,1.0,5.0,22.0,27.0
ettm1,E_DISCOVERY,REFERENCE,clipped_fraction,1024,0.0,0.013671875,0.099609375,0.197265625
ettm1,E_DISCOVERY,REFERENCE,normalized_mass,1024,0.0,0.0017857497199411,0.2212980474781261,0.696177154420816
ettm1,E_DISCOVERY,REFERENCE,maximum_discarded_over_r,1024,0.0,0.2877192947157726,5.262259837981857,8.473810251958986
ettm1,E_DISCOVERY,REFERENCE,longest_run,1024,0.0,5.0,23.0,27.0
ettm1,E_DISCOVERY,SHIFT4,clipped_fraction,1024,0.0,0.02734375,0.09720703124999996,0.189453125
ettm1,E_DISCOVERY,SHIFT4,normalized_mass,1024,0.0,0.011574595293648085,0.20426687008228434,0.6937145603909983
ettm1,E_DISCOVERY,SHIFT4,maximum_discarded_over_r,1024,0.0,0.9789499939103748,5.836156252511375,11.32452289164323
ettm1,E_DISCOVERY,SHIFT4,longest_run,1024,0.0,9.0,26.0,31.0
ettm1,E_DISCOVERY,SHIFT4,shift_clipped_fraction,1024,0.0,0.0625,0.78125,0.96875
ettm1,E_DISCOVERY,SHIFT4,residual_mass_over_abs_delta,1024,0.0,0.10004015664872061,13.392682039545049,44.74011272778808
ettm1,E_DISCOVERY,SHIFT8,clipped_fraction,1024,0.0625,0.0625,0.1437890624999998,0.205078125
ettm1,E_DISCOVERY,SHIFT8,normalized_mass,1024,0.0873219619454119,0.18253402162978397,0.3995120823714759,0.8582761996616197
ettm1,E_DISCOVERY,SHIFT8,maximum_discarded_over_r,1024,2.491809776368,4.162282751040494,8.69165094292145,14.40711385720026
ettm1,E_DISCOVERY,SHIFT8,longest_run,1024,32.0,32.0,32.0,40.0
ettm1,E_DISCOVERY,SHIFT8,shift_clipped_fraction,1024,1.0,1.0,1.0,1.0
ettm1,E_DISCOVERY,SHIFT8,residual_mass_over_abs_delta,1024,5.527839346402926,10.960749790389542,20.104507695253997,38.27175419043519
ettm1,E_DISCOVERY,SHIFT_POINT,clipped_fraction,1024,0.00390625,0.02734375,0.091796875,0.193359375
ettm1,E_DISCOVERY,SHIFT_POINT,normalized_mass,1024,0.0064272296899548,0.020217489091723714,0.17998242907861295,0.7012958176010593
ettm1,E_DISCOVERY,SHIFT_POINT,maximum_discarded_over_r,1024,2.098163588087613,4.397236462555323,7.872523310759958,11.339869765138594
ettm1,E_DISCOVERY,SHIFT_POINT,longest_run,1024,1.0,9.0,23.0,30.0
ettm1,E_DISCOVERY,SHIFT_POINT,shift_clipped_fraction,1024,0.0,0.0625,0.71875,0.9375
ettm1,E_DISCOVERY,SHIFT_POINT,residual_mass_over_abs_delta,1024,0.0,1.0036418344327593,12.113017733035111,42.76609038068975
ettm1,TRAIN,BURST,clipped_fraction,8192,0.0078125,0.0078125,0.125,0.404296875
ettm1,TRAIN,BURST,normalized_mass,8192,0.010748933883484451,0.025255186016772395,0.17825934718990413,2.099541828222775
ettm1,TRAIN,BURST,maximum_discarded_over_r,8192,2.1197174365919382,3.6854956313152107,6.674949556416059,20.027659128929265
ettm1,TRAIN,BURST,longest_run,8192,4.0,4.0,21.0,144.0
ettm1,TRAIN,POINT,clipped_fraction,8192,0.00390625,0.0078125,0.123046875,0.400390625
ettm1,TRAIN,POINT,normalized_mass,8192,0.008327164189567849,0.01972664867139933,0.1729373665454348,2.076104328222776
ettm1,TRAIN,POINT,maximum_discarded_over_r,8192,2.5448882404625377,4.022547333860439,7.50608146050648,20.05523796635025
ettm1,TRAIN,POINT,longest_run,8192,1.0,1.0,21.0,144.0
ettm1,TRAIN,REFERENCE,clipped_fraction,8192,0.0,0.001953125,0.119140625,0.396484375
ettm1,TRAIN,REFERENCE,normalized_mass,8192,0.0,0.0005081297065845,0.1648353283805976,2.068291825703002
ettm1,TRAIN,REFERENCE,maximum_discarded_over_r,8192,0.0,0.1663616424175136,3.787103162709505,16.052217928707588
ettm1,TRAIN,REFERENCE,longest_run,8192,0.0,1.0,21.0,144.0
ettm1,TRAIN,SHIFT,clipped_fraction,8192,0.0,0.01171875,0.087890625,0.41796875
ettm1,TRAIN,SHIFT,normalized_mass,8192,0.0,0.0035306105928163607,0.1232617366913537,2.23309766908289
ettm1,TRAIN,SHIFT,maximum_discarded_over_r,8192,0.0,0.6367781837964084,3.9780716945544015,16.052217928707588
ettm1,TRAIN,SHIFT,longest_run,8192,0.0,3.0,25.0,144.0
ettm1,TRAIN,SHIFT,shift_clipped_fraction,8192,0.0,0.0416666666666666,0.8333333333333334,1.0
ettm1,TRAIN,SHIFT,residual_mass_over_abs_delta,8192,0.0,0.0901793793795885,10.690210117770638,116.44714628683302
ettm1,V_SELECT,BURST16,clipped_fraction,512,0.015625,0.05449218750000007,0.15886718749999984,0.22265625
ettm1,V_SELECT,BURST16,normalized_mass,512,0.1527432686184652,0.20701905703650694,0.42415946972766355,0.6281024538997612
ettm1,V_SELECT,BURST16,maximum_discarded_over_r,512,10.07169543912729,11.963567712379364,16.29448632519664,18.312632035495398
ettm1,V_SELECT,BURST16,longest_run,512,8.0,10.900000000000034,26.0,30.0
ettm1,V_SELECT,BURST4,clipped_fraction,512,0.0,0.04257812500000013,0.138671875,0.19921875
ettm1,V_SELECT,BURST4,normalized_mass,512,0.0,0.042030164300625054,0.2928843089402561,0.4827094959297002
ettm1,V_SELECT,BURST4,maximum_discarded_over_r,512,0.0,2.4451931159263824,6.4787305065968255,9.36165256384053
ettm1,V_SELECT,BURST4,longest_run,512,0.0,10.800000000000068,25.889999999999986,26.0
ettm1,V_SELECT,BURST8,clipped_fraction,512,0.015625,0.05449218750000007,0.15972656249999995,0.21875
ettm1,V_SELECT,BURST8,normalized_mass,512,0.03107893770913105,0.09146715691879051,0.29235011138513023,0.4028430657239841
ettm1,V_SELECT,BURST8,maximum_discarded_over_r,512,2.409046228544684,4.047220990832588,7.005456379462209,8.823682574156583
ettm1,V_SELECT,BURST8,longest_run,512,8.0,10.0,25.0,26.0
ettm1,V_SELECT,POINT16,clipped_fraction,512,0.00390625,0.044921875,0.15560546874999992,0.21484375
ettm1,V_SELECT,POINT16,normalized_mass,512,0.0396182645227432,0.08624851557000614,0.3677796732870156,0.4917726422806726
ettm1,V_SELECT,POINT16,maximum_discarded_over_r,512,10.520109696166575,11.956464597745528,15.084902299643414,18.47931400614649
ettm1,V_SELECT,POINT16,longest_run,512,1.0,10.0,25.889999999999986,26.0
ettm1,V_SELECT,POINT4,clipped_fraction,512,0.0,0.04277343750000007,0.15517578124999987,0.208984375
ettm1,V_SELECT,POINT4,normalized_mass,512,0.0,0.04531039362352896,0.3200162511996117,0.4353292599092611
ettm1,V_SELECT,POINT4,maximum_discarded_over_r,512,0.0,2.5766513823131967,6.435188569087318,8.15978451341215
ettm1,V_SELECT,POINT4,longest_run,512,0.0,10.0,25.889999999999986,26.0
ettm1,V_SELECT,POINT8,clipped_fraction,512,0.00390625,0.04296875,0.15691406249999984,0.212890625
ettm1,V_SELECT,POINT8,normalized_mass,512,0.0084648224187009,0.05288274672431825,0.3296039737178211,0.4426343072710738
ettm1,V_SELECT,POINT8,maximum_discarded_over_r,512,2.515022465121445,4.083703714294884,8.03846522531117,12.346530951704874
ettm1,V_SELECT,POINT8,longest_run,512,1.0,9.900000000000034,25.0,26.0
ettm1,V_SELECT,REFERENCE,clipped_fraction,512,0.0,0.04277343750000007,0.1534374999999999,0.208984375
ettm1,V_SELECT,REFERENCE,normalized_mass,512,0.0,0.04473026011507591,0.32408077654325607,0.4332800910013679
ettm1,V_SELECT,REFERENCE,maximum_discarded_over_r,512,0.0,2.2060754219029857,5.956460789660108,8.15978451341215
ettm1,V_SELECT,REFERENCE,longest_run,512,0.0,10.0,25.889999999999986,26.0
ettm1,V_SELECT,SHIFT4,clipped_fraction,512,0.0,0.03300781250000007,0.1046093749999999,0.1796875
ettm1,V_SELECT,SHIFT4,normalized_mass,512,0.0,0.032053930758276616,0.22771897699996865,0.2990891901012581
ettm1,V_SELECT,SHIFT4,maximum_discarded_over_r,512,0.0,2.08996646982339,4.446139562163646,6.203514854793974
ettm1,V_SELECT,SHIFT4,longest_run,512,0.0,11.0,24.889999999999986,26.0
ettm1,V_SELECT,SHIFT4,shift_clipped_fraction,512,0.0,0.03125,0.4653124999999996,0.65625
ettm1,V_SELECT,SHIFT4,residual_mass_over_abs_delta,512,0.0,0.011353103934702072,5.231985648334443,9.255242333461943
ettm1,V_SELECT,SHIFT8,clipped_fraction,512,0.0625,0.07421875,0.16667968749999984,0.2265625
ettm1,V_SELECT,SHIFT8,normalized_mass,512,0.08257593596392504,0.17720367075777782,0.3186517597033232,0.4726061118091382
ettm1,V_SELECT,SHIFT8,maximum_discarded_over_r,512,2.343929104796135,4.04562149054533,6.281391050104792,7.035817227859156
ettm1,V_SELECT,SHIFT8,longest_run,512,32.0,32.0,32.0,42.0
ettm1,V_SELECT,SHIFT8,shift_clipped_fraction,512,1.0,1.0,1.0,1.0
ettm1,V_SELECT,SHIFT8,residual_mass_over_abs_delta,512,5.066175684741917,9.70597250202154,15.422052240736491,18.19108113057676
ettm1,V_SELECT,SHIFT_POINT,clipped_fraction,512,0.00390625,0.03886718750000007,0.10830078124999987,0.18359375
ettm1,V_SELECT,SHIFT_POINT,normalized_mass,512,0.0068171856256857,0.04053261275336237,0.18911679215481256,0.3176503515567994
ettm1,V_SELECT,SHIFT_POINT,maximum_discarded_over_r,512,2.0083753982054766,4.660856149436813,7.270157389072147,12.66666658306221
ettm1,V_SELECT,SHIFT_POINT,longest_run,512,1.0,11.0,23.889999999999986,26.0
ettm1,V_SELECT,SHIFT_POINT,shift_clipped_fraction,512,0.0,0.125,0.5,0.78125
ettm1,V_SELECT,SHIFT_POINT,residual_mass_over_abs_delta,512,0.0,1.312239222217032,5.812181995364084,9.530479087149963
