dataset,source,budget,seed,arm,candidate_id,step,lr,prediction_file,checkpoint_available,cache_available,duplicate_group,canonical_id
electricity_new_233,electricity_new,233,34000,native_anchor,electricity_new_233_34000_native_anchor_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_anchor_1_V_150.npz,True,True,285609cee5ea11a3777dbe8944f4b52299d669f47b3bcc831530e11585c4ba73,electricity_new_233_34000_native_anchor_1_step150
electricity_new_233,electricity_new,233,34000,native_anchor,electricity_new_233_34000_native_anchor_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_anchor_1_V_450.npz,True,True,7c34f150958f66b6f8d353d1a9b734bd76aa855d28de5b0698d87d8709070d1a,electricity_new_233_34000_native_anchor_1_step450
electricity_new_233,electricity_new,233,34000,native_anchor,electricity_new_233_34000_native_anchor_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_anchor_1_V_900.npz,True,True,09fe96e4e84bcdfe32ec8facf0449c63501e1aa2137de3b958f70bb2487fe935,electricity_new_233_34000_native_anchor_1_step900
electricity_new_233,electricity_new,233,34001,native,electricity_new_233_34001_native_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_0_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_233_34001_native_0_step0
electricity_new_233,electricity_new,233,34001,native,electricity_new_233_34001_native_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_0_V_150.npz,True,True,390eabdd912f7f3f7d9e119b1175faf74fa4cc1ceb184a98c288699856075441,electricity_new_233_34001_native_0_step150
electricity_new_233,electricity_new,233,34001,native,electricity_new_233_34001_native_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_0_V_450.npz,True,True,91204bafcdcff205fc2a821fecc2f4e585fc6a36d725525486082e89527c6c8e,electricity_new_233_34001_native_0_step450
electricity_new_233,electricity_new,233,34001,native,electricity_new_233_34001_native_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_0_V_900.npz,True,True,45b5383611101098b22e94c3b6d2c580e122dc963bea73de243f43ba150cb3a9,electricity_new_233_34001_native_0_step900
electricity_new_233,electricity_new,233,34001,native,electricity_new_233_34001_native_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_1_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_233_34001_native_0_step0
electricity_new_233,electricity_new,233,34001,native,electricity_new_233_34001_native_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_1_V_150.npz,True,True,319da2ad7e78804722d429536aa179961fffc8c03ed7d8a5a29b45e912ff6bef,electricity_new_233_34001_native_1_step150
electricity_new_233,electricity_new,233,34001,native,electricity_new_233_34001_native_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_1_V_450.npz,True,True,71d5f522ccffa067e37441fd4798503b09061e65fa0f1e9720db0dbe7b53d6fe,electricity_new_233_34001_native_1_step450
electricity_new_233,electricity_new,233,34001,native,electricity_new_233_34001_native_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_1_V_900.npz,True,True,2c877496119e18b86baf6cd83c2b8b2d2c3e15e8e8996c2cae6a0b28ec546c85,electricity_new_233_34001_native_1_step900
electricity_new_233,electricity_new,233,34001,native_anchor,electricity_new_233_34001_native_anchor_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_anchor_0_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_233_34001_native_anchor_0_step0
electricity_new_233,electricity_new,233,34001,native_anchor,electricity_new_233_34001_native_anchor_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_anchor_0_V_150.npz,True,True,4a532938986ad7bf16c2bc1124a4c7a636a502cb040222a23371e51783063e31,electricity_new_233_34001_native_anchor_0_step150
electricity_new_233,electricity_new,233,34001,native_anchor,electricity_new_233_34001_native_anchor_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_anchor_0_V_450.npz,True,True,aa8e5ba3640ca86840fe2aaaa8367e0618f9a5f25ac293442520b79a0c57ebfa,electricity_new_233_34001_native_anchor_0_step450
electricity_new_233,electricity_new,233,34001,native_anchor,electricity_new_233_34001_native_anchor_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_anchor_0_V_900.npz,True,True,570146db1c8a4cc7833cde5faa73ec7998f4b85deb7175fb99cc78ce4345ab8a,electricity_new_233_34001_native_anchor_0_step900
electricity_new_233,electricity_new,233,34001,native_anchor,electricity_new_233_34001_native_anchor_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_anchor_1_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_233_34001_native_anchor_0_step0
electricity_new_233,electricity_new,233,34001,native_anchor,electricity_new_233_34001_native_anchor_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_anchor_1_V_150.npz,True,True,3d579f818d6291b094209a8a9ca78cd634ee394f671424a87e0476c2fa2388bf,electricity_new_233_34001_native_anchor_1_step150
electricity_new_233,electricity_new,233,34001,native_anchor,electricity_new_233_34001_native_anchor_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_anchor_1_V_450.npz,True,True,09633129b0a7f9df91b0d9b152750583f7af1d034edaac3b0a4e54eeaa792ea5,electricity_new_233_34001_native_anchor_1_step450
electricity_new_233,electricity_new,233,34001,native_anchor,electricity_new_233_34001_native_anchor_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34001_native_anchor_1_V_900.npz,True,True,99d3a85946886c761a26247657f941b68ded676dc40adf7b779cd2857ba31745,electricity_new_233_34001_native_anchor_1_step900
