arm,batch,censored,saturated,zero_gradient,saturated_zero_gradient,censor_loss_sum,saturated_zero_loss_sum,lower_bound_minus_upper_support_mean
CENSORED_LOSS_LORA,173,47,19,19,19,303.96539306640625,262.49468994140625,0.44916433095932007
CENSORED_LOSS_LORA,174,4,2,2,2,34.1383171081543,27.63102149963379,-1.4945905208587646
CENSORED_LOSS_LORA,175,19,0,0,0,39.557708740234375,0.0,-0.9169517159461975
CENSORED_LOSS_LORA,176,25,1,1,1,53.56960678100586,13.815510749816895,-0.3753621578216553
CENSORED_LOSS_LORA,177,32,0,0,0,55.222511291503906,0.0,-1.2366344928741455
CENSORED_LOSS_LORA,178,16,0,0,0,31.809616088867188,0.0,-1.0829596519470215
CENSORED_LOSS_LORA,179,20,0,0,0,34.12080001831055,0.0,-0.899664044380188
CENSORED_LOSS_LORA,180,17,2,2,2,44.41480255126953,27.63102149963379,-0.8695427179336548
CENSORED_LOSS_LORA,181,18,0,0,0,34.64616012573242,0.0,-0.5720793008804321
CENSORED_LOSS_LORA,182,14,0,0,0,33.20512008666992,0.0,-0.9318831562995911
CENSORED_LOSS_LORA,183,27,0,0,0,46.11186981201172,0.0,-0.5855473279953003
CENSORED_LOSS_LORA,184,6,0,0,0,13.393099784851074,0.0,-1.511201024055481
CENSORED_LOSS_LORA,185,8,0,0,0,15.17943286895752,0.0,-0.3569980263710022
CENSORED_LOSS_LORA,186,34,0,0,0,64.161865234375,0.0,-0.7402818202972412
CENSORED_LOSS_LORA,187,37,0,0,0,62.4376220703125,0.0,-1.3295801877975464
CENSORED_LOSS_LORA,188,7,0,0,0,10.08935546875,0.0,-0.36032649874687195
CENSORED_LOSS_LORA,189,26,0,0,0,26.222335815429688,0.0,-84.64896392822266
CENSORED_LOSS_LORA,190,22,1,1,1,54.64498519897461,13.815510749816895,-0.9950077533721924
CENSORED_LOSS_LORA,191,29,0,0,0,52.19980239868164,0.0,-1.155601978302002
CENSORED_LOSS_LORA,192,12,0,0,0,22.92734146118164,0.0,-0.9900565147399902
CENSORED_LOSS_LORA,193,38,0,0,0,55.369773864746094,0.0,-2.309274673461914
CENSORED_LOSS_LORA,194,21,0,0,0,37.350616455078125,0.0,-5.5416789054870605
CENSORED_LOSS_LORA,195,32,0,0,0,59.52201843261719,0.0,-1.6727313995361328
CENSORED_LOSS_LORA,196,2,0,0,0,4.938884735107422,0.0,-9.673856735229492
CENSORED_LOSS_LORA,197,7,0,0,0,15.566878318786621,0.0,-0.9295365214347839
CENSORED_LOSS_LORA,198,11,0,0,0,24.25040626525879,0.0,-1.1359429359436035
CENSORED_LOSS_LORA,199,43,0,0,0,72.99871826171875,0.0,-1.3351762294769287
CENSORED_LOSS_LORA,200,30,0,0,0,43.87651824951172,0.0,-3.030039072036743
CENSORED_LOSS_LORA,201,18,2,2,2,52.68543243408203,27.63102149963379,-0.5868684649467468
CENSORED_LOSS_LORA,202,20,0,0,0,32.193206787109375,0.0,-0.8596466183662415
CENSORED_LOSS_LORA,203,9,0,0,0,13.88258171081543,0.0,-0.40741878747940063
CENSORED_LOSS_LORA,204,17,5,5,5,95.62059783935547,69.07755279541016,3.187020778656006
CENSORED_LOSS_LORA,205,13,0,0,0,21.49416732788086,0.0,-0.37997251749038696
CENSORED_LOSS_LORA,206,12,0,0,0,33.68479537963867,0.0,-3.0054664611816406
CENSORED_LOSS_LORA,207,35,0,0,0,55.760093688964844,0.0,-2.2006869316101074
CENSORED_LOSS_LORA,208,10,0,0,0,24.09752655029297,0.0,-1.646532416343689
CENSORED_LOSS_LORA,209,29,0,0,0,47.63722229003906,0.0,-0.9115158319473267
CENSORED_LOSS_LORA,210,10,0,0,0,19.196693420410156,0.0,-1.457711935043335
CENSORED_LOSS_LORA,211,43,0,0,0,83.04942321777344,0.0,-1.0346189737319946
CENSORED_LOSS_LORA,212,13,0,0,0,21.7825870513916,0.0,-0.7489258646965027
CENSORED_LOSS_LORA,213,28,0,0,0,45.12022018432617,0.0,-0.7357512712478638
CENSORED_LOSS_LORA,214,21,0,0,0,36.77639389038086,0.0,-0.7412915825843811
CENSORED_LOSS_LORA,215,45,0,0,0,47.279762268066406,0.0,-1.661428451538086
CENSORED_LOSS_LORA,216,24,0,0,0,36.114662170410156,0.0,-0.7148518562316895
CENSORED_LOSS_LORA,217,52,0,0,0,70.99325561523438,0.0,-0.880416989326477
CENSORED_LOSS_LORA,218,38,0,0,0,64.56048583984375,0.0,-0.9595403075218201
CENSORED_LOSS_LORA,219,12,0,0,0,27.161651611328125,0.0,-1.2178592681884766
CENSORED_LOSS_LORA,220,34,0,0,0,47.015403747558594,0.0,-2.2285616397857666
CENSORED_LOSS_LORA,221,15,0,0,0,22.12917709350586,0.0,-0.4390126168727875
CENSORED_LOSS_LORA,222,23,0,0,0,37.919681549072266,0.0,-1.0304027795791626
CENSORED_LOSS_LORA,223,15,0,0,0,25.434961318969727,0.0,-0.3492105305194855
CENSORED_LOSS_LORA,224,14,1,1,1,48.430633544921875,13.815510749816895,-1.7510656118392944
CENSORED_LOSS_LORA,225,16,2,2,2,51.939842224121094,27.63102149963379,-0.48539358377456665
CENSORED_LOSS_LORA,226,26,0,0,0,44.519195556640625,0.0,-0.7875950336456299
CENSORED_LOSS_LORA,227,1,0,0,0,3.367924690246582,0.0,-1.7031784057617188
CENSORED_LOSS_LORA,228,11,0,0,0,24.156291961669922,0.0,-1.500856876373291
CENSORED_LOSS_LORA,229,5,0,0,0,8.885929107666016,0.0,-2.4194393157958984
CENSORED_LOSS_LORA,230,19,0,0,0,39.97705078125,0.0,-0.8798982501029968
CENSORED_LOSS_LORA,231,16,0,0,0,33.022708892822266,0.0,-1.2859044075012207
CENSORED_LOSS_LORA,232,21,0,0,0,35.265899658203125,0.0,-0.8530107140541077
CENSORED_LOSS_LORA,233,33,0,0,0,64.02299499511719,0.0,-1.4901206493377686
CENSORED_LOSS_LORA,234,12,0,0,0,23.676719665527344,0.0,-0.8285887241363525
CENSORED_LOSS_LORA,235,33,7,7,7,171.0755615234375,96.70857238769531,-0.299133837223053
CENSORED_LOSS_LORA,236,44,1,1,1,60.376583099365234,13.815510749816895,-0.16427427530288696
CENSORED_LOSS_LORA,237,16,0,0,0,26.21712303161621,0.0,-0.46990495920181274
CENSORED_LOSS_LORA,238,15,0,0,0,32.010826110839844,0.0,-0.9280717372894287
CENSORED_LOSS_LORA,239,17,0,0,0,26.190961837768555,0.0,-1.3789186477661133
CENSORED_LOSS_LORA,240,24,7,7,7,120.72422790527344,96.70857238769531,0.09153459221124649
CENSORED_LOSS_LORA,241,14,2,2,2,66.96015930175781,27.63102149963379,-1.5045573711395264
CENSORED_LOSS_LORA,242,19,0,0,0,33.154937744140625,0.0,-0.9947952628135681
CENSORED_LOSS_LORA,243,11,0,0,0,28.165054321289062,0.0,-0.7872129082679749
CENSORED_LOSS_LORA,244,29,0,0,0,57.51731872558594,0.0,-1.5758273601531982
CENSORED_LOSS_LORA,245,48,0,0,0,72.29257202148438,0.0,-0.9766284823417664
CENSORED_LOSS_LORA,246,15,0,0,0,21.713207244873047,0.0,-0.5150354504585266
CENSORED_LOSS_LORA,247,6,0,0,0,13.105428695678711,0.0,-33.24595260620117
CENSORED_LOSS_LORA,248,43,0,0,0,50.919273376464844,0.0,-1.3843153715133667
CENSORED_LOSS_LORA,249,28,0,0,0,40.727325439453125,0.0,-1.4603694677352905
CENSORED_LOSS_LORA,250,13,0,0,0,24.69980239868164,0.0,-0.82564377784729
CENSORED_LOSS_LORA,251,19,0,0,0,48.38678741455078,0.0,-2.300701379776001
CENSORED_LOSS_LORA,252,14,0,0,0,27.349119186401367,0.0,-1.182186245918274
CENSORED_LOSS_LORA,253,27,0,0,0,53.16627502441406,0.0,-0.8904392719268799
CENSORED_LOSS_LORA,254,25,0,0,0,36.748741149902344,0.0,-0.3312104046344757
CENSORED_LOSS_LORA,255,24,0,0,0,32.86772155761719,0.0,-1.214058518409729
CENSORED_LOSS_LORA,256,33,0,0,0,56.449378967285156,0.0,-1.3264325857162476
CENSORED_LOSS_LORA,257,14,0,0,0,31.759761810302734,0.0,-7.042577266693115
CENSORED_LOSS_LORA,258,13,0,0,0,26.607608795166016,0.0,-1.5340371131896973
CENSORED_LOSS_LORA,259,49,0,0,0,60.948692321777344,0.0,-0.8092285394668579
CENSORED_LOSS_LORA,260,33,0,0,0,42.683380126953125,0.0,-2.6658098697662354
CENSORED_LOSS_LORA,261,29,0,0,0,57.62218475341797,0.0,-3.31457781791687
CENSORED_LOSS_LORA,262,7,0,0,0,16.247142791748047,0.0,-4.462123870849609
CENSORED_LOSS_LORA,263,19,0,0,0,30.593320846557617,0.0,-1.623848795890808
CENSORED_LOSS_LORA,264,8,0,0,0,14.244119644165039,0.0,-0.6717312335968018
CENSORED_LOSS_LORA,265,28,8,8,8,144.85723876953125,110.52408599853516,-2.3447725772857666
CENSORED_LOSS_LORA,266,23,0,0,0,36.440399169921875,0.0,-2.531208038330078
CENSORED_LOSS_LORA,267,16,0,0,0,35.62580871582031,0.0,-1.7202523946762085
CENSORED_LOSS_LORA,268,30,0,0,0,42.14643096923828,0.0,-1.8133655786514282
CENSORED_LOSS_LORA,269,30,0,0,0,62.271034240722656,0.0,-1.8610234260559082
CENSORED_LOSS_LORA,270,14,0,0,0,23.582040786743164,0.0,-0.9728059768676758
CENSORED_LOSS_LORA,271,16,2,2,2,55.134613037109375,27.63102149963379,-4.3530426025390625
CENSORED_LOSS_LORA,272,29,4,4,4,95.78753662109375,55.26204299926758,-0.3796062171459198
CENSORED_LOSS_LORA,273,25,0,0,0,65.77067565917969,0.0,-2.858464002609253
CENSORED_LOSS_LORA,274,9,0,0,0,21.77006721496582,0.0,-1.4460062980651855
CENSORED_LOSS_LORA,275,20,0,0,0,33.50566101074219,0.0,-1.8570382595062256
CENSORED_LOSS_LORA,276,23,0,0,0,52.9467658996582,0.0,-3.391087293624878
CENSORED_LOSS_LORA,277,28,0,0,0,51.06813049316406,0.0,-1.318834662437439
CENSORED_LOSS_LORA,278,27,0,0,0,41.346839904785156,0.0,-6.443005561828613
CENSORED_LOSS_LORA,279,41,0,0,0,59.00934600830078,0.0,-0.8339272737503052
CENSORED_LOSS_LORA,280,6,0,0,0,16.167795181274414,0.0,-2.709486961364746
CENSORED_LOSS_LORA,281,23,0,0,0,32.657447814941406,0.0,-5.24948263168335
CENSORED_LOSS_LORA,282,40,0,0,0,62.6473388671875,0.0,-1.8267961740493774
CENSORED_LOSS_LORA,283,32,0,0,0,33.33785629272461,0.0,-14.91380786895752
CENSORED_LOSS_LORA,284,19,0,0,0,36.84587478637695,0.0,-0.8784852027893066
CENSORED_LOSS_LORA,285,43,0,0,0,68.61349487304688,0.0,-0.434967577457428
CENSORED_LOSS_LORA,286,26,0,0,0,33.737117767333984,0.0,-1.1934640407562256
CENSORED_LOSS_LORA,287,25,3,3,3,77.64698028564453,41.446533203125,-0.17716899514198303
CENSORED_LOSS_LORA,288,6,1,1,1,28.270530700683594,13.815510749816895,-1.7821511030197144
CENSORED_LOSS_LORA,289,9,0,0,0,19.837474822998047,0.0,-1.7071595191955566
CENSORED_LOSS_LORA,290,19,0,0,0,35.326473236083984,0.0,-1.4522931575775146
CENSORED_LOSS_LORA,291,9,0,0,0,19.63063621520996,0.0,-0.9629456400871277
