config,arm,train_episodes,validation_episode,alpha,MAE_K,train_rows,validation_origins,n_features
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1",2,10.0,0.1686604319904698,44,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1",2,100.0,0.17145174832927437,44,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1",2,1000.0,0.2822082458482979,44,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1",2,10000.0,0.44830710022488707,44,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2",3,0.01,0.11388203775375869,66,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2",3,0.1,0.12138647108209258,66,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2",3,1.0,0.1506118688372057,66,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2",3,10.0,0.2753687115780614,66,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2",3,100.0,0.5219010622104119,66,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2",3,1000.0,2.0078158747513317,66,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2",3,10000.0,3.3268942094820004,66,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,0.01,0.047931828584469566,88,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,0.1,0.04905434145523719,88,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,1.0,0.0544251769090823,88,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,10.0,0.06832606303539689,88,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,100.0,0.17072562078008097,88,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,1000.0,0.5121745242171425,88,22,63
ZONE_60M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,10000.0,0.5199987448940835,88,22,63
ZONE_60M,HISTORY_LAGS_PLAN,0,1,0.01,2.4601903148200934,22,22,334
ZONE_60M,HISTORY_LAGS_PLAN,0,1,0.1,2.4604710406474832,22,22,334
ZONE_60M,HISTORY_LAGS_PLAN,0,1,1.0,2.4631703986879585,22,22,334
ZONE_60M,HISTORY_LAGS_PLAN,0,1,10.0,2.485277563918455,22,22,334
ZONE_60M,HISTORY_LAGS_PLAN,0,1,100.0,2.6108140504924022,22,22,334
ZONE_60M,HISTORY_LAGS_PLAN,0,1,1000.0,2.9693555578128827,22,22,334
ZONE_60M,HISTORY_LAGS_PLAN,0,1,10000.0,3.246387522755369,22,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1",2,0.01,0.49650669181559154,44,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1",2,0.1,0.495126502043273,44,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1",2,1.0,0.4937178054278047,44,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1",2,10.0,0.48704384674290335,44,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1",2,100.0,0.432399802458157,44,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1",2,1000.0,0.30768702563050687,44,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1",2,10000.0,0.3978744148335105,44,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2",3,0.01,0.34043988437695283,66,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2",3,0.1,0.29591243892041685,66,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2",3,1.0,0.3507185110172307,66,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2",3,10.0,0.5204039216937587,66,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2",3,100.0,0.9823075494429342,66,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2",3,1000.0,2.4772499774818617,66,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2",3,10000.0,3.419920439067471,66,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2,3",4,0.01,0.06747006803750455,88,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2,3",4,0.1,0.06464625239744363,88,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2,3",4,1.0,0.09000461329913247,88,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2,3",4,10.0,0.21443338519603958,88,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2,3",4,100.0,0.2891051453022498,88,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2,3",4,1000.0,0.473709908516035,88,22,334
ZONE_60M,HISTORY_LAGS_PLAN,"0,1,2,3",4,10000.0,0.5186342983014551,88,22,334
