config,arm,train_episodes,validation_episode,alpha,MAE_K,train_rows,validation_origins,n_features
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,100.0,0.8939972976720596,48,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,1000.0,0.7762004213838601,48,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,10000.0,0.4859184459518196,48,12,183
ZONE_360M,HISTORY_LAGS_PLAN,0,1,0.01,2.64792562179445,12,12,454
ZONE_360M,HISTORY_LAGS_PLAN,0,1,0.1,2.6481454052000526,12,12,454
ZONE_360M,HISTORY_LAGS_PLAN,0,1,1.0,2.6503179535492443,12,12,454
ZONE_360M,HISTORY_LAGS_PLAN,0,1,10.0,2.6700707001017925,12,12,454
ZONE_360M,HISTORY_LAGS_PLAN,0,1,100.0,2.7985832141135454,12,12,454
ZONE_360M,HISTORY_LAGS_PLAN,0,1,1000.0,3.1395812362594406,12,12,454
ZONE_360M,HISTORY_LAGS_PLAN,0,1,10000.0,3.3084517756520437,12,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1",2,0.01,1.083515483112272,24,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1",2,0.1,1.0831762216451588,24,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1",2,1.0,1.0799272344382762,24,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1",2,10.0,1.0555400422749932,24,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1",2,100.0,0.9383678812196742,24,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1",2,1000.0,0.5625911034067785,24,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1",2,10000.0,0.4903708160745201,24,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2",3,0.01,2.258829329675911,36,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2",3,0.1,2.2613218431754514,36,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2",3,1.0,2.2839419142011192,36,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2",3,10.0,2.4224116394730255,36,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2",3,100.0,2.91023328657208,36,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2",3,1000.0,3.4710696743637044,36,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2",3,10000.0,3.6979649950360547,36,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2,3",4,0.01,1.0422544269789138,48,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2,3",4,0.1,1.0425972236189454,48,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2,3",4,1.0,1.0457063340045454,48,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2,3",4,10.0,1.044975256259294,48,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2,3",4,100.0,0.8675934288227315,48,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2,3",4,1000.0,0.6275407251084746,48,12,454
ZONE_360M,HISTORY_LAGS_PLAN,"0,1,2,3",4,10000.0,0.4247705065382592,48,12,454
